dep,jour,P,T,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
89,2020-05-13,4,384,0,338291,1.1824139572143508,,
89,2020-05-14,0,351,0,338291,0.0,,
89,2020-05-15,4,416,0,338291,1.1824139572143508,,
89,2020-05-16,8,196,0,338291,2.3648279144287017,,
89,2020-05-17,3,52,0,338291,0.8868104679107632,,
89,2020-05-18,2,435,0,338291,0.5912069786071754,,
89,2020-05-19,8,433,0,338291,2.3648279144287017,29.0,8.572501189804044
89,2020-05-20,5,394,0,338291,1.4780174465179388,30.0,8.868104679107631
89,2020-05-21,2,64,0,338291,0.5912069786071754,32.0,9.459311657714807
89,2020-05-22,2,356,0,338291,0.5912069786071754,30.0,8.868104679107631
89,2020-05-23,5,182,0,338291,1.4780174465179388,27.0,7.981294211196869
89,2020-05-24,3,58,0,338291,0.8868104679107632,27.0,7.981294211196869
89,2020-05-25,0,373,0,338291,0.0,25.0,7.390087232589694
89,2020-05-26,2,358,0,338291,0.5912069786071754,19.0,5.616466296768166
89,2020-05-27,1,303,0,338291,0.2956034893035877,15.0,4.434052339553816
89,2020-05-28,0,275,0,338291,0.0,13.0,3.8428453609466406
89,2020-05-29,0,356,0,338291,0.0,11.0,3.251638382339465
89,2020-05-30,1,139,0,338291,0.2956034893035877,7.0,2.0692244251251144
89,2020-05-31,0,45,0,338291,0.0,4.0,1.1824139572143508
89,2020-06-01,0,48,0,338291,0.0,4.0,1.1824139572143508
89,2020-06-02,8,494,0,338291,2.3648279144287017,10.0,2.9560348930358775
89,2020-06-03,6,310,0,338291,1.7736209358215265,15.0,4.434052339553816
89,2020-06-04,2,279,0,338291,0.5912069786071754,17.0,5.025259318160992
89,2020-06-05,2,314,0,338291,0.5912069786071754,19.0,5.616466296768166
89,2020-06-06,2,128,0,338291,0.5912069786071754,20.0,5.912069786071755
89,2020-06-07,0,39,0,338291,0.0,20.0,5.912069786071755
89,2020-06-08,1,312,0,338291,0.2956034893035877,21.0,6.207673275375342
89,2020-06-09,0,273,0,338291,0.0,13.0,3.8428453609466406
89,2020-06-10,1,286,0,338291,0.2956034893035877,8.0,2.3648279144287017
89,2020-06-11,1,321,0,338291,0.2956034893035877,7.0,2.0692244251251144
89,2020-06-12,0,286,0,338291,0.0,5.0,1.4780174465179388
89,2020-06-13,0,123,0,338291,0.0,3.0,0.8868104679107632
89,2020-06-14,0,73,0,338291,0.0,3.0,0.8868104679107632
89,2020-06-15,0,249,0,338291,0.0,2.0,0.5912069786071754
89,2020-06-16,2,236,0,338291,0.5912069786071754,4.0,1.1824139572143508
89,2020-06-17,0,289,0,338291,0.0,3.0,0.8868104679107632
89,2020-06-18,0,212,0,338291,0.0,2.0,0.5912069786071754
89,2020-06-19,0,330,0,338291,0.0,2.0,0.5912069786071754
89,2020-06-20,1,106,0,338291,0.2956034893035877,3.0,0.8868104679107632
89,2020-06-21,0,34,0,338291,0.0,3.0,0.8868104679107632
89,2020-06-22,1,200,0,338291,0.2956034893035877,4.0,1.1824139572143508
89,2020-06-23,2,170,0,338291,0.5912069786071754,4.0,1.1824139572143508
89,2020-06-24,2,213,0,338291,0.5912069786071754,6.0,1.7736209358215265
89,2020-06-25,2,168,0,338291,0.5912069786071754,8.0,2.3648279144287017
89,2020-06-26,0,260,0,338291,0.0,8.0,2.3648279144287017
89,2020-06-27,3,134,0,338291,0.8868104679107632,10.0,2.9560348930358775
89,2020-06-28,4,55,0,338291,1.1824139572143508,14.0,4.138448850250229
89,2020-06-29,0,313,0,338291,0.0,13.0,3.8428453609466406
89,2020-06-30,0,513,0,338291,0.0,11.0,3.251638382339465
89,2020-07-01,2,305,0,338291,0.5912069786071754,11.0,3.251638382339465
89,2020-07-02,1,279,0,338291,0.2956034893035877,10.0,2.9560348930358775
89,2020-07-03,0,295,0,338291,0.0,10.0,2.9560348930358775
89,2020-07-04,0,266,0,338291,0.0,7.0,2.0692244251251144
89,2020-07-05,1,59,0,338291,0.2956034893035877,4.0,1.1824139572143508
89,2020-07-06,0,278,0,338291,0.0,4.0,1.1824139572143508
89,2020-07-07,2,304,0,338291,0.5912069786071754,6.0,1.7736209358215265
89,2020-07-08,0,312,0,338291,0.0,4.0,1.1824139572143508
89,2020-07-09,1,268,0,338291,0.2956034893035877,4.0,1.1824139572143508
89,2020-07-10,2,290,0,338291,0.5912069786071754,6.0,1.7736209358215265
89,2020-07-11,5,154,0,338291,1.4780174465179388,11.0,3.251638382339465
89,2020-07-12,1,63,0,338291,0.2956034893035877,11.0,3.251638382339465
89,2020-07-13,0,260,0,338291,0.0,11.0,3.251638382339465
89,2020-07-14,1,64,0,338291,0.2956034893035877,10.0,2.9560348930358775
89,2020-07-15,3,284,0,338291,0.8868104679107632,13.0,3.8428453609466406
89,2020-07-16,2,481,0,338291,0.5912069786071754,14.0,4.138448850250229
89,2020-07-17,2,373,0,338291,0.5912069786071754,14.0,4.138448850250229
89,2020-07-18,0,237,0,338291,0.0,9.0,2.66043140373229
89,2020-07-19,0,61,0,338291,0.0,8.0,2.3648279144287017
89,2020-07-20,2,354,0,338291,0.5912069786071754,10.0,2.9560348930358775
89,2020-07-21,2,317,0,338291,0.5912069786071754,11.0,3.251638382339465
89,2020-07-22,0,276,0,338291,0.0,8.0,2.3648279144287017
89,2020-07-23,5,377,0,338291,1.4780174465179388,11.0,3.251638382339465
89,2020-07-24,3,384,0,338291,0.8868104679107632,12.0,3.547241871643053
89,2020-07-25,1,226,0,338291,0.2956034893035877,13.0,3.8428453609466406
89,2020-07-26,3,49,0,338291,0.8868104679107632,16.0,4.729655828857403
89,2020-07-27,4,381,0,338291,1.1824139572143508,18.0,5.32086280746458
89,2020-07-28,2,483,0,338291,0.5912069786071754,18.0,5.32086280746458
89,2020-07-29,5,365,0,338291,1.4780174465179388,23.0,6.798880253982518
89,2020-07-30,2,393,0,338291,0.5912069786071754,20.0,5.912069786071755
89,2020-07-31,3,365,0,338291,0.8868104679107632,20.0,5.912069786071755
89,2020-08-01,1,211,0,338291,0.2956034893035877,20.0,5.912069786071755
89,2020-08-02,0,57,0,338291,0.0,17.0,5.025259318160992
89,2020-08-03,4,354,0,338291,1.1824139572143508,17.0,5.025259318160992
89,2020-08-04,4,350,0,338291,1.1824139572143508,19.0,5.616466296768166
89,2020-08-05,6,312,0,338291,1.7736209358215265,20.0,5.912069786071755
89,2020-08-06,8,355,0,338291,2.3648279144287017,26.0,7.685690721893281
89,2020-08-07,2,321,0,338291,0.5912069786071754,25.0,7.390087232589694
