dep,jour,P,T,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
21,2020-05-13,4,312,0,533819,0.7493176526125896,,
21,2020-05-14,7,328,0,533819,1.311305892072032,,
21,2020-05-15,7,440,0,533819,1.311305892072032,,
21,2020-05-16,4,123,0,533819,0.7493176526125896,,
21,2020-05-17,0,62,0,533819,0.0,,
21,2020-05-18,10,346,0,533819,1.873294131531474,,
21,2020-05-19,13,395,0,533819,2.435282370990916,45.0,8.429823591891633
21,2020-05-20,5,350,0,533819,0.936647065765737,46.0,8.61715300504478
21,2020-05-21,0,67,0,533819,0.0,39.0,7.305847112972749
21,2020-05-22,13,303,0,533819,2.435282370990916,45.0,8.429823591891633
21,2020-05-23,0,126,0,533819,0.0,41.0,7.680505939279044
21,2020-05-24,1,71,0,533819,0.1873294131531474,42.0,7.867835352432191
21,2020-05-25,4,320,0,533819,0.7493176526125896,36.0,6.743858873513307
21,2020-05-26,3,331,0,533819,0.5619882394594423,26.0,4.870564741981832
21,2020-05-27,5,217,0,533819,0.936647065765737,26.0,4.870564741981832
21,2020-05-28,3,278,0,533819,0.5619882394594423,29.0,5.432552981441275
21,2020-05-29,2,285,0,533819,0.3746588263062948,18.0,3.3719294367566537
21,2020-05-30,2,157,0,533819,0.3746588263062948,20.0,3.746588263062948
21,2020-05-31,0,70,0,533819,0.0,19.0,3.559258849909801
21,2020-06-01,0,49,0,533819,0.0,15.0,2.8099411972972113
21,2020-06-02,1,261,0,533819,0.1873294131531474,13.0,2.435282370990916
21,2020-06-03,0,260,0,533819,0.0,8.0,1.4986353052251793
21,2020-06-04,1,304,0,533819,0.1873294131531474,6.0,1.1239764789188846
21,2020-06-05,0,278,0,533819,0.0,4.0,0.7493176526125896
21,2020-06-06,1,142,0,533819,0.1873294131531474,3.0,0.5619882394594423
21,2020-06-07,0,43,0,533819,0.0,3.0,0.5619882394594423
21,2020-06-08,3,258,0,533819,0.5619882394594423,6.0,1.1239764789188846
21,2020-06-09,2,362,0,533819,0.3746588263062948,7.0,1.311305892072032
21,2020-06-10,0,270,0,533819,0.0,7.0,1.311305892072032
21,2020-06-11,2,239,0,533819,0.3746588263062948,8.0,1.4986353052251793
21,2020-06-12,5,290,0,533819,0.936647065765737,13.0,2.435282370990916
21,2020-06-13,0,124,0,533819,0.0,12.0,2.2479529578377693
21,2020-06-14,0,45,0,533819,0.0,12.0,2.2479529578377693
21,2020-06-15,5,260,0,533819,0.936647065765737,14.0,2.622611784144064
21,2020-06-16,3,240,0,533819,0.5619882394594423,15.0,2.8099411972972113
21,2020-06-17,1,215,0,533819,0.1873294131531474,16.0,2.9972706104503586
21,2020-06-18,5,200,0,533819,0.936647065765737,19.0,3.559258849909801
21,2020-06-19,1,279,0,533819,0.1873294131531474,15.0,2.8099411972972113
21,2020-06-20,0,128,0,533819,0.0,15.0,2.8099411972972113
21,2020-06-21,0,47,0,533819,0.0,15.0,2.8099411972972113
21,2020-06-22,2,283,0,533819,0.3746588263062948,12.0,2.2479529578377693
21,2020-06-23,4,247,0,533819,0.7493176526125896,13.0,2.435282370990916
21,2020-06-24,3,358,0,533819,0.5619882394594423,15.0,2.8099411972972113
21,2020-06-25,0,164,0,533819,0.0,10.0,1.873294131531474
21,2020-06-26,2,328,0,533819,0.3746588263062948,11.0,2.0606235446846215
21,2020-06-27,0,181,0,533819,0.0,11.0,2.0606235446846215
21,2020-06-28,0,51,0,533819,0.0,11.0,2.0606235446846215
21,2020-06-29,1,369,0,533819,0.1873294131531474,10.0,1.873294131531474
21,2020-06-30,4,412,0,533819,0.7493176526125896,10.0,1.873294131531474
21,2020-07-01,2,275,0,533819,0.3746588263062948,9.0,1.6859647183783268
21,2020-07-02,0,277,0,533819,0.0,9.0,1.6859647183783268
21,2020-07-03,1,339,0,533819,0.1873294131531474,8.0,1.4986353052251793
21,2020-07-04,0,254,0,533819,0.0,8.0,1.4986353052251793
21,2020-07-05,0,72,0,533819,0.0,8.0,1.4986353052251793
21,2020-07-06,1,335,0,533819,0.1873294131531474,8.0,1.4986353052251793
21,2020-07-07,3,333,0,533819,0.5619882394594423,7.0,1.311305892072032
21,2020-07-08,3,374,0,533819,0.5619882394594423,8.0,1.4986353052251793
21,2020-07-09,7,357,0,533819,1.311305892072032,15.0,2.8099411972972113
21,2020-07-10,1,442,0,533819,0.1873294131531474,15.0,2.8099411972972113
21,2020-07-11,3,266,0,533819,0.5619882394594423,18.0,3.3719294367566537
21,2020-07-12,0,44,0,533819,0.0,18.0,3.3719294367566537
21,2020-07-13,1,494,0,533819,0.1873294131531474,18.0,3.3719294367566537
21,2020-07-14,1,97,0,533819,0.1873294131531474,16.0,2.9972706104503586
21,2020-07-15,3,551,0,533819,0.5619882394594423,16.0,2.9972706104503586
21,2020-07-16,2,484,0,533819,0.3746588263062948,11.0,2.0606235446846215
21,2020-07-17,5,753,0,533819,0.936647065765737,15.0,2.8099411972972113
21,2020-07-18,1,518,0,533819,0.1873294131531474,13.0,2.435282370990916
21,2020-07-19,0,83,0,533819,0.0,13.0,2.435282370990916
21,2020-07-20,4,624,0,533819,0.7493176526125896,16.0,2.9972706104503586
21,2020-07-21,0,599,0,533819,0.0,15.0,2.8099411972972113
21,2020-07-22,3,742,0,533819,0.5619882394594423,15.0,2.8099411972972113
21,2020-07-23,7,465,0,533819,1.311305892072032,20.0,3.746588263062948
21,2020-07-24,3,635,0,533819,0.5619882394594423,18.0,3.3719294367566537
21,2020-07-25,3,591,0,533819,0.5619882394594423,20.0,3.746588263062948
