dep,jour,P,T,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
25,2020-07-20,9,550,0,539067,1.6695512802675736,18.0,3.339102560535147
25,2020-07-21,4,574,0,539067,0.7420227912300327,21.0,3.895619653957671
25,2020-07-22,3,752,0,539067,0.5565170934225245,22.0,4.08112535176518
25,2020-07-23,5,559,0,539067,0.9275284890375408,26.0,4.823148142995213
25,2020-07-24,6,549,0,539067,1.113034186845049,29.0,5.379665236417736
25,2020-07-25,2,324,0,539067,0.37101139561501634,29.0,5.379665236417736
25,2020-07-26,1,82,0,539067,0.18550569780750817,30.0,5.565170934225245
25,2020-07-27,6,596,0,539067,1.113034186845049,27.0,5.008653840802721
25,2020-07-28,4,557,0,539067,0.7420227912300327,27.0,5.008653840802721
25,2020-07-29,5,607,0,539067,0.9275284890375408,29.0,5.379665236417736
25,2020-07-30,8,512,0,539067,1.4840455824600653,32.0,5.936182329840261
25,2020-07-31,8,721,0,539067,1.4840455824600653,34.0,6.307193725455277
25,2020-08-01,3,379,0,539067,0.5565170934225245,35.0,6.492699423262785
25,2020-08-02,2,119,0,539067,0.37101139561501634,36.0,6.678205121070294
25,2020-08-03,8,633,0,539067,1.4840455824600653,38.0,7.04921651668531
25,2020-08-04,1,572,0,539067,0.18550569780750817,35.0,6.492699423262785
25,2020-08-05,3,490,0,539067,0.5565170934225245,33.0,6.121688027647769
25,2020-08-06,10,482,0,539067,1.8550569780750816,35.0,6.492699423262785
25,2020-08-07,4,474,0,539067,0.7420227912300327,31.0,5.750676632032753
25,2020-08-08,3,336,0,539067,0.5565170934225245,31.0,5.750676632032753
25,2020-08-09,0,107,0,539067,0.0,29.0,5.379665236417736
25,2020-08-10,12,491,0,539067,2.226068373690098,33.0,6.121688027647769
25,2020-08-11,8,551,0,539067,1.4840455824600653,40.0,7.4202279123003265
25,2020-08-12,11,553,0,539067,2.04056267588259,48.0,8.904273494760393
25,2020-08-13,17,592,0,539067,3.1535968627276385,55.0,10.202813379412948
25,2020-08-14,17,758,0,539067,3.1535968627276385,68.0,12.614387450910554
25,2020-08-15,3,169,0,539067,0.5565170934225245,68.0,12.614387450910554
25,2020-08-16,3,188,0,539067,0.5565170934225245,71.0,13.17090454433308
25,2020-08-17,18,883,0,539067,3.339102560535147,77.0,14.283938731178127
25,2020-08-18,26,874,0,539067,4.823148142995213,95.0,17.623041291713275
25,2020-08-19,13,840,0,539067,2.4115740714976064,97.0,17.994052687328292
25,2020-08-20,14,871,0,539067,2.597079769305114,94.0,17.437535593905764
25,2020-08-21,16,995,0,539067,2.9680911649201307,93.0,17.252029896098257
25,2020-08-22,3,588,0,539067,0.5565170934225245,93.0,17.252029896098257
25,2020-08-23,4,249,0,539067,0.7420227912300327,94.0,17.437535593905764
25,2020-08-24,17,1077,0,539067,3.1535968627276385,93.0,17.252029896098257
25,2020-08-25,30,838,0,539067,5.565170934225245,97.0,17.994052687328292
25,2020-08-26,28,1255,0,539067,5.194159538610228,112.0,20.776638154440914
25,2020-08-27,30,1061,0,539067,5.565170934225245,128.0,23.744729319361046
25,2020-08-28,34,1268,0,539067,6.307193725455277,146.0,27.08383187989619
25,2020-08-29,17,853,0,539067,3.1535968627276385,160.0,29.680911649201306
25,2020-08-30,8,350,0,539067,1.4840455824600653,164.0,30.422934440431337
25,2020-08-31,45,1266,0,539067,8.347756401337866,192.0,35.61709397904157
25,2020-09-01,30,1133,0,539067,5.565170934225245,192.0,35.61709397904157
25,2020-09-02,30,1191,0,539067,5.565170934225245,194.0,35.988105374656584
25,2020-09-03,22,1151,0,539067,4.08112535176518,186.0,34.504059792196514
25,2020-09-04,56,1169,0,539067,10.388319077220457,208.0,38.5851851439617
25,2020-09-05,30,873,0,539067,5.565170934225245,221.0,40.9967592154593
25,2020-09-06,6,169,0,539067,1.113034186845049,219.0,40.625747819844285
25,2020-09-07,46,1308,0,539067,8.533262099145375,220.0,40.81125351765179
25,2020-09-08,50,1477,0,539067,9.275284890375408,240.0,44.52136747380196
25,2020-09-09,39,1585,0,539067,7.234722214492818,249.0,46.19091875406953
25,2020-09-10,51,1866,0,539067,9.460790588182915,278.0,51.570583990487265
25,2020-09-11,44,1783,0,539067,8.16225070353036,266.0,49.34451561679717
25,2020-09-12,30,1272,0,539067,5.565170934225245,266.0,49.34451561679717
25,2020-09-13,6,200,0,539067,1.113034186845049,266.0,49.34451561679717
25,2020-09-14,77,1923,0,539067,14.283938731178127,297.0,55.095192248829925
25,2020-09-15,63,1798,0,539067,11.686858961873014,310.0,57.50676632032752
25,2020-09-16,67,1542,0,539067,12.428881753103045,338.0,62.70092585893775
25,2020-09-17,81,1638,0,539067,15.025961522408162,368.0,68.266096793163
25,2020-09-18,64,1500,0,539067,11.872364659680523,388.0,71.97621074931317
25,2020-09-19,32,986,0,539067,5.936182329840261,390.0,72.34722214492818
25,2020-09-20,5,135,0,539067,0.9275284890375408,389.0,72.16171644712068
25,2020-09-21,67,1642,0,539067,12.428881753103045,379.0,70.3066594690456
25,2020-09-22,49,1318,0,539067,9.0897791925679,365.0,67.70957969974047
25,2020-09-23,57,1107,0,539067,10.573824775027965,355.0,65.8545227216654
25,2020-09-24,77,1135,0,539067,14.283938731178127,351.0,65.11249993043536
25,2020-09-25,39,1321,0,539067,7.234722214492818,326.0,60.47485748524766
25,2020-09-26,24,668,0,539067,4.452136747380196,318.0,58.9908119027876
25,2020-09-27,1,116,0,539067,0.18550569780750817,314.0,58.248789111557564
25,2020-09-28,59,1264,0,539067,10.944836170642981,306.0,56.764743529097494
25,2020-09-29,41,1088,0,539067,7.605733610107834,298.0,55.28069794663743
25,2020-09-30,58,1010,0,539067,10.759330472835472,299.0,55.46620364444494
25,2020-10-01,51,943,0,539067,9.460790588182915,273.0,50.64305550144972
25,2020-10-02,36,1081,0,539067,6.678205121070294,270.0,50.0865384080272
25,2020-10-03,39,626,0,539067,7.234722214492818,285.0,52.86912387513983
25,2020-10-04,1,118,0,539067,0.18550569780750817,285.0,52.86912387513983
25,2020-10-05,68,1309,0,539067,12.614387450910554,294.0,54.5386751554074
25,2020-10-06,47,1195,0,539067,8.718767796952882,300.0,55.651709342252445
25,2020-10-07,66,1095,0,539067,12.243376055295538,308.0,57.13575492471251
25,2020-10-08,94,1103,0,539067,17.437535593905764,351.0,65.11249993043536
25,2020-10-09,83,1172,0,539067,15.396972918023177,398.0,73.83126772738825
25,2020-10-10,65,741,0,539067,12.05787035748803,424.0,78.65441587038346
25,2020-10-11,10,132,0,539067,1.8550569780750816,433.0,80.32396715065103
