dep,jour,P,T,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
25,2020-05-13,6,292,0,539067,1.113034186845049,,
25,2020-05-14,5,357,0,539067,0.9275284890375408,,
25,2020-05-15,6,431,0,539067,1.113034186845049,,
25,2020-05-16,7,176,0,539067,1.298539884652557,,
25,2020-05-17,1,70,0,539067,0.18550569780750817,,
25,2020-05-18,5,376,0,539067,0.9275284890375408,,
25,2020-05-19,7,444,0,539067,1.298539884652557,37.0,6.863710818877802
25,2020-05-20,5,377,0,539067,0.9275284890375408,36.0,6.678205121070294
25,2020-05-21,1,90,0,539067,0.18550569780750817,32.0,5.936182329840261
25,2020-05-22,5,301,0,539067,0.9275284890375408,31.0,5.750676632032753
25,2020-05-23,1,157,0,539067,0.18550569780750817,25.0,4.637642445187704
25,2020-05-24,1,42,0,539067,0.18550569780750817,25.0,4.637642445187704
25,2020-05-25,2,320,0,539067,0.37101139561501634,22.0,4.08112535176518
25,2020-05-26,3,369,0,539067,0.5565170934225245,18.0,3.339102560535147
25,2020-05-27,4,341,0,539067,0.7420227912300327,17.0,3.1535968627276385
25,2020-05-28,2,300,0,539067,0.37101139561501634,18.0,3.339102560535147
25,2020-05-29,1,316,0,539067,0.18550569780750817,14.0,2.597079769305114
25,2020-05-30,5,223,0,539067,0.9275284890375408,18.0,3.339102560535147
25,2020-05-31,2,59,0,539067,0.37101139561501634,19.0,3.524608258342655
25,2020-06-01,1,66,0,539067,0.18550569780750817,18.0,3.339102560535147
25,2020-06-02,10,351,0,539067,1.8550569780750816,25.0,4.637642445187704
25,2020-06-03,2,361,0,539067,0.37101139561501634,23.0,4.266631049572688
25,2020-06-04,7,355,0,539067,1.298539884652557,28.0,5.194159538610228
25,2020-06-05,3,344,0,539067,0.5565170934225245,30.0,5.565170934225245
25,2020-06-06,4,205,0,539067,0.7420227912300327,29.0,5.379665236417736
25,2020-06-07,0,43,0,539067,0.0,27.0,5.008653840802721
25,2020-06-08,2,365,0,539067,0.37101139561501634,28.0,5.194159538610228
25,2020-06-09,4,329,0,539067,0.7420227912300327,22.0,4.08112535176518
25,2020-06-10,10,363,0,539067,1.8550569780750816,30.0,5.565170934225245
25,2020-06-11,1,332,0,539067,0.18550569780750817,24.0,4.452136747380196
25,2020-06-12,6,312,0,539067,1.113034186845049,27.0,5.008653840802721
25,2020-06-13,1,220,0,539067,0.18550569780750817,24.0,4.452136747380196
25,2020-06-14,1,67,0,539067,0.18550569780750817,25.0,4.637642445187704
25,2020-06-15,2,372,0,539067,0.37101139561501634,25.0,4.637642445187704
25,2020-06-16,0,334,0,539067,0.0,21.0,3.895619653957671
25,2020-06-17,5,266,0,539067,0.9275284890375408,16.0,2.9680911649201307
25,2020-06-18,1,302,0,539067,0.18550569780750817,16.0,2.9680911649201307
25,2020-06-19,4,337,0,539067,0.7420227912300327,14.0,2.597079769305114
25,2020-06-20,1,261,0,539067,0.18550569780750817,14.0,2.597079769305114
25,2020-06-21,0,88,0,539067,0.0,13.0,2.4115740714976064
25,2020-06-22,2,286,0,539067,0.37101139561501634,13.0,2.4115740714976064
25,2020-06-23,1,345,0,539067,0.18550569780750817,14.0,2.597079769305114
25,2020-06-24,5,338,0,539067,0.9275284890375408,14.0,2.597079769305114
25,2020-06-25,3,259,0,539067,0.5565170934225245,16.0,2.9680911649201307
25,2020-06-26,2,357,0,539067,0.37101139561501634,14.0,2.597079769305114
25,2020-06-27,1,175,0,539067,0.18550569780750817,14.0,2.597079769305114
25,2020-06-28,0,102,0,539067,0.0,14.0,2.597079769305114
25,2020-06-29,4,375,0,539067,0.7420227912300327,16.0,2.9680911649201307
25,2020-06-30,6,375,0,539067,1.113034186845049,21.0,3.895619653957671
25,2020-07-01,5,387,0,539067,0.9275284890375408,21.0,3.895619653957671
25,2020-07-02,2,341,0,539067,0.37101139561501634,20.0,3.7101139561501633
25,2020-07-03,1,416,0,539067,0.18550569780750817,19.0,3.524608258342655
25,2020-07-04,0,267,0,539067,0.0,18.0,3.339102560535147
25,2020-07-05,0,73,0,539067,0.0,18.0,3.339102560535147
25,2020-07-06,4,400,0,539067,0.7420227912300327,18.0,3.339102560535147
25,2020-07-07,3,378,0,539067,0.5565170934225245,15.0,2.7825854671126224
25,2020-07-08,5,442,0,539067,0.9275284890375408,15.0,2.7825854671126224
25,2020-07-09,6,588,0,539067,1.113034186845049,19.0,3.524608258342655
25,2020-07-10,2,569,0,539067,0.37101139561501634,20.0,3.7101139561501633
25,2020-07-11,2,287,0,539067,0.37101139561501634,22.0,4.08112535176518
25,2020-07-12,4,114,0,539067,0.7420227912300327,26.0,4.823148142995213
25,2020-07-13,6,510,0,539067,1.113034186845049,28.0,5.194159538610228
25,2020-07-14,1,101,0,539067,0.18550569780750817,26.0,4.823148142995213
25,2020-07-15,2,669,0,539067,0.37101139561501634,23.0,4.266631049572688
25,2020-07-16,1,577,0,539067,0.18550569780750817,18.0,3.339102560535147
25,2020-07-17,3,567,0,539067,0.5565170934225245,19.0,3.524608258342655
25,2020-07-18,2,385,0,539067,0.37101139561501634,19.0,3.524608258342655
25,2020-07-19,0,88,0,539067,0.0,15.0,2.7825854671126224
