dep,jour,P,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
90,2020-05-13,0,0,140145.0,0.0,,
90,2020-05-14,1,0,140145.0,0.7135466837917871,,
90,2020-05-15,1,0,140145.0,0.7135466837917871,,
90,2020-05-16,0,0,140145.0,0.0,,
90,2020-05-17,0,0,140145.0,0.0,,
90,2020-05-18,7,0,140145.0,4.99482678654251,,
90,2020-05-19,4,0,140145.0,2.8541867351671484,13.0,9.276106889293231
90,2020-05-20,3,0,140145.0,2.140640051375361,16.0,11.416746940668594
90,2020-05-21,0,0,140145.0,0.0,15.0,10.703200256876807
90,2020-05-22,0,0,140145.0,0.0,14.0,9.98965357308502
90,2020-05-23,1,0,140145.0,0.7135466837917871,15.0,10.703200256876807
90,2020-05-24,1,0,140145.0,0.7135466837917871,16.0,11.416746940668594
90,2020-05-25,0,0,140145.0,0.0,9.0,6.421920154126084
90,2020-05-26,0,0,140145.0,0.0,5.0,3.5677334189589356
90,2020-05-27,3,0,140145.0,2.140640051375361,5.0,3.5677334189589356
90,2020-05-28,4,0,140145.0,2.8541867351671484,9.0,6.421920154126084
90,2020-05-29,2,0,140145.0,1.4270933675835742,11.0,7.849013521709658
90,2020-05-30,1,0,140145.0,0.7135466837917871,11.0,7.849013521709658
90,2020-05-31,1,0,140145.0,0.7135466837917871,11.0,7.849013521709658
90,2020-06-01,1,0,140145.0,0.7135466837917871,12.0,8.562560205501445
90,2020-06-02,1,0,140145.0,0.7135466837917871,13.0,9.276106889293231
90,2020-06-03,2,0,140145.0,1.4270933675835742,12.0,8.562560205501445
90,2020-06-04,1,0,140145.0,0.7135466837917871,9.0,6.421920154126084
90,2020-06-05,3,0,140145.0,2.140640051375361,10.0,7.135466837917871
90,2020-06-06,0,0,140145.0,0.0,9.0,6.421920154126084
90,2020-06-07,0,0,140145.0,0.0,8.0,5.708373470334297
90,2020-06-08,0,0,140145.0,0.0,7.0,4.99482678654251
90,2020-06-09,1,0,140145.0,0.7135466837917871,7.0,4.99482678654251
90,2020-06-10,1,0,140145.0,0.7135466837917871,6.0,4.281280102750722
90,2020-06-11,1,0,140145.0,0.7135466837917871,6.0,4.281280102750722
90,2020-06-12,2,0,140145.0,1.4270933675835742,5.0,3.5677334189589356
90,2020-06-13,0,0,140145.0,0.0,5.0,3.5677334189589356
90,2020-06-14,1,0,140145.0,0.7135466837917871,6.0,4.281280102750722
