dep,jour,P,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j,dep_ok
21,2020-07-25,3,0,532886.0,0.5629721929268174,21.0,3.9408053504877216,Cote-d'Or
21,2020-07-26,0,0,532886.0,0.0,20.0,3.753147952845449,Cote-d'Or
21,2020-07-27,8,0,532886.0,1.5012591811381797,24.0,4.50377754341454,Cote-d'Or
21,2020-07-28,4,0,532886.0,0.7506295905690898,28.0,5.254407133983629,Cote-d'Or
21,2020-07-29,3,0,532886.0,0.5629721929268174,28.0,5.254407133983629,Cote-d'Or
21,2020-07-30,2,0,532886.0,0.3753147952845449,23.0,4.316120145772267,Cote-d'Or
21,2020-07-31,6,0,532886.0,1.1259443858536349,26.0,4.879092338699084,Cote-d'Or
21,2020-08-01,1,0,532886.0,0.1876573976422725,24.0,4.50377754341454,Cote-d'Or
21,2020-08-02,2,0,532886.0,0.3753147952845449,26.0,4.879092338699084,Cote-d'Or
21,2020-08-03,9,0,532886.0,1.6889165787804523,27.0,5.0667497363413565,Cote-d'Or
21,2020-08-04,5,0,532886.0,0.9382869882113622,28.0,5.254407133983629,Cote-d'Or
21,2020-08-05,12,0,532886.0,2.2518887717072698,37.0,6.943323712764079,Cote-d'Or
21,2020-08-06,7,0,532886.0,1.3136017834959073,42.0,7.881610700975442,Cote-d'Or
21,2020-08-07,3,0,532886.0,0.5629721929268174,39.0,7.318638508048625,Cote-d'Or
21,2020-08-08,2,0,532886.0,0.3753147952845449,40.0,7.506295905690898,Cote-d'Or
21,2020-08-09,2,0,532886.0,0.3753147952845449,40.0,7.506295905690898,Cote-d'Or
21,2020-08-10,4,0,532886.0,0.7506295905690898,35.0,6.568008917479537,Cote-d'Or
21,2020-08-11,5,0,532886.0,0.9382869882113622,35.0,6.568008917479537,Cote-d'Or
21,2020-08-12,15,0,532886.0,2.8148609646340867,38.0,7.130981110406352,Cote-d'Or
21,2020-08-13,7,0,532886.0,1.3136017834959073,38.0,7.130981110406352,Cote-d'Or
21,2020-08-14,13,0,532886.0,2.439546169349542,48.0,9.00755508682908,Cote-d'Or
21,2020-08-15,10,0,532886.0,1.8765739764227245,56.0,10.508814267967258,Cote-d'Or
21,2020-08-16,4,0,532886.0,0.7506295905690898,58.0,10.884129063251804,Cote-d'Or
21,2020-08-17,30,0,532886.0,5.6297219292681735,84.0,15.763221401950887,Cote-d'Or
21,2020-08-18,19,0,532886.0,3.5654905552031764,98.0,18.390424968942703,Cote-d'Or
21,2020-08-19,30,0,532886.0,5.6297219292681735,113.0,21.205285933576786,Cote-d'Or
21,2020-08-20,34,0,532886.0,6.380351519837264,140.0,26.272035669918147,Cote-d'Or
21,2020-08-21,58,0,532886.0,10.884129063251804,185.0,34.716618563820404,Cote-d'Or
21,2020-08-22,38,0,532886.0,7.130981110406352,213.0,39.97102569780403,Cote-d'Or
21,2020-08-23,16,0,532886.0,3.00251836227636,225.0,42.2229144695113,Cote-d'Or
21,2020-08-24,61,0,532886.0,11.44710125617862,256.0,48.04029379642175,Cote-d'Or
21,2020-08-25,44,0,532886.0,8.256925496259987,281.0,52.73172873747856,Cote-d'Or
21,2020-08-26,62,0,532886.0,11.634758653820894,313.0,58.73676546203128,Cote-d'Or
21,2020-08-27,72,0,532886.0,13.511332630243619,351.0,65.86774657243764,Cote-d'Or
21,2020-08-28,70,0,532886.0,13.136017834959073,363.0,68.1196353441449,Cote-d'Or
21,2020-08-29,29,0,532886.0,5.442064531625902,354.0,66.43071876536446,Cote-d'Or
21,2020-08-30,18,0,532886.0,3.3778331575609046,356.0,66.806033560649,Cote-d'Or
21,2020-08-31,46,0,532886.0,8.632240291544534,341.0,63.9911725960149,Cote-d'Or
21,2020-09-01,67,0,532886.0,12.573045642032255,364.0,68.30729274178718,Cote-d'Or
21,2020-09-02,65,0,532886.0,12.19773084674771,367.0,68.87026493471399,Cote-d'Or
21,2020-09-03,78,0,532886.0,14.63727701609725,373.0,69.99620932056763,Cote-d'Or
21,2020-09-04,66,0,532886.0,12.385388244389985,369.0,69.24557972999854,Cote-d'Or
21,2020-09-05,32,0,532886.0,6.005036724552719,372.0,69.80855192292536,Cote-d'Or
21,2020-09-06,26,0,532886.0,4.879092338699084,380.0,71.30981110406356,Cote-d'Or
21,2020-09-07,114,0,532886.0,21.392943331219055,448.0,84.07051414373807,Cote-d'Or
21,2020-09-08,121,0,532886.0,22.70654511471497,502.0,94.20401361642077,Cote-d'Or
21,2020-09-09,73,0,532886.0,13.698990027885888,510.0,95.70527279755896,Cote-d'Or
21,2020-09-10,114,0,532886.0,21.392943331219055,546.0,102.46093911268078,Cote-d'Or
21,2020-09-11,83,0,532886.0,15.575564004308614,563.0,105.65111487259941,Cote-d'Or
21,2020-09-12,50,0,532886.0,9.382869882113624,581.0,109.0289480301603,Cote-d'Or
21,2020-09-13,36,0,532886.0,6.755666315121808,591.0,110.90552200658304,Cote-d'Or
21,2020-09-14,76,0,532886.0,14.261962220812704,553.0,103.77454089617666,Cote-d'Or
21,2020-09-15,83,0,532886.0,15.575564004308614,515.0,96.64355978577032,Cote-d'Or
21,2020-09-16,78,0,532886.0,14.63727701609725,520.0,97.58184677398168,Cote-d'Or
21,2020-09-17,86,0,532886.0,16.138536197235428,492.0,92.32743963999805,Cote-d'Or
21,2020-09-18,107,0,532886.0,20.079341547723157,516.0,96.83121718341259,Cote-d'Or
21,2020-09-19,57,0,532886.0,10.696471665609527,523.0,98.14481896690849,Cote-d'Or
21,2020-09-20,59,0,532886.0,11.071786460894074,546.0,102.46093911268078,Cote-d'Or
21,2020-09-21,92,0,532886.0,17.264480583089068,562.0,105.46345747495712,Cote-d'Or
21,2020-09-22,96,0,532886.0,18.01511017365816,575.0,107.90300364430666,Cote-d'Or
21,2020-09-23,114,0,532886.0,21.392943331219055,611.0,114.65866995942848,Cote-d'Or
21,2020-09-24,109,0,532886.0,20.4546563430077,634.0,118.97479010520073,Cote-d'Or
21,2020-09-25,85,0,532886.0,15.950878799593161,612.0,114.84632735707078,Cote-d'Or
21,2020-09-26,66,0,532886.0,12.385388244389985,621.0,116.53524393585121,Cote-d'Or
21,2020-09-27,27,0,532886.0,5.0667497363413565,589.0,110.53020721129849,Cote-d'Or
21,2020-09-28,92,0,532886.0,17.264480583089068,589.0,110.53020721129849,Cote-d'Or
21,2020-09-29,81,0,532886.0,15.200249209024069,574.0,107.71534624666441,Cote-d'Or
21,2020-09-30,120,0,532886.0,22.51888771707269,580.0,108.84129063251802,Cote-d'Or
21,2020-10-01,86,0,532886.0,16.138536197235428,557.0,104.52517048674576,Cote-d'Or
21,2020-10-02,95,0,532886.0,17.82745277601589,567.0,106.40174446316848,Cote-d'Or
21,2020-10-03,44,0,532886.0,8.256925496259987,545.0,102.2732817150385,Cote-d'Or
21,2020-10-04,20,0,532886.0,3.753147952845449,538.0,100.95967993154258,Cote-d'Or
21,2020-10-05,128,0,532886.0,24.020146898210875,574.0,107.71534624666441,Cote-d'Or
21,2020-10-06,82,0,532886.0,15.387906606666341,575.0,107.90300364430666,Cote-d'Or
21,2020-10-07,151,0,532886.0,28.336267043983145,606.0,113.72038297121712,Cote-d'Or
21,2020-10-08,115,0,532886.0,21.580600728861327,635.0,119.162447502843,Cote-d'Or
21,2020-10-09,148,0,532886.0,27.773294851056317,688.0,129.10828957788343,Cote-d'Or
21,2020-10-10,97,0,532886.0,18.20276757130043,741.0,139.0541316529239,Cote-d'Or
21,2020-10-11,26,0,532886.0,4.879092338699084,747.0,140.18007603877751,Cote-d'Or
21,2020-10-12,173,0,532886.0,32.464729792113125,792.0,148.6246589326798,Cote-d'Or
21,2020-10-13,164,0,532886.0,30.775813213332682,874.0,164.01256553934613,Cote-d'Or
21,2020-10-14,181,0,532886.0,33.965988973251314,904.0,169.64228746861428,Cote-d'Or
21,2020-10-15,200,0,532886.0,37.5314795284545,989.0,185.59316626820748,Cote-d'Or
21,2020-10-16,213,0,532886.0,39.97102569780403,1054.0,197.7908971149552,Cote-d'Or
21,2020-10-17,149,0,532886.0,27.9609522486986,1106.0,207.5490817923533,Cote-d'Or
21,2020-10-18,53,0,532886.0,9.945842075040439,1133.0,212.61583152869468,Cote-d'Or
21,2020-10-19,260,0,532886.0,48.79092338699084,1220.0,228.9420251235724,Cote-d'Or
21,2020-10-20,271,0,532886.0,50.85515476105584,1327.0,249.02136667129554,Cote-d'Or
21,2020-10-21,356,0,532886.0,66.806033560649,1502.0,281.86141125869324,Cote-d'Or
21,2020-10-22,348,0,532886.0,65.30477437951079,1650.0,309.63470610974963,Cote-d'Or
21,2020-10-23,436,0,532886.0,81.8186253720308,1873.0,351.4823057839763,Cote-d'Or
21,2020-10-24,231,0,532886.0,43.34885885536493,1955.0,366.8702123906427,Cote-d'Or
21,2020-10-25,128,0,532886.0,24.020146898210875,2030.0,380.94451721381307,Cote-d'Or
21,2020-10-26,572,0,532886.0,107.34003145137986,2342.0,439.4936252782022,Cote-d'Or
21,2020-10-27,522,0,532886.0,97.95716156926622,2593.0,486.5956320864125,Cote-d'Or
21,2020-10-28,414,0,532886.0,77.69016262390079,2651.0,497.4797611496643,Cote-d'Or
21,2020-10-29,416,0,532886.0,78.06547741918534,2719.0,510.2404641893388,Cote-d'Or
21,2020-10-30,471,0,532886.0,88.38663428951033,2754.0,516.8084731068184,Cote-d'Or
21,2020-10-31,296,0,532886.0,55.546589702112634,2819.0,529.006203953566,Cote-d'Or
21,2020-11-01,99,0,532886.0,18.578082366584976,2790.0,523.5641394219401,Cote-d'Or
21,2020-11-02,691,0,532886.0,129.67126177081028,2909.0,545.8953697413706,Cote-d'Or
21,2020-11-03,575,0,532886.0,107.90300364430666,2962.0,555.841211816411,Cote-d'Or
21,2020-11-04,508,0,532886.0,95.3299580022744,3056.0,573.4810071947846,Cote-d'Or
21,2020-11-05,452,0,532886.0,84.82114373430714,3092.0,580.2366735099065,Cote-d'Or
21,2020-11-06,463,0,532886.0,86.88537510837213,3084.0,578.7354143287682,Cote-d'Or
21,2020-11-07,197,0,532886.0,36.968507335527676,2985.0,560.1573319621833,Cote-d'Or
21,2020-11-08,87,0,532886.0,16.326193594877697,2973.0,557.905443190476,Cote-d'Or
21,2020-11-09,418,0,532886.0,78.44079221446991,2700.0,506.67497363413565,Cote-d'Or
21,2020-11-10,366,0,532886.0,68.68260753707172,2491.0,467.4545775269008,Cote-d'Or
21,2020-11-11,87,0,532886.0,16.326193594877697,2070.0,388.450813119504,Cote-d'Or
21,2020-11-12,323,0,532886.0,60.613339438454005,1941.0,364.2430088236508,Cote-d'Or
21,2020-11-13,285,0,532886.0,53.482358328047646,1763.0,330.8399920433264,Cote-d'Or
21,2020-11-14,128,0,532886.0,24.020146898210875,1694.0,317.89163160600964,Cote-d'Or
21,2020-11-15,41,0,532886.0,7.693953303333171,1648.0,309.259391314465,Cote-d'Or
21,2020-11-16,245,0,532886.0,45.97606242235675,1475.0,276.79466152235193,Cote-d'Or
21,2020-11-17,178,0,532886.0,33.4030167803245,1287.0,241.51507076560463,Cote-d'Or
21,2020-11-18,161,0,532886.0,30.212841020405865,1361.0,255.4017181911328,Cote-d'Or
21,2020-11-19,161,0,532886.0,30.212841020405865,1199.0,225.00121977308467,Cote-d'Or
21,2020-11-20,156,0,532886.0,29.2745540321945,1070.0,200.79341547723155,Cote-d'Or
21,2020-11-21,69,0,532886.0,12.948360437316802,1011.0,189.72162901633743,Cote-d'Or
21,2020-11-22,23,0,532886.0,4.316120145772267,993.0,186.34379585877656,Cote-d'Or
21,2020-11-23,146,0,532886.0,27.39798005577177,894.0,167.7657134921916,Cote-d'Or
21,2020-11-24,114,0,532886.0,21.392943331219055,830.0,155.75564004308612,Cote-d'Or
21,2020-11-25,110,0,532886.0,20.64231374064997,779.0,146.18511276333024,Cote-d'Or
21,2020-11-26,152,0,532886.0,28.523924441625407,770.0,144.49619618454975,Cote-d'Or
21,2020-11-27,122,0,532886.0,22.89420251235724,736.0,138.11584466471254,Cote-d'Or
21,2020-11-28,61,0,532886.0,11.44710125617862,728.0,136.61458548357436,Cote-d'Or
21,2020-11-29,22,0,532886.0,4.128462748129993,727.0,136.42692808593208,Cote-d'Or
21,2020-11-30,180,0,532886.0,33.778331575609045,761.0,142.80727960576934,Cote-d'Or
21,2020-12-01,151,0,532886.0,28.336267043983145,798.0,149.7506033185334,Cote-d'Or
21,2020-12-02,138,0,532886.0,25.896720874633605,826.0,155.00501045251704,Cote-d'Or
21,2020-12-03,110,0,532886.0,20.64231374064997,784.0,147.12339975154163,Cote-d'Or
21,2020-12-04,112,0,532886.0,21.01762853593452,774.0,145.24682577511888,Cote-d'Or
21,2020-12-05,56,0,532886.0,10.508814267967258,769.0,144.30853878690755,Cote-d'Or
21,2020-12-06,21,0,532886.0,3.9408053504877216,768.0,144.12088138926526,Cote-d'Or
21,2020-12-07,158,0,532886.0,29.649868827479054,746.0,139.99241864113526,Cote-d'Or
21,2020-12-08,187,0,532886.0,35.09193335910495,782.0,146.74808495625706,Cote-d'Or
21,2020-12-09,139,0,532886.0,26.084378272275874,783.0,146.93574235389931,Cote-d'Or
21,2020-12-10,144,0,532886.0,27.022665260487237,817.0,153.3160938737366,Cote-d'Or
21,2020-12-11,155,0,532886.0,29.086896634552232,860.0,161.3853619723543,Cote-d'Or
21,2020-12-12,106,0,532886.0,19.891684150080877,910.0,170.76823185446796,Cote-d'Or
21,2020-12-13,26,0,532886.0,4.879092338699084,915.0,171.70651884267932,Cote-d'Or
21,2020-12-14,248,0,532886.0,46.539034615283576,1005.0,188.59568463048385,Cote-d'Or
21,2020-12-15,244,0,532886.0,45.78840502471448,1062.0,199.29215629609334,Cote-d'Or
21,2020-12-16,186,0,532886.0,34.90427596146268,1109.0,208.1120539852801,Cote-d'Or
21,2020-12-17,165,0,532886.0,30.96347061097495,1130.0,212.0528593357679,Cote-d'Or
21,2020-12-18,186,0,532886.0,34.90427596146268,1161.0,217.8702386626784,Cote-d'Or
21,2020-12-19,113,0,532886.0,21.205285933576786,1168.0,219.1838404461742,Cote-d'Or
21,2020-12-20,50,0,532886.0,9.382869882113624,1192.0,223.6876179895888,Cote-d'Or
21,2020-12-21,240,0,532886.0,45.037775434145395,1184.0,222.18635880845054,Cote-d'Or
21,2020-12-22,226,0,532886.0,42.41057186715357,1166.0,218.8085256508897,Cote-d'Or
21,2020-12-23,200,0,532886.0,37.5314795284545,1180.0,221.43572921788154,Cote-d'Or
21,2020-12-24,162,0,532886.0,30.400498418048137,1177.0,220.8727570249547,Cote-d'Or
21,2020-12-25,15,0,532886.0,2.8148609646340867,1006.0,188.7833420281261,Cote-d'Or
21,2020-12-26,101,0,532886.0,18.953397161869518,994.0,186.5314532564188,Cote-d'Or
21,2020-12-27,36,0,532886.0,6.755666315121808,980.0,183.904249689427,Cote-d'Or
21,2020-12-28,240,0,532886.0,45.037775434145395,980.0,183.904249689427,Cote-d'Or
21,2020-12-29,265,0,532886.0,49.72921037520221,1019.0,191.22288819747558,Cote-d'Or
21,2020-12-30,193,0,532886.0,36.217877744958585,1012.0,189.9092864139797,Cote-d'Or
21,2020-12-31,191,0,532886.0,35.84256294967404,1041.0,195.35135094560562,Cote-d'Or
21,2021-01-01,31,0,532886.0,5.817379326910447,1057.0,198.353869307882,Cote-d'Or
21,2021-01-02,187,0,532886.0,35.09193335910495,1143.0,214.4924055051174,Cote-d'Or
21,2021-01-03,57,0,532886.0,10.696471665609527,1164.0,218.43321085560515,Cote-d'Or
25,2020-05-13,6,0,539449.0,1.1122460139883474,,,Doubs
25,2020-05-14,5,0,539449.0,0.9268716783236228,,,Doubs
25,2020-05-15,6,0,539449.0,1.1122460139883474,,,Doubs
25,2020-05-16,7,0,539449.0,1.297620349653072,,,Doubs
25,2020-05-17,1,0,539449.0,0.18537433566472455,,,Doubs
25,2020-05-18,5,0,539449.0,0.9268716783236228,,,Doubs
25,2020-05-19,7,0,539449.0,1.297620349653072,37.0,6.858850419594807,Doubs
25,2020-05-20,5,0,539449.0,0.9268716783236228,36.0,6.673476083930083,Doubs
25,2020-05-21,1,0,539449.0,0.18537433566472455,32.0,5.931978741271187,Doubs
25,2020-05-22,5,0,539449.0,0.9268716783236228,31.0,5.746604405606461,Doubs
25,2020-05-23,1,0,539449.0,0.18537433566472455,25.0,4.634358391618114,Doubs
25,2020-05-24,1,0,539449.0,0.18537433566472455,25.0,4.634358391618114,Doubs
25,2020-05-25,2,0,539449.0,0.3707486713294492,22.0,4.07823538462394,Doubs
25,2020-05-26,3,0,539449.0,0.5561230069941737,18.0,3.3367380419650416,Doubs
25,2020-05-27,4,0,539449.0,0.7414973426588983,17.0,3.1513637063003177,Doubs
25,2020-05-28,2,0,539449.0,0.3707486713294492,18.0,3.3367380419650416,Doubs
25,2020-05-29,1,0,539449.0,0.18537433566472455,14.0,2.595240699306144,Doubs
25,2020-05-30,5,0,539449.0,0.9268716783236228,18.0,3.3367380419650416,Doubs
25,2020-05-31,2,0,539449.0,0.3707486713294492,19.0,3.522112377629767,Doubs
25,2020-06-01,1,0,539449.0,0.18537433566472455,18.0,3.3367380419650416,Doubs
25,2020-06-02,10,0,539449.0,1.8537433566472457,25.0,4.634358391618114,Doubs
25,2020-06-03,2,0,539449.0,0.3707486713294492,23.0,4.263609720288665,Doubs
25,2020-06-04,7,0,539449.0,1.297620349653072,28.0,5.190481398612288,Doubs
25,2020-06-05,3,0,539449.0,0.5561230069941737,30.0,5.561230069941738,Doubs
25,2020-06-06,4,0,539449.0,0.7414973426588983,29.0,5.375855734277011,Doubs
25,2020-06-07,0,0,539449.0,0.0,27.0,5.0051070629475625,Doubs
25,2020-06-08,2,0,539449.0,0.3707486713294492,28.0,5.190481398612288,Doubs
25,2020-06-09,4,0,539449.0,0.7414973426588983,22.0,4.07823538462394,Doubs
25,2020-06-10,10,0,539449.0,1.8537433566472457,30.0,5.561230069941738,Doubs
25,2020-06-11,1,0,539449.0,0.18537433566472455,24.0,4.44898405595339,Doubs
25,2020-06-12,6,0,539449.0,1.1122460139883474,27.0,5.0051070629475625,Doubs
25,2020-06-13,1,0,539449.0,0.18537433566472455,24.0,4.44898405595339,Doubs
25,2020-06-14,1,0,539449.0,0.18537433566472455,25.0,4.634358391618114,Doubs
25,2020-06-15,2,0,539449.0,0.3707486713294492,25.0,4.634358391618114,Doubs
25,2020-06-16,0,0,539449.0,0.0,21.0,3.892861048959216,Doubs
25,2020-06-17,5,0,539449.0,0.9268716783236228,16.0,2.9659893706355933,Doubs
25,2020-06-18,1,0,539449.0,0.18537433566472455,16.0,2.9659893706355933,Doubs
25,2020-06-19,4,0,539449.0,0.7414973426588983,14.0,2.595240699306144,Doubs
25,2020-06-20,1,0,539449.0,0.18537433566472455,14.0,2.595240699306144,Doubs
25,2020-06-21,0,0,539449.0,0.0,13.0,2.4098663636414197,Doubs
25,2020-06-22,2,0,539449.0,0.3707486713294492,13.0,2.4098663636414197,Doubs
25,2020-06-23,1,0,539449.0,0.18537433566472455,14.0,2.595240699306144,Doubs
25,2020-06-24,5,0,539449.0,0.9268716783236228,14.0,2.595240699306144,Doubs
25,2020-06-25,3,0,539449.0,0.5561230069941737,16.0,2.9659893706355933,Doubs
25,2020-06-26,2,0,539449.0,0.3707486713294492,14.0,2.595240699306144,Doubs
25,2020-06-27,1,0,539449.0,0.18537433566472455,14.0,2.595240699306144,Doubs
25,2020-06-28,0,0,539449.0,0.0,14.0,2.595240699306144,Doubs
25,2020-06-29,4,0,539449.0,0.7414973426588983,16.0,2.9659893706355933,Doubs
25,2020-06-30,6,0,539449.0,1.1122460139883474,21.0,3.892861048959216,Doubs
25,2020-07-01,5,0,539449.0,0.9268716783236228,21.0,3.892861048959216,Doubs
25,2020-07-02,2,0,539449.0,0.3707486713294492,20.0,3.7074867132944913,Doubs
25,2020-07-03,1,0,539449.0,0.18537433566472455,19.0,3.522112377629767,Doubs
25,2020-07-04,0,0,539449.0,0.0,18.0,3.3367380419650416,Doubs
25,2020-07-05,0,0,539449.0,0.0,18.0,3.3367380419650416,Doubs
25,2020-07-06,4,0,539449.0,0.7414973426588983,18.0,3.3367380419650416,Doubs
25,2020-07-07,3,0,539449.0,0.5561230069941737,15.0,2.7806150349708685,Doubs
25,2020-07-08,5,0,539449.0,0.9268716783236228,15.0,2.7806150349708685,Doubs
25,2020-07-09,6,0,539449.0,1.1122460139883474,19.0,3.522112377629767,Doubs
25,2020-07-10,2,0,539449.0,0.3707486713294492,20.0,3.7074867132944913,Doubs
25,2020-07-11,2,0,539449.0,0.3707486713294492,22.0,4.07823538462394,Doubs
25,2020-07-12,4,0,539449.0,0.7414973426588983,26.0,4.819732727282839,Doubs
25,2020-07-13,6,0,539449.0,1.1122460139883474,28.0,5.190481398612288,Doubs
25,2020-07-14,1,0,539449.0,0.18537433566472455,26.0,4.819732727282839,Doubs
25,2020-07-15,2,0,539449.0,0.3707486713294492,23.0,4.263609720288665,Doubs
25,2020-07-16,1,0,539449.0,0.18537433566472455,18.0,3.3367380419650416,Doubs
