Lat,Lon,Title,Code
47.42567387365624,4.771499710074361,Côte-d'Or,21
47.16579196560603,6.362663830148081,Doubs,25
46.729472171089704,5.697415885127799,Jura,39
47.1157491258794,3.50405091784385,Nièvre,58
47.64118494206776,6.087000679964536,Haute-Saône,70
46.64492672218591,4.54288214285374,Saône-et-Loire,71
47.840415193284855,3.563309973647029,Yonne,89
47.63196993309085,6.928299074513747,Territoire de Belfort,90
