dep,jour,P,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
70,2020-05-13,1,0,233194.0,0.42882749984991037,,
70,2020-05-14,5,0,233194.0,2.1441374992495517,,
70,2020-05-15,2,0,233194.0,0.8576549996998207,,
70,2020-05-16,0,0,233194.0,0.0,,
70,2020-05-17,0,0,233194.0,0.0,,
70,2020-05-18,1,0,233194.0,0.42882749984991037,,
70,2020-05-19,1,0,233194.0,0.42882749984991037,10.0,4.288274998499103
70,2020-05-20,1,0,233194.0,0.42882749984991037,10.0,4.288274998499103
70,2020-05-21,0,0,233194.0,0.0,5.0,2.1441374992495517
70,2020-05-22,1,0,233194.0,0.42882749984991037,4.0,1.7153099993996415
70,2020-05-23,0,0,233194.0,0.0,4.0,1.7153099993996415
70,2020-05-24,0,0,233194.0,0.0,4.0,1.7153099993996415
70,2020-05-25,0,0,233194.0,0.0,3.0,1.286482499549731
70,2020-05-26,0,0,233194.0,0.0,2.0,0.8576549996998207
70,2020-05-27,1,0,233194.0,0.42882749984991037,2.0,0.8576549996998207
70,2020-05-28,2,0,233194.0,0.8576549996998207,4.0,1.7153099993996415
70,2020-05-29,1,0,233194.0,0.42882749984991037,4.0,1.7153099993996415
70,2020-05-30,1,0,233194.0,0.42882749984991037,5.0,2.1441374992495517
70,2020-05-31,0,0,233194.0,0.0,5.0,2.1441374992495517
70,2020-06-01,0,0,233194.0,0.0,5.0,2.1441374992495517
70,2020-06-02,2,0,233194.0,0.8576549996998207,7.0,3.0017924989493725
70,2020-06-03,3,0,233194.0,1.286482499549731,9.0,3.8594474986491933
70,2020-06-04,0,0,233194.0,0.0,7.0,3.0017924989493725
70,2020-06-05,0,0,233194.0,0.0,6.0,2.572964999099462
70,2020-06-06,1,0,233194.0,0.42882749984991037,6.0,2.572964999099462
70,2020-06-07,0,0,233194.0,0.0,6.0,2.572964999099462
70,2020-06-08,0,0,233194.0,0.0,6.0,2.572964999099462
70,2020-06-09,1,0,233194.0,0.42882749984991037,5.0,2.1441374992495517
70,2020-06-10,1,0,233194.0,0.42882749984991037,3.0,1.286482499549731
