dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
39,0,2020-05-19,58,1,58,Jura
39,0,2020-05-20,56,0,58,Jura
39,0,2020-05-21,56,0,58,Jura
39,0,2020-05-22,55,0,59,Jura
39,0,2020-05-23,55,0,59,Jura
39,0,2020-05-24,55,0,59,Jura
39,0,2020-05-25,55,0,59,Jura
39,0,2020-05-26,24,0,60,Jura
39,0,2020-05-27,21,0,60,Jura
39,0,2020-05-28,20,0,61,Jura
39,0,2020-05-29,29,0,61,Jura
39,0,2020-05-30,27,0,61,Jura
39,0,2020-05-31,27,0,61,Jura
39,0,2020-06-01,27,0,61,Jura
39,0,2020-06-02,24,0,61,Jura
39,0,2020-06-03,24,0,61,Jura
39,0,2020-06-04,23,0,61,Jura
39,0,2020-06-05,20,0,61,Jura
39,0,2020-06-06,20,0,60,Jura
39,0,2020-06-07,21,0,60,Jura
39,0,2020-06-08,20,0,60,Jura
39,0,2020-06-09,20,0,60,Jura
39,0,2020-06-10,19,0,60,Jura
39,0,2020-06-11,20,1,60,Jura
39,0,2020-06-12,20,1,60,Jura
39,0,2020-06-13,19,1,60,Jura
39,0,2020-06-14,19,1,60,Jura
39,0,2020-06-15,19,0,60,Jura
39,0,2020-06-16,18,0,60,Jura
39,0,2020-06-17,12,0,60,Jura
39,0,2020-06-18,13,0,60,Jura
39,0,2020-06-19,12,0,60,Jura
39,0,2020-06-20,12,0,60,Jura
39,0,2020-06-21,12,0,60,Jura
39,0,2020-06-22,11,0,60,Jura
39,0,2020-06-23,12,0,60,Jura
39,0,2020-06-24,13,0,60,Jura
39,0,2020-06-25,13,0,60,Jura
39,0,2020-06-26,13,0,60,Jura
39,0,2020-06-27,15,1,60,Jura
39,0,2020-06-28,15,1,60,Jura
39,0,2020-06-29,15,1,60,Jura
39,0,2020-06-30,15,1,60,Jura
39,0,2020-07-01,15,1,60,Jura
39,0,2020-07-02,6,0,60,Jura
39,0,2020-07-03,6,0,60,Jura
39,0,2020-07-04,6,0,60,Jura
39,0,2020-07-05,6,0,60,Jura
39,0,2020-07-06,6,0,60,Jura
39,0,2020-07-07,5,0,60,Jura
39,0,2020-07-08,5,0,60,Jura
39,0,2020-07-09,5,0,60,Jura
39,0,2020-07-10,5,0,60,Jura
39,0,2020-07-11,4,0,60,Jura
39,0,2020-07-12,4,0,60,Jura
39,0,2020-07-13,4,1,60,Jura
39,0,2020-07-14,4,1,60,Jura
39,0,2020-07-15,5,1,60,Jura
39,0,2020-07-16,5,1,60,Jura
39,0,2020-07-17,5,1,60,Jura
39,0,2020-07-18,4,1,60,Jura
39,0,2020-07-19,4,1,60,Jura
39,0,2020-07-20,4,1,60,Jura
39,0,2020-07-21,3,1,60,Jura
39,0,2020-07-22,3,1,60,Jura
39,0,2020-07-23,2,1,60,Jura
39,0,2020-07-24,2,1,60,Jura
39,0,2020-07-25,2,1,60,Jura
39,0,2020-07-26,2,1,60,Jura
39,0,2020-07-27,2,1,60,Jura
39,0,2020-07-28,1,0,60,Jura
39,0,2020-07-29,1,0,60,Jura
39,0,2020-07-30,1,0,60,Jura
39,0,2020-07-31,1,0,60,Jura
39,0,2020-08-01,1,0,60,Jura
39,0,2020-08-02,1,0,60,Jura
39,0,2020-08-03,1,0,60,Jura
39,0,2020-08-04,1,0,60,Jura
39,0,2020-08-05,1,0,60,Jura
39,0,2020-08-06,0,0,60,Jura
39,0,2020-08-07,0,0,60,Jura
39,0,2020-08-08,0,0,60,Jura
39,0,2020-08-09,0,0,60,Jura
39,0,2020-08-10,0,0,60,Jura
39,0,2020-08-11,0,0,60,Jura
39,0,2020-08-12,0,0,60,Jura
39,0,2020-08-13,0,0,60,Jura
39,0,2020-08-14,0,0,60,Jura
39,0,2020-08-15,0,0,60,Jura
39,0,2020-08-16,0,0,60,Jura
39,0,2020-08-17,0,0,60,Jura
39,0,2020-08-18,0,0,60,Jura
39,0,2020-08-19,0,0,60,Jura
39,0,2020-08-20,0,0,60,Jura
39,0,2020-08-21,0,0,60,Jura
39,0,2020-08-22,0,0,60,Jura
39,0,2020-08-23,0,0,60,Jura
39,0,2020-08-24,0,0,60,Jura
39,0,2020-08-25,0,0,60,Jura
39,0,2020-08-26,1,0,60,Jura
39,0,2020-08-27,1,0,60,Jura
39,0,2020-08-28,2,0,60,Jura
39,0,2020-08-29,2,0,60,Jura
39,0,2020-08-30,2,0,60,Jura
39,0,2020-08-31,2,0,60,Jura
39,0,2020-09-01,2,0,60,Jura
39,0,2020-09-02,2,0,60,Jura
39,0,2020-09-03,2,0,60,Jura
39,0,2020-09-04,2,0,60,Jura
39,0,2020-09-05,2,0,60,Jura
39,0,2020-09-06,2,0,60,Jura
39,0,2020-09-07,2,0,60,Jura
39,0,2020-09-08,2,0,60,Jura
39,0,2020-09-09,2,0,60,Jura
39,0,2020-09-10,2,0,60,Jura
39,0,2020-09-11,2,0,60,Jura
39,0,2020-09-12,2,0,60,Jura
39,0,2020-09-13,2,0,60,Jura
39,0,2020-09-14,3,0,60,Jura
39,0,2020-09-15,3,0,60,Jura
39,0,2020-09-16,4,0,60,Jura
39,0,2020-09-17,4,0,60,Jura
39,0,2020-09-18,4,0,60,Jura
39,0,2020-09-19,3,1,60,Jura
39,0,2020-09-20,3,1,60,Jura
39,0,2020-09-21,3,1,60,Jura
39,0,2020-09-22,3,1,60,Jura
39,0,2020-09-23,5,1,60,Jura
39,0,2020-09-24,8,1,60,Jura
39,0,2020-09-25,9,1,60,Jura
39,0,2020-09-26,7,0,60,Jura
39,0,2020-09-27,7,0,60,Jura
39,0,2020-09-28,8,0,60,Jura
39,0,2020-09-29,7,0,60,Jura
39,0,2020-09-30,6,0,60,Jura
39,0,2020-10-01,4,0,60,Jura
39,0,2020-10-02,6,1,60,Jura
39,0,2020-10-03,6,1,60,Jura
39,0,2020-10-04,6,1,60,Jura
39,0,2020-10-05,9,1,60,Jura
39,0,2020-10-06,13,1,60,Jura
39,0,2020-10-07,11,1,61,Jura
39,0,2020-10-08,9,1,61,Jura
39,0,2020-10-09,10,1,61,Jura
39,0,2020-10-10,11,1,61,Jura
39,0,2020-10-11,15,1,61,Jura
39,0,2020-10-12,15,1,61,Jura
39,0,2020-10-13,21,1,61,Jura
39,0,2020-10-14,20,1,61,Jura
39,0,2020-10-15,23,1,61,Jura
39,0,2020-10-16,31,1,61,Jura
39,0,2020-10-17,35,2,61,Jura
39,0,2020-10-18,35,2,62,Jura
39,0,2020-10-19,42,2,62,Jura
39,0,2020-10-20,48,2,62,Jura
39,0,2020-10-21,58,2,63,Jura
39,0,2020-10-22,60,3,65,Jura
39,0,2020-10-23,72,3,65,Jura
39,0,2020-10-24,77,5,66,Jura
39,0,2020-10-25,82,5,66,Jura
39,0,2020-10-26,105,6,68,Jura
39,0,2020-10-27,110,7,69,Jura
39,0,2020-10-28,134,5,72,Jura
39,0,2020-10-29,135,7,72,Jura
39,0,2020-10-30,137,7,73,Jura
39,0,2020-10-31,141,8,75,Jura
39,0,2020-11-01,152,7,78,Jura
39,0,2020-11-02,166,9,80,Jura
39,0,2020-11-03,200,9,83,Jura
39,0,2020-11-04,190,7,84,Jura
39,0,2020-11-05,199,8,87,Jura
39,0,2020-11-06,189,9,90,Jura
39,0,2020-11-07,191,9,90,Jura
39,0,2020-11-08,191,8,90,Jura
39,0,2020-11-09,191,8,100,Jura
39,0,2020-11-10,180,7,108,Jura
39,0,2020-11-11,169,8,108,Jura
39,0,2020-11-12,174,7,110,Jura
39,0,2020-11-13,182,8,111,Jura
39,0,2020-11-14,179,6,114,Jura
39,0,2020-11-15,185,6,118,Jura
39,0,2020-11-16,197,9,120,Jura
39,0,2020-11-17,199,12,121,Jura
39,0,2020-11-18,202,12,125,Jura
39,0,2020-11-19,210,11,128,Jura
39,0,2020-11-20,204,8,134,Jura
39,0,2020-11-21,199,12,135,Jura
39,0,2020-11-22,200,9,138,Jura
39,0,2020-11-23,197,9,140,Jura
39,0,2020-11-24,192,10,146,Jura
39,0,2020-11-25,186,8,148,Jura
39,0,2020-11-26,185,8,148,Jura
39,0,2020-11-27,185,7,151,Jura
39,0,2020-11-28,181,7,151,Jura
39,0,2020-11-29,177,9,155,Jura
39,0,2020-11-30,181,8,156,Jura
39,0,2020-12-01,186,9,156,Jura
39,0,2020-12-02,185,9,158,Jura
39,0,2020-12-03,193,10,165,Jura
39,0,2020-12-04,186,11,167,Jura
39,0,2020-12-05,187,11,168,Jura
39,0,2020-12-06,187,11,168,Jura
39,0,2020-12-07,189,10,168,Jura
39,0,2020-12-08,183,8,172,Jura
39,0,2020-12-09,182,9,176,Jura
39,0,2020-12-10,183,7,176,Jura
39,0,2020-12-11,197,7,180,Jura
39,0,2020-12-12,196,7,181,Jura
39,0,2020-12-13,202,6,181,Jura
39,0,2020-12-14,196,7,184,Jura
39,0,2020-12-15,204,8,187,Jura
39,0,2020-12-16,219,7,191,Jura
39,0,2020-12-17,232,7,196,Jura
39,0,2020-12-18,246,7,198,Jura
39,0,2020-12-19,234,7,201,Jura
39,0,2020-12-20,232,7,201,Jura
39,0,2020-12-21,248,10,207,Jura
39,0,2020-12-22,247,10,213,Jura
39,0,2020-12-23,247,10,216,Jura
39,0,2020-12-24,246,9,217,Jura
39,0,2020-12-25,249,10,217,Jura
39,0,2020-12-26,247,10,220,Jura
39,0,2020-12-27,247,9,226,Jura
39,0,2020-12-28,246,7,235,Jura
39,0,2020-12-29,259,8,248,Jura
39,0,2020-12-30,264,6,252,Jura
39,0,2020-12-31,266,5,258,Jura
39,0,2021-01-01,266,5,258,Jura
39,0,2021-01-02,260,7,260,Jura
