dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
39,0,2020-03-18,2,1,0,Jura
39,0,2020-03-19,2,1,0,Jura
39,0,2020-03-20,6,1,0,Jura
39,0,2020-03-21,7,1,0,Jura
39,0,2020-03-22,8,1,0,Jura
39,0,2020-03-23,10,1,0,Jura
39,0,2020-03-24,24,2,0,Jura
39,0,2020-03-25,28,4,0,Jura
39,0,2020-03-26,45,9,0,Jura
39,0,2020-03-27,48,12,0,Jura
39,0,2020-03-28,37,9,1,Jura
39,0,2020-03-29,37,9,1,Jura
39,0,2020-03-30,48,9,2,Jura
39,0,2020-03-31,52,9,3,Jura
39,0,2020-04-01,55,9,4,Jura
39,0,2020-04-02,55,10,4,Jura
39,0,2020-04-03,60,11,10,Jura
39,0,2020-04-04,70,11,13,Jura
39,0,2020-04-05,78,11,14,Jura
39,0,2020-04-06,77,10,17,Jura
39,0,2020-04-07,90,11,18,Jura
39,0,2020-04-08,100,12,19,Jura
39,0,2020-04-09,105,13,23,Jura
39,0,2020-04-10,111,16,24,Jura
39,0,2020-04-11,112,14,26,Jura
39,0,2020-04-12,117,15,27,Jura
39,0,2020-04-13,124,17,28,Jura
39,0,2020-04-14,131,18,30,Jura
39,0,2020-04-15,132,18,32,Jura
39,0,2020-04-16,132,17,34,Jura
39,0,2020-04-17,145,17,34,Jura
39,0,2020-04-18,139,14,37,Jura
39,0,2020-04-19,136,14,37,Jura
39,0,2020-04-20,136,12,37,Jura
39,0,2020-04-21,122,9,39,Jura
39,0,2020-04-22,115,11,40,Jura
39,0,2020-04-23,108,10,43,Jura
39,0,2020-04-24,108,9,43,Jura
39,0,2020-04-25,104,8,43,Jura
39,0,2020-04-26,104,8,43,Jura
39,0,2020-04-27,103,9,44,Jura
39,0,2020-04-28,97,10,44,Jura
39,0,2020-04-29,93,9,44,Jura
39,0,2020-04-30,99,8,46,Jura
39,0,2020-05-01,98,8,46,Jura
39,0,2020-05-02,98,8,46,Jura
39,0,2020-05-03,98,8,46,Jura
39,0,2020-05-04,97,5,48,Jura
39,0,2020-05-05,83,6,48,Jura
39,0,2020-05-06,84,6,48,Jura
39,0,2020-05-07,83,5,49,Jura
39,0,2020-05-08,86,5,49,Jura
39,0,2020-05-09,74,3,52,Jura
39,0,2020-05-10,74,3,52,Jura
39,0,2020-05-11,75,5,55,Jura
39,0,2020-05-12,71,3,56,Jura
39,0,2020-05-13,72,3,56,Jura
39,0,2020-05-14,70,3,56,Jura
39,0,2020-05-15,67,3,57,Jura
39,0,2020-05-16,64,3,58,Jura
39,0,2020-05-17,64,3,58,Jura
39,0,2020-05-18,63,2,58,Jura
