dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
89,0,2020-05-31,64,9,84,89
89,0,2020-06-01,63,9,85,89
89,0,2020-06-02,60,9,86,89
89,0,2020-06-03,53,8,87,89
89,0,2020-06-04,49,5,89,89
89,0,2020-06-05,51,5,89,89
89,0,2020-06-06,53,5,89,89
89,0,2020-06-07,54,5,89,89
89,0,2020-06-08,55,5,89,89
89,0,2020-06-09,53,5,89,89
89,0,2020-06-10,50,5,90,89
89,0,2020-06-11,51,5,90,89
89,0,2020-06-12,33,4,89,89
89,0,2020-06-13,34,4,89,89
89,0,2020-06-14,29,4,89,89
89,0,2020-06-15,29,4,89,89
89,0,2020-06-16,26,3,89,89
89,0,2020-06-17,25,3,89,89
89,0,2020-06-18,24,3,89,89
89,0,2020-06-19,21,1,89,89
89,0,2020-06-20,20,1,89,89
89,0,2020-06-21,20,1,89,89
89,0,2020-06-22,22,1,89,89
89,0,2020-06-23,23,1,89,89
89,0,2020-06-24,24,1,89,89
89,0,2020-06-25,23,1,89,89
89,0,2020-06-26,23,1,89,89
89,0,2020-06-27,24,1,89,89
89,0,2020-06-28,24,1,89,89
89,0,2020-06-29,27,1,89,89
89,0,2020-06-30,26,1,89,89
89,0,2020-07-01,22,1,90,89
89,0,2020-07-02,22,1,90,89
89,0,2020-07-03,22,1,90,89
89,0,2020-07-04,22,1,90,89
89,0,2020-07-05,22,1,90,89
89,0,2020-07-06,24,1,90,89
89,0,2020-07-07,24,2,91,89
89,0,2020-07-08,22,2,91,89
89,0,2020-07-09,19,2,92,89
89,0,2020-07-10,19,2,92,89
89,0,2020-07-11,19,2,92,89
89,0,2020-07-12,19,2,92,89
89,0,2020-07-13,19,1,93,89
89,0,2020-07-14,18,1,93,89
89,0,2020-07-15,18,2,94,89
89,0,2020-07-16,18,2,94,89
89,0,2020-07-17,19,2,94,89
89,0,2020-07-18,19,2,94,89
89,0,2020-07-19,19,2,94,89
89,0,2020-07-20,20,2,94,89
89,0,2020-07-21,15,2,94,89
89,0,2020-07-22,16,2,94,89
89,0,2020-07-23,19,2,93,89
89,0,2020-07-24,18,2,94,89
89,0,2020-07-25,15,2,94,89
89,0,2020-07-26,15,2,94,89
89,0,2020-07-27,15,2,94,89
89,0,2020-07-28,15,2,94,89
89,0,2020-07-29,13,2,94,89
89,0,2020-07-30,12,2,94,89
89,0,2020-07-31,12,3,94,89
89,0,2020-08-01,12,3,94,89
89,0,2020-08-02,12,3,94,89
89,0,2020-08-03,9,3,94,89
89,0,2020-08-04,9,3,94,89
89,0,2020-08-05,10,3,94,89
89,0,2020-08-06,14,3,94,89
89,0,2020-08-07,14,3,94,89
89,0,2020-08-08,13,3,94,89
89,0,2020-08-09,13,3,94,89
89,0,2020-08-10,15,2,94,89
89,0,2020-08-11,15,2,94,89
89,0,2020-08-12,15,2,94,89
89,0,2020-08-13,15,2,94,89
89,0,2020-08-14,16,0,94,89
89,0,2020-08-15,16,0,94,89
89,0,2020-08-16,16,0,94,89
89,0,2020-08-17,17,0,95,89
89,0,2020-08-18,14,0,95,89
89,0,2020-08-19,14,0,95,89
89,0,2020-08-20,13,1,95,89
89,0,2020-08-21,10,1,95,89
89,0,2020-08-22,10,1,95,89
89,0,2020-08-23,10,1,95,89
89,0,2020-08-24,10,1,95,89
89,0,2020-08-25,7,1,95,89
89,0,2020-08-26,6,1,95,89
89,0,2020-08-27,6,1,95,89
89,0,2020-08-28,7,1,95,89
89,0,2020-08-29,7,1,95,89
89,0,2020-08-30,7,1,95,89
89,0,2020-08-31,7,1,95,89
89,0,2020-09-01,5,1,95,89
89,0,2020-09-02,8,1,95,89
89,0,2020-09-03,8,1,95,89
89,0,2020-09-04,7,1,95,89
89,0,2020-09-05,8,1,95,89
89,0,2020-09-06,8,1,95,89
89,0,2020-09-07,8,1,95,89
89,0,2020-09-08,8,1,95,89
89,0,2020-09-09,8,1,95,89
89,0,2020-09-10,9,1,95,89
89,0,2020-09-11,8,1,95,89
89,0,2020-09-12,8,1,95,89
89,0,2020-09-13,8,1,95,89
89,0,2020-09-14,10,1,95,89
89,0,2020-09-15,10,1,95,89
89,0,2020-09-16,8,1,95,89
89,0,2020-09-17,9,1,95,89
89,0,2020-09-18,9,1,95,89
89,0,2020-09-19,9,1,95,89
89,0,2020-09-20,9,1,95,89
89,0,2020-09-21,11,1,95,89
89,0,2020-09-22,14,3,95,89
89,0,2020-09-23,14,3,95,89
89,0,2020-09-24,13,3,95,89
89,0,2020-09-25,14,3,95,89
89,0,2020-09-26,14,2,95,89
89,0,2020-09-27,14,2,95,89
89,0,2020-09-28,14,3,95,89
89,0,2020-09-29,14,3,95,89
89,0,2020-09-30,14,4,95,89
89,0,2020-10-01,15,4,95,89
89,0,2020-10-02,13,2,95,89
89,0,2020-10-03,14,2,95,89
89,0,2020-10-04,18,3,95,89
89,0,2020-10-05,17,3,95,89
89,0,2020-10-06,17,3,95,89
89,0,2020-10-07,15,3,95,89
89,0,2020-10-08,13,3,95,89
89,0,2020-10-09,16,5,95,89
89,0,2020-10-10,19,4,95,89
89,0,2020-10-11,19,3,95,89
89,0,2020-10-12,25,4,95,89
89,0,2020-10-13,22,5,95,89
89,0,2020-10-14,24,4,95,89
89,0,2020-10-15,26,6,95,89
89,0,2020-10-16,28,6,95,89
89,0,2020-10-17,21,6,95,89
89,0,2020-10-18,24,6,95,89
89,0,2020-10-19,27,6,95,89
89,0,2020-10-20,30,7,95,89
89,0,2020-10-21,36,7,96,89
89,0,2020-10-22,43,8,96,89
89,0,2020-10-23,47,8,96,89
89,0,2020-10-24,47,9,96,89
89,0,2020-10-25,48,9,96,89
89,0,2020-10-26,64,9,96,89
89,0,2020-10-27,68,9,97,89
89,0,2020-10-28,85,10,97,89
89,0,2020-10-29,89,11,97,89
89,0,2020-10-30,94,13,97,89
89,0,2020-10-31,104,13,97,89
89,0,2020-11-01,107,14,97,89
89,0,2020-11-02,127,16,98,89
89,0,2020-11-03,124,13,100,89
89,0,2020-11-04,136,15,102,89
89,0,2020-11-05,140,15,103,89
89,0,2020-11-06,147,15,106,89
89,0,2020-11-07,149,16,106,89
89,0,2020-11-08,161,18,108,89
89,0,2020-11-09,173,19,114,89
89,0,2020-11-10,178,18,115,89
89,0,2020-11-11,177,20,116,89
89,0,2020-11-12,190,20,117,89
89,0,2020-11-13,195,18,119,89
89,0,2020-11-14,192,16,121,89
89,0,2020-11-15,197,16,124,89
89,0,2020-11-16,207,18,127,89
89,0,2020-11-17,203,18,130,89
89,0,2020-11-18,203,17,134,89
89,0,2020-11-19,200,14,138,89
89,0,2020-11-20,197,14,139,89
89,0,2020-11-21,204,16,142,89
89,0,2020-11-22,212,16,143,89
89,0,2020-11-23,212,19,146,89
89,0,2020-11-24,203,18,148,89
89,0,2020-11-25,200,17,153,89
89,0,2020-11-26,204,18,156,89
89,0,2020-11-27,207,17,160,89
89,0,2020-11-28,204,17,163,89
89,0,2020-11-29,209,17,164,89
89,0,2020-11-30,197,18,165,89
89,0,2020-12-01,209,20,167,89
89,0,2020-12-02,200,18,171,89
89,0,2020-12-03,209,17,172,89
89,0,2020-12-04,221,16,177,89
89,0,2020-12-05,229,17,179,89
89,0,2020-12-06,226,17,181,89
89,0,2020-12-07,232,19,184,89
89,0,2020-12-08,244,21,185,89
89,0,2020-12-09,247,25,190,89
89,0,2020-12-10,234,23,192,89
89,0,2020-12-11,221,21,193,89
89,0,2020-12-12,228,22,198,89
89,0,2020-12-13,237,22,198,89
89,0,2020-12-14,238,22,200,89
89,0,2020-12-15,238,23,204,89
89,0,2020-12-16,228,18,213,89
89,0,2020-12-17,229,20,217,89
89,0,2020-12-18,229,20,219,89
89,0,2020-12-19,228,18,220,89
89,0,2020-12-20,231,17,220,89
89,0,2020-12-21,237,17,230,89
89,0,2020-12-22,220,14,238,89
89,0,2020-12-23,219,18,244,89
89,0,2020-12-24,215,18,245,89
89,0,2020-12-25,217,17,248,89
89,0,2020-12-26,217,18,250,89
89,0,2020-12-27,220,18,250,89
89,0,2020-12-28,237,19,256,89
89,0,2020-12-29,233,20,258,89
89,0,2020-12-30,246,19,259,89
89,0,2020-12-31,231,19,264,89
89,0,2021-01-01,226,19,264,89
89,0,2021-01-02,231,19,265,89
89,0,2021-01-03,228,19,270,89
89,0,2021-01-04,223,20,272,89
89,0,2021-01-05,215,21,279,89
89,0,2021-01-06,213,21,282,89
89,0,2021-01-07,210,18,283,89
89,0,2021-01-08,208,19,288,89
89,0,2021-01-09,192,18,289,89
89,0,2021-01-10,192,17,289,89
89,0,2021-01-11,198,18,290,89
89,0,2021-01-12,205,17,291,89
89,0,2021-01-13,194,17,293,89
89,0,2021-01-14,195,17,296,89
