dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
25,0,2020-03-18,26,3,1,25
25,0,2020-03-19,33,11,2,25
25,0,2020-03-20,43,15,4,25
25,0,2020-03-21,48,21,6,25
25,0,2020-03-22,63,21,8,25
25,0,2020-03-23,65,22,10,25
25,0,2020-03-24,80,26,11,25
25,0,2020-03-25,84,27,12,25
25,0,2020-03-26,84,29,18,25
25,0,2020-03-27,100,37,21,25
25,0,2020-03-28,91,38,22,25
25,0,2020-03-29,148,56,25,25
25,0,2020-03-30,152,53,26,25
25,0,2020-03-31,148,51,34,25
25,0,2020-04-01,161,53,34,25
25,0,2020-04-02,186,62,35,25
25,0,2020-04-03,173,72,43,25
25,0,2020-04-04,175,76,46,25
25,0,2020-04-05,183,73,49,25
25,0,2020-04-06,183,75,51,25
25,0,2020-04-07,196,81,58,25
25,0,2020-04-08,199,81,59,25
25,0,2020-04-09,199,77,60,25
25,0,2020-04-10,190,75,65,25
25,0,2020-04-11,186,77,68,25
25,0,2020-04-12,213,75,72,25
25,0,2020-04-13,212,75,72,25
25,0,2020-04-14,234,75,80,25
25,0,2020-04-15,230,70,81,25
25,0,2020-04-16,221,71,85,25
25,0,2020-04-17,213,66,88,25
25,0,2020-04-18,192,59,93,25
25,0,2020-04-19,190,53,94,25
25,0,2020-04-20,193,53,95,25
25,0,2020-04-21,196,52,99,25
25,0,2020-04-22,198,55,99,25
25,0,2020-04-23,177,50,106,25
25,0,2020-04-24,177,49,106,25
25,0,2020-04-25,171,46,112,25
25,0,2020-04-26,179,49,113,25
25,0,2020-04-27,179,49,115,25
25,0,2020-04-28,178,40,116,25
25,0,2020-04-29,168,41,116,25
25,0,2020-04-30,160,38,118,25
25,0,2020-05-01,155,38,118,25
25,0,2020-05-02,157,38,118,25
25,0,2020-05-03,156,38,118,25
25,0,2020-05-04,156,38,121,25
25,0,2020-05-05,145,32,128,25
25,0,2020-05-06,140,31,132,25
25,0,2020-05-07,134,29,134,25
25,0,2020-05-08,124,29,134,25
25,0,2020-05-09,122,28,134,25
25,0,2020-05-10,124,28,134,25
25,0,2020-05-11,128,27,137,25
25,0,2020-05-12,130,29,136,25
25,0,2020-05-13,128,28,136,25
25,0,2020-05-14,118,27,137,25
25,0,2020-05-15,115,25,137,25
25,0,2020-05-16,108,24,138,25
25,0,2020-05-17,108,24,138,25
25,0,2020-05-18,95,20,142,25
25,0,2020-05-19,90,17,144,25
25,0,2020-05-20,86,16,144,25
25,0,2020-05-21,83,14,144,25
25,0,2020-05-22,80,12,146,25
25,0,2020-05-23,76,14,146,25
25,0,2020-05-24,76,14,146,25
25,0,2020-05-25,75,13,146,25
25,0,2020-05-26,61,12,146,25
25,0,2020-05-27,43,12,147,25
25,0,2020-05-28,39,13,148,25
25,0,2020-05-29,37,10,148,25
25,0,2020-05-30,33,5,148,25
25,0,2020-05-31,33,5,148,25
25,0,2020-06-01,33,5,148,25
25,0,2020-06-02,32,5,148,25
25,0,2020-06-03,29,5,148,25
25,0,2020-06-04,28,5,148,25
25,0,2020-06-05,29,6,148,25
25,0,2020-06-06,29,6,148,25
25,0,2020-06-07,28,5,148,25
25,0,2020-06-08,28,4,148,25
25,0,2020-06-09,27,4,149,25
25,0,2020-06-10,26,4,149,25
25,0,2020-06-11,25,4,149,25
25,0,2020-06-12,25,4,149,25
25,0,2020-06-13,24,4,149,25
25,0,2020-06-14,24,4,149,25
25,0,2020-06-15,24,4,149,25
25,0,2020-06-16,23,4,149,25
25,0,2020-06-17,22,3,149,25
25,0,2020-06-18,22,3,149,25
25,0,2020-06-19,22,3,149,25
25,0,2020-06-20,22,3,149,25
25,0,2020-06-21,22,3,149,25
25,0,2020-06-22,21,2,150,25
25,0,2020-06-23,19,2,150,25
25,0,2020-06-24,18,2,151,25
25,0,2020-06-25,18,2,151,25
25,0,2020-06-26,19,2,151,25
25,0,2020-06-27,19,2,151,25
25,0,2020-06-28,19,2,151,25
25,0,2020-06-29,18,2,151,25
25,0,2020-06-30,17,2,151,25
25,0,2020-07-01,17,2,151,25
25,0,2020-07-02,16,2,151,25
25,0,2020-07-03,10,0,151,25
25,0,2020-07-04,10,0,151,25
25,0,2020-07-05,10,0,151,25
25,0,2020-07-06,10,0,151,25
25,0,2020-07-07,12,0,151,25
25,0,2020-07-08,12,0,151,25
25,0,2020-07-09,12,0,151,25
25,0,2020-07-10,11,0,151,25
25,0,2020-07-11,11,0,151,25
25,0,2020-07-12,11,0,151,25
25,0,2020-07-13,11,0,151,25
25,0,2020-07-14,11,0,151,25
25,0,2020-07-15,11,0,151,25
25,0,2020-07-16,4,0,151,25
25,0,2020-07-17,4,0,151,25
25,0,2020-07-18,4,0,151,25
25,0,2020-07-19,4,0,151,25
25,0,2020-07-20,4,0,151,25
25,0,2020-07-21,4,0,151,25
25,0,2020-07-22,3,0,151,25
25,0,2020-07-23,2,0,151,25
25,0,2020-07-24,1,0,151,25
25,0,2020-07-25,1,0,151,25
25,0,2020-07-26,1,0,151,25
25,0,2020-07-27,1,0,151,25
25,0,2020-07-28,1,0,151,25
25,0,2020-07-29,1,0,151,25
25,0,2020-07-30,2,0,151,25
25,0,2020-07-31,2,0,151,25
25,0,2020-08-01,2,0,151,25
25,0,2020-08-02,2,0,151,25
25,0,2020-08-03,1,0,151,25
25,0,2020-08-04,1,0,151,25
25,0,2020-08-05,1,0,151,25
25,0,2020-08-06,1,0,151,25
25,0,2020-08-07,1,0,151,25
25,0,2020-08-08,1,0,151,25
25,0,2020-08-09,1,0,151,25
25,0,2020-08-10,1,0,151,25
25,0,2020-08-11,1,0,151,25
25,0,2020-08-12,1,0,151,25
25,0,2020-08-13,1,0,151,25
25,0,2020-08-14,1,0,151,25
25,0,2020-08-15,2,0,151,25
25,0,2020-08-16,2,0,151,25
25,0,2020-08-17,3,0,151,25
25,0,2020-08-18,3,0,151,25
25,0,2020-08-19,3,0,151,25
25,0,2020-08-20,1,0,151,25
25,0,2020-08-21,1,0,151,25
25,0,2020-08-22,2,1,151,25
25,0,2020-08-23,2,1,151,25
25,0,2020-08-24,3,1,152,25
25,0,2020-08-25,3,1,152,25
25,0,2020-08-26,3,1,152,25
25,0,2020-08-27,4,1,152,25
25,0,2020-08-28,4,1,152,25
25,0,2020-08-29,4,1,152,25
25,0,2020-08-30,4,1,152,25
25,0,2020-08-31,4,1,152,25
25,0,2020-09-01,4,1,152,25
25,0,2020-09-02,3,1,152,25
25,0,2020-09-03,3,1,152,25
25,0,2020-09-04,3,1,152,25
25,0,2020-09-05,3,1,152,25
25,0,2020-09-06,3,1,152,25
25,0,2020-09-07,4,2,152,25
25,0,2020-09-08,5,2,152,25
25,0,2020-09-09,6,2,153,25
25,0,2020-09-10,7,2,153,25
25,0,2020-09-11,6,2,153,25
25,0,2020-09-12,6,2,153,25
25,0,2020-09-13,6,2,153,25
25,0,2020-09-14,6,1,153,25
25,0,2020-09-15,6,1,153,25
25,0,2020-09-16,6,1,153,25
25,0,2020-09-17,6,0,154,25
25,0,2020-09-18,7,0,154,25
25,0,2020-09-19,7,0,154,25
25,0,2020-09-20,7,0,154,25
25,0,2020-09-21,7,0,154,25
25,0,2020-09-22,7,1,154,25
25,0,2020-09-23,7,1,154,25
25,0,2020-09-24,8,2,154,25
25,0,2020-09-25,9,2,154,25
25,0,2020-09-26,11,4,154,25
25,0,2020-09-27,11,4,154,25
25,0,2020-09-28,7,4,154,25
25,0,2020-09-29,8,4,154,25
25,0,2020-09-30,8,4,154,25
25,0,2020-10-01,10,5,154,25
25,0,2020-10-02,9,5,154,25
25,0,2020-10-03,10,5,154,25
25,0,2020-10-04,10,5,154,25
25,0,2020-10-05,8,5,154,25
25,0,2020-10-06,10,5,154,25
25,0,2020-10-07,12,6,154,25
25,0,2020-10-08,14,6,154,25
25,0,2020-10-09,15,7,154,25
25,0,2020-10-10,15,6,154,25
25,0,2020-10-11,15,6,154,25
25,0,2020-10-12,16,6,154,25
25,0,2020-10-13,15,6,154,25
25,0,2020-10-14,18,5,154,25
25,0,2020-10-15,24,6,154,25
25,0,2020-10-16,25,7,154,25
25,0,2020-10-17,23,7,154,25
25,0,2020-10-18,26,9,155,25
25,0,2020-10-19,28,9,155,25
25,0,2020-10-20,32,9,155,25
25,0,2020-10-21,30,9,156,25
25,0,2020-10-22,32,9,157,25
25,0,2020-10-23,38,9,159,25
25,0,2020-10-24,37,9,159,25
25,0,2020-10-25,43,13,159,25
25,0,2020-10-26,53,15,161,25
25,0,2020-10-27,54,14,162,25
25,0,2020-10-28,62,15,164,25
25,0,2020-10-29,64,17,150,25
25,0,2020-10-30,75,16,151,25
25,0,2020-10-31,77,15,152,25
25,0,2020-11-01,95,22,152,25
25,0,2020-11-02,108,23,152,25
25,0,2020-11-03,122,23,156,25
25,0,2020-11-04,128,23,158,25
25,0,2020-11-05,129,24,159,25
25,0,2020-11-06,120,30,162,25
25,0,2020-11-07,115,29,163,25
25,0,2020-11-08,142,42,167,25
25,0,2020-11-09,165,51,167,25
25,0,2020-11-10,176,50,168,25
25,0,2020-11-11,172,46,171,25
25,0,2020-11-12,192,54,175,25
25,0,2020-11-13,186,50,176,25
25,0,2020-11-14,194,48,177,25
25,0,2020-11-15,206,54,178,25
25,0,2020-11-16,229,57,179,25
25,0,2020-11-17,216,55,185,25
25,0,2020-11-18,224,55,188,25
25,0,2020-11-19,227,55,188,25
25,0,2020-11-20,217,51,194,25
25,0,2020-11-21,205,48,196,25
25,0,2020-11-22,230,54,197,25
25,0,2020-11-23,227,58,204,25
25,0,2020-11-24,214,52,207,25
25,0,2020-11-25,201,55,209,25
25,0,2020-11-26,197,54,214,25
25,0,2020-11-27,192,51,218,25
25,0,2020-11-28,175,47,223,25
25,0,2020-11-29,176,50,225,25
25,0,2020-11-30,190,49,229,25
25,0,2020-12-01,178,59,231,25
25,0,2020-12-02,166,57,234,25
25,0,2020-12-03,162,53,237,25
25,0,2020-12-04,168,55,239,25
25,0,2020-12-05,160,52,241,25
25,0,2020-12-06,182,56,242,25
25,0,2020-12-07,176,53,248,25
25,0,2020-12-08,173,51,250,25
25,0,2020-12-09,167,50,253,25
25,0,2020-12-10,166,49,256,25
25,0,2020-12-11,166,48,258,25
25,0,2020-12-12,159,45,261,25
25,0,2020-12-13,161,45,263,25
25,0,2020-12-14,178,46,264,25
25,0,2020-12-15,170,44,265,25
25,0,2020-12-16,169,48,267,25
25,0,2020-12-17,166,49,271,25
25,0,2020-12-18,164,45,272,25
25,0,2020-12-19,155,41,273,25
25,0,2020-12-20,171,47,273,25
25,0,2020-12-21,158,45,276,25
25,0,2020-12-22,160,44,278,25
25,0,2020-12-23,153,45,284,25
25,0,2020-12-24,149,46,286,25
25,0,2020-12-25,147,41,290,25
25,0,2020-12-26,159,43,292,25
25,0,2020-12-27,156,43,293,25
25,0,2020-12-28,162,47,294,25
25,0,2020-12-29,164,41,295,25
25,0,2020-12-30,162,43,298,25
25,0,2020-12-31,167,39,298,25
25,0,2021-01-01,166,43,301,25
25,0,2021-01-02,164,42,302,25
25,0,2021-01-03,163,44,303,25
25,0,2021-01-04,160,41,304,25
25,0,2021-01-05,173,43,307,25
25,0,2021-01-06,170,43,310,25
25,0,2021-01-07,185,48,312,25
25,0,2021-01-08,190,47,316,25
25,0,2021-01-09,188,46,317,25
25,0,2021-01-10,194,48,319,25
25,0,2021-01-11,204,49,319,25
