dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
25,0,2021-01-12,198,48,327,25
25,0,2021-01-13,195,47,329,25
25,0,2021-01-14,201,44,330,25
25,0,2021-01-15,202,46,333,25
25,0,2021-01-16,196,46,335,25
25,0,2021-01-17,205,46,335,25
25,0,2021-01-18,203,48,341,25
25,0,2021-01-19,198,48,346,25
25,0,2021-01-20,197,49,350,25
25,0,2021-01-21,192,48,351,25
25,0,2021-01-22,197,50,353,25
