dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
71,0,2020-03-18,35,0,5,71
71,0,2020-03-19,48,3,5,71
71,0,2020-03-20,53,5,8,71
71,0,2020-03-21,50,6,10,71
71,0,2020-03-22,65,6,12,71
71,0,2020-03-23,84,7,13,71
71,0,2020-03-24,92,14,20,71
71,0,2020-03-25,109,19,25,71
71,0,2020-03-26,149,22,29,71
71,0,2020-03-27,165,27,32,71
71,0,2020-03-28,182,31,34,71
71,0,2020-03-29,184,27,36,71
71,0,2020-03-30,187,34,43,71
71,0,2020-03-31,191,30,48,71
71,0,2020-04-01,173,33,50,71
71,0,2020-04-02,169,35,53,71
71,0,2020-04-03,163,36,60,71
71,0,2020-04-04,162,37,63,71
71,0,2020-04-05,173,37,65,71
71,0,2020-04-06,193,38,69,71
71,0,2020-04-07,191,36,74,71
71,0,2020-04-08,191,36,75,71
71,0,2020-04-09,188,35,81,71
71,0,2020-04-10,184,36,89,71
71,0,2020-04-11,174,33,91,71
71,0,2020-04-12,175,34,92,71
71,0,2020-04-13,176,34,92,71
71,0,2020-04-14,180,34,97,71
71,0,2020-04-15,187,31,104,71
71,0,2020-04-16,190,32,113,71
71,0,2020-04-17,201,30,115,71
71,0,2020-04-18,202,29,116,71
71,0,2020-04-19,202,30,120,71
71,0,2020-04-20,209,30,123,71
71,0,2020-04-21,207,30,135,71
71,0,2020-04-22,227,29,137,71
71,0,2020-04-23,230,27,141,71
71,0,2020-04-24,214,25,146,71
71,0,2020-04-25,223,25,147,71
71,0,2020-04-26,224,26,149,71
71,0,2020-04-27,231,26,154,71
71,0,2020-04-28,234,28,155,71
71,0,2020-04-29,243,24,158,71
71,0,2020-04-30,238,24,159,71
71,0,2020-05-01,228,24,159,71
71,0,2020-05-02,229,22,160,71
71,0,2020-05-03,229,25,163,71
71,0,2020-05-04,222,21,166,71
71,0,2020-05-05,224,19,166,71
71,0,2020-05-06,225,14,167,71
71,0,2020-05-07,218,13,168,71
71,0,2020-05-08,209,13,172,71
71,0,2020-05-09,208,13,173,71
71,0,2020-05-10,207,13,175,71
71,0,2020-05-11,203,14,179,71
71,0,2020-05-12,189,14,182,71
71,0,2020-05-13,187,11,185,71
71,0,2020-05-14,189,12,185,71
71,0,2020-05-15,183,13,186,71
71,0,2020-05-16,181,14,185,71
71,0,2020-05-17,181,14,185,71
71,0,2020-05-18,185,11,187,71
71,0,2020-05-19,179,10,191,71
