dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
71,0,2020-05-20,171,10,191,71
71,0,2020-05-21,169,9,191,71
71,0,2020-05-22,162,10,191,71
71,0,2020-05-23,162,10,191,71
71,0,2020-05-24,161,10,191,71
71,0,2020-05-25,159,12,193,71
71,0,2020-05-26,147,10,193,71
71,0,2020-05-27,142,9,193,71
71,0,2020-05-28,139,9,193,71
71,0,2020-05-29,130,6,195,71
71,0,2020-05-30,130,6,195,71
71,0,2020-05-31,130,6,195,71
71,0,2020-06-01,130,6,195,71
71,0,2020-06-02,120,6,195,71
71,0,2020-06-03,102,6,197,71
71,0,2020-06-04,100,6,197,71
71,0,2020-06-05,97,6,197,71
71,0,2020-06-06,97,6,197,71
71,0,2020-06-07,97,6,197,71
71,0,2020-06-08,99,7,198,71
71,0,2020-06-09,94,7,198,71
71,0,2020-06-10,80,7,199,71
71,0,2020-06-11,75,5,199,71
71,0,2020-06-12,61,5,199,71
71,0,2020-06-13,59,5,199,71
71,0,2020-06-14,59,5,199,71
71,0,2020-06-15,60,5,199,71
71,0,2020-06-16,54,5,199,71
71,0,2020-06-17,53,5,199,71
71,0,2020-06-18,53,5,199,71
71,0,2020-06-19,38,4,199,71
71,0,2020-06-20,38,4,199,71
71,0,2020-06-21,38,4,199,71
71,0,2020-06-22,34,4,199,71
71,0,2020-06-23,28,5,199,71
71,0,2020-06-24,27,5,199,71
71,0,2020-06-25,27,5,199,71
71,0,2020-06-26,28,5,199,71
71,0,2020-06-27,28,5,199,71
71,0,2020-06-28,28,5,199,71
71,0,2020-06-29,29,4,199,71
71,0,2020-06-30,28,4,199,71
71,0,2020-07-01,25,3,201,71
71,0,2020-07-02,24,2,201,71
71,0,2020-07-03,24,2,201,71
71,0,2020-07-04,24,2,201,71
71,0,2020-07-05,24,2,201,71
71,0,2020-07-06,24,2,201,71
71,0,2020-07-07,24,2,201,71
71,0,2020-07-08,23,3,201,71
71,0,2020-07-09,14,2,201,71
71,0,2020-07-10,15,2,201,71
71,0,2020-07-11,17,4,201,71
71,0,2020-07-12,17,4,201,71
71,0,2020-07-13,19,4,201,71
71,0,2020-07-14,19,4,201,71
71,0,2020-07-15,19,4,201,71
71,0,2020-07-16,20,4,201,71
71,0,2020-07-17,16,2,201,71
71,0,2020-07-18,13,1,201,71
71,0,2020-07-19,13,1,201,71
71,0,2020-07-20,14,1,201,71
71,0,2020-07-21,11,1,201,71
71,0,2020-07-22,10,1,201,71
71,0,2020-07-23,8,1,201,71
71,0,2020-07-24,8,1,201,71
71,0,2020-07-25,9,1,201,71
71,0,2020-07-26,9,1,201,71
71,0,2020-07-27,9,1,201,71
71,0,2020-07-28,5,1,201,71
71,0,2020-07-29,3,1,201,71
71,0,2020-07-30,2,1,201,71
71,0,2020-07-31,2,1,201,71
71,0,2020-08-01,2,1,201,71
71,0,2020-08-02,2,1,201,71
71,0,2020-08-03,4,1,201,71
71,0,2020-08-04,4,1,201,71
71,0,2020-08-05,3,1,201,71
71,0,2020-08-06,3,1,201,71
71,0,2020-08-07,3,1,201,71
71,0,2020-08-08,3,1,201,71
71,0,2020-08-09,3,1,201,71
71,0,2020-08-10,3,1,201,71
71,0,2020-08-11,4,1,201,71
71,0,2020-08-12,4,1,201,71
71,0,2020-08-13,5,1,201,71
71,0,2020-08-14,5,1,201,71
71,0,2020-08-15,6,1,201,71
71,0,2020-08-16,6,1,201,71
71,0,2020-08-17,6,1,201,71
71,0,2020-08-18,6,1,201,71
71,0,2020-08-19,3,1,202,71
71,0,2020-08-20,4,1,202,71
71,0,2020-08-21,2,1,202,71
71,0,2020-08-22,2,1,202,71
71,0,2020-08-23,3,1,202,71
71,0,2020-08-24,3,1,202,71
71,0,2020-08-25,3,1,202,71
71,0,2020-08-26,3,1,202,71
71,0,2020-08-27,3,1,202,71
71,0,2020-08-28,5,1,202,71
71,0,2020-08-29,5,1,202,71
71,0,2020-08-30,5,1,202,71
71,0,2020-08-31,5,2,202,71
71,0,2020-09-01,4,2,202,71
71,0,2020-09-02,6,3,202,71
71,0,2020-09-03,5,3,202,71
71,0,2020-09-04,5,3,202,71
71,0,2020-09-05,5,3,202,71
71,0,2020-09-06,5,3,202,71
71,0,2020-09-07,8,3,202,71
71,0,2020-09-08,7,3,202,71
71,0,2020-09-09,8,1,202,71
71,0,2020-09-10,10,0,202,71
71,0,2020-09-11,13,1,202,71
71,0,2020-09-12,15,1,202,71
71,0,2020-09-13,13,1,202,71
71,0,2020-09-14,16,1,202,71
71,0,2020-09-15,18,1,202,71
71,0,2020-09-16,28,3,202,71
71,0,2020-09-17,28,2,203,71
71,0,2020-09-18,27,2,204,71
71,0,2020-09-19,29,2,204,71
71,0,2020-09-20,31,2,204,71
71,0,2020-09-21,37,2,204,71
71,0,2020-09-22,44,1,206,71
71,0,2020-09-23,46,1,208,71
71,0,2020-09-24,44,1,209,71
71,0,2020-09-25,47,2,210,71
71,0,2020-09-26,49,3,210,71
71,0,2020-09-27,51,4,210,71
71,0,2020-09-28,50,4,211,71
71,0,2020-09-29,49,7,211,71
71,0,2020-09-30,50,6,211,71
71,0,2020-10-01,45,7,213,71
71,0,2020-10-02,45,7,213,71
71,0,2020-10-03,46,5,214,71
71,0,2020-10-04,48,5,214,71
71,0,2020-10-05,48,5,214,71
71,0,2020-10-06,50,5,214,71
71,0,2020-10-07,51,6,216,71
71,0,2020-10-08,57,7,217,71
71,0,2020-10-09,55,6,219,71
71,0,2020-10-10,55,6,219,71
71,0,2020-10-11,57,6,219,71
71,0,2020-10-12,59,5,222,71
71,0,2020-10-13,75,8,223,71
71,0,2020-10-14,85,9,224,71
71,0,2020-10-15,94,9,224,71
71,0,2020-10-16,95,9,227,71
71,0,2020-10-17,97,9,228,71
71,0,2020-10-18,107,9,229,71
71,0,2020-10-19,127,12,232,71
71,0,2020-10-20,147,15,234,71
71,0,2020-10-21,151,17,236,71
71,0,2020-10-22,157,14,238,71
71,0,2020-10-23,169,16,242,71
71,0,2020-10-24,185,18,243,71
71,0,2020-10-25,198,18,248,71
71,0,2020-10-26,226,18,249,71
71,0,2020-10-27,230,19,262,71
71,0,2020-10-28,251,23,266,71
71,0,2020-10-29,258,26,270,71
71,0,2020-10-30,272,27,270,71
71,0,2020-10-31,281,28,272,71
71,0,2020-11-01,297,28,275,71
71,0,2020-11-02,314,31,286,71
71,0,2020-11-03,343,36,296,71
71,0,2020-11-04,337,36,300,71
71,0,2020-11-05,342,32,313,71
71,0,2020-11-06,373,33,323,71
71,0,2020-11-07,395,39,324,71
71,0,2020-11-08,402,40,332,71
71,0,2020-11-09,429,39,345,71
71,0,2020-11-10,446,37,353,71
71,0,2020-11-11,457,43,359,71
71,0,2020-11-12,464,43,371,71
71,0,2020-11-13,481,46,382,71
71,0,2020-11-14,482,47,388,71
71,0,2020-11-15,495,50,395,71
71,0,2020-11-16,500,50,413,71
71,0,2020-11-17,519,50,423,71
71,0,2020-11-18,513,46,436,71
71,0,2020-11-19,513,44,439,71
71,0,2020-11-20,528,42,443,71
71,0,2020-11-21,527,46,449,71
71,0,2020-11-22,538,47,454,71
71,0,2020-11-23,545,47,461,71
71,0,2020-11-24,525,48,470,71
71,0,2020-11-25,516,48,478,71
71,0,2020-11-26,495,45,486,71
71,0,2020-11-27,508,51,492,71
71,0,2020-11-28,501,55,494,71
71,0,2020-11-29,503,53,497,71
71,0,2020-11-30,501,51,508,71
71,0,2020-12-01,477,45,519,71
71,0,2020-12-02,476,44,524,71
71,0,2020-12-03,479,46,528,71
71,0,2020-12-04,477,41,535,71
71,0,2020-12-05,468,40,537,71
71,0,2020-12-06,465,40,540,71
71,0,2020-12-07,470,43,543,71
71,0,2020-12-08,471,38,552,71
71,0,2020-12-09,456,40,559,71
71,0,2020-12-10,444,39,565,71
71,0,2020-12-11,443,38,567,71
71,0,2020-12-12,447,38,569,71
71,0,2020-12-13,452,35,575,71
71,0,2020-12-14,442,34,580,71
71,0,2020-12-15,452,33,582,71
71,0,2020-12-16,450,32,585,71
71,0,2020-12-17,455,31,586,71
71,0,2020-12-18,436,29,589,71
71,0,2020-12-19,438,29,590,71
71,0,2020-12-20,440,29,593,71
71,0,2020-12-21,429,28,597,71
71,0,2020-12-22,413,29,597,71
71,0,2020-12-23,416,29,599,71
71,0,2020-12-24,412,29,604,71
71,0,2020-12-25,405,31,606,71
71,0,2020-12-26,418,30,606,71
71,0,2020-12-27,421,28,610,71
71,0,2020-12-28,423,30,614,71
71,0,2020-12-29,448,36,618,71
71,0,2020-12-30,435,35,623,71
71,0,2020-12-31,428,37,628,71
71,0,2021-01-01,413,37,628,71
71,0,2021-01-02,415,37,628,71
71,0,2021-01-03,424,37,630,71
71,0,2021-01-04,449,36,639,71
71,0,2021-01-05,431,34,646,71
71,0,2021-01-06,418,34,652,71
71,0,2021-01-07,416,32,655,71
71,0,2021-01-08,413,28,660,71
71,0,2021-01-09,410,27,665,71
71,0,2021-01-10,416,26,666,71
71,0,2021-01-11,424,29,671,71
71,0,2021-01-12,428,30,673,71
71,0,2021-01-13,406,29,676,71
71,0,2021-01-14,406,29,685,71
71,0,2021-01-15,424,30,688,71
71,0,2021-01-16,452,31,693,71
71,0,2021-01-17,456,31,696,71
