dep,jour,P,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
39,2020-05-13,0,0,257849.0,0.0,,
39,2020-05-14,0,0,257849.0,0.0,,
39,2020-05-15,6,0,257849.0,2.32694328851382,,
39,2020-05-16,0,0,257849.0,0.0,,
39,2020-05-17,1,0,257849.0,0.38782388141896995,,
39,2020-05-18,0,0,257849.0,0.0,,
39,2020-05-19,1,0,257849.0,0.38782388141896995,8.0,3.1025910513517596
39,2020-05-20,2,0,257849.0,0.7756477628379399,10.0,3.8782388141897
39,2020-05-21,2,0,257849.0,0.7756477628379399,12.0,4.65388657702764
39,2020-05-22,7,0,257849.0,2.71476716993279,13.0,5.041710458446611
39,2020-05-23,0,0,257849.0,0.0,13.0,5.041710458446611
39,2020-05-24,0,0,257849.0,0.0,12.0,4.65388657702764
39,2020-05-25,3,0,257849.0,1.16347164425691,15.0,5.81735822128455
39,2020-05-26,0,0,257849.0,0.0,14.0,5.42953433986558
39,2020-05-27,0,0,257849.0,0.0,12.0,4.65388657702764
39,2020-05-28,0,0,257849.0,0.0,10.0,3.8782388141897
39,2020-05-29,0,0,257849.0,0.0,3.0,1.16347164425691
39,2020-05-30,0,0,257849.0,0.0,3.0,1.16347164425691
39,2020-05-31,0,0,257849.0,0.0,3.0,1.16347164425691
39,2020-06-01,0,0,257849.0,0.0,0.0,0.0
39,2020-06-02,0,0,257849.0,0.0,0.0,0.0
39,2020-06-03,0,0,257849.0,0.0,0.0,0.0
39,2020-06-04,1,0,257849.0,0.38782388141896995,1.0,0.38782388141896995
39,2020-06-05,0,0,257849.0,0.0,1.0,0.38782388141896995
39,2020-06-06,0,0,257849.0,0.0,1.0,0.38782388141896995
39,2020-06-07,0,0,257849.0,0.0,1.0,0.38782388141896995
39,2020-06-08,1,0,257849.0,0.38782388141896995,2.0,0.7756477628379399
39,2020-06-09,1,0,257849.0,0.38782388141896995,3.0,1.16347164425691
39,2020-06-10,1,0,257849.0,0.38782388141896995,4.0,1.5512955256758798
39,2020-06-11,1,0,257849.0,0.38782388141896995,4.0,1.5512955256758798
39,2020-06-12,0,0,257849.0,0.0,4.0,1.5512955256758798
39,2020-06-13,0,0,257849.0,0.0,4.0,1.5512955256758798
39,2020-06-14,0,0,257849.0,0.0,4.0,1.5512955256758798
39,2020-06-15,0,0,257849.0,0.0,3.0,1.16347164425691
39,2020-06-16,3,0,257849.0,1.16347164425691,5.0,1.93911940709485
39,2020-06-17,2,0,257849.0,0.7756477628379399,6.0,2.32694328851382
39,2020-06-18,0,0,257849.0,0.0,5.0,1.93911940709485
39,2020-06-19,0,0,257849.0,0.0,5.0,1.93911940709485
39,2020-06-20,0,0,257849.0,0.0,5.0,1.93911940709485
39,2020-06-21,0,0,257849.0,0.0,5.0,1.93911940709485
39,2020-06-22,2,0,257849.0,0.7756477628379399,7.0,2.71476716993279
39,2020-06-23,2,0,257849.0,0.7756477628379399,6.0,2.32694328851382
39,2020-06-24,0,0,257849.0,0.0,4.0,1.5512955256758798
39,2020-06-25,1,0,257849.0,0.38782388141896995,5.0,1.93911940709485
39,2020-06-26,1,0,257849.0,0.38782388141896995,6.0,2.32694328851382
39,2020-06-27,0,0,257849.0,0.0,6.0,2.32694328851382
39,2020-06-28,2,0,257849.0,0.7756477628379399,8.0,3.1025910513517596
39,2020-06-29,2,0,257849.0,0.7756477628379399,8.0,3.1025910513517596
39,2020-06-30,0,0,257849.0,0.0,6.0,2.32694328851382
39,2020-07-01,2,0,257849.0,0.7756477628379399,8.0,3.1025910513517596
39,2020-07-02,1,0,257849.0,0.38782388141896995,8.0,3.1025910513517596
39,2020-07-03,1,0,257849.0,0.38782388141896995,8.0,3.1025910513517596
39,2020-07-04,1,0,257849.0,0.38782388141896995,9.0,3.49041493277073
39,2020-07-05,1,0,257849.0,0.38782388141896995,8.0,3.1025910513517596
39,2020-07-06,0,0,257849.0,0.0,6.0,2.32694328851382
39,2020-07-07,1,0,257849.0,0.38782388141896995,7.0,2.71476716993279
39,2020-07-08,2,0,257849.0,0.7756477628379399,7.0,2.71476716993279
39,2020-07-09,1,0,257849.0,0.38782388141896995,7.0,2.71476716993279
39,2020-07-10,6,0,257849.0,2.32694328851382,12.0,4.65388657702764
39,2020-07-11,0,0,257849.0,0.0,11.0,4.266062695608671
39,2020-07-12,0,0,257849.0,0.0,10.0,3.8782388141897
39,2020-07-13,3,0,257849.0,1.16347164425691,13.0,5.041710458446611
39,2020-07-14,0,0,257849.0,0.0,12.0,4.65388657702764
39,2020-07-15,0,0,257849.0,0.0,10.0,3.8782388141897
39,2020-07-16,1,0,257849.0,0.38782388141896995,10.0,3.8782388141897
39,2020-07-17,7,0,257849.0,2.71476716993279,11.0,4.266062695608671
39,2020-07-18,2,0,257849.0,0.7756477628379399,13.0,5.041710458446611
39,2020-07-19,4,0,257849.0,1.5512955256758798,17.0,6.59300598412249
39,2020-07-20,3,0,257849.0,1.16347164425691,17.0,6.59300598412249
39,2020-07-21,2,0,257849.0,0.7756477628379399,19.0,7.3686537469604305
39,2020-07-22,0,0,257849.0,0.0,19.0,7.3686537469604305
39,2020-07-23,4,0,257849.0,1.5512955256758798,22.0,8.532125391217342
39,2020-07-24,6,0,257849.0,2.32694328851382,21.0,8.144301509798371
39,2020-07-25,1,0,257849.0,0.38782388141896995,20.0,7.7564776283794
39,2020-07-26,1,0,257849.0,0.38782388141896995,17.0,6.59300598412249
39,2020-07-27,3,0,257849.0,1.16347164425691,17.0,6.59300598412249
39,2020-07-28,0,0,257849.0,0.0,15.0,5.81735822128455
39,2020-07-29,2,0,257849.0,0.7756477628379399,17.0,6.59300598412249
39,2020-07-30,0,0,257849.0,0.0,13.0,5.041710458446611
39,2020-07-31,0,0,257849.0,0.0,7.0,2.71476716993279
