dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
58,0,2020-09-25,1,1,28,58
58,0,2020-09-26,1,1,28,58
58,0,2020-09-27,1,1,28,58
58,0,2020-09-28,1,1,28,58
58,0,2020-09-29,5,0,28,58
58,0,2020-09-30,3,1,28,58
58,0,2020-10-01,4,1,28,58
58,0,2020-10-02,7,1,28,58
58,0,2020-10-03,6,2,28,58
58,0,2020-10-04,6,2,28,58
58,0,2020-10-05,6,2,28,58
58,0,2020-10-06,6,2,28,58
58,0,2020-10-07,7,2,28,58
58,0,2020-10-08,7,2,28,58
58,0,2020-10-09,8,2,28,58
58,0,2020-10-10,8,2,28,58
58,0,2020-10-11,9,3,29,58
58,0,2020-10-12,9,3,29,58
58,0,2020-10-13,11,3,29,58
58,0,2020-10-14,13,3,29,58
58,0,2020-10-15,15,4,29,58
58,0,2020-10-16,13,3,29,58
58,0,2020-10-17,12,3,29,58
58,0,2020-10-18,14,4,29,58
58,0,2020-10-19,17,5,29,58
58,0,2020-10-20,15,4,29,58
58,0,2020-10-21,15,4,29,58
58,0,2020-10-22,13,3,29,58
58,0,2020-10-23,15,4,29,58
58,0,2020-10-24,15,4,30,58
58,0,2020-10-25,16,4,31,58
58,0,2020-10-26,18,4,31,58
58,0,2020-10-27,18,4,31,58
58,0,2020-10-28,19,4,32,58
58,0,2020-10-29,20,4,32,58
58,0,2020-10-30,25,5,32,58
58,0,2020-10-31,34,5,32,58
58,0,2020-11-01,42,7,32,58
58,0,2020-11-02,44,6,33,58
58,0,2020-11-03,47,6,33,58
58,0,2020-11-04,50,6,34,58
58,0,2020-11-05,59,9,35,58
58,0,2020-11-06,65,8,35,58
58,0,2020-11-07,65,9,36,58
58,0,2020-11-08,66,9,37,58
58,0,2020-11-09,81,11,37,58
58,0,2020-11-10,84,11,38,58
58,0,2020-11-11,86,12,39,58
58,0,2020-11-12,84,10,40,58
58,0,2020-11-13,84,11,40,58
58,0,2020-11-14,83,11,40,58
58,0,2020-11-15,88,10,40,58
58,0,2020-11-16,87,10,40,58
58,0,2020-11-17,85,9,41,58
58,0,2020-11-18,88,9,43,58
58,0,2020-11-19,88,10,43,58
58,0,2020-11-20,88,10,43,58
58,0,2020-11-21,94,10,54,58
58,0,2020-11-22,98,9,55,58
58,0,2020-11-23,96,11,58,58
58,0,2020-11-24,93,11,59,58
58,0,2020-11-25,91,9,64,58
58,0,2020-11-26,88,9,65,58
58,0,2020-11-27,88,8,67,58
58,0,2020-11-28,88,9,68,58
58,0,2020-11-29,93,9,70,58
58,0,2020-11-30,96,9,72,58
58,0,2020-12-01,90,7,74,58
58,0,2020-12-02,85,5,76,58
58,0,2020-12-03,86,5,76,58
58,0,2020-12-04,96,5,77,58
58,0,2020-12-05,90,6,79,58
58,0,2020-12-06,88,6,79,58
58,0,2020-12-07,88,6,80,58
58,0,2020-12-08,97,5,82,58
58,0,2020-12-09,96,5,83,58
58,0,2020-12-10,89,5,87,58
58,0,2020-12-11,97,5,87,58
58,0,2020-12-12,98,5,91,58
58,0,2020-12-13,100,5,91,58
58,0,2020-12-14,101,6,91,58
58,0,2020-12-15,100,7,95,58
58,0,2020-12-16,101,7,97,58
58,0,2020-12-17,98,6,98,58
58,0,2020-12-18,88,6,99,58
58,0,2020-12-19,85,3,102,58
58,0,2020-12-20,85,3,102,58
58,0,2020-12-21,84,3,103,58
58,0,2020-12-22,86,3,103,58
58,0,2020-12-23,83,4,103,58
58,0,2020-12-24,93,3,105,58
58,0,2020-12-25,95,5,105,58
58,0,2020-12-26,96,5,106,58
58,0,2020-12-27,98,5,109,58
58,0,2020-12-28,102,5,110,58
58,0,2020-12-29,100,5,113,58
58,0,2020-12-30,93,6,114,58
58,0,2020-12-31,98,6,114,58
58,0,2021-01-01,100,6,114,58
58,0,2021-01-02,99,5,115,58
58,0,2021-01-03,100,5,116,58
58,0,2021-01-04,101,4,118,58
58,0,2021-01-05,97,4,119,58
58,0,2021-01-06,101,3,119,58
58,0,2021-01-07,100,3,120,58
58,0,2021-01-08,109,3,120,58
58,0,2021-01-09,108,3,121,58
58,0,2021-01-10,112,3,121,58
58,0,2021-01-11,117,2,122,58
58,0,2021-01-12,115,4,123,58
58,0,2021-01-13,123,4,125,58
