geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[4.794318,47.117576],[4.784015,47.112246],[4.77359,47.11247],[4.770377,47.109511],[4.766747,47.099154],[4.763247,47.094774],[4.755088,47.090418],[4.755861,47.078655],[4.75879,47.074126],[4.76119,47.0681],[4.77657,47.061618],[4.790328,47.058892],[4.806243,47.052791],[4.823837,47.05094],[4.831636,47.048968],[4.849055,47.041218],[4.854221,47.049197],[4.847838,47.053378],[4.85113,47.058005],[4.853504,47.061686],[4.844072,47.066978],[4.834725,47.07772],[4.834275,47.08959],[4.838149,47.091818],[4.833291,47.100977],[4.820801,47.103889],[4.809206,47.11156],[4.794318,47.117576]]]}",21590,21,Savigny-lès-Beaune (21),19/11,0,250 à 500,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.715001,47.641631],[4.710392,47.64999],[4.700564,47.662949],[4.695849,47.657947],[4.679381,47.652685],[4.672555,47.648944],[4.667992,47.639836],[4.66933,47.625411],[4.665072,47.617678],[4.674943,47.614021],[4.681715,47.624508],[4.686381,47.625048],[4.70075,47.619602],[4.714575,47.621764],[4.723144,47.631759],[4.715001,47.641631]]]}",21235,21,Duesme (21),19/11,0,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.973444,47.393183],[4.959787,47.393228],[4.952223,47.396213],[4.944698,47.396849],[4.927622,47.402888],[4.911742,47.397316],[4.91062,47.415663],[4.896505,47.404826],[4.896209,47.401311],[4.897354,47.395815],[4.924023,47.390872],[4.939408,47.38507],[4.945337,47.379975],[4.953584,47.378816],[4.968805,47.386915],[4.973444,47.393183]]]}",21227,21,Darois (21),19/11,0,250 à 500,15 à 20,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.812171,47.359652],[4.798507,47.361119],[4.792387,47.358038],[4.779301,47.35613],[4.766901,47.345848],[4.767407,47.342714],[4.775101,47.340289],[4.782673,47.342513],[4.789727,47.340835],[4.801211,47.331766],[4.806117,47.332704],[4.810905,47.337839],[4.810064,47.348272],[4.812171,47.359652]]]}",21051,21,Baulme-la-Roche (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.309127,47.470703],[4.298554,47.469189],[4.290675,47.470788],[4.286269,47.465922],[4.284265,47.456797],[4.280913,47.450595],[4.263066,47.445575],[4.260817,47.443249],[4.257916,47.434976],[4.281176,47.426892],[4.289558,47.428148],[4.292747,47.432414],[4.290051,47.438329],[4.312582,47.44455],[4.325074,47.447054],[4.328067,47.45023],[4.324769,47.457009],[4.31523,47.454142],[4.312665,47.458168],[4.315336,47.46328],[4.309127,47.470703]]]}",21205,21,Courcelles-lès-Semur (21),19/11,0,250 à 500,30 et plus,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.893211,47.562436],[4.887814,47.552671],[4.869256,47.541746],[4.860221,47.540045],[4.860722,47.533765],[4.874077,47.527275],[4.865121,47.522316],[4.872204,47.501636],[4.881693,47.489692],[4.887433,47.485212],[4.906954,47.487328],[4.921663,47.490562],[4.91705,47.495999],[4.919688,47.502588],[4.907505,47.503672],[4.90565,47.510341],[4.894531,47.515016],[4.911584,47.533865],[4.915358,47.545725],[4.91328,47.551233],[4.89878,47.555685],[4.899597,47.563166],[4.896093,47.565793],[4.893211,47.562436]]]}",21286,21,Frénois (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.886025,46.987554],[4.903036,46.982225],[4.909918,46.981661],[4.917661,46.98695],[4.917566,46.998404],[4.907829,46.999518],[4.894689,47.003399],[4.895106,46.999025],[4.88974,46.996006],[4.886025,46.987554]]]}",21185,21,Combertault (21),19/11,0,10 à 20,1 à 5,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.886025,46.987554],[4.878957,46.987322],[4.873634,46.980282],[4.872393,46.97086],[4.873948,46.96584],[4.891064,46.957524],[4.896137,46.966309],[4.914724,46.967887],[4.912458,46.981439],[4.909918,46.981661],[4.903036,46.982225],[4.886025,46.987554]]]}",21558,21,Sainte-Marie-la-Blanche (21),19/11,0,10 à 20,1 à 5,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.952205,47.115204],[4.946063,47.118148],[4.93533,47.120422],[4.925351,47.124921],[4.91401,47.116001],[4.922328,47.107137],[4.931279,47.101997],[4.932153,47.098774],[4.941703,47.093924],[4.94646,47.089862],[4.95645,47.089016],[4.956637,47.083233],[4.966378,47.079775],[4.965801,47.088616],[4.968297,47.093858],[4.958285,47.101773],[4.955983,47.107705],[4.956654,47.113858],[4.952205,47.115204]]]}",21506,21,Premeaux-Prissey (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.458321,47.244196],[4.461069,47.245181],[4.472942,47.256255],[4.487423,47.261385],[4.508127,47.265047],[4.51426,47.272806],[4.514714,47.276653],[4.510163,47.284021],[4.510647,47.291534],[4.490775,47.292099],[4.486265,47.295046],[4.478744,47.295517],[4.464476,47.293162],[4.459567,47.290562],[4.451735,47.282537],[4.451562,47.27712],[4.445737,47.270254],[4.453312,47.264689],[4.445648,47.252927],[4.446224,47.246815],[4.454907,47.243703],[4.458321,47.244196]]]}",21128,21,Chailly-sur-Armançon (21),19/11,0,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.934115,47.178584],[4.943608,47.173851],[4.953568,47.174387],[4.957496,47.178871],[4.964205,47.178652],[4.96714,47.186391],[4.975495,47.185597],[4.980095,47.18909],[4.973702,47.18939],[4.962396,47.192825],[4.94605,47.195875],[4.93738,47.198506],[4.93187,47.194729],[4.925357,47.200453],[4.921633,47.199191],[4.921166,47.189926],[4.920836,47.188428],[4.921169,47.178906],[4.934115,47.178584]]]}",21133,21,Chambolle-Musigny (21),19/11,0,10 à 20,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.726439,47.87078],[4.732461,47.865724],[4.750319,47.863392],[4.761253,47.864646],[4.762986,47.860913],[4.774143,47.860857],[4.773733,47.871376],[4.785851,47.884278],[4.785243,47.890321],[4.798381,47.905786],[4.793167,47.909917],[4.792696,47.914387],[4.776975,47.919797],[4.767923,47.911129],[4.759636,47.914614],[4.752248,47.904975],[4.741294,47.900736],[4.736496,47.88422],[4.735226,47.87361],[4.726439,47.87078]]]}",21357,21,Louesme (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.71854,47.504691],[4.713575,47.503838],[4.707158,47.515598],[4.699734,47.513628],[4.69031,47.51437],[4.682194,47.508988],[4.683302,47.503144],[4.677172,47.499302],[4.665972,47.496269],[4.661497,47.493276],[4.66967,47.485051],[4.669794,47.482179],[4.685001,47.471479],[4.69143,47.469966],[4.708692,47.460589],[4.714678,47.464158],[4.72289,47.473624],[4.722567,47.477979],[4.714519,47.491889],[4.720524,47.498593],[4.71854,47.504691]]]}",21084,21,Source-Seine (21),19/11,0,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.690209,47.423991],[4.689539,47.423787],[4.683629,47.415535],[4.686993,47.407582],[4.698135,47.396629],[4.705114,47.399877],[4.715004,47.391285],[4.727111,47.393034],[4.743791,47.403621],[4.753815,47.402899],[4.759756,47.406808],[4.761955,47.409989],[4.749101,47.415712],[4.73966,47.421041],[4.72912,47.416542],[4.715659,47.420994],[4.704088,47.42218],[4.690476,47.421325],[4.690209,47.423991]]]}",21648,21,Turcey (21),19/11,0,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.383994,47.378985],[4.394845,47.387945],[4.402366,47.384744],[4.404954,47.38824],[4.404187,47.394102],[4.392955,47.399074],[4.392309,47.401336],[4.387939,47.403465],[4.379244,47.401053],[4.36761,47.401491],[4.371971,47.399713],[4.364229,47.389549],[4.374326,47.379803],[4.383994,47.378985]]]}",21380,21,Marcigny-sous-Thil (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.001261,47.665567],[4.9941,47.659611],[4.985289,47.658526],[4.984956,47.645872],[4.988761,47.6409],[4.987967,47.638723],[5.001917,47.633055],[5.004972,47.625881],[5.040587,47.637281],[5.022972,47.645541],[5.016882,47.652304],[5.018309,47.660661],[5.001261,47.665567]]]}",21207,21,Courlon (21),19/11,0,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.525915,47.270066],[4.559817,47.276167],[4.57152,47.279361],[4.586687,47.285592],[4.589055,47.290159],[4.583465,47.297712],[4.576443,47.297444],[4.572345,47.300673],[4.542754,47.298092],[4.529925,47.301755],[4.523802,47.300345],[4.511008,47.293232],[4.510647,47.291534],[4.510163,47.284021],[4.514714,47.276653],[4.51426,47.272806],[4.525915,47.270066]]]}",21062,21,Bellenot-sous-Pouilly (21),19/11,0,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.80854,47.548795],[4.81159,47.554531],[4.810505,47.559442],[4.805539,47.562358],[4.807071,47.566402],[4.81929,47.570803],[4.829223,47.571422],[4.823209,47.580257],[4.827025,47.587026],[4.835991,47.598206],[4.827322,47.60165],[4.820545,47.598646],[4.807373,47.59876],[4.790346,47.60108],[4.779569,47.597613],[4.763524,47.594895],[4.75675,47.59258],[4.760153,47.590475],[4.760235,47.583613],[4.756519,47.574441],[4.75931,47.565619],[4.763699,47.562955],[4.773183,47.562799],[4.784455,47.559705],[4.784847,47.554295],[4.780888,47.547384],[4.795901,47.546528],[4.801617,47.543804],[4.80854,47.548795]]]}",21489,21,Poiseul-la-Grange (21),19/11,0,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.90954,47.175415],[4.90418,47.177434],[4.887928,47.176577],[4.884466,47.172975],[4.877005,47.172083],[4.878963,47.164346],[4.894598,47.167755],[4.906262,47.164248],[4.910642,47.169444],[4.90954,47.175415]]]}",21219,21,Curtil-Vergy (21),19/11,0,20 à 50,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.660427,47.325865],[4.644095,47.32923],[4.635989,47.33246],[4.630878,47.328277],[4.626692,47.315537],[4.636013,47.31079],[4.641716,47.311053],[4.659846,47.315155],[4.660427,47.325865]]]}",21539,21,Saint-Anthot (21),19/11,0,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.634503,47.071665],[4.629721,47.072031],[4.620719,47.076673],[4.609053,47.078256],[4.597122,47.074509],[4.581242,47.067034],[4.585643,47.06051],[4.592834,47.05376],[4.602819,47.048678],[4.617489,47.050926],[4.626051,47.051749],[4.630782,47.056767],[4.627981,47.060894],[4.632821,47.065044],[4.634503,47.071665]]]}",21588,21,Saussey (21),19/11,0,20 à 50,1 à 5,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.619867,47.171284],[4.625876,47.170371],[4.63212,47.16622],[4.642684,47.167651],[4.647421,47.171965],[4.659557,47.176604],[4.655035,47.180385],[4.660454,47.186621],[4.660057,47.189644],[4.64903,47.194362],[4.637928,47.192382],[4.632829,47.177708],[4.624476,47.175686],[4.619867,47.171284]]]}",21156,21,Chaudenay-le-Château (21),19/11,0,20 à 50,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.697854,47.663998],[4.688613,47.66723],[4.682482,47.675586],[4.684137,47.677677],[4.68199,47.680416],[4.673345,47.680354],[4.670349,47.682856],[4.667852,47.680265],[4.657649,47.683284],[4.651409,47.678452],[4.650316,47.67474],[4.640422,47.672417],[4.635816,47.676782],[4.624621,47.674951],[4.621274,47.676349],[4.622381,47.671108],[4.638656,47.656255],[4.638711,47.644619],[4.647071,47.633713],[4.654507,47.62935],[4.649754,47.620986],[4.650544,47.61862],[4.65648,47.61613],[4.665072,47.617678],[4.66933,47.625411],[4.667992,47.639836],[4.672555,47.648944],[4.679381,47.652685],[4.695849,47.657947],[4.700564,47.662949],[4.697854,47.663998]]]}",21514,21,Quemigny-sur-Seine (21),19/11,0,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.256709,47.13538],[5.25402,47.144028],[5.257528,47.153155],[5.255327,47.162272],[5.244745,47.175297],[5.245247,47.176664],[5.239769,47.174372],[5.233599,47.167726],[5.226954,47.164941],[5.233737,47.15259],[5.229264,47.145065],[5.23222,47.139731],[5.240928,47.135695],[5.246464,47.129702],[5.256709,47.13538]]]}",21440,21,Montot (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.415831,47.46493],[4.425486,47.46886],[4.434569,47.474372],[4.448576,47.489446],[4.43763,47.49308],[4.434241,47.491622],[4.417917,47.479428],[4.413903,47.474338],[4.415831,47.46493]]]}",21365,21,Magny-la-Ville (21),19/11,0,10 à 20,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.050872,47.619185],[5.052699,47.624418],[5.044502,47.629824],[5.040587,47.637281],[5.004972,47.625881],[5.001917,47.633055],[4.987967,47.638723],[4.970127,47.634229],[4.959597,47.633261],[4.958453,47.628355],[4.965774,47.624213],[4.971925,47.611867],[4.981235,47.605706],[4.993914,47.59755],[5.004277,47.593812],[5.008401,47.595703],[5.034852,47.598195],[5.045313,47.595592],[5.047302,47.598442],[5.039071,47.610966],[5.039511,47.618851],[5.050872,47.619185]]]}",21041,21,Avot (21),19/11,0,1000 et plus,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.181895,47.150508],[4.179399,47.151779],[4.165281,47.147486],[4.13732,47.143235],[4.125508,47.143614],[4.114997,47.146127],[4.110394,47.142885],[4.116002,47.138362],[4.11565,47.134067],[4.107702,47.130572],[4.109775,47.126377],[4.116392,47.12322],[4.12134,47.128337],[4.131425,47.128784],[4.135389,47.120694],[4.147562,47.114145],[4.153946,47.114777],[4.15845,47.121383],[4.167783,47.117257],[4.168712,47.123409],[4.17644,47.124657],[4.184928,47.13047],[4.190746,47.144997],[4.181895,47.150508]]]}",21403,21,Ménessaire (21),19/11,0,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.113519,47.494218],[5.104276,47.497484],[5.094176,47.494252],[5.090306,47.489784],[5.075861,47.492798],[5.07537,47.500183],[5.067953,47.496555],[5.051797,47.493281],[5.043079,47.487625],[5.032324,47.484867],[5.020751,47.479569],[5.007261,47.481611],[5.001636,47.478866],[4.992772,47.482552],[4.987838,47.479175],[4.993292,47.473322],[5.006544,47.463561],[5.017119,47.460076],[5.030569,47.466117],[5.044682,47.461681],[5.057774,47.460326],[5.068401,47.457921],[5.075026,47.464268],[5.085605,47.460845],[5.087234,47.457451],[5.100749,47.463193],[5.106581,47.463849],[5.109681,47.478942],[5.106395,47.482607],[5.106448,47.488655],[5.113519,47.494218]]]}",21127,21,Chaignay (21),19/11,0,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.884172,47.155117],[4.878963,47.164346],[4.877005,47.172083],[4.871073,47.174216],[4.862952,47.170554],[4.865967,47.163986],[4.852809,47.16549],[4.851312,47.16238],[4.86046,47.15948],[4.865044,47.154333],[4.874727,47.152386],[4.884172,47.155117]]]}",21407,21,Messanges (21),19/11,0,250 à 500,10 à 15,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.130676,47.028339],[5.14339,47.029512],[5.144847,47.024023],[5.156716,47.032085],[5.170946,47.034933],[5.176117,47.033154],[5.174721,47.036132],[5.168849,47.040489],[5.163051,47.049639],[5.157707,47.054631],[5.145941,47.042919],[5.13739,47.043495],[5.125554,47.047404],[5.119199,47.044117],[5.110882,47.045779],[5.11657,47.031069],[5.130676,47.028339]]]}",21333,21,Labruyère (21),19/11,0,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.816489,47.307473],[4.808937,47.298026],[4.789227,47.302008],[4.78407,47.298869],[4.781544,47.293965],[4.782296,47.2826],[4.788544,47.28093],[4.794806,47.275635],[4.810165,47.271862],[4.812782,47.26989],[4.825717,47.284703],[4.825701,47.287692],[4.819263,47.290153],[4.814332,47.294829],[4.825084,47.300428],[4.816489,47.307473]]]}",21559,21,Sainte-Marie-sur-Ouche (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.498259,47.209986],[4.495114,47.210849],[4.490921,47.205437],[4.483427,47.209581],[4.477375,47.206143],[4.471191,47.194488],[4.465563,47.190892],[4.462198,47.182123],[4.476258,47.180536],[4.484519,47.174239],[4.487875,47.173997],[4.490058,47.173996],[4.500651,47.186185],[4.507619,47.190635],[4.505698,47.194086],[4.506806,47.203159],[4.498259,47.209986]]]}",21181,21,Clomot (21),19/11,0,500 à 1000,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[5.07039,47.181738],[5.063496,47.174661],[5.063232,47.167255],[5.072415,47.164289],[5.070772,47.159697],[5.079647,47.158219],[5.087897,47.154005],[5.096841,47.154643],[5.09984,47.170066],[5.092009,47.184038],[5.079026,47.180993],[5.07039,47.181738]]]}",21191,21,Corcelles-lès-Cîteaux (21),19/11,0,50 à 150,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.894338,47.09367],[4.898158,47.089658],[4.895881,47.085146],[4.905202,47.077375],[4.912012,47.075782],[4.934369,47.074399],[4.94133,47.068013],[4.952673,47.065964],[4.962787,47.062177],[4.966705,47.065795],[4.972453,47.06568],[4.975228,47.073576],[4.966378,47.079775],[4.956637,47.083233],[4.95645,47.089016],[4.94646,47.089862],[4.941703,47.093924],[4.938465,47.091341],[4.921976,47.094476],[4.905194,47.100028],[4.900046,47.096477],[4.894338,47.09367]]]}",21194,21,Corgoloin (21),19/11,0,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.716239,47.328161],[4.708379,47.333763],[4.703908,47.342413],[4.703934,47.354881],[4.696671,47.355687],[4.68928,47.361669],[4.68067,47.359137],[4.686076,47.336629],[4.69105,47.330428],[4.701275,47.333622],[4.708829,47.3255],[4.716239,47.328161]]]}",21234,21,Drée (21),19/11,0,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.786149,47.971539],[4.793986,47.983025],[4.80614,47.985845],[4.809487,47.989929],[4.793885,47.996547],[4.789489,48.008111],[4.769942,48.005708],[4.749297,48.004247],[4.742141,48.004618],[4.719921,48.009143],[4.710643,48.009033],[4.700746,48.005524],[4.69173,47.997395],[4.700175,47.987197],[4.706587,47.986355],[4.714104,47.982444],[4.721911,47.974348],[4.737329,47.973128],[4.743672,47.968476],[4.751776,47.972942],[4.760132,47.971692],[4.760712,47.96546],[4.778524,47.968301],[4.786149,47.971539]]]}",21296,21,Gevrolles (21),19/11,0,0 à 10,0 à 1,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[4.903148,47.14287],[4.912665,47.144455],[4.917256,47.150574],[4.90753,47.156584],[4.884568,47.154565],[4.886708,47.146298],[4.890052,47.143991],[4.903148,47.14287]]]}",21688,21,Villars-Fontaine (21),19/11,0,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.31171,47.192268],[4.313059,47.194366],[4.311272,47.207258],[4.313703,47.210501],[4.32314,47.214723],[4.330142,47.215436],[4.331863,47.231829],[4.320836,47.23722],[4.310944,47.234141],[4.305259,47.235775],[4.299741,47.241124],[4.298488,47.247454],[4.288332,47.254588],[4.281775,47.251523],[4.271169,47.250631],[4.26315,47.24996],[4.269252,47.242616],[4.258621,47.23584],[4.25713,47.230433],[4.264461,47.220998],[4.25988,47.218058],[4.246675,47.219436],[4.24459,47.212487],[4.247818,47.211431],[4.267395,47.198281],[4.27047,47.189399],[4.27529,47.188354],[4.286213,47.191833],[4.296163,47.190346],[4.31171,47.192268]]]}",21349,21,Liernais (21),19/11,0,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.54222,47.171296],[4.537874,47.160679],[4.538825,47.153211],[4.543082,47.145699],[4.551986,47.152325],[4.555923,47.152398],[4.56847,47.159146],[4.570395,47.162468],[4.564268,47.168152],[4.557286,47.167602],[4.554935,47.171241],[4.54849,47.173306],[4.54222,47.171296]]]}",21354,21,Longecourt-lès-Culêtre (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.350388,47.543379],[4.347726,47.54149],[4.357072,47.53395],[4.366708,47.528624],[4.372424,47.527174],[4.38459,47.530675],[4.395019,47.536028],[4.405249,47.536025],[4.406305,47.546679],[4.39977,47.550722],[4.385585,47.55158],[4.381675,47.556032],[4.369726,47.557297],[4.365566,47.556341],[4.363556,47.550707],[4.350388,47.543379]]]}",21341,21,Lantilly (21),19/11,0,20 à 50,1 à 5,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.589816,47.141808],[4.593034,47.144622],[4.593558,47.147762],[4.587065,47.152159],[4.573892,47.156018],[4.56847,47.159146],[4.555923,47.152398],[4.551986,47.152325],[4.543082,47.145699],[4.541564,47.139156],[4.549935,47.140448],[4.57973,47.138347],[4.589816,47.141808]]]}",21216,21,Culètre (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.008044,47.442945],[5.008613,47.453383],[5.004235,47.45957],[5.006544,47.463561],[4.993292,47.473322],[4.987838,47.479175],[4.972714,47.475645],[4.964163,47.471138],[4.952789,47.469499],[4.957062,47.463086],[4.951152,47.459992],[4.95503,47.451663],[4.961703,47.455737],[4.967002,47.455714],[4.967774,47.446453],[4.979554,47.449727],[4.980943,47.462156],[4.989661,47.45978],[4.994148,47.450566],[5.008044,47.442945]]]}",21589,21,Saussy (21),19/11,0,20 à 50,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.141987,47.063179],[5.150158,47.063687],[5.158111,47.060445],[5.157707,47.054631],[5.163051,47.049639],[5.168849,47.040489],[5.174721,47.036132],[5.177834,47.038915],[5.177994,47.044995],[5.185285,47.053468],[5.183142,47.058814],[5.196518,47.064615],[5.184342,47.065309],[5.174118,47.066044],[5.173271,47.069845],[5.167331,47.073498],[5.160229,47.07283],[5.155172,47.068676],[5.140399,47.067429],[5.141987,47.063179]]]}",21474,21,Pagny-la-Ville (21),19/11,0,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.665919,47.397027],[4.673816,47.399627],[4.676646,47.390146],[4.685427,47.386405],[4.694033,47.390556],[4.698135,47.396629],[4.686993,47.407582],[4.681183,47.412542],[4.673189,47.408764],[4.662684,47.408259],[4.662817,47.407023],[4.665919,47.397027]]]}",21141,21,Champrenault (21),19/11,0,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.420387,47.083859],[4.416408,47.077113],[4.408008,47.070956],[4.404065,47.059576],[4.406246,47.049609],[4.419021,47.046715],[4.425078,47.041277],[4.434756,47.038291],[4.453552,47.041654],[4.459099,47.040509],[4.461702,47.036266],[4.468295,47.034731],[4.471351,47.030877],[4.486583,47.032067],[4.49911,47.025511],[4.504172,47.032675],[4.504382,47.045877],[4.508187,47.050812],[4.498968,47.059473],[4.500471,47.060682],[4.486379,47.067933],[4.481774,47.074194],[4.474619,47.076638],[4.461879,47.084718],[4.463662,47.087916],[4.455656,47.090623],[4.44496,47.080566],[4.433643,47.07801],[4.420387,47.083859]]]}",21683,21,Viévy (21),19/11,0,250 à 500,10 à 15,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.617431,47.114217],[4.618326,47.093241],[4.624473,47.09288],[4.648503,47.088572],[4.648834,47.088917],[4.648878,47.094063],[4.644883,47.103083],[4.653322,47.111289],[4.65478,47.116616],[4.652402,47.123789],[4.647722,47.123373],[4.644491,47.127961],[4.647456,47.134478],[4.64317,47.139706],[4.642629,47.139303],[4.642507,47.132135],[4.636262,47.123792],[4.629126,47.119318],[4.62008,47.119201],[4.617431,47.114217]]]}",21677,21,Vic-des-Prés (21),19/11,0,20 à 50,1 à 5,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.388005,47.12182],[4.375577,47.122285],[4.366978,47.112442],[4.357303,47.107072],[4.349003,47.096357],[4.344172,47.072595],[4.353158,47.064039],[4.359309,47.061822],[4.365549,47.066944],[4.371147,47.079529],[4.378034,47.081543],[4.391065,47.081406],[4.399449,47.083289],[4.416408,47.077113],[4.420387,47.083859],[4.411213,47.089882],[4.414231,47.098033],[4.421624,47.10571],[4.419824,47.109884],[4.408833,47.108241],[4.397263,47.112972],[4.388005,47.12182]]]}",21715,21,Voudenay (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.874742,47.225049],[4.869891,47.225346],[4.854645,47.221505],[4.839552,47.221396],[4.83054,47.223573],[4.817271,47.223454],[4.81229,47.214185],[4.820981,47.210639],[4.836907,47.206509],[4.84515,47.209514],[4.8626,47.208693],[4.868891,47.205161],[4.876537,47.208767],[4.88336,47.208366],[4.885222,47.215341],[4.874742,47.225049]]]}",21601,21,Semezanges (21),19/11,0,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.656692,47.009784],[4.649452,47.019],[4.636327,47.019411],[4.61948,47.015453],[4.613625,47.015162],[4.606755,47.007828],[4.61851,46.997408],[4.628572,46.99593],[4.632446,46.993641],[4.655003,46.998563],[4.657691,47.003887],[4.656692,47.009784]]]}",21583,21,Santosse (21),19/11,0,50 à 150,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.978158,47.018965],[4.972118,47.013148],[4.977384,46.999708],[4.992649,46.998189],[5.007753,46.999685],[5.020567,47.004771],[5.033613,47.000364],[5.039585,47.003737],[5.051032,47.007137],[5.053113,47.013537],[5.041802,47.019262],[5.034556,47.01658],[4.996963,47.022032],[4.980131,47.02055],[4.978158,47.018965]]]}",21189,21,Corberon (21),19/11,0,0 à 10,0 à 1,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.604607,47.170897],[4.589525,47.176131],[4.574804,47.172867],[4.568609,47.176332],[4.560194,47.176409],[4.554935,47.171241],[4.557286,47.167602],[4.564268,47.168152],[4.570395,47.162468],[4.56847,47.159146],[4.573892,47.156018],[4.587065,47.152159],[4.593558,47.147762],[4.60778,47.163238],[4.610029,47.163373],[4.604607,47.170897]]]}",21222,21,Cussy-le-Châtel (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.030343,47.235256],[5.028643,47.225393],[5.038181,47.224009],[5.043618,47.219152],[5.049981,47.21709],[5.05929,47.218681],[5.068436,47.217118],[5.073687,47.220184],[5.073434,47.225458],[5.066912,47.22949],[5.051174,47.231305],[5.046187,47.234609],[5.038463,47.236288],[5.030343,47.235256]]]}",21586,21,Saulon-la-Rue (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.432658,47.937155],[4.424547,47.938039],[4.424761,47.936212],[4.427251,47.922782],[4.432356,47.911434],[4.438964,47.906171],[4.444504,47.905629],[4.456231,47.90038],[4.466874,47.890525],[4.466963,47.879322],[4.469045,47.868736],[4.479685,47.870839],[4.490953,47.876989],[4.504258,47.881633],[4.510117,47.884099],[4.509827,47.896535],[4.495269,47.896328],[4.487458,47.901204],[4.465423,47.917303],[4.452581,47.916249],[4.441277,47.922436],[4.4395,47.927351],[4.4337,47.930845],[4.432658,47.937155]]]}",21093,21,Bouix (21),19/11,0,0 à 10,5 à 10,0 à 300
