geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[5.282185,47.244156],[5.287457,47.242944],[5.289919,47.248648],[5.301919,47.247428],[5.305185,47.241064],[5.311524,47.239736],[5.321536,47.245282],[5.325555,47.251526],[5.319694,47.2676],[5.326509,47.276348],[5.311955,47.280947],[5.301386,47.28278],[5.294572,47.280613],[5.285005,47.281312],[5.267214,47.270495],[5.266237,47.253214],[5.258324,47.248547],[5.266901,47.248197],[5.282185,47.244156]]]}",21351,21,Longchamp (21),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.845946,47.241466],[5.849899,47.243152],[5.852007,47.248417],[5.836774,47.253307],[5.833864,47.256196],[5.818096,47.256547],[5.805225,47.247924],[5.801828,47.249648],[5.787935,47.241636],[5.791779,47.238653],[5.789148,47.231692],[5.814453,47.23505],[5.821317,47.235147],[5.835351,47.241094],[5.845946,47.241466]]]}",25332,25,Lavernay (25),31/10,65,50 à 150,5 à 10,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.566948,46.776733],[3.577894,46.774275],[3.583157,46.770015],[3.600422,46.771829],[3.60304,46.768239],[3.615691,46.771272],[3.618865,46.777826],[3.618086,46.783468],[3.620404,46.788426],[3.626001,46.792211],[3.627182,46.797648],[3.634976,46.802352],[3.629929,46.813857],[3.623349,46.820515],[3.608114,46.822576],[3.591084,46.830382],[3.587426,46.826674],[3.566207,46.814553],[3.563178,46.80966],[3.563075,46.797526],[3.567017,46.787011],[3.562709,46.777499],[3.566948,46.776733]]]}",58060,58,Charrin (58),31/10,65,500 à 1000,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.031881,47.55517],[4.024852,47.564145],[4.025496,47.569953],[4.020911,47.570642],[4.02045,47.576735],[4.004586,47.57857],[3.989303,47.574126],[3.993672,47.561934],[3.991877,47.557714],[3.994688,47.553935],[4.006091,47.557328],[4.008901,47.552398],[3.999725,47.54613],[4.009425,47.541287],[4.025353,47.542965],[4.033041,47.54964],[4.031881,47.55517]]]}",89008,89,Angely (89),31/10,65,20 à 50,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.055907,47.467967],[6.059564,47.469325],[6.073417,47.465997],[6.077363,47.467989],[6.082657,47.46347],[6.089437,47.462421],[6.094717,47.466583],[6.097714,47.480217],[6.077598,47.488436],[6.07594,47.492361],[6.070063,47.494678],[6.070312,47.498276],[6.068503,47.497901],[6.069289,47.485803],[6.065338,47.479272],[6.056398,47.477096],[6.05112,47.473275],[6.055907,47.467967]]]}",70288,70,Hyet (70),31/10,65,50 à 150,10 à 15,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.830637,47.546436],[6.837198,47.536652],[6.847894,47.526151],[6.851873,47.526221],[6.856891,47.533866],[6.856991,47.540857],[6.860213,47.547702],[6.855862,47.547981],[6.834442,47.547369],[6.830637,47.546436]]]}",25428,25,Nommay (25),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.075741,46.781537],[6.073063,46.782606],[6.059082,46.780926],[6.055265,46.779344],[6.063031,46.771804],[6.067181,46.770357],[6.072239,46.75889],[6.085256,46.762218],[6.096947,46.763806],[6.075561,46.777958],[6.075741,46.781537]]]}",39298,39,Longcochon (39),31/10,65,150 à 250,1 à 5,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.500574,47.510249],[6.495897,47.505688],[6.480592,47.49777],[6.471515,47.487015],[6.474549,47.475675],[6.480377,47.471971],[6.497122,47.473758],[6.509065,47.476976],[6.516188,47.476314],[6.523484,47.493075],[6.522418,47.497257],[6.515902,47.497683],[6.507493,47.500993],[6.500574,47.510249]]]}",25083,25,Bournois (25),31/10,65,250 à 500,15 à 20,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.715191,47.127893],[4.699931,47.130554],[4.69115,47.133885],[4.686414,47.139509],[4.67312,47.142571],[4.665395,47.14597],[4.661712,47.143636],[4.64317,47.139706],[4.647456,47.134478],[4.644491,47.127961],[4.647722,47.123373],[4.652402,47.123789],[4.65478,47.116616],[4.653322,47.111289],[4.644883,47.103083],[4.648878,47.094063],[4.648834,47.088917],[4.66755,47.096396],[4.674672,47.097612],[4.710643,47.088401],[4.723947,47.088237],[4.724556,47.095845],[4.723764,47.11614],[4.722038,47.127574],[4.715191,47.127893]]]}",21087,21,Bligny-sur-Ouche (21),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.738338,47.401065],[6.739307,47.391973],[6.733556,47.390477],[6.738372,47.38458],[6.746841,47.377752],[6.743601,47.371885],[6.748224,47.370121],[6.752466,47.37724],[6.757974,47.37896],[6.764973,47.377112],[6.75841,47.370002],[6.757015,47.365213],[6.767003,47.364105],[6.781927,47.362497],[6.796987,47.363403],[6.797832,47.365578],[6.79132,47.367001],[6.787789,47.375695],[6.785043,47.386677],[6.777368,47.389825],[6.776006,47.395167],[6.767222,47.400106],[6.763546,47.407935],[6.755137,47.412349],[6.738963,47.403571],[6.738338,47.401065]]]}",25463,25,Pont-de-Roide-Vermondans (25),31/10,65,250 à 500,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.526087,46.531139],[4.520009,46.547156],[4.520439,46.549039],[4.510286,46.546602],[4.499585,46.546363],[4.492519,46.550355],[4.485038,46.549867],[4.469649,46.548428],[4.471352,46.541117],[4.48382,46.536625],[4.495745,46.535198],[4.506078,46.530423],[4.518358,46.528297],[4.526087,46.531139]]]}",71127,71,Chevagny-sur-Guye (71),31/10,65,250 à 500,30 et plus,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[6.674077,47.501013],[6.668919,47.500531],[6.664768,47.50463],[6.655592,47.506152],[6.634987,47.505504],[6.628851,47.491625],[6.628681,47.490432],[6.643708,47.49159],[6.649251,47.486999],[6.660042,47.478469],[6.67822,47.478239],[6.679416,47.486042],[6.685924,47.489471],[6.674077,47.501013]]]}",25394,25,Montenois (25),31/10,65,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.489031,47.1793],[6.506291,47.174144],[6.51526,47.178987],[6.516189,47.1852],[6.533445,47.188932],[6.536598,47.193534],[6.53212,47.196647],[6.520305,47.200419],[6.508439,47.207893],[6.506917,47.213784],[6.502926,47.216142],[6.501414,47.203981],[6.493958,47.194134],[6.489031,47.1793]]]}",25550,25,La Sommette (25),31/10,65,150 à 250,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.272722,47.302373],[5.261591,47.303373],[5.252344,47.305876],[5.243454,47.311098],[5.244392,47.317385],[5.235239,47.319259],[5.225527,47.318251],[5.20782,47.323312],[5.20121,47.31934],[5.202161,47.308777],[5.205783,47.297688],[5.213905,47.297743],[5.23471,47.30388],[5.244127,47.295238],[5.255346,47.293718],[5.26366,47.29317],[5.26851,47.295905],[5.272722,47.302373]]]}",21521,21,Remilly-sur-Tille (21),31/10,65,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.753875,47.272886],[5.76586,47.266787],[5.765067,47.252073],[5.767539,47.249563],[5.779223,47.245973],[5.787935,47.241636],[5.801828,47.249648],[5.797287,47.25286],[5.796667,47.259079],[5.801537,47.264809],[5.808031,47.26859],[5.791381,47.273912],[5.780644,47.274234],[5.775072,47.280328],[5.768039,47.277049],[5.757307,47.276323],[5.753875,47.272886]]]}",25101,25,Burgille (25),31/10,65,50 à 150,5 à 10,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.522145,47.360055],[4.5268,47.360284],[4.53104,47.365049],[4.542407,47.373419],[4.5374,47.375521],[4.540377,47.386358],[4.536004,47.392111],[4.526606,47.388705],[4.516806,47.378088],[4.517767,47.368532],[4.522003,47.366174],[4.522145,47.360055]]]}",21672,21,Vesvres (21),31/10,65,1000 et plus,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.846416,46.920083],[5.860409,46.921224],[5.868485,46.919328],[5.866912,46.914604],[5.871687,46.909567],[5.878057,46.910234],[5.88636,46.913981],[5.884866,46.921893],[5.886246,46.928422],[5.878718,46.93303],[5.86736,46.933807],[5.869008,46.93977],[5.862003,46.941508],[5.862648,46.939924],[5.846856,46.935742],[5.853043,46.928954],[5.846416,46.920083]]]}",39072,39,Bracon (39),31/10,65,20 à 50,1 à 5,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.134852,46.716182],[4.12893,46.721968],[4.127672,46.732523],[4.12458,46.734226],[4.123878,46.744979],[4.125841,46.751778],[4.118843,46.763762],[4.110339,46.772591],[4.091604,46.776597],[4.085617,46.776588],[4.06427,46.7666],[4.055128,46.753692],[4.062343,46.740723],[4.058739,46.735675],[4.063528,46.73148],[4.070472,46.721968],[4.080316,46.716001],[4.095088,46.717195],[4.109433,46.708898],[4.120169,46.70503],[4.133536,46.708046],[4.134852,46.716182]]]}",71317,71,Montmort (71),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.288863,46.5687],[5.296003,46.566397],[5.308061,46.556446],[5.32315,46.556057],[5.333018,46.552262],[5.333642,46.565234],[5.343577,46.571544],[5.352223,46.575226],[5.353604,46.581472],[5.358627,46.589028],[5.357855,46.603135],[5.362147,46.609771],[5.358277,46.611577],[5.353936,46.623226],[5.349503,46.629042],[5.343849,46.62963],[5.338192,46.635195],[5.332318,46.635146],[5.321148,46.630051],[5.320853,46.626497],[5.306735,46.618517],[5.304617,46.609228],[5.29562,46.602241],[5.292175,46.602232],[5.28767,46.591866],[5.288678,46.582096],[5.287242,46.57851],[5.290483,46.571106],[5.288863,46.5687]]]}",71379,71,Sagy (71),31/10,65,500 à 1000,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.612763,47.567476],[4.614754,47.561095],[4.622454,47.55509],[4.624603,47.551218],[4.62246,47.546078],[4.611533,47.538077],[4.598344,47.535258],[4.595785,47.532878],[4.614041,47.515514],[4.62834,47.508259],[4.638839,47.505351],[4.640321,47.500479],[4.650959,47.495482],[4.653519,47.49205],[4.661497,47.493276],[4.665972,47.496269],[4.677172,47.499302],[4.683302,47.503144],[4.682194,47.508988],[4.69031,47.51437],[4.6945,47.52205],[4.688704,47.526523],[4.693389,47.536232],[4.689181,47.539932],[4.659713,47.549064],[4.647598,47.556699],[4.643222,47.562089],[4.619616,47.569428],[4.619322,47.578264],[4.611281,47.569978],[4.612763,47.567476]]]}",21288,21,Frôlois (21),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.213014,47.30643],[6.253672,47.310046],[6.253416,47.312892],[6.267674,47.323485],[6.267311,47.329801],[6.261778,47.332062],[6.260211,47.329768],[6.249266,47.327116],[6.247107,47.324906],[6.23318,47.325076],[6.2224,47.327261],[6.215538,47.325681],[6.214614,47.318536],[6.203424,47.313942],[6.204659,47.305935],[6.213014,47.30643]]]}",25508,25,Roulans (25),31/10,65,250 à 500,30 et plus,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.884538,47.019545],[5.893565,47.026292],[5.900766,47.029181],[5.900411,47.03182],[5.889858,47.040623],[5.89018,47.04628],[5.88146,47.048532],[5.870059,47.048755],[5.870024,47.046898],[5.870631,47.037064],[5.87567,47.032518],[5.878358,47.026441],[5.884538,47.019545]]]}",25445,25,Paroy (25),31/10,65,250 à 500,25 à 30,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.711316,47.386946],[5.705879,47.384987],[5.700277,47.388626],[5.693182,47.38421],[5.696703,47.379089],[5.703792,47.37871],[5.725416,47.38741],[5.726274,47.382412],[5.739256,47.38734],[5.744721,47.391054],[5.746553,47.39627],[5.738214,47.398606],[5.727463,47.40374],[5.724348,47.402186],[5.724382,47.392281],[5.711316,47.386946]]]}",70540,70,Velloreille-lès-Choye (70),31/10,65,150 à 250,1 à 5,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.04497,47.607373],[6.021289,47.608589],[6.016534,47.601447],[6.002955,47.595784],[6.017538,47.594458],[6.031496,47.591652],[6.037926,47.587915],[6.047852,47.592949],[6.045024,47.598955],[6.04497,47.607373]]]}",70158,70,Clans (70),31/10,65,250 à 500,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.204151,48.364378],[3.214891,48.356569],[3.21565,48.351402],[3.217508,48.352484],[3.23215,48.3398],[3.236093,48.330419],[3.25076,48.323699],[3.264941,48.322352],[3.273116,48.325634],[3.285356,48.325341],[3.292899,48.328349],[3.283757,48.343872],[3.281934,48.352782],[3.277234,48.352605],[3.252871,48.356415],[3.251153,48.365165],[3.233025,48.370198],[3.225788,48.369912],[3.21369,48.366958],[3.204151,48.364378]]]}",89391,89,Sergines (89),31/10,65,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.304572,46.95604],[5.32452,46.964009],[5.329873,46.968324],[5.318879,46.972262],[5.327041,46.976321],[5.329651,46.982086],[5.328712,46.987091],[5.34229,46.995393],[5.342768,46.9957],[5.339296,46.996299],[5.311269,46.994055],[5.305457,46.989605],[5.295085,46.978035],[5.292294,46.96663],[5.295676,46.960073],[5.304572,46.95604]]]}",39138,39,Chemin (39),31/10,65,150 à 250,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.368037,47.513605],[6.348308,47.505569],[6.353137,47.505028],[6.368504,47.501757],[6.375487,47.506213],[6.378792,47.511632],[6.368037,47.513605]]]}",25072,25,Bonnal (25),31/10,65,150 à 250,25 à 30,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[6.181336,47.224257],[6.201216,47.236496],[6.205859,47.24195],[6.203575,47.247294],[6.209741,47.250239],[6.207654,47.253372],[6.198492,47.258438],[6.193551,47.267849],[6.189399,47.268917],[6.186294,47.27507],[6.162999,47.266656],[6.144329,47.262419],[6.148403,47.257236],[6.153388,47.243184],[6.150933,47.242117],[6.157733,47.235163],[6.171725,47.229363],[6.177437,47.22296],[6.181336,47.224257]]]}",25418,25,Nancray (25),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.540495,46.349101],[5.541306,46.358011],[5.536981,46.366386],[5.529087,46.368779],[5.521737,46.360194],[5.515857,46.357857],[5.511787,46.351644],[5.517518,46.350035],[5.526942,46.35092],[5.533098,46.348524],[5.540495,46.349101]]]}",39247,39,Genod (39),31/10,65,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.314528,46.822808],[5.324175,46.825952],[5.329589,46.825387],[5.335837,46.820733],[5.343594,46.823813],[5.347194,46.815103],[5.351475,46.81368],[5.360063,46.818264],[5.365854,46.823318],[5.375273,46.826985],[5.369138,46.831738],[5.361974,46.831729],[5.35426,46.83616],[5.35605,46.843775],[5.349198,46.85419],[5.345327,46.857045],[5.342329,46.863912],[5.341397,46.861021],[5.326249,46.86437],[5.316636,46.858247],[5.317812,46.850298],[5.313897,46.846199],[5.304551,46.841644],[5.306623,46.829048],[5.314528,46.822808]]]}",71541,71,Torpes (71),31/10,65,150 à 250,30 et plus,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[6.711859,47.471319],[6.700136,47.466369],[6.699282,47.465932],[6.711384,47.456169],[6.706787,47.449347],[6.713628,47.439712],[6.720879,47.44023],[6.739124,47.446652],[6.732703,47.457483],[6.73481,47.461688],[6.72464,47.469641],[6.711859,47.471319]]]}",25224,25,Étouvans (25),31/10,65,150 à 250,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.840794,46.983586],[5.836407,46.972666],[5.842484,46.97104],[5.845932,46.963208],[5.849265,46.961476],[5.855326,46.968066],[5.856587,46.976104],[5.862632,46.977256],[5.86588,46.983944],[5.861969,46.987433],[5.868576,46.991241],[5.876339,46.989595],[5.884548,46.998429],[5.882086,47.005008],[5.855827,47.008827],[5.846654,47.003354],[5.847372,46.997632],[5.844436,46.986662],[5.840794,46.983586]]]}",39103,39,La Chapelle-sur-Furieuse (39),31/10,65,20 à 50,1 à 5,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[6.597901,47.448882],[6.593539,47.456471],[6.586826,47.458747],[6.576445,47.451335],[6.572475,47.438374],[6.576222,47.435805],[6.580191,47.426387],[6.584308,47.422267],[6.580517,47.401276],[6.576194,47.39712],[6.588468,47.390313],[6.596939,47.390184],[6.600827,47.402561],[6.603895,47.407997],[6.610167,47.412415],[6.610389,47.416716],[6.597805,47.415309],[6.595758,47.420851],[6.589219,47.43023],[6.599713,47.436077],[6.597901,47.448882]]]}",25315,25,L'Isle-sur-le-Doubs (25),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.801662,48.106725],[3.787406,48.119242],[3.780548,48.120253],[3.774939,48.128821],[3.768581,48.132975],[3.762123,48.13181],[3.75691,48.125307],[3.75122,48.126005],[3.739884,48.132384],[3.73974,48.138701],[3.727106,48.141178],[3.720655,48.130636],[3.713891,48.123417],[3.710498,48.11272],[3.726901,48.104254],[3.740962,48.089672],[3.745599,48.088102],[3.748425,48.080946],[3.752124,48.077962],[3.766906,48.071488],[3.771709,48.07277],[3.793022,48.071044],[3.79212,48.079568],[3.799486,48.086116],[3.797577,48.092331],[3.805651,48.100515],[3.801662,48.106725]]]}",89398,89,Sormery (89),31/10,65,1000 et plus,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[2.844895,47.544888],[2.848643,47.53772],[2.874491,47.520347],[2.88957,47.507761],[2.892323,47.499149],[2.902964,47.506482],[2.915855,47.503099],[2.928255,47.507006],[2.912527,47.520426],[2.911223,47.527445],[2.912553,47.533825],[2.910114,47.538753],[2.917559,47.542536],[2.918644,47.553326],[2.909393,47.559616],[2.895107,47.553971],[2.883862,47.552717],[2.873895,47.55281],[2.873101,47.545156],[2.86161,47.549207],[2.860035,47.554226],[2.844895,47.544888]]]}",58193,58,Neuvy-sur-Loire (58),31/10,65,250 à 500,10 à 15,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.204372,46.678857],[3.219483,46.684611],[3.227732,46.690213],[3.228495,46.696439],[3.234127,46.697519],[3.222377,46.711823],[3.214512,46.715681],[3.204934,46.720249],[3.199896,46.720773],[3.188803,46.713652],[3.176974,46.712002],[3.16994,46.716368],[3.148862,46.708636],[3.156883,46.699607],[3.166115,46.691376],[3.179937,46.688087],[3.190254,46.682554],[3.204372,46.678857]]]}",58296,58,Tresnay (58),31/10,65,150 à 250,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.54324,47.340405],[5.546913,47.344714],[5.558849,47.346055],[5.566186,47.350075],[5.572799,47.341872],[5.579014,47.341754],[5.593174,47.340613],[5.598052,47.342426],[5.60351,47.339922],[5.608224,47.33401],[5.616461,47.339438],[5.616667,47.342565],[5.612353,47.346599],[5.614515,47.352649],[5.610984,47.354546],[5.603917,47.363448],[5.599301,47.36636],[5.593659,47.367426],[5.574273,47.366864],[5.567152,47.361758],[5.556162,47.3606],[5.542682,47.354646],[5.535708,47.355565],[5.534041,47.352867],[5.535826,47.344258],[5.54324,47.340405]]]}",70510,70,Vadans (70),31/10,65,250 à 500,5 à 10,2500 et plus
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.498087,46.926358],[5.491248,46.930407],[5.483935,46.929126],[5.472196,46.932609],[5.46698,46.926703],[5.479483,46.917504],[5.488473,46.918174],[5.495659,46.921288],[5.498087,46.926358]]],[[[5.442291,46.906378],[5.433774,46.908713],[5.436312,46.903047],[5.433493,46.89693],[5.449151,46.897944],[5.448217,46.902827],[5.442291,46.906378]]]]}",39139,39,Chêne-Bernard (39),31/10,65,150 à 250,25 à 30,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[6.237983,47.93284],[6.238947,47.928078],[6.23181,47.918418],[6.228045,47.896562],[6.229439,47.890061],[6.232986,47.877904],[6.237175,47.88294],[6.246989,47.886334],[6.261196,47.900654],[6.267491,47.908175],[6.27712,47.923356],[6.268823,47.927809],[6.259197,47.935899],[6.250901,47.939231],[6.243243,47.939643],[6.237983,47.93284]]]}",70083,70,Bouligney (70),31/10,65,150 à 250,25 à 30,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.981852,47.513988],[5.982585,47.506374],[5.994483,47.502251],[6.021468,47.504251],[6.033806,47.511254],[6.022929,47.521715],[6.015008,47.525588],[6.001136,47.537486],[5.995409,47.539054],[5.985664,47.539599],[5.981223,47.531112],[5.98586,47.517464],[5.981852,47.513988]]]}",70275,70,Grandvelle-et-le-Perrenot (70),31/10,65,50 à 150,1 à 5,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.749515,47.017244],[5.764479,47.012628],[5.770552,47.018235],[5.789261,47.021111],[5.791943,47.022754],[5.798585,47.029336],[5.797783,47.043116],[5.800539,47.044778],[5.793989,47.050582],[5.784716,47.054913],[5.7715,47.050144],[5.763696,47.044649],[5.745523,47.057406],[5.736627,47.055291],[5.736764,47.049697],[5.74853,47.042171],[5.751065,47.035928],[5.74337,47.031027],[5.744104,47.022325],[5.749515,47.017244]]]}",25021,25,Arc-et-Senans (25),31/10,65,250 à 500,25 à 30,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.046631,46.778195],[4.06427,46.7666],[4.085617,46.776588],[4.091604,46.776597],[4.110339,46.772591],[4.118843,46.763762],[4.125841,46.751778],[4.12772,46.757516],[4.144183,46.757306],[4.153134,46.761463],[4.157768,46.765335],[4.155949,46.772826],[4.159244,46.776418],[4.158398,46.781508],[4.148725,46.792153],[4.130075,46.801454],[4.126432,46.799542],[4.110577,46.797412],[4.105909,46.7957],[4.108057,46.789507],[4.09969,46.785395],[4.092688,46.786494],[4.084894,46.791548],[4.075727,46.792778],[4.061975,46.792412],[4.061603,46.785044],[4.054597,46.778065],[4.046631,46.778195]]]}",71098,71,Charbonnat (71),31/10,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.186294,47.27507],[6.189399,47.268917],[6.193551,47.267849],[6.198492,47.258438],[6.207654,47.253372],[6.214703,47.255029],[6.230372,47.264918],[6.233083,47.274539],[6.236064,47.277636],[6.231144,47.277252],[6.218339,47.28395],[6.213632,47.290232],[6.205211,47.285078],[6.201148,47.2852],[6.202569,47.2819],[6.186294,47.27507]]]}",25437,25,Osse (25),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.604331,47.257186],[6.594143,47.257766],[6.59609,47.269171],[6.584693,47.270715],[6.582994,47.273485],[6.569261,47.274108],[6.559794,47.271533],[6.544135,47.270486],[6.525083,47.265444],[6.516185,47.257862],[6.519292,47.242447],[6.517629,47.24207],[6.528528,47.239253],[6.54042,47.239203],[6.566379,47.241213],[6.57645,47.235981],[6.584924,47.2392],[6.598265,47.24107],[6.595399,47.244781],[6.595172,47.252309],[6.604331,47.257186]]]}",25333,25,Laviron (25),31/10,65,150 à 250,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.606431,47.536926],[6.596677,47.542115],[6.580735,47.544212],[6.58178,47.540355],[6.572037,47.536422],[6.567398,47.531737],[6.57137,47.528323],[6.581465,47.529429],[6.591589,47.531783],[6.608986,47.529039],[6.609675,47.527133],[6.618009,47.527447],[6.617612,47.531173],[6.610653,47.530486],[6.606431,47.536926]]]}",25264,25,Gémonval (25),31/10,65,250 à 500,20 à 25,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.780277,47.712718],[4.792214,47.716662],[4.803244,47.716494],[4.811829,47.727456],[4.823258,47.728665],[4.83949,47.739808],[4.847442,47.74861],[4.838774,47.752973],[4.837808,47.760072],[4.816093,47.748249],[4.802927,47.744323],[4.787595,47.741805],[4.760701,47.734947],[4.757801,47.729436],[4.756832,47.722816],[4.748418,47.719097],[4.743615,47.719324],[4.748882,47.710389],[4.759146,47.705249],[4.767043,47.700572],[4.780277,47.712718]]]}",21438,21,Montmoyen (21),31/10,65,0 à 10,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.368461,48.083814],[3.35937,48.08574],[3.361269,48.091676],[3.367468,48.096089],[3.366272,48.099532],[3.35762,48.102649],[3.355885,48.111537],[3.33814,48.112565],[3.322433,48.108314],[3.313813,48.108493],[3.288531,48.103376],[3.28371,48.107777],[3.273561,48.10546],[3.276751,48.103081],[3.287996,48.095444],[3.287879,48.091705],[3.277612,48.090814],[3.270874,48.085624],[3.244771,48.077835],[3.262819,48.068915],[3.271098,48.062914],[3.276771,48.063025],[3.281535,48.062702],[3.293014,48.058284],[3.305552,48.059203],[3.315051,48.054534],[3.321328,48.059926],[3.32799,48.062847],[3.349165,48.058853],[3.361788,48.053215],[3.372099,48.053111],[3.379779,48.055271],[3.382469,48.063907],[3.37689,48.063282],[3.366951,48.069942],[3.368461,48.083814]]]}",89464,89,Villeneuve-sur-Yonne (89),31/10,65,150 à 250,15 à 20,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.413394,47.591046],[4.417014,47.586676],[4.446103,47.591256],[4.438567,47.597465],[4.441726,47.599945],[4.450978,47.596503],[4.46929,47.60064],[4.461841,47.612065],[4.462415,47.627028],[4.454032,47.625033],[4.440197,47.62859],[4.430621,47.628741],[4.42169,47.626531],[4.417571,47.623579],[4.413427,47.617486],[4.40625,47.614736],[4.413735,47.610463],[4.424762,47.598214],[4.423406,47.59585],[4.413394,47.591046]]]}",21287,21,Fresnes (21),31/10,65,50 à 150,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.413394,47.591046],[4.423406,47.59585],[4.417597,47.598698],[4.409126,47.596446],[4.404038,47.601462],[4.392788,47.606877],[4.379216,47.596859],[4.371291,47.587842],[4.366974,47.585546],[4.369978,47.577422],[4.395221,47.585916],[4.405342,47.586276],[4.413394,47.591046]]]}",21204,21,Courcelles-lès-Montbard (21),31/10,65,50 à 150,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.028994,47.713786],[4.038728,47.709799],[4.05494,47.708491],[4.073072,47.716805],[4.078062,47.717961],[4.073899,47.725345],[4.073935,47.734107],[4.059266,47.738588],[4.044629,47.744977],[4.038157,47.745411],[4.036655,47.754841],[4.030237,47.752571],[4.022843,47.747272],[4.007805,47.742134],[4.01123,47.736493],[4.017332,47.732607],[4.022533,47.722115],[4.028994,47.713786]]]}",89271,89,Moulins-en-Tonnerrois (89),31/10,65,150 à 250,30 et plus,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[6.223165,47.334387],[6.2224,47.327261],[6.23318,47.325076],[6.247107,47.324906],[6.249266,47.327116],[6.247002,47.326611],[6.232018,47.3333],[6.228525,47.33784],[6.223165,47.334387]]]}",25599,25,Vennans (25),31/10,65,250 à 500,30 et plus,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.990865,46.635174],[4.98631,46.629386],[4.980703,46.62831],[4.9744,46.618491],[4.964348,46.616711],[4.954214,46.611011],[4.942994,46.612488],[4.924539,46.592048],[4.927984,46.591083],[4.93621,46.595587],[4.938721,46.596091],[4.946853,46.59658],[4.955297,46.590455],[4.974152,46.589495],[4.984559,46.594856],[5.004351,46.601641],[5.017257,46.605119],[5.029344,46.620097],[5.033733,46.621401],[5.041791,46.626453],[5.025942,46.634838],[5.017863,46.635449],[5.010121,46.636419],[5.000339,46.634821],[4.990865,46.635174]]]}",71522,71,Simandre (71),31/10,65,500 à 1000,30 et plus,1500 à 2000
