geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[3.346658,47.469509],[3.352632,47.462413],[3.334595,47.462195],[3.35078,47.455542],[3.364743,47.461651],[3.370136,47.46527],[3.387893,47.469892],[3.397847,47.464888],[3.404148,47.463573],[3.416433,47.467076],[3.430247,47.468927],[3.436724,47.479932],[3.449555,47.492762],[3.452596,47.497746],[3.457816,47.500343],[3.444883,47.510442],[3.440776,47.508109],[3.430201,47.507282],[3.412196,47.507691],[3.405474,47.508675],[3.3906,47.508273],[3.392698,47.502863],[3.390952,47.497341],[3.379968,47.486353],[3.368847,47.487236],[3.347951,47.47757],[3.346658,47.469509]]]}",58032,58,Billy-sur-Oisy (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.730082,46.780287],[3.745667,46.78879],[3.762853,46.791713],[3.759794,46.79609],[3.760022,46.811502],[3.753708,46.819837],[3.743185,46.824318],[3.734167,46.824439],[3.721824,46.831222],[3.698693,46.837072],[3.689998,46.842548],[3.688345,46.828985],[3.685587,46.819189],[3.687143,46.808836],[3.684345,46.802224],[3.684932,46.796864],[3.701486,46.793082],[3.712057,46.783892],[3.726223,46.78421],[3.730082,46.780287]]]}",58118,58,Fours (58),31/10,65,0 à 10,0 à 1,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[3.435107,47.435818],[3.428712,47.421052],[3.435605,47.418966],[3.436933,47.410039],[3.456015,47.409059],[3.467492,47.411777],[3.477073,47.409434],[3.484487,47.422932],[3.47604,47.428236],[3.487764,47.437281],[3.47764,47.442888],[3.461432,47.446498],[3.451081,47.445994],[3.442476,47.442117],[3.435107,47.435818]]]}",58038,58,Breugnon (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.934115,47.178584],[4.943608,47.173851],[4.953568,47.174387],[4.957496,47.178871],[4.964205,47.178652],[4.96714,47.186391],[4.975495,47.185597],[4.980095,47.18909],[4.973702,47.18939],[4.962396,47.192825],[4.94605,47.195875],[4.93738,47.198506],[4.93187,47.194729],[4.925357,47.200453],[4.921633,47.199191],[4.921166,47.189926],[4.920836,47.188428],[4.921169,47.178906],[4.934115,47.178584]]]}",21133,21,Chambolle-Musigny (21),31/10,65,1000 et plus,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.726439,47.87078],[4.732461,47.865724],[4.750319,47.863392],[4.761253,47.864646],[4.762986,47.860913],[4.774143,47.860857],[4.773733,47.871376],[4.785851,47.884278],[4.785243,47.890321],[4.798381,47.905786],[4.793167,47.909917],[4.792696,47.914387],[4.776975,47.919797],[4.767923,47.911129],[4.759636,47.914614],[4.752248,47.904975],[4.741294,47.900736],[4.736496,47.88422],[4.735226,47.87361],[4.726439,47.87078]]]}",21357,21,Louesme (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.71854,47.504691],[4.713575,47.503838],[4.707158,47.515598],[4.699734,47.513628],[4.69031,47.51437],[4.682194,47.508988],[4.683302,47.503144],[4.677172,47.499302],[4.665972,47.496269],[4.661497,47.493276],[4.66967,47.485051],[4.669794,47.482179],[4.685001,47.471479],[4.69143,47.469966],[4.708692,47.460589],[4.714678,47.464158],[4.72289,47.473624],[4.722567,47.477979],[4.714519,47.491889],[4.720524,47.498593],[4.71854,47.504691]]]}",21084,21,Source-Seine (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.690209,47.423991],[4.689539,47.423787],[4.683629,47.415535],[4.686993,47.407582],[4.698135,47.396629],[4.705114,47.399877],[4.715004,47.391285],[4.727111,47.393034],[4.743791,47.403621],[4.753815,47.402899],[4.759756,47.406808],[4.761955,47.409989],[4.749101,47.415712],[4.73966,47.421041],[4.72912,47.416542],[4.715659,47.420994],[4.704088,47.42218],[4.690476,47.421325],[4.690209,47.423991]]]}",21648,21,Turcey (21),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.383994,47.378985],[4.394845,47.387945],[4.402366,47.384744],[4.404954,47.38824],[4.404187,47.394102],[4.392955,47.399074],[4.392309,47.401336],[4.387939,47.403465],[4.379244,47.401053],[4.36761,47.401491],[4.371971,47.399713],[4.364229,47.389549],[4.374326,47.379803],[4.383994,47.378985]]]}",21380,21,Marcigny-sous-Thil (21),31/10,65,150 à 250,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.35989,46.986876],[3.36664,47.000587],[3.377312,47.006106],[3.369003,47.01189],[3.373528,47.019951],[3.373109,47.028222],[3.353704,47.027946],[3.339922,47.030542],[3.326823,47.025173],[3.322446,47.019941],[3.304629,47.010742],[3.300488,47.010505],[3.315399,46.986983],[3.32047,46.990701],[3.338731,46.99623],[3.343614,46.991333],[3.353831,46.985982],[3.35989,46.986876]]]}",58247,58,Saint-Jean-aux-Amognes (58),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.001261,47.665567],[4.9941,47.659611],[4.985289,47.658526],[4.984956,47.645872],[4.988761,47.6409],[4.987967,47.638723],[5.001917,47.633055],[5.004972,47.625881],[5.040587,47.637281],[5.022972,47.645541],[5.016882,47.652304],[5.018309,47.660661],[5.001261,47.665567]]]}",21207,21,Courlon (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.346658,47.469509],[3.338026,47.470124],[3.337533,47.479814],[3.322535,47.485189],[3.30705,47.49472],[3.297781,47.492048],[3.291713,47.495919],[3.285272,47.503964],[3.272633,47.491417],[3.257152,47.491829],[3.250554,47.489014],[3.235114,47.489688],[3.226952,47.489618],[3.218364,47.484422],[3.217333,47.478734],[3.224348,47.474723],[3.219951,47.46954],[3.203932,47.468768],[3.20106,47.464255],[3.204435,47.456955],[3.212152,47.451725],[3.216211,47.444396],[3.216202,47.435089],[3.224252,47.43751],[3.230099,47.433112],[3.246477,47.438105],[3.257984,47.435701],[3.255117,47.430874],[3.254664,47.423538],[3.260106,47.418956],[3.283005,47.41005],[3.286458,47.415863],[3.282462,47.427706],[3.28418,47.434308],[3.299978,47.436109],[3.307967,47.431655],[3.324463,47.439615],[3.316671,47.440292],[3.324572,47.448761],[3.323462,47.456634],[3.326988,47.462596],[3.334595,47.462195],[3.352632,47.462413],[3.346658,47.469509]]]}",58109,58,Entrains-sur-Nohain (58),31/10,65,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[3.49863,47.636976],[3.506779,47.632352],[3.512165,47.635296],[3.52048,47.63806],[3.527811,47.64743],[3.525125,47.655284],[3.528146,47.657345],[3.521907,47.662318],[3.511765,47.664857],[3.508656,47.66159],[3.504181,47.648416],[3.500008,47.64315],[3.49863,47.636976]]]}",89270,89,Mouffy (89),31/10,65,20 à 50,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.525915,47.270066],[4.559817,47.276167],[4.57152,47.279361],[4.586687,47.285592],[4.589055,47.290159],[4.583465,47.297712],[4.576443,47.297444],[4.572345,47.300673],[4.542754,47.298092],[4.529925,47.301755],[4.523802,47.300345],[4.511008,47.293232],[4.510647,47.291534],[4.510163,47.284021],[4.514714,47.276653],[4.51426,47.272806],[4.525915,47.270066]]]}",21062,21,Bellenot-sous-Pouilly (21),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.428269,46.956856],[3.422079,46.962654],[3.414416,46.962714],[3.389471,46.974627],[3.373558,46.979137],[3.366816,46.978078],[3.35918,46.974269],[3.36196,46.966596],[3.371042,46.950685],[3.387798,46.954545],[3.401028,46.96032],[3.412474,46.958022],[3.428269,46.956856]]]}",58143,58,Limon (58),31/10,65,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.274848,47.208635],[3.279871,47.21409],[3.281155,47.22001],[3.286837,47.224512],[3.293244,47.235974],[3.285102,47.243239],[3.277714,47.254848],[3.271235,47.256151],[3.268436,47.249705],[3.254935,47.257924],[3.244677,47.247227],[3.238711,47.243585],[3.233189,47.2371],[3.223192,47.234984],[3.218108,47.231275],[3.232299,47.220663],[3.225881,47.216585],[3.225725,47.211058],[3.234374,47.216994],[3.244704,47.215806],[3.266976,47.207443],[3.274848,47.208635]]]}",58101,58,Dompierre-sur-Nièvre (58),31/10,65,150 à 250,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.596822,47.67202],[5.591654,47.684211],[5.585022,47.690536],[5.584531,47.700334],[5.582077,47.703011],[5.570488,47.706686],[5.567375,47.707204],[5.558455,47.697495],[5.543023,47.685986],[5.530389,47.674108],[5.51534,47.673914],[5.507051,47.676599],[5.48277,47.684638],[5.475769,47.681227],[5.47257,47.676723],[5.462654,47.673226],[5.458141,47.673712],[5.447346,47.671015],[5.435205,47.671035],[5.42466,47.676323],[5.418443,47.676929],[5.406512,47.673536],[5.402695,47.656683],[5.398838,47.653079],[5.405612,47.64813],[5.422153,47.64366],[5.423321,47.633523],[5.425591,47.632074],[5.440998,47.630268],[5.450397,47.621657],[5.459051,47.615698],[5.465822,47.61313],[5.471056,47.608218],[5.4776,47.608671],[5.485807,47.579735],[5.485985,47.569828],[5.479906,47.565447],[5.491289,47.563383],[5.495202,47.568813],[5.502699,47.569644],[5.505377,47.559893],[5.516111,47.555909],[5.525108,47.554586],[5.529664,47.559048],[5.537513,47.559102],[5.554321,47.566055],[5.565217,47.575123],[5.562186,47.581352],[5.563162,47.58878],[5.572044,47.592217],[5.575414,47.588567],[5.583918,47.588375],[5.592493,47.596882],[5.594939,47.601029],[5.581872,47.606076],[5.585406,47.613809],[5.596851,47.61808],[5.590818,47.622301],[5.596254,47.625703],[5.592386,47.631032],[5.584932,47.62782],[5.575399,47.628716],[5.574319,47.632842],[5.565021,47.632155],[5.557082,47.635081],[5.550206,47.644808],[5.54947,47.655765],[5.554393,47.657834],[5.567338,47.655991],[5.579271,47.6616],[5.58811,47.659057],[5.597646,47.663561],[5.596822,47.67202]]]}",70122,70,Champlitte (70),31/10,65,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.540539,47.585051],[3.546858,47.586605],[3.559619,47.583593],[3.569616,47.591869],[3.584158,47.59813],[3.589778,47.604531],[3.585216,47.617694],[3.578113,47.629678],[3.564894,47.633507],[3.542248,47.627199],[3.539857,47.61218],[3.536687,47.604341],[3.522632,47.603317],[3.517406,47.598602],[3.519325,47.592196],[3.540539,47.585051]]]}",89182,89,Fouronnes (89),31/10,65,20 à 50,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.492662,47.828909],[6.489894,47.832349],[6.481516,47.83629],[6.476596,47.831694],[6.466944,47.816492],[6.458326,47.820363],[6.455716,47.817754],[6.454823,47.808393],[6.456568,47.801563],[6.451277,47.795689],[6.451401,47.788952],[6.467359,47.7938],[6.469739,47.793786],[6.472824,47.802059],[6.471871,47.81177],[6.480973,47.817226],[6.486439,47.824184],[6.492662,47.828909]]]}",70103,70,La Bruyère (70),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.932508,47.455847],[6.935967,47.455764],[6.938148,47.459178],[6.935778,47.464917],[6.938478,47.473131],[6.915702,47.47823],[6.907442,47.472926],[6.920589,47.468554],[6.922,47.46249],[6.932508,47.455847]]]}",90070,90,Montbouton (90),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.934611,47.517763],[6.928922,47.513865],[6.931762,47.507819],[6.922713,47.500078],[6.932117,47.497463],[6.934437,47.488802],[6.942673,47.484916],[6.949121,47.485695],[6.945271,47.499604],[6.947198,47.505684],[6.945002,47.51334],[6.937574,47.517419],[6.934611,47.517763]]]}",25040,25,Badevel (25),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.80854,47.548795],[4.81159,47.554531],[4.810505,47.559442],[4.805539,47.562358],[4.807071,47.566402],[4.81929,47.570803],[4.829223,47.571422],[4.823209,47.580257],[4.827025,47.587026],[4.835991,47.598206],[4.827322,47.60165],[4.820545,47.598646],[4.807373,47.59876],[4.790346,47.60108],[4.779569,47.597613],[4.763524,47.594895],[4.75675,47.59258],[4.760153,47.590475],[4.760235,47.583613],[4.756519,47.574441],[4.75931,47.565619],[4.763699,47.562955],[4.773183,47.562799],[4.784455,47.559705],[4.784847,47.554295],[4.780888,47.547384],[4.795901,47.546528],[4.801617,47.543804],[4.80854,47.548795]]]}",21489,21,Poiseul-la-Grange (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.705783,47.609103],[3.721989,47.59996],[3.73521,47.602994],[3.744549,47.60689],[3.752499,47.615546],[3.743619,47.624034],[3.735164,47.640414],[3.729397,47.642385],[3.714921,47.632545],[3.711771,47.631728],[3.702944,47.627424],[3.707721,47.61984],[3.705783,47.609103]]]}",89040,89,Bessy-sur-Cure (89),31/10,65,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.755137,47.412349],[6.754319,47.414236],[6.746522,47.417364],[6.749656,47.425291],[6.745156,47.440127],[6.741698,47.445096],[6.739124,47.446652],[6.720879,47.44023],[6.713628,47.439712],[6.713919,47.439186],[6.71579,47.435745],[6.716282,47.415578],[6.717896,47.412098],[6.725767,47.409786],[6.714995,47.404146],[6.713463,47.398123],[6.713759,47.397804],[6.724865,47.399507],[6.738963,47.403571],[6.755137,47.412349]]]}",25214,25,Écot (25),31/10,65,500 à 1000,10 à 15,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.103244,46.82433],[5.100328,46.817841],[5.089561,46.813377],[5.080761,46.806531],[5.080031,46.801733],[5.08646,46.797155],[5.085649,46.791894],[5.081485,46.787743],[5.100277,46.785594],[5.11845,46.788629],[5.13652,46.795334],[5.13814,46.797259],[5.130827,46.801299],[5.127459,46.798275],[5.115577,46.804281],[5.105002,46.807688],[5.10285,46.812404],[5.108963,46.818439],[5.103244,46.82433]]]}",71577,71,Villegaudin (71),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.903726,47.509642],[3.898356,47.513466],[3.896957,47.519133],[3.886391,47.522096],[3.872643,47.537658],[3.866831,47.533814],[3.868925,47.528625],[3.863356,47.520104],[3.857958,47.513251],[3.880104,47.504046],[3.886967,47.501932],[3.903726,47.509642]]]}",89011,89,Annéot (89),31/10,65,10 à 20,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.90954,47.175415],[4.90418,47.177434],[4.887928,47.176577],[4.884466,47.172975],[4.877005,47.172083],[4.878963,47.164346],[4.894598,47.167755],[4.906262,47.164248],[4.910642,47.169444],[4.90954,47.175415]]]}",21219,21,Curtil-Vergy (21),31/10,65,0 à 10,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.486794,48.291126],[3.479052,48.294045],[3.467265,48.294133],[3.459415,48.299369],[3.450991,48.302505],[3.447512,48.307359],[3.439939,48.294313],[3.432041,48.290735],[3.429775,48.281717],[3.419953,48.270721],[3.439467,48.268534],[3.447378,48.270034],[3.469498,48.271015],[3.473705,48.275533],[3.482042,48.278682],[3.486794,48.291126]]]}",89310,89,La Postolle (89),31/10,65,50 à 150,1 à 5,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.814711,46.880564],[3.832351,46.875598],[3.83481,46.882206],[3.848839,46.881383],[3.868538,46.877012],[3.871597,46.882642],[3.882915,46.891087],[3.892588,46.893843],[3.898602,46.903513],[3.90477,46.910175],[3.904876,46.913473],[3.899473,46.920712],[3.888439,46.919462],[3.87812,46.916489],[3.869369,46.918275],[3.857332,46.912508],[3.850346,46.91141],[3.842077,46.917217],[3.826207,46.922599],[3.819825,46.915007],[3.817508,46.905017],[3.809082,46.902553],[3.806432,46.897026],[3.811994,46.891453],[3.814711,46.880564]]]}",58246,58,Saint-Honoré-les-Bains (58),31/10,65,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[3.19198,47.738622],[3.195378,47.746132],[3.186611,47.744778],[3.182666,47.743373],[3.167844,47.751254],[3.157918,47.758572],[3.147157,47.760095],[3.140106,47.757351],[3.134284,47.758908],[3.121733,47.767197],[3.112051,47.768644],[3.108662,47.763793],[3.108065,47.761243],[3.113805,47.751515],[3.114142,47.746984],[3.105499,47.741033],[3.102695,47.735553],[3.107088,47.731684],[3.108487,47.724094],[3.105152,47.722781],[3.096341,47.712707],[3.105861,47.71032],[3.114251,47.705725],[3.118616,47.706658],[3.141282,47.705839],[3.149888,47.713495],[3.162957,47.722446],[3.173973,47.723603],[3.181921,47.729463],[3.182495,47.734367],[3.19198,47.738622]]]}",89408,89,Tannerre-en-Puisaye (89),31/10,65,10 à 20,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.241291,47.319387],[3.234485,47.315217],[3.236367,47.30547],[3.256525,47.305155],[3.259878,47.299726],[3.266725,47.299159],[3.27431,47.294191],[3.287437,47.294701],[3.289152,47.282985],[3.298039,47.293353],[3.30165,47.300168],[3.297765,47.308426],[3.30396,47.311758],[3.3185,47.31412],[3.323362,47.318483],[3.310177,47.320848],[3.305458,47.323942],[3.293605,47.319269],[3.278698,47.326632],[3.262322,47.335831],[3.256354,47.334233],[3.254442,47.330054],[3.26992,47.319267],[3.267006,47.315588],[3.248832,47.316584],[3.241291,47.319387]]]}",58252,58,Saint-Malo-en-Donziois (58),31/10,65,150 à 250,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.660427,47.325865],[4.644095,47.32923],[4.635989,47.33246],[4.630878,47.328277],[4.626692,47.315537],[4.636013,47.31079],[4.641716,47.311053],[4.659846,47.315155],[4.660427,47.325865]]]}",21539,21,Saint-Anthot (21),31/10,65,0 à 10,1 à 5,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[3.860046,47.126466],[3.845658,47.128416],[3.841536,47.131617],[3.840277,47.137623],[3.829689,47.137871],[3.82941,47.146374],[3.82113,47.152794],[3.823081,47.159123],[3.811747,47.160654],[3.80346,47.154565],[3.806014,47.148011],[3.805442,47.140326],[3.802416,47.136984],[3.789499,47.130636],[3.774898,47.127683],[3.772642,47.12872],[3.777646,47.116996],[3.773522,47.113967],[3.779318,47.108458],[3.789854,47.106856],[3.806105,47.103998],[3.813595,47.104467],[3.823725,47.099061],[3.829761,47.098908],[3.837894,47.099737],[3.851675,47.098459],[3.864136,47.105859],[3.871478,47.112021],[3.862863,47.12121],[3.860046,47.126466]]]}",58034,58,Blismes (58),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.634503,47.071665],[4.629721,47.072031],[4.620719,47.076673],[4.609053,47.078256],[4.597122,47.074509],[4.581242,47.067034],[4.585643,47.06051],[4.592834,47.05376],[4.602819,47.048678],[4.617489,47.050926],[4.626051,47.051749],[4.630782,47.056767],[4.627981,47.060894],[4.632821,47.065044],[4.634503,47.071665]]]}",21588,21,Saussey (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.619867,47.171284],[4.625876,47.170371],[4.63212,47.16622],[4.642684,47.167651],[4.647421,47.171965],[4.659557,47.176604],[4.655035,47.180385],[4.660454,47.186621],[4.660057,47.189644],[4.64903,47.194362],[4.637928,47.192382],[4.632829,47.177708],[4.624476,47.175686],[4.619867,47.171284]]]}",21156,21,Chaudenay-le-Château (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.697854,47.663998],[4.688613,47.66723],[4.682482,47.675586],[4.684137,47.677677],[4.68199,47.680416],[4.673345,47.680354],[4.670349,47.682856],[4.667852,47.680265],[4.657649,47.683284],[4.651409,47.678452],[4.650316,47.67474],[4.640422,47.672417],[4.635816,47.676782],[4.624621,47.674951],[4.621274,47.676349],[4.622381,47.671108],[4.638656,47.656255],[4.638711,47.644619],[4.647071,47.633713],[4.654507,47.62935],[4.649754,47.620986],[4.650544,47.61862],[4.65648,47.61613],[4.665072,47.617678],[4.66933,47.625411],[4.667992,47.639836],[4.672555,47.648944],[4.679381,47.652685],[4.695849,47.657947],[4.700564,47.662949],[4.697854,47.663998]]]}",21514,21,Quemigny-sur-Seine (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.256709,47.13538],[5.25402,47.144028],[5.257528,47.153155],[5.255327,47.162272],[5.244745,47.175297],[5.245247,47.176664],[5.239769,47.174372],[5.233599,47.167726],[5.226954,47.164941],[5.233737,47.15259],[5.229264,47.145065],[5.23222,47.139731],[5.240928,47.135695],[5.246464,47.129702],[5.256709,47.13538]]]}",21440,21,Montot (21),31/10,65,0 à 10,1 à 5,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.415831,47.46493],[4.425486,47.46886],[4.434569,47.474372],[4.448576,47.489446],[4.43763,47.49308],[4.434241,47.491622],[4.417917,47.479428],[4.413903,47.474338],[4.415831,47.46493]]]}",21365,21,Magny-la-Ville (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.602939,47.523555],[3.602147,47.531691],[3.593678,47.536736],[3.596088,47.540146],[3.592743,47.543308],[3.590267,47.540418],[3.575635,47.542339],[3.569186,47.547624],[3.567026,47.55798],[3.548262,47.554914],[3.542798,47.545403],[3.54573,47.538695],[3.544491,47.529283],[3.551168,47.523093],[3.568363,47.529761],[3.576816,47.529498],[3.591846,47.522683],[3.602939,47.523555]]]}",89129,89,Crain (89),31/10,65,20 à 50,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.050872,47.619185],[5.052699,47.624418],[5.044502,47.629824],[5.040587,47.637281],[5.004972,47.625881],[5.001917,47.633055],[4.987967,47.638723],[4.970127,47.634229],[4.959597,47.633261],[4.958453,47.628355],[4.965774,47.624213],[4.971925,47.611867],[4.981235,47.605706],[4.993914,47.59755],[5.004277,47.593812],[5.008401,47.595703],[5.034852,47.598195],[5.045313,47.595592],[5.047302,47.598442],[5.039071,47.610966],[5.039511,47.618851],[5.050872,47.619185]]]}",21041,21,Avot (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.181895,47.150508],[4.179399,47.151779],[4.165281,47.147486],[4.13732,47.143235],[4.125508,47.143614],[4.114997,47.146127],[4.110394,47.142885],[4.116002,47.138362],[4.11565,47.134067],[4.107702,47.130572],[4.109775,47.126377],[4.116392,47.12322],[4.12134,47.128337],[4.131425,47.128784],[4.135389,47.120694],[4.147562,47.114145],[4.153946,47.114777],[4.15845,47.121383],[4.167783,47.117257],[4.168712,47.123409],[4.17644,47.124657],[4.184928,47.13047],[4.190746,47.144997],[4.181895,47.150508]]]}",21403,21,Ménessaire (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.496112,46.991069],[3.486934,46.996058],[3.481078,46.998238],[3.476542,46.99623],[3.467705,46.985983],[3.452011,46.988602],[3.435695,46.985751],[3.44206,46.977792],[3.455282,46.971937],[3.473377,46.974036],[3.488592,46.976855],[3.496112,46.991069]]]}",58078,58,Cizely (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.347962,48.226403],[3.354712,48.228136],[3.358614,48.233912],[3.352803,48.236223],[3.336511,48.235074],[3.301644,48.229074],[3.292869,48.231281],[3.286877,48.236047],[3.276297,48.233731],[3.278805,48.222833],[3.278773,48.210619],[3.293852,48.208223],[3.311905,48.219998],[3.320666,48.22433],[3.342859,48.229762],[3.347962,48.226403]]]}",89338,89,Saint-Clément (89),31/10,65,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[3.74476,47.548732],[3.742686,47.556119],[3.751902,47.561533],[3.747637,47.580065],[3.757046,47.586413],[3.764564,47.589224],[3.778035,47.590148],[3.784279,47.595331],[3.798643,47.600405],[3.802609,47.606703],[3.814248,47.614022],[3.797977,47.623278],[3.793733,47.629767],[3.783226,47.636258],[3.774227,47.628444],[3.768959,47.628723],[3.762191,47.624566],[3.752499,47.615546],[3.744549,47.60689],[3.73521,47.602994],[3.721989,47.59996],[3.727596,47.591332],[3.729788,47.57529],[3.717167,47.564542],[3.731267,47.561825],[3.73171,47.555781],[3.728833,47.551552],[3.722039,47.548305],[3.738627,47.544518],[3.74476,47.548732]]]}",89015,89,Arcy-sur-Cure (89),31/10,65,20 à 50,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.320176,47.811748],[4.315022,47.816674],[4.308703,47.809553],[4.297519,47.81279],[4.288624,47.813436],[4.278697,47.795418],[4.318958,47.790718],[4.327268,47.785722],[4.340301,47.799563],[4.333739,47.80447],[4.320176,47.811748]]]}",89385,89,Sennevoy-le-Bas (89),31/10,65,50 à 150,5 à 10,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[5.113519,47.494218],[5.104276,47.497484],[5.094176,47.494252],[5.090306,47.489784],[5.075861,47.492798],[5.07537,47.500183],[5.067953,47.496555],[5.051797,47.493281],[5.043079,47.487625],[5.032324,47.484867],[5.020751,47.479569],[5.007261,47.481611],[5.001636,47.478866],[4.992772,47.482552],[4.987838,47.479175],[4.993292,47.473322],[5.006544,47.463561],[5.017119,47.460076],[5.030569,47.466117],[5.044682,47.461681],[5.057774,47.460326],[5.068401,47.457921],[5.075026,47.464268],[5.085605,47.460845],[5.087234,47.457451],[5.100749,47.463193],[5.106581,47.463849],[5.109681,47.478942],[5.106395,47.482607],[5.106448,47.488655],[5.113519,47.494218]]]}",21127,21,Chaignay (21),31/10,65,1000 et plus,15 à 20,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.261942,47.501662],[6.256456,47.50543],[6.247478,47.507022],[6.233954,47.502619],[6.221247,47.503885],[6.215675,47.507173],[6.208539,47.505891],[6.200779,47.502392],[6.200567,47.499472],[6.205962,47.49142],[6.223234,47.481985],[6.21538,47.472094],[6.220363,47.467099],[6.227787,47.464387],[6.236082,47.466855],[6.247896,47.475615],[6.260174,47.478669],[6.264198,47.484725],[6.265659,47.491925],[6.261942,47.501662]]]}",70243,70,Fontenois-lès-Montbozon (70),31/10,65,250 à 500,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.876351,46.732271],[3.871352,46.733784],[3.873069,46.740414],[3.885328,46.748362],[3.884867,46.762768],[3.876245,46.764744],[3.872265,46.76422],[3.850357,46.766376],[3.849641,46.769549],[3.837186,46.774644],[3.830386,46.771687],[3.810288,46.768932],[3.811851,46.76412],[3.809914,46.756723],[3.811489,46.74909],[3.813599,46.740655],[3.82675,46.746238],[3.83743,46.741713],[3.843206,46.73677],[3.852177,46.732608],[3.853438,46.724834],[3.869707,46.726421],[3.875546,46.728243],[3.876351,46.732271]]]}",58289,58,Ternant (58),31/10,65,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[6.446714,47.83051],[6.458326,47.820363],[6.466944,47.816492],[6.476596,47.831694],[6.481516,47.83629],[6.479816,47.836937],[6.471713,47.839788],[6.459835,47.840827],[6.453312,47.837375],[6.444774,47.836456],[6.446714,47.83051]]]}",70094,70,Breuchotte (70),31/10,65,0 à 10,0 à 1,1500 à 2000
