dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
21,0,2020-05-11,174,22,230,21
21,0,2020-05-12,141,24,234,21
21,0,2020-05-13,135,23,235,21
21,0,2020-05-14,133,23,235,21
21,0,2020-05-15,121,22,235,21
21,0,2020-05-16,121,22,235,21
21,0,2020-05-17,119,22,235,21
21,0,2020-05-18,119,22,235,21
21,0,2020-05-19,108,20,237,21
21,0,2020-05-20,106,20,238,21
21,0,2020-05-21,104,20,238,21
21,0,2020-05-22,98,17,239,21
21,0,2020-05-23,99,17,239,21
21,0,2020-05-24,99,17,239,21
21,0,2020-05-25,84,14,239,21
21,0,2020-05-26,66,13,241,21
21,0,2020-05-27,53,11,241,21
21,0,2020-05-28,48,9,241,21
21,0,2020-05-29,44,8,242,21
21,0,2020-05-30,44,7,243,21
21,0,2020-05-31,44,7,243,21
21,0,2020-06-01,45,7,243,21
21,0,2020-06-02,44,5,243,21
21,0,2020-06-03,41,5,244,21
21,0,2020-06-04,42,5,246,21
21,0,2020-06-05,37,3,246,21
21,0,2020-06-06,35,2,247,21
21,0,2020-06-07,35,2,247,21
21,0,2020-06-08,34,1,247,21
21,0,2020-06-09,29,1,248,21
21,0,2020-06-10,30,1,248,21
21,0,2020-06-11,31,2,248,21
21,0,2020-06-12,31,2,248,21
21,0,2020-06-13,28,2,248,21
21,0,2020-06-14,28,2,248,21
21,0,2020-06-15,28,2,248,21
21,0,2020-06-16,29,2,248,21
21,0,2020-06-17,27,2,248,21
21,0,2020-06-18,24,2,248,21
21,0,2020-06-19,24,2,248,21
21,0,2020-06-20,24,2,248,21
21,0,2020-06-21,24,2,248,21
21,0,2020-06-22,24,2,248,21
21,0,2020-06-23,25,2,248,21
21,0,2020-06-24,24,2,248,21
21,0,2020-06-25,23,2,248,21
21,0,2020-06-26,23,2,248,21
21,0,2020-06-27,24,2,248,21
21,0,2020-06-28,25,2,248,21
21,0,2020-06-29,24,2,248,21
21,0,2020-06-30,24,2,248,21
21,0,2020-07-01,18,1,248,21
21,0,2020-07-02,18,1,249,21
21,0,2020-07-03,12,1,249,21
21,0,2020-07-04,11,1,249,21
21,0,2020-07-05,11,1,249,21
21,0,2020-07-06,8,1,249,21
21,0,2020-07-07,6,1,250,21
21,0,2020-07-08,7,1,250,21
21,0,2020-07-09,7,1,250,21
21,0,2020-07-10,7,1,250,21
21,0,2020-07-11,10,1,250,21
21,0,2020-07-12,10,1,250,21
21,0,2020-07-13,10,1,250,21
21,0,2020-07-14,10,1,250,21
21,0,2020-07-15,9,1,250,21
21,0,2020-07-16,9,2,250,21
21,0,2020-07-17,9,2,250,21
21,0,2020-07-18,9,2,250,21
21,0,2020-07-19,9,2,250,21
21,0,2020-07-20,8,2,250,21
21,0,2020-07-21,6,2,250,21
21,0,2020-07-22,6,2,250,21
21,0,2020-07-23,6,2,250,21
21,0,2020-07-24,6,2,250,21
21,0,2020-07-25,7,2,250,21
21,0,2020-07-26,7,2,250,21
21,0,2020-07-27,6,2,250,21
21,0,2020-07-28,6,1,250,21
21,0,2020-07-29,5,1,250,21
21,0,2020-07-30,3,0,250,21
21,0,2020-07-31,3,0,250,21
21,0,2020-08-01,3,0,250,21
21,0,2020-08-02,3,0,250,21
21,0,2020-08-03,3,0,250,21
21,0,2020-08-04,3,0,250,21
21,0,2020-08-05,2,0,251,21
21,0,2020-08-06,2,0,251,21
21,0,2020-08-07,2,0,251,21
21,0,2020-08-08,2,0,251,21
21,0,2020-08-09,2,0,251,21
21,0,2020-08-10,2,0,251,21
21,0,2020-08-11,2,0,251,21
21,0,2020-08-12,2,0,251,21
21,0,2020-08-13,2,0,251,21
21,0,2020-08-14,2,0,251,21
21,0,2020-08-15,2,0,251,21
21,0,2020-08-16,2,0,251,21
21,0,2020-08-17,3,0,251,21
21,0,2020-08-18,3,0,251,21
21,0,2020-08-19,2,0,251,21
21,0,2020-08-20,3,1,251,21
21,0,2020-08-21,3,1,251,21
21,0,2020-08-22,3,1,251,21
21,0,2020-08-23,3,1,251,21
21,0,2020-08-24,4,1,251,21
21,0,2020-08-25,4,1,251,21
21,0,2020-08-26,2,1,251,21
21,0,2020-08-27,4,1,251,21
21,0,2020-08-28,4,1,251,21
21,0,2020-08-29,4,1,251,21
21,0,2020-08-30,4,1,251,21
21,0,2020-08-31,4,1,251,21
21,0,2020-09-01,5,1,251,21
21,0,2020-09-02,7,1,251,21
21,0,2020-09-03,8,2,251,21
21,0,2020-09-04,9,2,251,21
21,0,2020-09-05,9,2,251,21
21,0,2020-09-06,9,2,251,21
21,0,2020-09-07,8,2,251,21
21,0,2020-09-08,8,2,251,21
21,0,2020-09-09,7,2,251,21
21,0,2020-09-10,7,3,252,21
21,0,2020-09-11,6,3,252,21
21,0,2020-09-12,6,3,252,21
21,0,2020-09-13,6,3,252,21
21,0,2020-09-14,6,3,252,21
21,0,2020-09-15,7,3,252,21
21,0,2020-09-16,7,3,252,21
21,0,2020-09-17,12,3,253,21
21,0,2020-09-18,11,3,253,21
21,0,2020-09-19,11,3,253,21
21,0,2020-09-20,11,3,253,21
21,0,2020-09-21,13,3,253,21
21,0,2020-09-22,13,3,253,21
21,0,2020-09-23,20,4,253,21
21,0,2020-09-24,20,4,253,21
21,0,2020-09-25,22,4,254,21
21,0,2020-09-26,27,5,254,21
21,0,2020-09-27,27,5,254,21
21,0,2020-09-28,26,5,254,21
21,0,2020-09-29,28,7,254,21
21,0,2020-09-30,31,11,257,21
21,0,2020-10-01,30,11,257,21
21,0,2020-10-02,32,11,258,21
21,0,2020-10-03,32,11,258,21
21,0,2020-10-04,32,11,258,21
21,0,2020-10-05,35,11,258,21
21,0,2020-10-06,35,9,258,21
21,0,2020-10-07,31,9,260,21
21,0,2020-10-08,31,7,261,21
21,0,2020-10-09,28,6,263,21
21,0,2020-10-10,35,6,263,21
21,0,2020-10-11,35,6,263,21
21,0,2020-10-12,38,6,263,21
21,0,2020-10-13,48,11,264,21
21,0,2020-10-14,49,12,267,21
21,0,2020-10-15,52,12,267,21
21,0,2020-10-16,55,15,267,21
21,0,2020-10-17,58,16,267,21
21,0,2020-10-18,58,16,267,21
21,0,2020-10-19,59,14,270,21
21,0,2020-10-20,69,14,270,21
21,0,2020-10-21,75,14,270,21
21,0,2020-10-22,79,16,270,21
21,0,2020-10-23,76,17,271,21
21,0,2020-10-24,85,19,272,21
21,0,2020-10-25,95,19,274,21
21,0,2020-10-26,113,28,277,21
21,0,2020-10-27,114,26,277,21
21,0,2020-10-28,122,26,277,21
21,0,2020-10-29,134,23,277,21
21,0,2020-10-30,163,34,278,21
21,0,2020-10-31,162,36,281,21
21,0,2020-11-01,158,33,283,21
21,0,2020-11-02,178,43,286,21
21,0,2020-11-03,200,39,289,21
21,0,2020-11-04,249,43,294,21
21,0,2020-11-05,274,57,298,21
21,0,2020-11-06,285,61,299,21
21,0,2020-11-07,292,60,304,21
21,0,2020-11-08,302,63,312,21
21,0,2020-11-09,307,62,321,21
21,0,2020-11-10,328,68,324,21
21,0,2020-11-11,355,69,329,21
21,0,2020-11-12,361,66,333,21
21,0,2020-11-13,366,64,337,21
21,0,2020-11-14,361,61,342,21
21,0,2020-11-15,371,64,345,21
21,0,2020-11-16,381,65,347,21
21,0,2020-11-17,368,65,354,21
21,0,2020-11-18,365,67,358,21
21,0,2020-11-19,352,66,361,21
21,0,2020-11-20,364,68,363,21
21,0,2020-11-21,363,67,366,21
21,0,2020-11-22,367,66,367,21
21,0,2020-11-23,367,68,370,21
21,0,2020-11-24,370,66,372,21
21,0,2020-11-25,360,66,377,21
21,0,2020-11-26,351,63,380,21
21,0,2020-11-27,346,63,390,21
21,0,2020-11-28,340,58,392,21
21,0,2020-11-29,341,57,394,21
21,0,2020-11-30,345,57,401,21
21,0,2020-12-01,344,55,405,21
21,0,2020-12-02,352,56,408,21
21,0,2020-12-03,354,55,411,21
21,0,2020-12-04,361,52,412,21
21,0,2020-12-05,319,51,414,21
21,0,2020-12-06,325,51,418,21
21,0,2020-12-07,340,53,422,21
21,0,2020-12-08,341,43,426,21
21,0,2020-12-09,341,46,434,21
21,0,2020-12-10,366,42,439,21
21,0,2020-12-11,351,36,445,21
21,0,2020-12-12,347,37,450,21
21,0,2020-12-13,352,39,453,21
21,0,2020-12-14,357,41,458,21
21,0,2020-12-15,352,37,464,21
21,0,2020-12-16,371,32,468,21
21,0,2020-12-17,359,33,472,21
21,0,2020-12-18,362,31,476,21
21,0,2020-12-19,359,34,480,21
21,0,2020-12-20,359,34,484,21
21,0,2020-12-21,373,36,493,21
21,0,2020-12-22,379,38,497,21
21,0,2020-12-23,369,35,503,21
21,0,2020-12-24,376,39,511,21
21,0,2020-12-25,380,39,512,21
21,0,2020-12-26,370,42,517,21
21,0,2020-12-27,375,47,518,21
21,0,2020-12-28,375,43,519,21
21,0,2020-12-29,365,42,523,21
21,0,2020-12-30,373,45,533,21
21,0,2020-12-31,365,41,542,21
21,0,2021-01-01,363,41,545,21
21,0,2021-01-02,370,43,551,21
21,0,2021-01-03,377,41,557,21
21,0,2021-01-04,392,44,564,21
21,0,2021-01-05,389,45,573,21
21,0,2021-01-06,386,41,577,21
21,0,2021-01-07,389,44,580,21
