geometry,INSEE_COM,INSEE_DEP,INSEE_REG,CODE_EPCI,POPULATION,NOM_COM
"{""type"":""Polygon"",""coordinates"":[[[3.38933,47.259118],[3.394809,47.255515],[3.431608,47.250662],[3.439705,47.262633],[3.429944,47.284506],[3.38933,47.259118]]]}",58018,58,27,200067692,44,Authiou
"{""type"":""Polygon"",""coordinates"":[[[4.749248,46.206127],[4.756541,46.188654],[4.775492,46.177176],[4.780448,46.176915],[4.792768,46.207594],[4.749248,46.206127]]]}",71481,71,27,200070308,1187,Saint-Symphorien-d'Ancelles
"{""type"":""Polygon"",""coordinates"":[[[6.282218,47.451779],[6.260174,47.478669],[6.227787,47.464387],[6.229083,47.454905],[6.23449,47.44498],[6.237327,47.450506],[6.263432,47.445479],[6.280178,47.44397],[6.289207,47.447703],[6.282218,47.451779]]]}",70357,70,27,200041853,562,Montbozon
"{""type"":""Polygon"",""coordinates"":[[[5.84287,47.030322],[5.842373,47.047167],[5.809604,47.046555],[5.815817,47.022648],[5.839574,47.015453],[5.84287,47.030322]]]}",25098,25,27,200068070,169,Buffard
"{""type"":""Polygon"",""coordinates"":[[[3.521545,47.065525],[3.496327,47.08642],[3.480999,47.070688],[3.462679,47.06459],[3.461425,47.036506],[3.487082,47.032828],[3.505853,47.033887],[3.507784,47.051721],[3.521545,47.065525]]]}",58275,58,27,200067908,299,Saxi-Bourdon
"{""type"":""Polygon"",""coordinates"":[[[5.021904,47.18684],[5.027145,47.172102],[5.046384,47.157164],[5.048891,47.15642],[5.048749,47.171495],[5.046635,47.186175],[5.021904,47.18684]]]}",21246,21,27,200070894,183,Épernay-sous-Gevrey
"{""type"":""Polygon"",""coordinates"":[[[6.037126,47.099729],[6.042906,47.111134],[6.023864,47.10069],[6.014752,47.076412],[6.024137,47.083054],[6.037126,47.099729]]]}",25106,25,27,200068070,71,Cademène
"{""type"":""Polygon"",""coordinates"":[[[4.823335,46.526161],[4.812211,46.542471],[4.806246,46.552186],[4.788404,46.535244],[4.763774,46.545943],[4.758602,46.541769],[4.763032,46.53664],[4.787021,46.532079],[4.781835,46.515794],[4.807391,46.516832],[4.823335,46.526161]]]}",71284,71,27,200069698,142,Martailly-lès-Brancion
"{""type"":""Polygon"",""coordinates"":[[[5.672617,46.374803],[5.686535,46.36858],[5.696454,46.366047],[5.724696,46.401185],[5.720069,46.40632],[5.69951,46.411271],[5.686176,46.379969],[5.672617,46.374803]]]}",39318,39,27,200090579,194,Martigna
"{""type"":""Polygon"",""coordinates"":[[[4.702998,47.167751],[4.731168,47.16052],[4.72896,47.187467],[4.740991,47.196924],[4.697073,47.20514],[4.699949,47.188863],[4.702998,47.167751]]]}",21673,21,27,200071207,209,Veuvey-sur-Ouche
"{""type"":""Polygon"",""coordinates"":[[[4.761535,46.594675],[4.728477,46.613116],[4.71012,46.606801],[4.702342,46.585539],[4.716157,46.577146],[4.727909,46.575703],[4.752611,46.592581],[4.761535,46.594675]]]}",71058,71,27,247103765,186,Bresse-sur-Grosne
"{""type"":""Polygon"",""coordinates"":[[[5.201195,47.218532],[5.192945,47.216934],[5.173187,47.203286],[5.182827,47.192452],[5.21316,47.184295],[5.222447,47.171948],[5.239769,47.174372],[5.245247,47.176664],[5.255593,47.176009],[5.261538,47.180298],[5.243907,47.192038],[5.227987,47.189481],[5.201195,47.218532]]]}",21623,21,27,200000925,1588,Tart
"{""type"":""Polygon"",""coordinates"":[[[4.476237,47.565383],[4.474936,47.570569],[4.459055,47.575924],[4.436599,47.556067],[4.435991,47.55453],[4.47386,47.547221],[4.476237,47.565383]]]}",21404,21,27,242101459,427,Ménétreux-le-Pitois
"{""type"":""Polygon"",""coordinates"":[[[4.305414,47.590261],[4.288358,47.609308],[4.262093,47.604569],[4.260217,47.592683],[4.305414,47.590261]]]}",21550,21,27,242101491,125,Saint-Germain-lès-Senailly
"{""type"":""Polygon"",""coordinates"":[[[4.424761,47.936212],[4.424547,47.938039],[4.447132,47.956384],[4.438043,47.959628],[4.4172,47.968678],[4.349642,47.956599],[4.312718,47.962691],[4.305768,47.954335],[4.338996,47.944259],[4.35945,47.926604],[4.403891,47.925395],[4.424761,47.936212]]]}",21419,21,27,242101434,265,Molesme
"{""type"":""Polygon"",""coordinates"":[[[5.321343,46.798321],[5.300034,46.772169],[5.341416,46.790711],[5.328498,46.813065],[5.321343,46.798321]]]}",71352,71,27,200042414,93,Le Planois
"{""type"":""Polygon"",""coordinates"":[[[5.980485,47.358866],[5.963655,47.337163],[5.988678,47.327509],[5.996834,47.340058],[6.004131,47.357784],[5.980485,47.358866]]]}",70107,70,27,247000706,425,Bussières
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.435611,47.450446],[5.431493,47.468376],[5.447584,47.496422],[5.436442,47.49045],[5.420771,47.47723],[5.413976,47.460016],[5.435611,47.450446]]],[[[5.443581,47.406983],[5.444885,47.407733],[5.434648,47.419801],[5.438479,47.444352],[5.430374,47.421431],[5.443581,47.406983]]]]}",70100,70,27,200036549,127,Broye-les-Loups-et-Verfontaine
"{""type"":""Polygon"",""coordinates"":[[[5.391433,47.488618],[5.388233,47.490476],[5.352171,47.488673],[5.387461,47.481483],[5.391433,47.488618]]]}",21348,21,27,200072825,104,Licey-sur-Vingeanne
"{""type"":""Polygon"",""coordinates"":[[[4.941056,47.668578],[4.959182,47.682827],[4.968568,47.687324],[4.956914,47.70905],[4.922567,47.718089],[4.920096,47.695719],[4.894207,47.701002],[4.899021,47.691259],[4.932271,47.669474],[4.941056,47.668578]]]}",21063,21,27,242101434,91,Beneuvre
"{""type"":""Polygon"",""coordinates"":[[[6.854731,47.501582],[6.864364,47.487778],[6.882385,47.490403],[6.897899,47.496531],[6.90102,47.51065],[6.881549,47.523475],[6.875695,47.520072],[6.858299,47.520501],[6.843065,47.513308],[6.854731,47.501582]]]}",25228,25,27,200065647,3727,Étupes
"{""type"":""Polygon"",""coordinates"":[[[5.470509,47.037011],[5.497128,47.033879],[5.513073,47.048802],[5.494573,47.056093],[5.470509,47.037011]]]}",39573,39,27,200010650,771,Villette-lès-Dole
"{""type"":""Polygon"",""coordinates"":[[[5.255579,47.489526],[5.243895,47.50862],[5.21706,47.516739],[5.183422,47.490427],[5.188382,47.47275],[5.190275,47.470294],[5.218469,47.456258],[5.235134,47.467529],[5.255579,47.489526]]]}",21361,21,27,242100154,524,Lux
"{""type"":""Polygon"",""coordinates"":[[[6.839304,47.607353],[6.847205,47.62197],[6.834927,47.635878],[6.806918,47.622732],[6.81546,47.616617],[6.838752,47.607405],[6.839304,47.607353]]]}",90008,90,27,200069052,4726,Bavilliers
"{""type"":""Polygon"",""coordinates"":[[[6.808104,47.457217],[6.802215,47.462981],[6.759404,47.459304],[6.749385,47.451992],[6.741698,47.445096],[6.754319,47.414236],[6.776263,47.42516],[6.791663,47.423659],[6.7883,47.440413],[6.808104,47.457217]]]}",25370,25,27,200065647,2158,Mathay
"{""type"":""Polygon"",""coordinates"":[[[4.555504,47.525961],[4.520655,47.533502],[4.516753,47.534048],[4.461471,47.530963],[4.467486,47.525767],[4.485215,47.517382],[4.493696,47.500897],[4.483066,47.485528],[4.484601,47.48244],[4.5383,47.48677],[4.553156,47.473362],[4.539167,47.501978],[4.550281,47.509907],[4.577191,47.507636],[4.555504,47.525961]]]}",21271,21,27,242101459,302,Flavigny-sur-Ozerain
"{""type"":""Polygon"",""coordinates"":[[[5.959696,47.966553],[5.947528,47.979712],[5.927389,47.974391],[5.921329,47.97102],[5.918016,47.947441],[5.937785,47.950922],[5.959696,47.966553]]]}",70091,70,27,200036150,49,Bousseraucourt
"{""type"":""Polygon"",""coordinates"":[[[5.867384,47.07001],[5.862101,47.067505],[5.856253,47.049356],[5.870024,47.046898],[5.870059,47.048755],[5.868836,47.060462],[5.872809,47.063448],[5.867384,47.07001]]]}",25090,25,27,200068070,62,Brères
"{""type"":""Polygon"",""coordinates"":[[[4.480639,46.413159],[4.477121,46.415521],[4.428989,46.428479],[4.419169,46.423831],[4.410314,46.374937],[4.410993,46.374951],[4.441679,46.359399],[4.459827,46.383204],[4.480639,46.413159]]]}",71571,71,27,200071645,448,Verosvres
"{""type"":""Polygon"",""coordinates"":[[[5.45288,47.102408],[5.445584,47.094129],[5.410857,47.086294],[5.437922,47.074525],[5.454473,47.070868],[5.467337,47.091096],[5.45288,47.102408]]]}",39233,39,27,200010650,2193,Foucherans
"{""type"":""Polygon"",""coordinates"":[[[5.800067,47.811561],[5.825187,47.812671],[5.844709,47.823731],[5.824523,47.840271],[5.793905,47.81953],[5.800067,47.811561]]]}",70468,70,27,200036150,93,Saint-Marcel
"{""type"":""Polygon"",""coordinates"":[[[7.019629,47.520087],[7.027949,47.541802],[7.013189,47.544416],[6.988986,47.533261],[6.998531,47.524503],[7.019629,47.520087]]]}",90056,90,27,249000241,1353,Joncherey
"{""type"":""Polygon"",""coordinates"":[[[6.133414,47.016215],[6.121054,47.02917],[6.108251,47.03148],[6.091886,47.014079],[6.100852,46.984232],[6.135409,46.990945],[6.133414,47.016215]]]}",25070,25,27,200068070,372,Bolandoz
"{""type"":""Polygon"",""coordinates"":[[[6.137964,46.557802],[6.131318,46.553798],[6.097686,46.530269],[6.120767,46.516972],[6.156662,46.545298],[6.137964,46.557802]]]}",39059,39,27,243900354,1655,Bois-d'Amont
"{""type"":""Polygon"",""coordinates"":[[[3.574245,48.229994],[3.576026,48.25515],[3.561301,48.258017],[3.558203,48.25473],[3.548863,48.244124],[3.558697,48.208748],[3.574245,48.229994]]]}",89461,89,27,248900664,1131,Villeneuve-l'Archevêque
"{""type"":""Polygon"",""coordinates"":[[[3.603888,47.417053],[3.594397,47.403702],[3.562981,47.40106],[3.564871,47.387077],[3.607635,47.391362],[3.609731,47.404637],[3.603888,47.417053]]]}",58016,58,27,200067692,146,Asnois
"{""type"":""Polygon"",""coordinates"":[[[6.056801,46.435359],[6.021855,46.42182],[6.012837,46.440453],[5.995764,46.423547],[5.967326,46.426199],[5.934371,46.402951],[5.954805,46.381702],[5.990317,46.390473],[5.99961,46.401168],[6.056801,46.435359]]]}",39275,39,27,243900354,642,Lamoura
"{""type"":""Polygon"",""coordinates"":[[[4.617066,47.385173],[4.607896,47.365061],[4.613544,47.359442],[4.633523,47.345188],[4.655428,47.356671],[4.65454,47.377349],[4.63218,47.394034],[4.617066,47.385173]]]}",21040,21,27,200071017,89,Avosnes
"{""type"":""Polygon"",""coordinates"":[[[6.284841,47.315857],[6.303864,47.32262],[6.302935,47.329176],[6.293104,47.334241],[6.276901,47.334217],[6.267311,47.329801],[6.253672,47.310046],[6.237599,47.305743],[6.263675,47.306846],[6.284841,47.315857]]]}",25439,25,27,242504447,253,Ougney-Douvot
"{""type"":""Polygon"",""coordinates"":[[[6.610174,47.359968],[6.56695,47.356059],[6.571931,47.341105],[6.605598,47.334649],[6.606724,47.334855],[6.610174,47.359968]]]}",25595,25,27,242504371,96,Vellerot-lès-Belvoir
"{""type"":""Polygon"",""coordinates"":[[[3.25787,47.001088],[3.300488,47.010505],[3.339922,47.030542],[3.322213,47.040993],[3.257639,47.047961],[3.24811,47.037461],[3.218535,47.026304],[3.243623,47.012069],[3.25787,47.001088]]]}",58176,58,27,200067908,618,Montigny-aux-Amognes
"{""type"":""Polygon"",""coordinates"":[[[5.436503,46.972426],[5.455219,46.983349],[5.436928,46.999895],[5.420201,46.998219],[5.415762,46.998451],[5.416716,46.983535],[5.435272,46.970838],[5.436503,46.972426]]]}",39477,39,27,243901089,261,Saint-Baraing
"{""type"":""Polygon"",""coordinates"":[[[4.767035,46.496326],[4.796435,46.483674],[4.812749,46.504249],[4.807391,46.516832],[4.781835,46.515794],[4.787021,46.532079],[4.763032,46.53664],[4.77605,46.524484],[4.767035,46.496326]]]}",71156,71,27,200069698,263,Cruzille
"{""type"":""Polygon"",""coordinates"":[[[4.305414,47.590261],[4.305845,47.589895],[4.328115,47.608679],[4.31263,47.621583],[4.293718,47.611812],[4.288358,47.609308],[4.305414,47.590261]]]}",21212,21,27,242101491,324,Crépand
"{""type"":""Polygon"",""coordinates"":[[[4.036585,47.002071],[4.056952,47.005547],[4.076169,46.992578],[4.089016,46.998494],[4.109937,47.008746],[4.132258,47.005116],[4.16298,47.025057],[4.150828,47.046162],[4.094536,47.044661],[4.080234,47.029851],[4.058709,47.031901],[4.054944,47.012686],[4.036585,47.002071]]]}",71376,71,27,200070530,270,Roussillon-en-Morvan
"{""type"":""Polygon"",""coordinates"":[[[6.888283,47.75078],[6.889658,47.75483],[6.858577,47.756373],[6.855585,47.773183],[6.834524,47.757498],[6.840004,47.735427],[6.866428,47.750334],[6.888283,47.75078]]]}",90102,90,27,200069060,746,Vescemont
"{""type"":""Polygon"",""coordinates"":[[[4.912507,47.294278],[4.897126,47.275954],[4.896527,47.275429],[4.90005,47.262878],[4.931977,47.267676],[4.938129,47.278098],[4.912507,47.294278]]]}",21270,21,27,242100410,184,Flavignerot
"{""type"":""Polygon"",""coordinates"":[[[3.097645,47.507459],[3.117854,47.472276],[3.131061,47.469392],[3.143661,47.476238],[3.16515,47.51749],[3.134673,47.54283],[3.122802,47.53948],[3.107007,47.530232],[3.097645,47.507459]]]}",58094,58,27,200067130,457,Dampierre-sous-Bouhy
"{""type"":""Polygon"",""coordinates"":[[[4.80887,46.93069],[4.815825,46.907042],[4.821489,46.882614],[4.839038,46.883395],[4.871341,46.899164],[4.888143,46.906918],[4.885075,46.928919],[4.863012,46.938105],[4.870859,46.947815],[4.816331,46.936027],[4.80887,46.93069]]]}",71170,71,27,247100589,1794,Demigny
"{""type"":""Polygon"",""coordinates"":[[[6.207896,47.85251],[6.15606,47.857049],[6.145675,47.845624],[6.143826,47.843833],[6.147952,47.835205],[6.168438,47.830706],[6.179825,47.839873],[6.201932,47.834849],[6.211102,47.832899],[6.207896,47.85251]]]}",70196,70,27,200041721,260,Dampierre-lès-Conflans
"{""type"":""Polygon"",""coordinates"":[[[4.208986,47.749625],[4.224265,47.758859],[4.207319,47.765759],[4.216244,47.793512],[4.201483,47.805476],[4.190302,47.795126],[4.205572,47.780823],[4.176769,47.774337],[4.171295,47.752148],[4.184108,47.744006],[4.204138,47.749021],[4.208986,47.749625]]]}",89087,89,27,200039642,313,Chassignelles
"{""type"":""Polygon"",""coordinates"":[[[3.261279,47.147095],[3.29866,47.145638],[3.282459,47.168771],[3.256866,47.152756],[3.261279,47.147095]]]}",58279,58,27,200068088,194,Sichamps
"{""type"":""Polygon"",""coordinates"":[[[5.442291,46.906378],[5.454883,46.927709],[5.438101,46.935586],[5.412648,46.919289],[5.433774,46.908713],[5.442291,46.906378]]]}",39090,39,27,243901089,181,Chaînée-des-Coupis
"{""type"":""Polygon"",""coordinates"":[[[4.254226,47.052277],[4.227355,47.061315],[4.209485,47.083476],[4.169937,47.06765],[4.189641,47.037066],[4.199371,47.030783],[4.232982,47.031887],[4.252504,47.040922],[4.254226,47.052277]]]}",71527,71,27,200070530,211,Sommant
"{""type"":""Polygon"",""coordinates"":[[[6.671027,47.15476],[6.627749,47.149673],[6.628627,47.148301],[6.652438,47.130377],[6.671027,47.15476]]]}",25077,25,27,242504355,74,La Bosse
"{""type"":""Polygon"",""coordinates"":[[[5.101997,47.304991],[5.097058,47.30189],[5.12284,47.296746],[5.117936,47.285962],[5.138395,47.280306],[5.13844,47.283298],[5.166846,47.298983],[5.159709,47.314246],[5.142382,47.317873],[5.101997,47.304991]]]}",21171,21,27,242100410,11326,Chevigny-Saint-Sauveur
"{""type"":""Polygon"",""coordinates"":[[[6.080134,47.689727],[6.096498,47.676954],[6.127511,47.686482],[6.128294,47.689072],[6.131245,47.709229],[6.109228,47.711071],[6.078952,47.694187],[6.080134,47.689727]]]}",70079,70,27,200041879,545,Bougnon
"{""type"":""Polygon"",""coordinates"":[[[5.363347,47.078392],[5.359401,47.080836],[5.345651,47.076606],[5.366953,47.060579],[5.395446,47.049814],[5.412649,47.058774],[5.363347,47.078392]]]}",39001,39,27,200010650,849,Abergement-la-Ronce
"{""type"":""Polygon"",""coordinates"":[[[3.660601,47.698671],[3.693863,47.708857],[3.736552,47.706611],[3.759668,47.711422],[3.706302,47.71729],[3.683048,47.722644],[3.643617,47.718268],[3.65168,47.698753],[3.660601,47.698671]]]}",89202,89,27,200067114,279,Irancy
"{""type"":""Polygon"",""coordinates"":[[[5.124817,46.62246],[5.10974,46.613424],[5.088628,46.616265],[5.098587,46.587624],[5.128323,46.597938],[5.158067,46.6014],[5.163233,46.60695],[5.139088,46.609744],[5.124817,46.62246]]]}",71018,71,27,200071538,549,Bantanges
"{""type"":""Polygon"",""coordinates"":[[[4.858208,47.093813],[4.838149,47.091818],[4.834725,47.07772],[4.853504,47.061686],[4.868688,47.079716],[4.868267,47.082477],[4.858208,47.093813]]]}",21480,21,27,200006682,244,Pernand-Vergelesses
"{""type"":""Polygon"",""coordinates"":[[[4.84672,46.393116],[4.874087,46.384935],[4.888006,46.402689],[4.888466,46.40331],[4.850484,46.405679],[4.84035,46.398083],[4.84672,46.393116]]]}",71513,71,27,200070308,1125,Senozan
"{""type"":""Polygon"",""coordinates"":[[[5.537988,46.512494],[5.537912,46.482462],[5.549882,46.478415],[5.578758,46.492429],[5.580234,46.509227],[5.564171,46.515135],[5.555457,46.519056],[5.537988,46.512494]]]}",39134,39,27,200090579,226,Chavéria
"{""type"":""Polygon"",""coordinates"":[[[3.563231,48.108121],[3.49345,48.138626],[3.472496,48.153207],[3.455277,48.109235],[3.479122,48.100704],[3.505592,48.096227],[3.563231,48.108121]]]}",89066,89,27,248900664,984,Cerisiers
"{""type"":""Polygon"",""coordinates"":[[[3.381265,47.897638],[3.400951,47.926095],[3.370058,47.940063],[3.343893,47.923184],[3.327131,47.901515],[3.381265,47.897638]]]}",89384,89,27,248900524,700,Senan
"{""type"":""Polygon"",""coordinates"":[[[3.765755,48.015745],[3.784608,48.031575],[3.811989,48.027525],[3.832199,48.036359],[3.822052,48.044137],[3.793022,48.071044],[3.766906,48.071488],[3.758461,48.058184],[3.766102,48.044798],[3.748901,48.020411],[3.765755,48.015745]]]}",89276,89,27,200067304,914,Neuvy-Sautour
"{""type"":""Polygon"",""coordinates"":[[[5.621547,46.750525],[5.617931,46.76053],[5.599627,46.754118],[5.580788,46.75988],[5.57723,46.740858],[5.590087,46.737971],[5.600464,46.727],[5.624942,46.726261],[5.621547,46.750525]]]}",39582,39,27,200069615,746,Voiteur
"{""type"":""Polygon"",""coordinates"":[[[5.474464,46.867694],[5.481226,46.870534],[5.500296,46.877875],[5.497659,46.897863],[5.488775,46.903535],[5.477577,46.895127],[5.470582,46.878059],[5.474464,46.867694]]]}",39196,39,27,200069615,106,Les Deux-Fays
"{""type"":""Polygon"",""coordinates"":[[[6.361062,47.266857],[6.378434,47.289738],[6.358812,47.294993],[6.332913,47.314096],[6.322481,47.306909],[6.312588,47.298931],[6.342968,47.27756],[6.35329,47.26294],[6.361062,47.266857]]]}",25520,25,27,242504447,172,Saint-Juan
"{""type"":""Polygon"",""coordinates"":[[[6.241752,47.714958],[6.220529,47.749044],[6.204892,47.733614],[6.237973,47.717022],[6.241752,47.714958]]]}",70569,70,27,200041879,65,Vilory
"{""type"":""Polygon"",""coordinates"":[[[3.194643,47.374895],[3.187263,47.352814],[3.199757,47.360873],[3.250138,47.334059],[3.241291,47.319387],[3.262322,47.335831],[3.293605,47.319269],[3.305458,47.323942],[3.294104,47.341079],[3.24931,47.364254],[3.257414,47.376024],[3.205063,47.369102],[3.194643,47.374895]]]}",58081,58,27,200067916,321,Colméry
"{""type"":""Polygon"",""coordinates"":[[[5.452477,47.166299],[5.488033,47.163624],[5.497865,47.183074],[5.495305,47.184476],[5.452502,47.193923],[5.452477,47.166299]]]}",39141,39,27,200010650,280,Chevigny
"{""type"":""Polygon"",""coordinates"":[[[6.762046,47.313843],[6.801711,47.317845],[6.801779,47.321849],[6.778164,47.327277],[6.75854,47.333116],[6.751208,47.330132],[6.762046,47.313843]]]}",25061,25,27,200023075,114,Bief
"{""type"":""Polygon"",""coordinates"":[[[5.090012,47.074283],[5.093003,47.046393],[5.118505,47.052166],[5.134564,47.060681],[5.090273,47.075139],[5.090012,47.074283]]]}",21035,21,27,242101509,331,Auvillars-sur-Saône
"{""type"":""Polygon"",""coordinates"":[[[3.159544,48.19594],[3.173777,48.164861],[3.201177,48.170964],[3.200367,48.185713],[3.191111,48.189917],[3.159544,48.19594]]]}",89466,89,27,248900748,390,Villeroy
"{""type"":""Polygon"",""coordinates"":[[[5.864697,47.375591],[5.82583,47.386475],[5.794988,47.373689],[5.797798,47.360035],[5.813039,47.352201],[5.850189,47.368286],[5.863058,47.367457],[5.864697,47.375591]]]}",70039,70,27,247000698,337,Autoreille
"{""type"":""Polygon"",""coordinates"":[[[3.250871,47.661748],[3.268767,47.676429],[3.31088,47.694433],[3.312016,47.696303],[3.242835,47.723477],[3.233918,47.720517],[3.222022,47.721129],[3.23275,47.70247],[3.222371,47.68978],[3.22597,47.66189],[3.236224,47.659566],[3.250871,47.661748]]]}",89173,89,27,200067130,475,Fontaines
"{""type"":""Polygon"",""coordinates"":[[[4.049822,46.180933],[4.060176,46.188534],[4.064299,46.206519],[4.038044,46.224996],[4.035484,46.228147],[3.992568,46.228703],[3.965164,46.202859],[3.988531,46.169854],[4.031185,46.172154],[4.049822,46.180933]]]}",71291,71,27,247100639,994,Melay
"{""type"":""Polygon"",""coordinates"":[[[3.398749,46.918293],[3.436418,46.926348],[3.456367,46.934445],[3.445196,46.949194],[3.428269,46.956856],[3.401028,46.96032],[3.371042,46.950685],[3.341744,46.927146],[3.360003,46.909288],[3.398749,46.918293]]]}",58028,58,27,200067908,115,Beaumont-Sardolles
"{""type"":""Polygon"",""coordinates"":[[[4.230315,47.589689],[4.243584,47.575818],[4.284012,47.573065],[4.306716,47.579849],[4.305845,47.589895],[4.305414,47.590261],[4.260217,47.592683],[4.230315,47.589689]]]}",21604,21,27,242101491,139,Senailly
"{""type"":""Polygon"",""coordinates"":[[[4.346648,47.766636],[4.365774,47.749221],[4.399124,47.752843],[4.389173,47.734868],[4.373917,47.730339],[4.371815,47.713632],[4.410064,47.6992],[4.434891,47.724658],[4.438981,47.754464],[4.401566,47.75478],[4.388249,47.774708],[4.346648,47.766636]]]}",21594,21,27,242101434,200,Savoisy
"{""type"":""Polygon"",""coordinates"":[[[5.617007,47.002941],[5.617115,47.002387],[5.643092,46.99043],[5.64921,47.011229],[5.658921,47.028115],[5.653238,47.046564],[5.629508,47.036884],[5.617911,47.045073],[5.631266,47.017425],[5.617007,47.002941]]]}",39350,39,27,243900420,317,Montbarrey
"{""type"":""Polygon"",""coordinates"":[[[4.980299,47.540595],[4.983088,47.552575],[4.948499,47.572787],[4.941564,47.558933],[4.949672,47.535719],[4.919688,47.502588],[4.921663,47.490562],[4.941981,47.49186],[4.948762,47.511715],[4.980299,47.540595]]]}",21208,21,27,242100154,168,Courtivron
"{""type"":""Polygon"",""coordinates"":[[[5.438506,47.344655],[5.434904,47.319343],[5.473732,47.324138],[5.493473,47.333162],[5.489907,47.354497],[5.488848,47.356049],[5.468736,47.340771],[5.438506,47.344655]]]}",21316,21,27,200070902,333,Heuilley-sur-Saône
"{""type"":""Polygon"",""coordinates"":[[[6.878622,47.629695],[6.890091,47.622179],[6.894144,47.621881],[6.910768,47.638605],[6.909533,47.644947],[6.888468,47.646443],[6.878622,47.629695]]]}",90076,90,27,200069052,1169,Pérouse
"{""type"":""Polygon"",""coordinates"":[[[6.963374,47.616087],[6.949939,47.612758],[6.944185,47.595985],[6.950725,47.593244],[6.951739,47.594109],[6.977763,47.596412],[6.978861,47.606607],[6.963374,47.616087]]]}",90074,90,27,200069052,299,Novillard
"{""type"":""Polygon"",""coordinates"":[[[6.381703,47.33854],[6.349529,47.326525],[6.341405,47.320258],[6.371082,47.315462],[6.385021,47.322658],[6.381703,47.33854]]]}",25465,25,27,242504447,195,Pont-les-Moulins
"{""type"":""Polygon"",""coordinates"":[[[5.345651,47.076606],[5.359401,47.080836],[5.335292,47.088019],[5.312499,47.10829],[5.280852,47.102198],[5.292744,47.090187],[5.33166,47.076849],[5.345651,47.076606]]]}",21575,21,27,242101509,350,Saint-Symphorien-sur-Saône
"{""type"":""Polygon"",""coordinates"":[[[6.981692,47.718901],[6.984215,47.716359],[6.99193,47.714416],[7.032486,47.726114],[7.020967,47.7346],[6.981692,47.718901]]]}",90078,90,27,200069060,190,Petitefontaine
"{""type"":""Polygon"",""coordinates"":[[[5.055617,47.372143],[5.079264,47.386842],[5.076687,47.387687],[5.061951,47.390935],[5.051668,47.377335],[5.055617,47.372143]]]}",21059,21,27,200069540,866,Bellefond
"{""type"":""Polygon"",""coordinates"":[[[4.716529,46.970068],[4.731766,46.967178],[4.762211,46.98862],[4.749497,47.010836],[4.724908,46.98857],[4.702323,46.985512],[4.702305,46.969949],[4.716529,46.970068]]]}",21037,21,27,200006682,304,Auxey-Duresses
"{""type"":""Polygon"",""coordinates"":[[[4.219643,46.185003],[4.224896,46.177749],[4.226613,46.178486],[4.256204,46.204693],[4.250209,46.213393],[4.238923,46.208082],[4.219643,46.185003]]]}",71451,71,27,200070548,92,Saint-Martin-de-Lixy
"{""type"":""Polygon"",""coordinates"":[[[6.599701,47.55938],[6.610741,47.566881],[6.602123,47.594235],[6.5748,47.599256],[6.568901,47.583251],[6.575253,47.559851],[6.57865,47.555744],[6.599701,47.55938]]]}",70277,70,27,247000714,387,Granges-le-Bourg
"{""type"":""Polygon"",""coordinates"":[[[4.303397,47.338002],[4.329835,47.343097],[4.346234,47.354431],[4.35507,47.380182],[4.334172,47.398121],[4.320823,47.381255],[4.302219,47.387709],[4.274765,47.38111],[4.289657,47.362259],[4.292279,47.339465],[4.303397,47.338002]]]}",21678,21,27,200071017,189,Vic-sous-Thil
"{""type"":""Polygon"",""coordinates"":[[[4.711657,46.676654],[4.682392,46.671073],[4.656202,46.677691],[4.660124,46.663501],[4.699622,46.657979],[4.723013,46.648494],[4.740276,46.667774],[4.711657,46.676654]]]}",71124,71,27,247104094,208,Chenôves
"{""type"":""Polygon"",""coordinates"":[[[5.603233,47.533701],[5.602326,47.528359],[5.622227,47.526802],[5.655563,47.505254],[5.652779,47.528096],[5.660579,47.53497],[5.661496,47.538376],[5.650776,47.54303],[5.630653,47.539958],[5.603233,47.533701]]]}",70546,70,27,247000623,227,Vereux
"{""type"":""Polygon"",""coordinates"":[[[4.223905,47.948496],[4.225816,47.97209],[4.195542,47.967875],[4.207836,47.946595],[4.185496,47.940269],[4.167529,47.924279],[4.167574,47.921089],[4.175829,47.918415],[4.214275,47.912374],[4.242811,47.918256],[4.289372,47.911239],[4.300047,47.90106],[4.312921,47.905114],[4.292797,47.925881],[4.266493,47.923956],[4.245063,47.930027],[4.223905,47.948496]]]}",89019,89,27,200039642,152,Arthonnay
"{""type"":""Polygon"",""coordinates"":[[[3.917439,47.819353],[3.90327,47.818709],[3.899663,47.796187],[3.92475,47.789049],[3.943932,47.807331],[3.939511,47.819506],[3.917439,47.819353]]]}",89482,89,27,200039642,127,Viviers
"{""type"":""Polygon"",""coordinates"":[[[5.642833,46.649978],[5.665566,46.647388],[5.678514,46.66946],[5.706642,46.675194],[5.631057,46.674619],[5.642833,46.649978]]]}",39558,39,27,200071116,274,Vevy
"{""type"":""Polygon"",""coordinates"":[[[5.554776,46.645731],[5.55444,46.630203],[5.565862,46.626298],[5.563742,46.641305],[5.554776,46.645731]]]}",39334,39,27,200071116,130,Moiron
