geometry,INSEE_COM,INSEE_DEP,INSEE_REG,CODE_EPCI,POPULATION,NOM_COM
"{""type"":""Polygon"",""coordinates"":[[[5.609727,47.297473],[5.598156,47.320554],[5.59021,47.319428],[5.5757,47.319],[5.591478,47.307644],[5.566731,47.293547],[5.547123,47.30965],[5.522398,47.305916],[5.53157,47.284105],[5.555215,47.268889],[5.573034,47.26171],[5.599702,47.283013],[5.610922,47.283646],[5.620058,47.289143],[5.609727,47.297473]]]}",70408,70,27,200036549,1084,Pesmes
"{""type"":""Polygon"",""coordinates"":[[[6.307604,47.828296],[6.309128,47.828924],[6.321868,47.833263],[6.296017,47.857261],[6.276133,47.854489],[6.28869,47.82631],[6.307604,47.828296]]]}",70284,70,27,200041721,267,Hautevelle
"{""type"":""Polygon"",""coordinates"":[[[5.981852,47.513988],[5.981223,47.531112],[5.949307,47.528059],[5.950841,47.514081],[5.981852,47.513988]]]}",70301,70,27,247000698,62,Lieffrans
"{""type"":""Polygon"",""coordinates"":[[[4.834086,47.83666],[4.841847,47.82417],[4.86564,47.813803],[4.892909,47.809467],[4.894242,47.811104],[4.892279,47.834735],[4.865459,47.842871],[4.834086,47.83666]]]}",21262,21,27,242101434,31,Faverolles-lès-Lucey
"{""type"":""Polygon"",""coordinates"":[[[3.353073,48.198696],[3.344306,48.197468],[3.315529,48.18157],[3.340177,48.143278],[3.345758,48.136477],[3.376952,48.13437],[3.391447,48.135778],[3.374124,48.158056],[3.384668,48.169697],[3.351924,48.172703],[3.36092,48.19067],[3.353073,48.198696]]]}",89239,89,27,248900334,1533,Malay-le-Grand
"{""type"":""Polygon"",""coordinates"":[[[4.546066,47.913164],[4.537501,47.919307],[4.53066,47.922734],[4.523732,47.904892],[4.529951,47.894094],[4.550619,47.909633],[4.546066,47.913164]]]}",21711,21,27,242101434,107,Vix
"{""type"":""Polygon"",""coordinates"":[[[3.853564,47.091985],[3.851675,47.098459],[3.829761,47.098908],[3.822891,47.07979],[3.829238,47.060537],[3.851235,47.043783],[3.858117,47.040685],[3.874126,47.057521],[3.857292,47.070558],[3.853564,47.091985]]]}",58099,58,27,200067890,170,Dommartin
"{""type"":""Polygon"",""coordinates"":[[[3.427004,48.120513],[3.455277,48.109235],[3.472496,48.153207],[3.440459,48.158334],[3.414846,48.134848],[3.409913,48.130908],[3.427004,48.120513]]]}",89434,89,27,248900664,364,Vaumort
"{""type"":""Polygon"",""coordinates"":[[[6.013615,47.160833],[5.989602,47.192991],[5.987404,47.190638],[5.975601,47.175153],[5.978353,47.158714],[6.0078,47.155216],[6.013832,47.1575],[6.013615,47.160833]]]}",25473,25,27,242500361,742,Pugey
"{""type"":""Polygon"",""coordinates"":[[[3.599005,47.877104],[3.612965,47.891704],[3.61898,47.915847],[3.579106,47.923411],[3.571729,47.895778],[3.581675,47.880262],[3.599005,47.877104]]]}",89382,89,27,200067304,1522,Seignelay
"{""type"":""Polygon"",""coordinates"":[[[4.723355,46.632518],[4.734191,46.624773],[4.779412,46.646144],[4.768482,46.66899],[4.7654,46.674766],[4.740276,46.667774],[4.723013,46.648494],[4.723355,46.632518]]]}",71296,71,27,247104094,753,Messey-sur-Grosne
"{""type"":""Polygon"",""coordinates"":[[[3.05369,47.164551],[3.074024,47.166138],[3.093271,47.154705],[3.134477,47.159204],[3.153379,47.156422],[3.176365,47.169979],[3.173337,47.180811],[3.148807,47.190712],[3.14179,47.201738],[3.105546,47.211756],[3.094545,47.193679],[3.060382,47.190794],[3.05369,47.164551]]]}",58220,58,27,200068088,673,Raveau
"{""type"":""Polygon"",""coordinates"":[[[6.895095,47.381708],[6.909535,47.396191],[6.889361,47.387476],[6.890081,47.384315],[6.895095,47.381708]]]}",25194,25,27,200065647,113,Dannemarie
"{""type"":""Polygon"",""coordinates"":[[[3.705354,47.318037],[3.701199,47.335497],[3.696922,47.340477],[3.676831,47.333377],[3.66077,47.318908],[3.665725,47.308422],[3.667247,47.30362],[3.673004,47.285722],[3.693437,47.289758],[3.685697,47.29426],[3.705354,47.318037]]]}",58224,58,27,200067692,93,Ruages
"{""type"":""Polygon"",""coordinates"":[[[5.998122,46.75775],[6.017336,46.757149],[6.025578,46.7786],[6.021776,46.783238],[6.020983,46.783089],[6.004488,46.774961],[5.998122,46.75775]]]}",39203,39,27,200069623,101,Doye
"{""type"":""Polygon"",""coordinates"":[[[3.683092,47.376633],[3.649129,47.373409],[3.643976,47.3713],[3.648787,47.349101],[3.641236,47.342271],[3.649883,47.337178],[3.665922,47.343758],[3.679597,47.353406],[3.685988,47.372403],[3.683092,47.376633]]]}",58308,58,27,200067692,62,Vignol
"{""type"":""Polygon"",""coordinates"":[[[5.775732,47.743358],[5.775546,47.739807],[5.764415,47.729081],[5.780592,47.719606],[5.811968,47.734476],[5.801702,47.751683],[5.775732,47.743358]]]}",70329,70,27,200036150,63,Malvillers
"{""type"":""Polygon"",""coordinates"":[[[6.055907,47.467967],[6.062833,47.444183],[6.080366,47.440574],[6.082807,47.443595],[6.087487,47.448087],[6.082657,47.46347],[6.055907,47.467967]]]}",70326,70,27,247000706,307,La Malachère
"{""type"":""Polygon"",""coordinates"":[[[4.269721,47.541331],[4.26046,47.544001],[4.241421,47.530071],[4.245521,47.52152],[4.256608,47.520405],[4.269721,47.541331]]]}",21324,21,27,200071017,52,Jeux-lès-Bard
"{""type"":""Polygon"",""coordinates"":[[[5.399754,47.379955],[5.397988,47.38874],[5.382934,47.405405],[5.357493,47.403862],[5.35607,47.382693],[5.37746,47.372766],[5.38582,47.37203],[5.399754,47.379955]]]}",21167,21,27,200072825,126,Cheuge
"{""type"":""Polygon"",""coordinates"":[[[4.334234,47.05697],[4.314455,47.066374],[4.309084,47.04028],[4.321403,47.027922],[4.360364,47.032445],[4.350581,47.048786],[4.334234,47.05697]]]}",71144,71,27,200070530,190,Cordesse
"{""type"":""Polygon"",""coordinates"":[[[3.031553,47.513894],[3.047077,47.512284],[3.069628,47.517432],[3.097645,47.507459],[3.107007,47.530232],[3.122802,47.53948],[3.116302,47.567609],[3.120257,47.578878],[3.112006,47.583633],[3.101781,47.588164],[3.071924,47.579658],[3.060352,47.569596],[3.030845,47.560567],[3.03899,47.543162],[3.031553,47.513894]]]}",58227,58,27,200067130,1258,Saint-Amand-en-Puisaye
"{""type"":""Polygon"",""coordinates"":[[[4.6433,47.727234],[4.640553,47.727678],[4.611234,47.714977],[4.618925,47.701495],[4.646826,47.70948],[4.6433,47.727234]]]}",21470,21,27,242101434,51,Origny
"{""type"":""Polygon"",""coordinates"":[[[3.59477,47.952414],[3.582171,47.929147],[3.571374,47.926364],[3.579106,47.923411],[3.61898,47.915847],[3.641388,47.927572],[3.608331,47.936606],[3.59477,47.952414]]]}",89200,89,27,200067304,390,Hauterive
"{""type"":""Polygon"",""coordinates"":[[[4.716239,47.328161],[4.736428,47.331569],[4.743403,47.341458],[4.7273,47.345284],[4.714458,47.36903],[4.715202,47.390434],[4.686047,47.380673],[4.703934,47.354881],[4.716239,47.328161]]]}",21121,21,27,200039055,77,Bussy-la-Pesle
"{""type"":""Polygon"",""coordinates"":[[[5.672704,46.937508],[5.660578,46.964603],[5.650414,46.972078],[5.649924,46.960084],[5.622076,46.929838],[5.639924,46.920674],[5.660681,46.920932],[5.672704,46.937508]]]}",39223,39,27,200071595,198,La Ferté
"{""type"":""Polygon"",""coordinates"":[[[5.554321,47.566055],[5.569772,47.551591],[5.586453,47.547507],[5.588084,47.548014],[5.597837,47.568],[5.596354,47.593698],[5.592493,47.596882],[5.563162,47.58878],[5.554321,47.566055]]]}",70252,70,27,247000623,176,Framont
"{""type"":""Polygon"",""coordinates"":[[[5.615605,47.37335],[5.636797,47.362042],[5.643758,47.364293],[5.641075,47.375512],[5.615605,47.37335]]]}",70030,70,27,200036549,48,Arsans
"{""type"":""Polygon"",""coordinates"":[[[6.36614,47.8812],[6.367008,47.900885],[6.353524,47.9158],[6.313796,47.906241],[6.290071,47.888113],[6.294948,47.879249],[6.32682,47.884955],[6.36614,47.8812]]]}",70171,70,27,200041721,1282,Corbenay
"{""type"":""Polygon"",""coordinates"":[[[6.873225,47.268792],[6.88563,47.259846],[6.904977,47.266335],[6.893137,47.276736],[6.873225,47.268792]]]}",25234,25,27,200023075,172,Ferrières-le-Lac
"{""type"":""Polygon"",""coordinates"":[[[6.942673,47.484916],[6.922713,47.500078],[6.907492,47.494848],[6.915702,47.47823],[6.938478,47.473131],[6.942673,47.484916]]]}",90009,90,27,249000241,5007,Beaucourt
"{""type"":""Polygon"",""coordinates"":[[[5.714962,46.451049],[5.734206,46.449334],[5.756819,46.459243],[5.76301,46.477256],[5.733444,46.482588],[5.714962,46.451049]]]}",39179,39,27,200090579,239,Crenans
"{""type"":""Polygon"",""coordinates"":[[[6.325765,47.420703],[6.303646,47.430199],[6.294481,47.426038],[6.296962,47.40629],[6.325765,47.420703]]]}",25498,25,27,200068294,48,Rognon
"{""type"":""Polygon"",""coordinates"":[[[3.172316,47.070802],[3.180347,47.05553],[3.179489,47.032046],[3.209494,47.022493],[3.209703,47.049049],[3.241447,47.076272],[3.249551,47.083196],[3.208091,47.086227],[3.190529,47.081462],[3.172316,47.070802]]]}",58300,58,27,200068088,1775,Urzy
"{""type"":""Polygon"",""coordinates"":[[[5.185434,47.557904],[5.169715,47.569054],[5.123734,47.549658],[5.156918,47.527709],[5.173631,47.526931],[5.185434,47.557904]]]}",21240,21,27,242100154,299,Échevannes
"{""type"":""Polygon"",""coordinates"":[[[6.742125,47.542889],[6.747924,47.536791],[6.749815,47.537166],[6.76546,47.517883],[6.77963,47.509502],[6.797249,47.492796],[6.822301,47.491294],[6.824705,47.492936],[6.824226,47.508414],[6.818556,47.519422],[6.808456,47.531786],[6.780632,47.536649],[6.769678,47.53776],[6.758203,47.541574],[6.742125,47.542889]]]}",25388,25,27,200065647,25395,Montbéliard
"{""type"":""Polygon"",""coordinates"":[[[6.029019,46.795827],[6.031338,46.793524],[6.021776,46.783238],[6.025578,46.7786],[6.059082,46.780926],[6.075741,46.781537],[6.072872,46.794978],[6.053741,46.802996],[6.035747,46.809033],[6.029019,46.795827]]]}",39329,39,27,200069623,166,Mièges
"{""type"":""Polygon"",""coordinates"":[[[5.010215,46.77727],[5.020438,46.768246],[5.044083,46.770706],[5.034934,46.799002],[5.016065,46.79328],[5.010215,46.77727]]]}",71228,71,27,200040038,206,Guerfand
"{""type"":""Polygon"",""coordinates"":[[[4.068763,47.605211],[4.05972,47.635728],[4.03522,47.638952],[4.031819,47.618201],[4.042998,47.607099],[4.060315,47.607544],[4.068763,47.605211]]]}",89012,89,27,200039709,86,Annoux
"{""type"":""Polygon"",""coordinates"":[[[3.364669,47.405748],[3.307967,47.431655],[3.28418,47.434308],[3.286458,47.415863],[3.298232,47.388645],[3.31408,47.375244],[3.30866,47.364809],[3.335486,47.367078],[3.353133,47.377376],[3.368116,47.396576],[3.364669,47.405748]]]}",58058,58,27,200067429,315,La Chapelle-Saint-André
"{""type"":""Polygon"",""coordinates"":[[[4.213129,47.374801],[4.254977,47.386684],[4.266864,47.403942],[4.247675,47.408956],[4.243709,47.421736],[4.203011,47.423658],[4.217117,47.40449],[4.213129,47.374801]]]}",21232,21,27,200071017,211,Dompierre-en-Morvan
"{""type"":""Polygon"",""coordinates"":[[[5.982529,47.194242],[5.989395,47.200677],[5.963495,47.213718],[5.940879,47.215786],[5.933317,47.210983],[5.929859,47.196515],[5.962323,47.185125],[5.982529,47.194242]]]}",25036,25,27,242500361,2255,Avanne-Aveney
"{""type"":""Polygon"",""coordinates"":[[[7.018948,47.650917],[7.039304,47.650505],[7.041367,47.672368],[7.037451,47.675373],[7.00964,47.668016],[7.018948,47.650917]]]}",90084,90,27,200069052,342,Reppe
"{""type"":""Polygon"",""coordinates"":[[[6.044085,47.74867],[6.046909,47.751387],[6.035445,47.749205],[6.027645,47.736505],[6.016469,47.717373],[6.028779,47.718885],[6.051005,47.731247],[6.044085,47.74867]]]}",70167,70,27,200041879,360,Conflandey
"{""type"":""Polygon"",""coordinates"":[[[6.546332,47.143635],[6.524097,47.145163],[6.50237,47.134105],[6.477517,47.102822],[6.492761,47.076555],[6.516929,47.075694],[6.539474,47.112956],[6.546332,47.143635]]]}",25432,25,27,242504181,2129,Orchamps-Vennes
"{""type"":""Polygon"",""coordinates"":[[[4.580957,47.30415],[4.569691,47.324211],[4.537524,47.341745],[4.530691,47.344242],[4.499731,47.34338],[4.50602,47.330418],[4.507553,47.314417],[4.510946,47.310291],[4.538367,47.318828],[4.580957,47.30415]]]}",21613,21,27,200071017,153,Soussey-sur-Brionne
"{""type"":""Polygon"",""coordinates"":[[[4.0953,46.252802],[4.111866,46.266249],[4.117421,46.294649],[4.081462,46.293849],[4.067695,46.289719],[4.066764,46.289176],[4.05913,46.267376],[4.0953,46.252802]]]}",71510,71,27,247103864,623,Semur-en-Brionnais
"{""type"":""Polygon"",""coordinates"":[[[4.226941,47.641034],[4.24729,47.658184],[4.227436,47.678952],[4.184409,47.679071],[4.179704,47.646934],[4.215012,47.630643],[4.226941,47.641034]]]}",89004,89,27,200039642,245,Aisy-sur-Armançon
"{""type"":""Polygon"",""coordinates"":[[[4.565589,47.879277],[4.535544,47.889994],[4.508032,47.880088],[4.520325,47.868223],[4.48878,47.831694],[4.523192,47.840062],[4.552223,47.856198],[4.565589,47.879277]]]}",21545,21,27,242101434,943,Sainte-Colombe-sur-Seine
"{""type"":""Polygon"",""coordinates"":[[[6.439091,47.415435],[6.444458,47.42674],[6.42659,47.435828],[6.401533,47.429017],[6.396533,47.421885],[6.409879,47.409981],[6.431517,47.404365],[6.439091,47.415435]]]}",25613,25,27,200068294,94,Viéthorey
"{""type"":""Polygon"",""coordinates"":[[[3.791611,47.572089],[3.813292,47.573026],[3.834921,47.580551],[3.860979,47.57877],[3.860898,47.580394],[3.858685,47.602154],[3.84458,47.610184],[3.814248,47.614022],[3.798643,47.600405],[3.807878,47.580507],[3.791611,47.572089]]]}",89312,89,27,200039709,253,Précy-le-Sec
"{""type"":""Polygon"",""coordinates"":[[[5.978748,47.399143],[5.989941,47.38348],[5.974343,47.363993],[5.980485,47.358866],[6.004131,47.357784],[6.028036,47.385382],[6.014399,47.408006],[5.978748,47.399143]]]}",70085,70,27,247000706,623,Boult
"{""type"":""Polygon"",""coordinates"":[[[5.626929,47.13494],[5.645136,47.074559],[5.67095,47.080343],[5.657803,47.124726],[5.656695,47.134932],[5.636236,47.139201],[5.626929,47.13494]]]}",39400,39,27,243900560,140,Our
"{""type"":""Polygon"",""coordinates"":[[[6.222734,47.750529],[6.212053,47.781515],[6.215623,47.796404],[6.210258,47.798791],[6.204609,47.785109],[6.182958,47.788185],[6.192383,47.754678],[6.222734,47.750529]]]}",70555,70,27,200041861,176,La Villedieu-en-Fontenette
"{""type"":""Polygon"",""coordinates"":[[[6.816831,47.646587],[6.827517,47.651328],[6.810204,47.652925],[6.816831,47.646587]]]}",90029,90,27,200069052,1957,Cravanche
"{""type"":""Polygon"",""coordinates"":[[[4.938688,47.278352],[4.938129,47.278098],[4.931977,47.267676],[4.90005,47.262878],[4.906162,47.260519],[4.972836,47.254251],[5.012512,47.247451],[5.021913,47.239957],[4.999625,47.263278],[4.938688,47.278352]]]}",21200,21,27,200070894,1130,Couchey
"{""type"":""Polygon"",""coordinates"":[[[6.110954,47.772201],[6.117802,47.746859],[6.128033,47.74142],[6.141113,47.714458],[6.161298,47.720449],[6.186892,47.720468],[6.163484,47.741077],[6.163473,47.762907],[6.152889,47.76898],[6.110954,47.772201]]]}",70095,70,27,200041879,635,Breurey-lès-Faverney
"{""type"":""Polygon"",""coordinates"":[[[4.132546,47.307491],[4.174152,47.295243],[4.212038,47.304688],[4.230436,47.316052],[4.220422,47.329136],[4.197577,47.321128],[4.184898,47.339733],[4.161793,47.336502],[4.130404,47.320571],[4.132546,47.307491]]]}",21546,21,27,242101442,207,Saint-Didier
"{""type"":""Polygon"",""coordinates"":[[[6.343412,47.332949],[6.32288,47.342825],[6.302935,47.329176],[6.303864,47.32262],[6.312963,47.322998],[6.343412,47.332949]]]}",25221,25,27,242504447,68,Esnans
"{""type"":""Polygon"",""coordinates"":[[[4.232888,46.394516],[4.193601,46.384171],[4.180241,46.376526],[4.181437,46.358935],[4.198135,46.348218],[4.223022,46.362332],[4.234449,46.355482],[4.260257,46.361473],[4.265755,46.386737],[4.232888,46.394516]]]}",71433,71,27,200071884,487,Saint-Julien-de-Civry
"{""type"":""Polygon"",""coordinates"":[[[4.320176,47.811748],[4.32506,47.847411],[4.294776,47.846666],[4.275945,47.82321],[4.288624,47.813436],[4.320176,47.811748]]]}",89187,89,27,200039642,99,Gigny
"{""type"":""Polygon"",""coordinates"":[[[3.671854,47.50231],[3.709946,47.507108],[3.71251,47.529098],[3.725954,47.538103],[3.710565,47.555464],[3.693894,47.563836],[3.66413,47.549755],[3.673574,47.517843],[3.667285,47.502797],[3.671854,47.50231]]]}",89057,89,27,200039758,302,Brosses
"{""type"":""Polygon"",""coordinates"":[[[5.925753,47.607986],[5.899291,47.615143],[5.869685,47.598379],[5.870429,47.584057],[5.831891,47.593037],[5.829,47.577276],[5.842416,47.568722],[5.861514,47.570583],[5.885038,47.557054],[5.897264,47.560866],[5.917831,47.56406],[5.935259,47.588642],[5.937086,47.59007],[5.925753,47.607986]]]}",70492,70,27,247000367,570,Soing-Cubry-Charentenay
"{""type"":""Polygon"",""coordinates"":[[[3.298664,48.26326],[3.285333,48.245479],[3.286877,48.236047],[3.301644,48.229074],[3.358614,48.233912],[3.364181,48.236235],[3.365047,48.265738],[3.340504,48.278692],[3.321781,48.273685],[3.298664,48.26326]]]}",89399,89,27,248900334,1589,Soucy
"{""type"":""Polygon"",""coordinates"":[[[6.4228,47.482483],[6.410384,47.488696],[6.404332,47.485524],[6.401551,47.466073],[6.413986,47.464554],[6.4228,47.482483]]]}",25419,25,27,200068294,100,Nans
"{""type"":""Polygon"",""coordinates"":[[[6.747924,47.536791],[6.717792,47.528226],[6.726923,47.513905],[6.732942,47.514662],[6.749815,47.537166],[6.747924,47.536791]]]}",25316,25,27,200065647,238,Issans
"{""type"":""Polygon"",""coordinates"":[[[5.662465,47.135051],[5.656695,47.134932],[5.657803,47.124726],[5.662465,47.135051]]]}",39076,39,27,243900560,220,La Bretenière
"{""type"":""Polygon"",""coordinates"":[[[3.490541,46.89688],[3.521509,46.891007],[3.530946,46.913561],[3.510788,46.918977],[3.469048,46.920703],[3.456367,46.934445],[3.436418,46.926348],[3.442863,46.914847],[3.464992,46.917872],[3.490541,46.89688]]]}",58291,58,27,200067700,171,Thianges
"{""type"":""Polygon"",""coordinates"":[[[5.735668,47.150683],[5.752102,47.148025],[5.766377,47.15934],[5.739621,47.184599],[5.756762,47.196702],[5.73763,47.201477],[5.728758,47.195916],[5.724775,47.181102],[5.735668,47.150683]]]}",39190,39,27,243900560,1278,Dampierre
"{""type"":""Polygon"",""coordinates"":[[[4.107966,47.699134],[4.155984,47.703073],[4.175009,47.710241],[4.204138,47.749021],[4.184108,47.744006],[4.155285,47.731183],[4.142494,47.736229],[4.140675,47.735076],[4.105516,47.713426],[4.107966,47.699134]]]}",89470,89,27,200039642,125,Villiers-les-Hauts
"{""type"":""Polygon"",""coordinates"":[[[4.365721,47.42635],[4.354113,47.455343],[4.342163,47.460878],[4.324769,47.457009],[4.325074,47.447054],[4.290051,47.438329],[4.281176,47.426892],[4.2728,47.408657],[4.299095,47.408147],[4.321765,47.423439],[4.344228,47.429395],[4.357739,47.423039],[4.365721,47.42635]]]}",21272,21,27,200071017,264,Le Val-Larrey
"{""type"":""Polygon"",""coordinates"":[[[4.410043,47.53459],[4.435991,47.55453],[4.436599,47.556067],[4.419581,47.575694],[4.400656,47.568319],[4.368873,47.568235],[4.363466,47.564025],[4.369726,47.557297],[4.406305,47.546679],[4.405249,47.536025],[4.410043,47.53459]]]}",21308,21,27,242101459,207,Grignon
"{""type"":""Polygon"",""coordinates"":[[[5.982206,47.834504],[5.995181,47.848445],[5.9595,47.842388],[5.96177,47.836018],[5.982206,47.834504]]]}",70496,70,27,200036150,27,Tartécourt
"{""type"":""Polygon"",""coordinates"":[[[5.84615,46.48133],[5.843029,46.474498],[5.873268,46.444206],[5.892565,46.454459],[5.899749,46.465751],[5.862733,46.492214],[5.84615,46.48133]]]}",39460,39,27,200026573,193,La Rixouse
"{""type"":""Polygon"",""coordinates"":[[[5.810598,46.345517],[5.792073,46.351191],[5.769526,46.339919],[5.768174,46.325944],[5.800664,46.326848],[5.812807,46.33142],[5.810598,46.345517]]]}",39280,39,27,200026573,103,Larrivoire
"{""type"":""Polygon"",""coordinates"":[[[5.585648,46.711184],[5.589152,46.723739],[5.570602,46.731406],[5.565008,46.718143],[5.585648,46.711184]]]}",39349,39,27,200069615,509,Montain
"{""type"":""Polygon"",""coordinates"":[[[3.369492,47.651733],[3.381378,47.632677],[3.427666,47.624446],[3.457106,47.634317],[3.464883,47.650058],[3.459716,47.670779],[3.446374,47.691358],[3.409447,47.695491],[3.395499,47.675926],[3.367904,47.664938],[3.369492,47.651733]]]}",89283,89,27,200067130,606,Ouanne
"{""type"":""Polygon"",""coordinates"":[[[5.462791,46.624449],[5.433503,46.627901],[5.414126,46.614667],[5.43764,46.604011],[5.459716,46.585207],[5.471229,46.597907],[5.492582,46.583272],[5.509155,46.598283],[5.500716,46.607636],[5.492651,46.611363],[5.468048,46.605325],[5.462791,46.624449]]]}",39576,39,27,200072056,912,Val-Sonnette
"{""type"":""Polygon"",""coordinates"":[[[5.099558,46.654959],[5.09407,46.663475],[5.06753,46.653725],[5.081645,46.635917],[5.099558,46.654959]]]}",71386,71,27,200071579,98,Saint-André-en-Bresse
"{""type"":""Polygon"",""coordinates"":[[[5.899038,47.272781],[5.918578,47.290211],[5.881093,47.296229],[5.875828,47.286036],[5.894124,47.270064],[5.899038,47.272781]]]}",25136,25,27,242500361,511,Chaucenne
"{""type"":""Polygon"",""coordinates"":[[[4.006408,47.743909],[4.004556,47.745987],[4.002533,47.734285],[3.976005,47.709202],[3.935772,47.689662],[3.907964,47.696429],[3.906358,47.69557],[3.924063,47.667951],[3.945907,47.661334],[4.002614,47.68473],[4.027202,47.679489],[4.034785,47.688107],[4.028994,47.713786],[4.007805,47.742134],[4.006408,47.743909]]]}",89279,89,27,200039709,580,Noyers
"{""type"":""Polygon"",""coordinates"":[[[6.438439,46.976629],[6.44808,46.995123],[6.430667,46.999245],[6.405576,47.004644],[6.429524,46.995666],[6.438439,46.976629]]]}",25398,25,27,242500320,107,Montflovin
"{""type"":""Polygon"",""coordinates"":[[[6.830719,47.671306],[6.829578,47.673622],[6.797364,47.690643],[6.780174,47.68977],[6.778647,47.675865],[6.787487,47.651655],[6.790398,47.647887],[6.798397,47.650495],[6.807438,47.666747],[6.830719,47.671306]]]}",90042,90,27,200069052,2055,Évette-Salbert
"{""type"":""Polygon"",""coordinates"":[[[3.38933,47.259118],[3.388915,47.259382],[3.367508,47.261564],[3.328392,47.255176],[3.335073,47.24615],[3.325507,47.224609],[3.353618,47.239078],[3.383715,47.23043],[3.394809,47.255515],[3.38933,47.259118]]]}",58014,58,27,200068088,68,Arzembouy
"{""type"":""Polygon"",""coordinates"":[[[4.271162,46.215452],[4.256204,46.204693],[4.226613,46.178486],[4.258059,46.184592],[4.27902,46.187567],[4.295419,46.201106],[4.294003,46.217454],[4.273501,46.224683],[4.271162,46.215452]]]}",71533,71,27,200070548,542,Tancon
"{""type"":""Polygon"",""coordinates"":[[[6.863686,47.678114],[6.853781,47.684106],[6.829578,47.673622],[6.830719,47.671306],[6.850317,47.661165],[6.863686,47.678114]]]}",90099,90,27,200069052,5300,Valdoie
"{""type"":""Polygon"",""coordinates"":[[[4.354224,47.903156],[4.356633,47.897395],[4.395147,47.881871],[4.401818,47.884437],[4.411434,47.916338],[4.403891,47.925395],[4.35945,47.926604],[4.354224,47.903156]]]}",21693,21,27,242101434,69,Villedieu
"{""type"":""Polygon"",""coordinates"":[[[5.408402,46.69858],[5.395345,46.685033],[5.42153,46.672731],[5.432552,46.686826],[5.408402,46.69858]]]}",39457,39,27,200069615,52,Les Repôts
"{""type"":""Polygon"",""coordinates"":[[[5.951758,47.115591],[5.945991,47.098191],[5.956703,47.085737],[5.977656,47.09976],[5.977021,47.104186],[5.961278,47.114236],[5.951758,47.115591]]]}",25171,25,27,200068070,106,Courcelles
"{""type"":""Polygon"",""coordinates"":[[[5.31594,47.423866],[5.326224,47.431337],[5.328144,47.446429],[5.325178,47.448774],[5.285079,47.451939],[5.262797,47.438576],[5.268424,47.431205],[5.31594,47.423866]]]}",21459,21,27,200072825,238,Noiron-sur-Bèze
"{""type"":""Polygon"",""coordinates"":[[[6.51809,47.026619],[6.556455,47.032054],[6.577284,47.044314],[6.551514,47.071832],[6.520528,47.072517],[6.519794,47.048656],[6.509873,47.040331],[6.495617,47.018699],[6.51809,47.026619]]]}",25160,25,27,242504116,737,Les Combes
"{""type"":""Polygon"",""coordinates"":[[[6.72539,47.36007],[6.722289,47.337793],[6.73113,47.336698],[6.739203,47.342181],[6.752433,47.352212],[6.739201,47.364171],[6.72539,47.36007]]]}",25239,25,27,200065647,180,Feule
"{""type"":""Polygon"",""coordinates"":[[[5.584036,47.255072],[5.579653,47.235836],[5.594599,47.213044],[5.609565,47.217553],[5.647731,47.23924],[5.642306,47.256259],[5.610815,47.258916],[5.584036,47.255072]]]}",39528,39,27,243900560,385,Thervay
"{""type"":""Polygon"",""coordinates"":[[[4.167529,47.924279],[4.185496,47.940269],[4.184166,47.955894],[4.167215,47.960137],[4.141839,47.937107],[4.167529,47.924279]]]}",89320,89,27,200039642,60,Quincerot
"{""type"":""Polygon"",""coordinates"":[[[4.751202,47.6979],[4.749092,47.690161],[4.697854,47.663998],[4.700564,47.662949],[4.715001,47.641631],[4.782399,47.664056],[4.79855,47.664634],[4.789743,47.686004],[4.767043,47.700572],[4.759146,47.705249],[4.751202,47.6979]]]}",21004,21,27,242101434,282,Aignay-le-Duc
"{""type"":""Polygon"",""coordinates"":[[[6.232686,47.413965],[6.225937,47.402474],[6.244562,47.393535],[6.247571,47.375487],[6.251698,47.372266],[6.259975,47.403994],[6.26028,47.41271],[6.257868,47.413692],[6.241516,47.410733],[6.232686,47.413965]]]}",25107,25,27,242504447,191,Cendrey
"{""type"":""Polygon"",""coordinates"":[[[6.43707,47.582394],[6.455171,47.582159],[6.464988,47.593739],[6.456131,47.603301],[6.43577,47.599834],[6.43707,47.582394]]]}",70307,70,27,247000714,125,Longevelle
"{""type"":""Polygon"",""coordinates"":[[[3.2018,47.305213],[3.236367,47.30547],[3.241291,47.319387],[3.250138,47.334059],[3.199757,47.360873],[3.187263,47.352814],[3.189598,47.347343],[3.2018,47.305213]]]}",58048,58,27,200067916,94,Cessy-les-Bois
"{""type"":""Polygon"",""coordinates"":[[[5.435611,47.450446],[5.438479,47.444352],[5.434648,47.419801],[5.444885,47.407733],[5.479509,47.420755],[5.488652,47.408587],[5.491354,47.423033],[5.481176,47.421344],[5.447465,47.451109],[5.471199,47.466559],[5.480804,47.46085],[5.505649,47.486654],[5.520918,47.495074],[5.50723,47.503424],[5.460757,47.501564],[5.454036,47.506518],[5.447584,47.496422],[5.431493,47.468376],[5.435611,47.450446]]]}",70041,70,27,200036549,374,Autrey-lès-Gray
"{""type"":""Polygon"",""coordinates"":[[[3.891787,47.582054],[3.900227,47.578978],[3.915868,47.548026],[3.925482,47.55372],[3.941836,47.561049],[3.914896,47.591195],[3.891787,47.582054]]]}",89415,89,27,200039758,203,Thory
