dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
89,0,2020-06-16,26,3,89,89
90,0,2020-06-16,32,3,183,90
21,0,2020-06-17,27,2,248,21
25,0,2020-06-17,22,3,149,25
39,0,2020-06-17,12,0,60,39
58,0,2020-06-17,10,1,27,58
70,0,2020-06-17,19,0,77,70
71,0,2020-06-17,53,5,199,71
89,0,2020-06-17,25,3,89,89
90,0,2020-06-17,29,1,184,90
21,0,2020-06-18,24,2,248,21
25,0,2020-06-18,22,3,149,25
39,0,2020-06-18,13,0,60,39
58,0,2020-06-18,10,1,27,58
70,0,2020-06-18,19,0,77,70
71,0,2020-06-18,53,5,199,71
89,0,2020-06-18,24,3,89,89
90,0,2020-06-18,27,1,185,90
21,0,2020-06-19,24,2,248,21
25,0,2020-06-19,22,3,149,25
39,0,2020-06-19,12,0,60,39
58,0,2020-06-19,10,1,27,58
70,0,2020-06-19,19,0,77,70
71,0,2020-06-19,38,4,199,71
89,0,2020-06-19,21,1,89,89
90,0,2020-06-19,27,1,185,90
21,0,2020-06-20,24,2,248,21
25,0,2020-06-20,22,3,149,25
39,0,2020-06-20,12,0,60,39
58,0,2020-06-20,11,1,27,58
70,0,2020-06-20,19,0,77,70
71,0,2020-06-20,38,4,199,71
89,0,2020-06-20,20,1,89,89
90,0,2020-06-20,27,1,185,90
21,0,2020-06-21,24,2,248,21
25,0,2020-06-21,22,3,149,25
39,0,2020-06-21,12,0,60,39
58,0,2020-06-21,11,1,27,58
70,0,2020-06-21,19,0,77,70
71,0,2020-06-21,38,4,199,71
89,0,2020-06-21,20,1,89,89
90,0,2020-06-21,27,1,185,90
21,0,2020-06-22,24,2,248,21
25,0,2020-06-22,21,2,150,25
39,0,2020-06-22,11,0,60,39
58,0,2020-06-22,12,1,27,58
70,0,2020-06-22,19,0,77,70
71,0,2020-06-22,34,4,199,71
89,0,2020-06-22,22,1,89,89
90,0,2020-06-22,28,2,185,90
21,0,2020-06-23,25,2,248,21
25,0,2020-06-23,19,2,150,25
39,0,2020-06-23,12,0,60,39
58,0,2020-06-23,12,1,27,58
70,0,2020-06-23,19,0,77,70
71,0,2020-06-23,28,5,199,71
89,0,2020-06-23,23,1,89,89
90,0,2020-06-23,29,2,185,90
21,0,2020-06-24,24,2,248,21
25,0,2020-06-24,18,2,151,25
39,0,2020-06-24,13,0,60,39
58,0,2020-06-24,9,1,27,58
70,0,2020-06-24,19,0,77,70
71,0,2020-06-24,27,5,199,71
89,0,2020-06-24,24,1,89,89
90,0,2020-06-24,28,2,185,90
21,0,2020-06-25,23,2,248,21
25,0,2020-06-25,18,2,151,25
39,0,2020-06-25,13,0,60,39
58,0,2020-06-25,9,1,27,58
70,0,2020-06-25,19,0,77,70
71,0,2020-06-25,27,5,199,71
89,0,2020-06-25,23,1,89,89
90,0,2020-06-25,25,1,186,90
21,0,2020-06-26,23,2,248,21
25,0,2020-06-26,19,2,151,25
39,0,2020-06-26,13,0,60,39
58,0,2020-06-26,8,1,27,58
70,0,2020-06-26,19,0,77,70
71,0,2020-06-26,28,5,199,71
89,0,2020-06-26,23,1,89,89
90,0,2020-06-26,25,1,186,90
21,0,2020-06-27,24,2,248,21
25,0,2020-06-27,19,2,151,25
39,0,2020-06-27,15,1,60,39
58,0,2020-06-27,8,1,27,58
70,0,2020-06-27,19,0,77,70
71,0,2020-06-27,28,5,199,71
89,0,2020-06-27,24,1,89,89
90,0,2020-06-27,24,1,186,90
21,0,2020-06-28,25,2,248,21
25,0,2020-06-28,19,2,151,25
39,0,2020-06-28,15,1,60,39
58,0,2020-06-28,8,1,27,58
70,0,2020-06-28,19,0,77,70
71,0,2020-06-28,28,5,199,71
89,0,2020-06-28,24,1,89,89
90,0,2020-06-28,23,1,186,90
21,0,2020-06-29,24,2,248,21
25,0,2020-06-29,18,2,151,25
39,0,2020-06-29,15,1,60,39
58,0,2020-06-29,8,1,27,58
70,0,2020-06-29,19,0,77,70
71,0,2020-06-29,29,4,199,71
89,0,2020-06-29,27,1,89,89
90,0,2020-06-29,22,1,187,90
21,0,2020-06-30,24,2,248,21
25,0,2020-06-30,17,2,151,25
39,0,2020-06-30,15,1,60,39
58,0,2020-06-30,8,1,27,58
70,0,2020-06-30,18,0,77,70
71,0,2020-06-30,28,4,199,71
89,0,2020-06-30,26,1,89,89
90,0,2020-06-30,11,0,187,90
21,0,2020-07-01,18,1,248,21
25,0,2020-07-01,17,2,151,25
39,0,2020-07-01,15,1,60,39
58,0,2020-07-01,7,1,27,58
70,0,2020-07-01,18,0,77,70
71,0,2020-07-01,25,3,201,71
89,0,2020-07-01,22,1,90,89
90,0,2020-07-01,10,0,187,90
21,0,2020-07-02,18,1,249,21
25,0,2020-07-02,16,2,151,25
39,0,2020-07-02,6,0,60,39
58,0,2020-07-02,7,1,27,58
70,0,2020-07-02,18,0,77,70
71,0,2020-07-02,24,2,201,71
89,0,2020-07-02,22,1,90,89
90,0,2020-07-02,10,0,187,90
21,0,2020-07-03,12,1,249,21
25,0,2020-07-03,10,0,151,25
39,0,2020-07-03,6,0,60,39
58,0,2020-07-03,8,1,27,58
70,0,2020-07-03,18,0,77,70
71,0,2020-07-03,24,2,201,71
89,0,2020-07-03,22,1,90,89
90,0,2020-07-03,10,0,187,90
21,0,2020-07-04,11,1,249,21
25,0,2020-07-04,10,0,151,25
39,0,2020-07-04,6,0,60,39
58,0,2020-07-04,8,1,27,58
70,0,2020-07-04,18,0,77,70
71,0,2020-07-04,24,2,201,71
89,0,2020-07-04,22,1,90,89
90,0,2020-07-04,10,0,187,90
21,0,2020-07-05,11,1,249,21
25,0,2020-07-05,10,0,151,25
39,0,2020-07-05,6,0,60,39
58,0,2020-07-05,8,1,27,58
70,0,2020-07-05,18,0,77,70
71,0,2020-07-05,24,2,201,71
89,0,2020-07-05,22,1,90,89
90,0,2020-07-05,10,0,187,90
21,0,2020-07-06,8,1,249,21
25,0,2020-07-06,10,0,151,25
39,0,2020-07-06,6,0,60,39
58,0,2020-07-06,8,1,27,58
70,0,2020-07-06,18,0,77,70
71,0,2020-07-06,24,2,201,71
89,0,2020-07-06,24,1,90,89
90,0,2020-07-06,11,0,187,90
21,0,2020-07-07,6,1,250,21
25,0,2020-07-07,12,0,151,25
39,0,2020-07-07,5,0,60,39
58,0,2020-07-07,8,1,27,58
70,0,2020-07-07,15,0,77,70
71,0,2020-07-07,24,2,201,71
89,0,2020-07-07,24,2,91,89
90,0,2020-07-07,11,0,187,90
21,0,2020-07-08,7,1,250,21
25,0,2020-07-08,12,0,151,25
39,0,2020-07-08,5,0,60,39
58,0,2020-07-08,7,1,27,58
70,0,2020-07-08,15,0,77,70
71,0,2020-07-08,23,3,201,71
89,0,2020-07-08,22,2,91,89
90,0,2020-07-08,11,0,187,90
21,0,2020-07-09,7,1,250,21
25,0,2020-07-09,12,0,151,25
39,0,2020-07-09,5,0,60,39
58,0,2020-07-09,7,1,27,58
70,0,2020-07-09,15,0,77,70
71,0,2020-07-09,14,2,201,71
89,0,2020-07-09,19,2,92,89
90,0,2020-07-09,7,0,187,90
21,0,2020-07-10,7,1,250,21
25,0,2020-07-10,11,0,151,25
39,0,2020-07-10,5,0,60,39
58,0,2020-07-10,7,1,27,58
70,0,2020-07-10,15,0,77,70
71,0,2020-07-10,15,2,201,71
89,0,2020-07-10,19,2,92,89
90,0,2020-07-10,7,0,199,90
21,0,2020-07-11,10,1,250,21
25,0,2020-07-11,11,0,151,25
39,0,2020-07-11,4,0,60,39
58,0,2020-07-11,7,1,27,58
70,0,2020-07-11,15,0,77,70
71,0,2020-07-11,17,4,201,71
89,0,2020-07-11,19,2,92,89
90,0,2020-07-11,7,0,199,90
21,0,2020-07-12,10,1,250,21
25,0,2020-07-12,11,0,151,25
39,0,2020-07-12,4,0,60,39
58,0,2020-07-12,7,1,27,58
70,0,2020-07-12,15,0,77,70
71,0,2020-07-12,17,4,201,71
89,0,2020-07-12,19,2,92,89
90,0,2020-07-12,7,0,199,90
21,0,2020-07-13,10,1,250,21
25,0,2020-07-13,11,0,151,25
39,0,2020-07-13,4,1,60,39
58,0,2020-07-13,7,1,27,58
70,0,2020-07-13,15,0,77,70
71,0,2020-07-13,19,4,201,71
89,0,2020-07-13,19,1,93,89
90,0,2020-07-13,7,0,199,90
21,0,2020-07-14,10,1,250,21
25,0,2020-07-14,11,0,151,25
39,0,2020-07-14,4,1,60,39
58,0,2020-07-14,7,1,27,58
70,0,2020-07-14,15,0,77,70
71,0,2020-07-14,19,4,201,71
89,0,2020-07-14,18,1,93,89
90,0,2020-07-14,7,0,199,90
21,0,2020-07-15,9,1,250,21
25,0,2020-07-15,11,0,151,25
39,0,2020-07-15,5,1,60,39
58,0,2020-07-15,8,1,27,58
70,0,2020-07-15,15,0,77,70
71,0,2020-07-15,19,4,201,71
89,0,2020-07-15,18,2,94,89
90,0,2020-07-15,4,0,200,90
21,0,2020-07-16,9,2,250,21
25,0,2020-07-16,4,0,151,25
39,0,2020-07-16,5,1,60,39
58,0,2020-07-16,9,1,27,58
70,0,2020-07-16,15,0,77,70
71,0,2020-07-16,20,4,201,71
89,0,2020-07-16,18,2,94,89
90,0,2020-07-16,4,0,200,90
21,0,2020-07-17,9,2,250,21
25,0,2020-07-17,4,0,151,25
39,0,2020-07-17,5,1,60,39
58,0,2020-07-17,8,0,28,58
70,0,2020-07-17,15,0,77,70
71,0,2020-07-17,16,2,201,71
89,0,2020-07-17,19,2,94,89
90,0,2020-07-17,4,0,200,90
21,0,2020-07-18,9,2,250,21
25,0,2020-07-18,4,0,151,25
39,0,2020-07-18,4,1,60,39
58,0,2020-07-18,7,0,28,58
70,0,2020-07-18,15,0,77,70
71,0,2020-07-18,13,1,201,71
89,0,2020-07-18,19,2,94,89
90,0,2020-07-18,4,0,200,90
21,0,2020-07-19,9,2,250,21
25,0,2020-07-19,4,0,151,25
39,0,2020-07-19,4,1,60,39
58,0,2020-07-19,7,0,28,58
70,0,2020-07-19,15,0,77,70
71,0,2020-07-19,13,1,201,71
89,0,2020-07-19,19,2,94,89
90,0,2020-07-19,4,0,200,90
21,0,2020-07-20,8,2,250,21
25,0,2020-07-20,4,0,151,25
39,0,2020-07-20,4,1,60,39
58,0,2020-07-20,6,0,28,58
70,0,2020-07-20,14,0,77,70
71,0,2020-07-20,14,1,201,71
89,0,2020-07-20,20,2,94,89
90,0,2020-07-20,4,0,200,90
21,0,2020-07-21,6,2,250,21
25,0,2020-07-21,4,0,151,25
39,0,2020-07-21,3,1,60,39
58,0,2020-07-21,2,0,28,58
70,0,2020-07-21,14,0,77,70
71,0,2020-07-21,11,1,201,71
89,0,2020-07-21,15,2,94,89
90,0,2020-07-21,4,0,200,90
21,0,2020-07-22,6,2,250,21
25,0,2020-07-22,3,0,151,25
39,0,2020-07-22,3,1,60,39
58,0,2020-07-22,2,0,28,58
70,0,2020-07-22,14,0,77,70
71,0,2020-07-22,10,1,201,71
89,0,2020-07-22,16,2,94,89
90,0,2020-07-22,1,0,200,90
21,0,2020-07-23,6,2,250,21
25,0,2020-07-23,2,0,151,25
39,0,2020-07-23,2,1,60,39
58,0,2020-07-23,2,0,28,58
70,0,2020-07-23,3,0,77,70
71,0,2020-07-23,8,1,201,71
89,0,2020-07-23,19,2,93,89
90,0,2020-07-23,0,0,200,90
21,0,2020-07-24,6,2,250,21
25,0,2020-07-24,1,0,151,25
39,0,2020-07-24,2,1,60,39
58,0,2020-07-24,0,0,28,58
70,0,2020-07-24,1,0,77,70
71,0,2020-07-24,8,1,201,71
89,0,2020-07-24,18,2,94,89
90,0,2020-07-24,0,0,200,90
21,0,2020-07-25,7,2,250,21
25,0,2020-07-25,1,0,151,25
39,0,2020-07-25,2,1,60,39
58,0,2020-07-25,0,0,28,58
70,0,2020-07-25,0,0,77,70
71,0,2020-07-25,9,1,201,71
89,0,2020-07-25,15,2,94,89
90,0,2020-07-25,0,0,200,90
21,0,2020-07-26,7,2,250,21
25,0,2020-07-26,1,0,151,25
39,0,2020-07-26,2,1,60,39
58,0,2020-07-26,0,0,28,58
70,0,2020-07-26,0,0,77,70
71,0,2020-07-26,9,1,201,71
89,0,2020-07-26,15,2,94,89
90,0,2020-07-26,0,0,200,90
21,0,2020-07-27,6,2,250,21
25,0,2020-07-27,1,0,151,25
39,0,2020-07-27,2,1,60,39
58,0,2020-07-27,0,0,28,58
70,0,2020-07-27,0,0,77,70
71,0,2020-07-27,9,1,201,71
89,0,2020-07-27,15,2,94,89
90,0,2020-07-27,0,0,200,90
21,0,2020-07-28,6,1,250,21
25,0,2020-07-28,1,0,151,25
39,0,2020-07-28,1,0,60,39
58,0,2020-07-28,0,0,28,58
70,0,2020-07-28,0,0,77,70
71,0,2020-07-28,5,1,201,71
89,0,2020-07-28,15,2,94,89
90,0,2020-07-28,0,0,200,90
21,0,2020-07-29,5,1,250,21
25,0,2020-07-29,1,0,151,25
39,0,2020-07-29,1,0,60,39
58,0,2020-07-29,0,0,28,58
70,0,2020-07-29,0,0,77,70
71,0,2020-07-29,3,1,201,71
89,0,2020-07-29,13,2,94,89
90,0,2020-07-29,0,0,200,90
21,0,2020-07-30,3,0,250,21
25,0,2020-07-30,2,0,151,25
39,0,2020-07-30,1,0,60,39
58,0,2020-07-30,0,0,28,58
70,0,2020-07-30,0,0,77,70
71,0,2020-07-30,2,1,201,71
89,0,2020-07-30,12,2,94,89
90,0,2020-07-30,2,0,200,90
21,0,2020-07-31,3,0,250,21
25,0,2020-07-31,2,0,151,25
39,0,2020-07-31,1,0,60,39
58,0,2020-07-31,0,0,28,58
70,0,2020-07-31,0,0,77,70
71,0,2020-07-31,2,1,201,71
89,0,2020-07-31,12,3,94,89
90,0,2020-07-31,3,0,200,90
21,0,2020-08-01,3,0,250,21
25,0,2020-08-01,2,0,151,25
39,0,2020-08-01,1,0,60,39
58,0,2020-08-01,0,0,28,58
70,0,2020-08-01,0,0,77,70
71,0,2020-08-01,2,1,201,71
89,0,2020-08-01,12,3,94,89
90,0,2020-08-01,3,0,200,90
21,0,2020-08-02,3,0,250,21
25,0,2020-08-02,2,0,151,25
39,0,2020-08-02,1,0,60,39
58,0,2020-08-02,0,0,28,58
70,0,2020-08-02,0,0,77,70
71,0,2020-08-02,2,1,201,71
89,0,2020-08-02,12,3,94,89
90,0,2020-08-02,3,0,200,90
21,0,2020-08-03,3,0,250,21
25,0,2020-08-03,1,0,151,25
39,0,2020-08-03,1,0,60,39
58,0,2020-08-03,0,0,28,58
70,0,2020-08-03,0,0,77,70
71,0,2020-08-03,4,1,201,71
89,0,2020-08-03,9,3,94,89
90,0,2020-08-03,3,0,200,90
21,0,2020-08-04,3,0,250,21
25,0,2020-08-04,1,0,151,25
39,0,2020-08-04,1,0,60,39
58,0,2020-08-04,0,0,28,58
70,0,2020-08-04,0,0,77,70
71,0,2020-08-04,4,1,201,71
89,0,2020-08-04,9,3,94,89
90,0,2020-08-04,3,0,200,90
21,0,2020-08-05,2,0,251,21
25,0,2020-08-05,1,0,151,25
39,0,2020-08-05,1,0,60,39
58,0,2020-08-05,0,0,28,58
70,0,2020-08-05,0,0,77,70
71,0,2020-08-05,3,1,201,71
89,0,2020-08-05,10,3,94,89
90,0,2020-08-05,4,0,200,90
21,0,2020-08-06,2,0,251,21
25,0,2020-08-06,1,0,151,25
39,0,2020-08-06,0,0,60,39
58,0,2020-08-06,0,0,28,58
70,0,2020-08-06,0,0,77,70
71,0,2020-08-06,3,1,201,71
89,0,2020-08-06,14,3,94,89
90,0,2020-08-06,4,0,200,90
21,0,2020-08-07,2,0,251,21
25,0,2020-08-07,1,0,151,25
39,0,2020-08-07,0,0,60,39
58,0,2020-08-07,0,0,28,58
70,0,2020-08-07,0,0,77,70
71,0,2020-08-07,3,1,201,71
89,0,2020-08-07,14,3,94,89
90,0,2020-08-07,4,0,200,90
21,0,2020-08-08,2,0,251,21
25,0,2020-08-08,1,0,151,25
39,0,2020-08-08,0,0,60,39
58,0,2020-08-08,0,0,28,58
70,0,2020-08-08,0,0,77,70
71,0,2020-08-08,3,1,201,71
89,0,2020-08-08,13,3,94,89
90,0,2020-08-08,4,0,200,90
21,0,2020-08-09,2,0,251,21
25,0,2020-08-09,1,0,151,25
39,0,2020-08-09,0,0,60,39
58,0,2020-08-09,0,0,28,58
70,0,2020-08-09,0,0,77,70
71,0,2020-08-09,3,1,201,71
89,0,2020-08-09,13,3,94,89
90,0,2020-08-09,4,0,200,90
21,0,2020-08-10,2,0,251,21
25,0,2020-08-10,1,0,151,25
39,0,2020-08-10,0,0,60,39
58,0,2020-08-10,0,0,28,58
70,0,2020-08-10,0,0,77,70
71,0,2020-08-10,3,1,201,71
89,0,2020-08-10,15,2,94,89
90,0,2020-08-10,3,0,200,90
21,0,2020-08-11,2,0,251,21
25,0,2020-08-11,1,0,151,25
39,0,2020-08-11,0,0,60,39
58,0,2020-08-11,0,0,28,58
70,0,2020-08-11,0,0,77,70
71,0,2020-08-11,4,1,201,71
89,0,2020-08-11,15,2,94,89
90,0,2020-08-11,3,0,200,90
21,0,2020-08-12,2,0,251,21
25,0,2020-08-12,1,0,151,25
39,0,2020-08-12,0,0,60,39
58,0,2020-08-12,0,0,28,58
70,0,2020-08-12,0,0,77,70
71,0,2020-08-12,4,1,201,71
89,0,2020-08-12,15,2,94,89
90,0,2020-08-12,5,1,200,90
21,0,2020-08-13,2,0,251,21
25,0,2020-08-13,1,0,151,25
39,0,2020-08-13,0,0,60,39
58,0,2020-08-13,0,0,28,58
70,0,2020-08-13,0,0,77,70
71,0,2020-08-13,5,1,201,71
89,0,2020-08-13,15,2,94,89
90,0,2020-08-13,5,1,200,90
21,0,2020-08-14,2,0,251,21
25,0,2020-08-14,1,0,151,25
39,0,2020-08-14,0,0,60,39
58,0,2020-08-14,0,0,28,58
70,0,2020-08-14,0,0,77,70
71,0,2020-08-14,5,1,201,71
89,0,2020-08-14,16,0,94,89
90,0,2020-08-14,5,1,200,90
21,0,2020-08-15,2,0,251,21
25,0,2020-08-15,2,0,151,25
39,0,2020-08-15,0,0,60,39
58,0,2020-08-15,0,0,28,58
70,0,2020-08-15,0,0,77,70
71,0,2020-08-15,6,1,201,71
89,0,2020-08-15,16,0,94,89
90,0,2020-08-15,5,1,200,90
21,0,2020-08-16,2,0,251,21
25,0,2020-08-16,2,0,151,25
39,0,2020-08-16,0,0,60,39
58,0,2020-08-16,0,0,28,58
70,0,2020-08-16,0,0,77,70
71,0,2020-08-16,6,1,201,71
89,0,2020-08-16,16,0,94,89
90,0,2020-08-16,5,1,200,90
21,0,2020-08-17,3,0,251,21
25,0,2020-08-17,3,0,151,25
39,0,2020-08-17,0,0,60,39
58,0,2020-08-17,0,0,28,58
70,0,2020-08-17,0,0,77,70
71,0,2020-08-17,6,1,201,71
89,0,2020-08-17,17,0,95,89
90,0,2020-08-17,4,1,200,90
21,0,2020-08-18,3,0,251,21
25,0,2020-08-18,3,0,151,25
39,0,2020-08-18,0,0,60,39
58,0,2020-08-18,0,0,28,58
70,0,2020-08-18,0,0,77,70
71,0,2020-08-18,6,1,201,71
89,0,2020-08-18,14,0,95,89
90,0,2020-08-18,3,1,200,90
21,0,2020-08-19,2,0,251,21
25,0,2020-08-19,3,0,151,25
39,0,2020-08-19,0,0,60,39
58,0,2020-08-19,0,0,28,58
70,0,2020-08-19,0,0,77,70
71,0,2020-08-19,3,1,202,71
89,0,2020-08-19,14,0,95,89
90,0,2020-08-19,3,1,200,90
21,0,2020-08-20,3,1,251,21
25,0,2020-08-20,1,0,151,25
39,0,2020-08-20,0,0,60,39
58,0,2020-08-20,0,0,28,58
70,0,2020-08-20,0,0,77,70
71,0,2020-08-20,4,1,202,71
89,0,2020-08-20,13,1,95,89
90,0,2020-08-20,2,1,200,90
21,0,2020-08-21,3,1,251,21
25,0,2020-08-21,1,0,151,25
39,0,2020-08-21,0,0,60,39
58,0,2020-08-21,0,0,28,58
70,0,2020-08-21,0,0,77,70
71,0,2020-08-21,2,1,202,71
89,0,2020-08-21,10,1,95,89
90,0,2020-08-21,2,1,200,90
21,0,2020-08-22,3,1,251,21
25,0,2020-08-22,2,1,151,25
39,0,2020-08-22,0,0,60,39
58,0,2020-08-22,0,0,28,58
70,0,2020-08-22,0,0,77,70
71,0,2020-08-22,2,1,202,71
89,0,2020-08-22,10,1,95,89
90,0,2020-08-22,2,1,200,90
21,0,2020-08-23,3,1,251,21
25,0,2020-08-23,2,1,151,25
39,0,2020-08-23,0,0,60,39
58,0,2020-08-23,0,0,28,58
70,0,2020-08-23,0,0,77,70
71,0,2020-08-23,3,1,202,71
89,0,2020-08-23,10,1,95,89
90,0,2020-08-23,2,1,200,90
21,0,2020-08-24,4,1,251,21
25,0,2020-08-24,3,1,152,25
39,0,2020-08-24,0,0,60,39
58,0,2020-08-24,0,0,28,58
70,0,2020-08-24,0,0,77,70
71,0,2020-08-24,3,1,202,71
89,0,2020-08-24,10,1,95,89
90,0,2020-08-24,2,1,200,90
21,0,2020-08-25,4,1,251,21
25,0,2020-08-25,3,1,152,25
39,0,2020-08-25,0,0,60,39
58,0,2020-08-25,1,0,28,58
70,0,2020-08-25,0,0,77,70
71,0,2020-08-25,3,1,202,71
89,0,2020-08-25,7,1,95,89
90,0,2020-08-25,2,1,200,90
21,0,2020-08-26,2,1,251,21
25,0,2020-08-26,3,1,152,25
39,0,2020-08-26,1,0,60,39
58,0,2020-08-26,1,0,28,58
70,0,2020-08-26,0,0,77,70
71,0,2020-08-26,3,1,202,71
89,0,2020-08-26,6,1,95,89
90,0,2020-08-26,2,0,200,90
21,0,2020-08-27,4,1,251,21
25,0,2020-08-27,4,1,152,25
39,0,2020-08-27,1,0,60,39
58,0,2020-08-27,1,0,28,58
70,0,2020-08-27,0,0,77,70
71,0,2020-08-27,3,1,202,71
89,0,2020-08-27,6,1,95,89
90,0,2020-08-27,2,0,200,90
21,0,2020-08-28,4,1,251,21
25,0,2020-08-28,4,1,152,25
39,0,2020-08-28,2,0,60,39
58,0,2020-08-28,1,0,28,58
70,0,2020-08-28,0,0,77,70
71,0,2020-08-28,5,1,202,71
89,0,2020-08-28,7,1,95,89
90,0,2020-08-28,3,0,200,90
21,0,2020-08-29,4,1,251,21
25,0,2020-08-29,4,1,152,25
39,0,2020-08-29,2,0,60,39
58,0,2020-08-29,1,0,28,58
70,0,2020-08-29,0,0,77,70
71,0,2020-08-29,5,1,202,71
89,0,2020-08-29,7,1,95,89
90,0,2020-08-29,3,0,200,90
21,0,2020-08-30,4,1,251,21
25,0,2020-08-30,4,1,152,25
39,0,2020-08-30,2,0,60,39
58,0,2020-08-30,1,0,28,58
70,0,2020-08-30,0,0,77,70
71,0,2020-08-30,5,1,202,71
89,0,2020-08-30,7,1,95,89
90,0,2020-08-30,3,0,200,90
21,0,2020-08-31,4,1,251,21
25,0,2020-08-31,4,1,152,25
39,0,2020-08-31,2,0,60,39
58,0,2020-08-31,1,0,28,58
70,0,2020-08-31,0,0,77,70
71,0,2020-08-31,5,2,202,71
89,0,2020-08-31,7,1,95,89
90,0,2020-08-31,3,0,200,90
21,0,2020-09-01,5,1,251,21
25,0,2020-09-01,4,1,152,25
39,0,2020-09-01,2,0,60,39
58,0,2020-09-01,1,0,28,58
70,0,2020-09-01,0,0,77,70
71,0,2020-09-01,4,2,202,71
89,0,2020-09-01,5,1,95,89
90,0,2020-09-01,3,1,200,90
21,0,2020-09-02,7,1,251,21
25,0,2020-09-02,3,1,152,25
39,0,2020-09-02,2,0,60,39
58,0,2020-09-02,2,0,28,58
70,0,2020-09-02,0,0,77,70
71,0,2020-09-02,6,3,202,71
89,0,2020-09-02,8,1,95,89
90,0,2020-09-02,2,1,200,90
21,0,2020-09-03,8,2,251,21
25,0,2020-09-03,3,1,152,25
39,0,2020-09-03,2,0,60,39
58,0,2020-09-03,2,0,28,58
70,0,2020-09-03,0,0,77,70
71,0,2020-09-03,5,3,202,71
89,0,2020-09-03,8,1,95,89
90,0,2020-09-03,1,1,200,90
21,0,2020-09-04,9,2,251,21
25,0,2020-09-04,3,1,152,25
39,0,2020-09-04,2,0,60,39
58,0,2020-09-04,3,0,28,58
70,0,2020-09-04,0,0,77,70
71,0,2020-09-04,5,3,202,71
89,0,2020-09-04,7,1,95,89
90,0,2020-09-04,3,1,200,90
21,0,2020-09-05,9,2,251,21
25,0,2020-09-05,3,1,152,25
39,0,2020-09-05,2,0,60,39
58,0,2020-09-05,3,0,28,58
70,0,2020-09-05,2,0,77,70
71,0,2020-09-05,5,3,202,71
89,0,2020-09-05,8,1,95,89
90,0,2020-09-05,3,1,200,90
21,0,2020-09-06,9,2,251,21
25,0,2020-09-06,3,1,152,25
39,0,2020-09-06,2,0,60,39
58,0,2020-09-06,3,0,28,58
70,0,2020-09-06,2,0,77,70
71,0,2020-09-06,5,3,202,71
89,0,2020-09-06,8,1,95,89
90,0,2020-09-06,3,1,200,90
21,0,2020-09-07,8,2,251,21
25,0,2020-09-07,4,2,152,25
39,0,2020-09-07,2,0,60,39
58,0,2020-09-07,4,0,28,58
70,0,2020-09-07,2,0,77,70
71,0,2020-09-07,8,3,202,71
89,0,2020-09-07,8,1,95,89
90,0,2020-09-07,1,1,200,90
21,0,2020-09-08,8,2,251,21
25,0,2020-09-08,5,2,152,25
39,0,2020-09-08,2,0,60,39
58,0,2020-09-08,4,0,28,58
70,0,2020-09-08,2,0,77,70
71,0,2020-09-08,7,3,202,71
89,0,2020-09-08,8,1,95,89
90,0,2020-09-08,2,0,200,90
21,0,2020-09-09,7,2,251,21
25,0,2020-09-09,6,2,153,25
39,0,2020-09-09,2,0,60,39
58,0,2020-09-09,4,0,28,58
70,0,2020-09-09,2,0,77,70
71,0,2020-09-09,8,1,202,71
89,0,2020-09-09,8,1,95,89
90,0,2020-09-09,2,0,200,90
21,0,2020-09-10,7,3,252,21
25,0,2020-09-10,7,2,153,25
39,0,2020-09-10,2,0,60,39
58,0,2020-09-10,4,0,28,58
70,0,2020-09-10,2,0,77,70
71,0,2020-09-10,10,0,202,71
89,0,2020-09-10,9,1,95,89
90,0,2020-09-10,5,1,200,90
21,0,2020-09-11,6,3,252,21
25,0,2020-09-11,6,2,153,25
39,0,2020-09-11,2,0,60,39
58,0,2020-09-11,4,0,28,58
70,0,2020-09-11,2,0,77,70
71,0,2020-09-11,13,1,202,71
89,0,2020-09-11,8,1,95,89
90,0,2020-09-11,5,1,200,90
21,0,2020-09-12,6,3,252,21
25,0,2020-09-12,6,2,153,25
39,0,2020-09-12,2,0,60,39
58,0,2020-09-12,4,0,28,58
70,0,2020-09-12,2,0,77,70
71,0,2020-09-12,15,1,202,71
89,0,2020-09-12,8,1,95,89
90,0,2020-09-12,5,1,200,90
21,0,2020-09-13,6,3,252,21
25,0,2020-09-13,6,2,153,25
39,0,2020-09-13,2,0,60,39
58,0,2020-09-13,4,0,28,58
70,0,2020-09-13,2,0,77,70
71,0,2020-09-13,13,1,202,71
89,0,2020-09-13,8,1,95,89
90,0,2020-09-13,5,1,200,90
21,0,2020-09-14,6,3,252,21
25,0,2020-09-14,6,1,153,25
39,0,2020-09-14,3,0,60,39
58,0,2020-09-14,4,0,28,58
70,0,2020-09-14,2,0,77,70
71,0,2020-09-14,16,1,202,71
89,0,2020-09-14,10,1,95,89
90,0,2020-09-14,3,1,201,90
21,0,2020-09-15,7,3,252,21
25,0,2020-09-15,6,1,153,25
39,0,2020-09-15,3,0,60,39
58,0,2020-09-15,4,0,28,58
70,0,2020-09-15,2,0,77,70
71,0,2020-09-15,18,1,202,71
89,0,2020-09-15,10,1,95,89
90,0,2020-09-15,5,2,201,90
21,0,2020-09-16,7,3,252,21
25,0,2020-09-16,6,1,153,25
39,0,2020-09-16,4,0,60,39
58,0,2020-09-16,5,0,28,58
