dep,jour,P,T,cl_age90,taux_positivite_quotidien,positifs_7j,tests_7j,taux_positivite_7j,dep_ok
71,2020-10-04,5,112,0,4.464285714285714,554.0,6692.0,8.278541542139868,Saône-et-Loire
71,2020-10-05,174,1592,0,10.929648241206028,650.0,6843.0,9.498757854742072,Saône-et-Loire
71,2020-10-06,136,1458,0,9.327846364883404,718.0,7120.0,10.084269662921347,Saône-et-Loire
71,2020-10-07,188,1609,0,11.684275947793662,810.0,7582.0,10.683197045634396,Saône-et-Loire
71,2020-10-08,170,1468,0,11.580381471389645,863.0,7963.0,10.837624011051114,Saône-et-Loire
71,2020-10-09,273,2220,0,12.297297297297296,992.0,8858.0,11.198916233912847,Saône-et-Loire
71,2020-10-10,69,680,0,10.147058823529411,1015.0,9139.0,11.106247948353213,Saône-et-Loire
71,2020-10-11,8,160,0,5.0,1018.0,9187.0,11.080875149668008,Saône-et-Loire
71,2020-10-12,355,2398,0,14.804003336113427,1199.0,9993.0,11.99839887921545,Saône-et-Loire
71,2020-10-13,313,1937,0,16.159008776458442,1376.0,10472.0,13.139801375095491,Saône-et-Loire
71,2020-10-14,263,1844,0,14.262472885032535,1451.0,10707.0,13.551881946390214,Saône-et-Loire
89,2020-05-13,4,384,0,1.0416666666666663,,,,Yonne
89,2020-05-14,0,349,0,0.0,,,,Yonne
89,2020-05-15,4,415,0,0.9638554216867472,,,,Yonne
89,2020-05-16,8,196,0,4.081632653061225,,,,Yonne
89,2020-05-17,3,52,0,5.769230769230768,,,,Yonne
89,2020-05-18,2,435,0,0.4597701149425287,,,,Yonne
89,2020-05-19,8,433,0,1.8475750577367205,29.0,2264.0,1.2809187279151943,Yonne
89,2020-05-20,5,394,0,1.269035532994924,30.0,2274.0,1.3192612137203166,Yonne
89,2020-05-21,2,64,0,3.125,32.0,1989.0,1.608848667672197,Yonne
89,2020-05-22,2,356,0,0.5617977528089888,30.0,1930.0,1.5544041450777202,Yonne
89,2020-05-23,5,182,0,2.7472527472527477,27.0,1916.0,1.4091858037578289,Yonne
89,2020-05-24,3,58,0,5.172413793103448,27.0,1922.0,1.4047866805411031,Yonne
89,2020-05-25,0,373,0,0.0,25.0,1860.0,1.3440860215053765,Yonne
89,2020-05-26,2,357,0,0.5602240896358543,19.0,1784.0,1.0650224215246635,Yonne
89,2020-05-27,1,303,0,0.33003300330033003,15.0,1693.0,0.8860011813349086,Yonne
89,2020-05-28,0,275,0,0.0,13.0,1904.0,0.6827731092436975,Yonne
89,2020-05-29,0,356,0,0.0,11.0,1904.0,0.5777310924369748,Yonne
89,2020-05-30,1,139,0,0.7194244604316548,7.0,1861.0,0.3761418592154756,Yonne
89,2020-05-31,0,45,0,0.0,4.0,1848.0,0.21645021645021645,Yonne
89,2020-06-01,0,48,0,0.0,4.0,1523.0,0.2626395272488509,Yonne
89,2020-06-02,8,493,0,1.6227180527383367,10.0,1659.0,0.6027727546714888,Yonne
89,2020-06-03,6,310,0,1.935483870967742,15.0,1666.0,0.900360144057623,Yonne
89,2020-06-04,2,279,0,0.7168458781362007,17.0,1670.0,1.0179640718562877,Yonne
89,2020-06-05,2,313,0,0.6389776357827476,19.0,1627.0,1.1677934849416105,Yonne
89,2020-06-06,2,127,0,1.574803149606299,20.0,1615.0,1.238390092879257,Yonne
89,2020-06-07,0,39,0,0.0,20.0,1609.0,1.2430080795525171,Yonne
89,2020-06-08,1,312,0,0.3205128205128205,21.0,1873.0,1.1211959423384943,Yonne
89,2020-06-09,0,273,0,0.0,13.0,1653.0,0.7864488808227466,Yonne
89,2020-06-10,1,286,0,0.34965034965034963,8.0,1629.0,0.4910988336402701,Yonne
89,2020-06-11,1,321,0,0.3115264797507788,7.0,1671.0,0.4189108318372232,Yonne
89,2020-06-12,0,286,0,0.0,5.0,1644.0,0.3041362530413625,Yonne
89,2020-06-13,0,123,0,0.0,3.0,1640.0,0.1829268292682927,Yonne
89,2020-06-14,0,73,0,0.0,3.0,1674.0,0.17921146953405018,Yonne
89,2020-06-15,0,249,0,0.0,2.0,1611.0,0.12414649286157665,Yonne
89,2020-06-16,2,236,0,0.8474576271186439,4.0,1574.0,0.25412960609911056,Yonne
89,2020-06-17,0,289,0,0.0,3.0,1577.0,0.19023462270133165,Yonne
89,2020-06-18,0,212,0,0.0,2.0,1468.0,0.13623978201634876,Yonne
89,2020-06-19,0,330,0,0.0,2.0,1512.0,0.13227513227513227,Yonne
89,2020-06-20,1,106,0,0.9433962264150944,3.0,1495.0,0.2006688963210702,Yonne
89,2020-06-21,0,34,0,0.0,3.0,1456.0,0.20604395604395606,Yonne
89,2020-06-22,1,200,0,0.5,4.0,1407.0,0.2842928216062545,Yonne
89,2020-06-23,2,168,0,1.1904761904761905,4.0,1339.0,0.2987303958177745,Yonne
89,2020-06-24,2,213,0,0.9389671361502347,6.0,1263.0,0.4750593824228029,Yonne
89,2020-06-25,2,168,0,1.1904761904761905,8.0,1219.0,0.6562756357670222,Yonne
89,2020-06-26,0,259,0,0.0,8.0,1148.0,0.6968641114982579,Yonne
89,2020-06-27,3,133,0,2.255639097744361,10.0,1175.0,0.851063829787234,Yonne
89,2020-06-28,4,55,0,7.272727272727272,14.0,1196.0,1.1705685618729096,Yonne
89,2020-06-29,0,313,0,0.0,13.0,1309.0,0.9931245225362872,Yonne
89,2020-06-30,0,513,0,0.0,11.0,1654.0,0.6650544135429262,Yonne
89,2020-07-01,2,304,0,0.6578947368421052,11.0,1745.0,0.6303724928366762,Yonne
89,2020-07-02,1,279,0,0.35842293906810035,10.0,1856.0,0.5387931034482759,Yonne
89,2020-07-03,0,294,0,0.0,10.0,1891.0,0.5288207297726071,Yonne
89,2020-07-04,0,265,0,0.0,7.0,2023.0,0.3460207612456748,Yonne
89,2020-07-05,1,58,0,1.7241379310344829,4.0,2026.0,0.19743336623889435,Yonne
89,2020-07-06,0,278,0,0.0,4.0,1991.0,0.20090406830738325,Yonne
89,2020-07-07,2,304,0,0.6578947368421052,6.0,1782.0,0.3367003367003367,Yonne
89,2020-07-08,0,312,0,0.0,4.0,1790.0,0.223463687150838,Yonne
89,2020-07-09,1,268,0,0.3731343283582089,4.0,1779.0,0.22484541877459246,Yonne
89,2020-07-10,2,290,0,0.6896551724137931,6.0,1775.0,0.3380281690140845,Yonne
89,2020-07-11,5,153,0,3.2679738562091507,11.0,1663.0,0.661455201443175,Yonne
89,2020-07-12,1,63,0,1.5873015873015872,11.0,1668.0,0.6594724220623501,Yonne
89,2020-07-13,0,260,0,0.0,11.0,1650.0,0.6666666666666667,Yonne
89,2020-07-14,1,64,0,1.5625,10.0,1410.0,0.7092198581560284,Yonne
89,2020-07-15,3,284,0,1.056338028169014,13.0,1382.0,0.9406657018813316,Yonne
89,2020-07-16,2,480,0,0.4166666666666667,14.0,1594.0,0.8782936010037641,Yonne
89,2020-07-17,2,373,0,0.5361930294906166,14.0,1677.0,0.8348240906380441,Yonne
89,2020-07-18,0,237,0,0.0,9.0,1761.0,0.5110732538330494,Yonne
89,2020-07-19,0,61,0,0.0,8.0,1759.0,0.4548038658328595,Yonne
89,2020-07-20,2,354,0,0.5649717514124294,10.0,1853.0,0.5396654074473827,Yonne
89,2020-07-21,2,317,0,0.6309148264984227,11.0,2106.0,0.5223171889838557,Yonne
89,2020-07-22,0,276,0,0.0,8.0,2098.0,0.3813155386081983,Yonne
89,2020-07-23,5,377,0,1.326259946949602,11.0,1995.0,0.5513784461152882,Yonne
89,2020-07-24,3,384,0,0.78125,12.0,2006.0,0.5982053838484547,Yonne
89,2020-07-25,1,224,0,0.4464285714285714,13.0,1993.0,0.6522829904666332,Yonne
89,2020-07-26,3,49,0,6.1224489795918355,16.0,1981.0,0.8076728924785461,Yonne
89,2020-07-27,4,381,0,1.0498687664041997,18.0,2008.0,0.8964143426294822,Yonne
89,2020-07-28,2,483,0,0.4140786749482402,18.0,2174.0,0.8279668813247469,Yonne
89,2020-07-29,5,365,0,1.3698630136986298,23.0,2263.0,1.0163499779054352,Yonne
89,2020-07-30,2,393,0,0.5089058524173028,20.0,2279.0,0.8775778850372972,Yonne
89,2020-07-31,3,365,0,0.821917808219178,20.0,2260.0,0.8849557522123894,Yonne
89,2020-08-01,1,211,0,0.4739336492890995,20.0,2247.0,0.8900756564307966,Yonne
89,2020-08-02,0,57,0,0.0,17.0,2255.0,0.7538802660753879,Yonne
89,2020-08-03,4,354,0,1.1299435028248588,17.0,2228.0,0.7630161579892281,Yonne
89,2020-08-04,4,350,0,1.1428571428571428,19.0,2095.0,0.9069212410501194,Yonne
89,2020-08-05,6,312,0,1.9230769230769231,20.0,2042.0,0.9794319294809012,Yonne
89,2020-08-06,8,355,0,2.2535211267605635,26.0,2004.0,1.2974051896207583,Yonne
89,2020-08-07,2,321,0,0.6230529595015576,25.0,1960.0,1.2755102040816326,Yonne
89,2020-08-08,1,202,0,0.4950495049504951,25.0,1951.0,1.2813941568426448,Yonne
89,2020-08-09,0,57,0,0.0,25.0,1951.0,1.2813941568426448,Yonne
89,2020-08-10,2,340,0,0.5882352941176471,23.0,1937.0,1.1874032008260196,Yonne
89,2020-08-11,3,358,0,0.8379888268156425,22.0,1945.0,1.1311053984575836,Yonne
89,2020-08-12,5,337,0,1.4836795252225519,21.0,1970.0,1.0659898477157361,Yonne
89,2020-08-13,5,379,0,1.3192612137203166,18.0,1994.0,0.9027081243731194,Yonne
89,2020-08-14,4,415,0,0.9638554216867472,20.0,2088.0,0.9578544061302682,Yonne
89,2020-08-15,3,107,0,2.803738317757009,22.0,1993.0,1.1038635223281483,Yonne
89,2020-08-16,1,72,0,1.3888888888888888,23.0,2008.0,1.1454183266932272,Yonne
89,2020-08-17,8,525,0,1.5238095238095235,29.0,2193.0,1.322389420884633,Yonne
89,2020-08-18,11,483,0,2.2774327122153206,37.0,2318.0,1.5962036238136326,Yonne
89,2020-08-19,4,471,0,0.8492569002123143,36.0,2452.0,1.4681892332789561,Yonne
89,2020-08-20,11,461,0,2.386117136659436,42.0,2534.0,1.6574585635359116,Yonne
89,2020-08-21,13,588,0,2.2108843537414966,51.0,2707.0,1.8840044329516068,Yonne
89,2020-08-22,8,405,0,1.9753086419753083,56.0,3005.0,1.8635607321131449,Yonne
89,2020-08-23,8,81,0,9.876543209876543,63.0,3014.0,2.0902455209024557,Yonne
89,2020-08-24,17,667,0,2.548725637181409,72.0,3156.0,2.281368821292776,Yonne
89,2020-08-25,16,570,0,2.8070175438596485,77.0,3243.0,2.374344742522356,Yonne
89,2020-08-26,25,640,0,3.90625,98.0,3412.0,2.8722157092614298,Yonne
89,2020-08-27,14,743,0,1.8842530282637957,101.0,3694.0,2.7341635083919873,Yonne
89,2020-08-28,26,694,0,3.746397694524496,114.0,3800.0,3.0,Yonne
89,2020-08-29,9,528,0,1.7045454545454544,115.0,3923.0,2.9314300280397654,Yonne
89,2020-08-30,1,83,0,1.2048192771084338,108.0,3925.0,2.7515923566878984,Yonne
89,2020-08-31,36,1009,0,3.5678889990089195,127.0,4267.0,2.9763299742207634,Yonne
89,2020-09-01,16,582,0,2.7491408934707904,127.0,4279.0,2.967983173638701,Yonne
89,2020-09-02,12,564,0,2.127659574468085,114.0,4203.0,2.712348322626696,Yonne
89,2020-09-03,19,681,0,2.7900146842878124,119.0,4141.0,2.8737020043467765,Yonne
89,2020-09-04,13,723,0,1.7980636237897647,106.0,4170.0,2.541966426858513,Yonne
89,2020-09-05,2,357,0,0.5602240896358543,99.0,3999.0,2.4756189047261814,Yonne
89,2020-09-06,2,139,0,1.4388489208633095,100.0,4055.0,2.466091245376079,Yonne
89,2020-09-07,20,787,0,2.541296060991105,84.0,3833.0,2.191494912601096,Yonne
89,2020-09-08,15,737,0,2.03527815468114,83.0,3988.0,2.0812437311935805,Yonne
89,2020-09-09,15,828,0,1.8115942028985508,86.0,4252.0,2.022577610536218,Yonne
89,2020-09-10,28,915,0,3.0601092896174866,95.0,4486.0,2.117699509585377,Yonne
89,2020-09-11,42,941,0,4.4633368756641865,124.0,4704.0,2.636054421768708,Yonne
89,2020-09-12,16,493,0,3.2454361054766734,138.0,4840.0,2.851239669421488,Yonne
89,2020-09-13,4,85,0,4.705882352941177,140.0,4786.0,2.9251984956122024,Yonne
89,2020-09-14,38,878,0,4.328018223234624,158.0,4877.0,3.2396965347549727,Yonne
89,2020-09-15,31,829,0,3.739445114595899,174.0,4969.0,3.5017106057556853,Yonne
89,2020-09-16,28,672,0,4.166666666666666,187.0,4813.0,3.8853106170787455,Yonne
89,2020-09-17,36,732,0,4.918032786885246,195.0,4630.0,4.211663066954643,Yonne
89,2020-09-18,42,834,0,5.035971223021583,195.0,4523.0,4.3112978111872655,Yonne
89,2020-09-19,24,477,0,5.031446540880504,203.0,4507.0,4.504104725981806,Yonne
89,2020-09-20,2,51,0,3.92156862745098,201.0,4473.0,4.493628437290409,Yonne
89,2020-09-21,49,633,0,7.740916271721959,212.0,4228.0,5.014191106906337,Yonne
89,2020-09-22,80,703,0,11.379800853485065,261.0,4102.0,6.362749878108238,Yonne
89,2020-09-23,36,488,0,7.3770491803278695,269.0,3918.0,6.865747830525779,Yonne
89,2020-09-24,44,622,0,7.07395498392283,277.0,3808.0,7.274159663865548,Yonne
89,2020-09-25,25,736,0,3.3967391304347823,260.0,3710.0,7.008086253369273,Yonne
89,2020-09-26,23,384,0,5.989583333333334,259.0,3617.0,7.160630356649157,Yonne
89,2020-09-27,2,60,0,3.333333333333333,259.0,3626.0,7.142857142857142,Yonne
89,2020-09-28,51,680,0,7.5,261.0,3673.0,7.1059079771304114,Yonne
89,2020-09-29,39,545,0,7.155963302752294,220.0,3515.0,6.2588904694167855,Yonne
89,2020-09-30,34,611,0,5.564648117839607,218.0,3638.0,5.99230346344145,Yonne
89,2020-10-01,24,629,0,3.8155802861685215,198.0,3645.0,5.432098765432099,Yonne
89,2020-10-02,46,627,0,7.336523125996812,219.0,3536.0,6.1934389140271495,Yonne
89,2020-10-03,27,333,0,8.108108108108109,223.0,3485.0,6.398852223816356,Yonne
89,2020-10-04,1,71,0,1.4084507042253522,222.0,3496.0,6.350114416475973,Yonne
89,2020-10-05,57,629,0,9.062003179650238,228.0,3445.0,6.618287373004353,Yonne
89,2020-10-06,45,571,0,7.8809106830122575,234.0,3471.0,6.741573033707866,Yonne
89,2020-10-07,74,538,0,13.754646840148697,274.0,3398.0,8.063566804002352,Yonne
89,2020-10-08,57,608,0,9.375,307.0,3377.0,9.090909090909092,Yonne
89,2020-10-09,74,715,0,10.34965034965035,335.0,3465.0,9.668109668109668,Yonne
89,2020-10-10,29,401,0,7.231920199501247,337.0,3533.0,9.538635720350976,Yonne
89,2020-10-11,9,107,0,8.411214953271028,345.0,3569.0,9.66657326982348,Yonne
89,2020-10-12,105,773,0,13.583441138421733,393.0,3713.0,10.584433072986805,Yonne
89,2020-10-13,100,732,0,13.661202185792352,448.0,3874.0,11.564274651522975,Yonne
89,2020-10-14,75,581,0,12.908777969018931,449.0,3917.0,11.462854225172324,Yonne
90,2020-05-13,0,60,0,0.0,,,,Territoire de Belfort
90,2020-05-14,1,67,0,1.4925373134328357,,,,Territoire de Belfort
90,2020-05-15,1,81,0,1.2345679012345678,,,,Territoire de Belfort
90,2020-05-16,0,36,0,0.0,,,,Territoire de Belfort
90,2020-05-17,0,28,0,0.0,,,,Territoire de Belfort
90,2020-05-18,7,132,0,5.303030303030303,,,,Territoire de Belfort
90,2020-05-19,4,122,0,3.278688524590164,13.0,526.0,2.4714828897338403,Territoire de Belfort
90,2020-05-20,3,76,0,3.947368421052632,16.0,542.0,2.9520295202952034,Territoire de Belfort
90,2020-05-21,0,16,0,0.0,15.0,491.0,3.054989816700611,Territoire de Belfort
90,2020-05-22,0,53,0,0.0,14.0,463.0,3.0237580993520514,Territoire de Belfort
90,2020-05-23,1,19,0,5.263157894736842,15.0,446.0,3.363228699551569,Territoire de Belfort
90,2020-05-24,1,2,0,50.0,16.0,420.0,3.8095238095238098,Territoire de Belfort
90,2020-05-25,0,105,0,0.0,9.0,393.0,2.2900763358778624,Territoire de Belfort
90,2020-05-26,0,116,0,0.0,5.0,387.0,1.2919896640826871,Territoire de Belfort
90,2020-05-27,3,124,0,2.419354838709677,5.0,435.0,1.1494252873563218,Territoire de Belfort
90,2020-05-28,4,80,0,5.0,9.0,499.0,1.8036072144288575,Territoire de Belfort
90,2020-05-29,2,168,0,1.1904761904761905,11.0,614.0,1.7915309446254073,Territoire de Belfort
90,2020-05-30,1,60,0,1.6666666666666667,11.0,655.0,1.6793893129770994,Territoire de Belfort
90,2020-05-31,1,39,0,2.564102564102564,11.0,692.0,1.5895953757225432,Territoire de Belfort
90,2020-06-01,1,43,0,2.3255813953488373,12.0,630.0,1.9047619047619049,Territoire de Belfort
90,2020-06-02,1,131,0,0.7633587786259541,13.0,645.0,2.0155038759689923,Territoire de Belfort
90,2020-06-03,2,106,0,1.8867924528301887,12.0,627.0,1.9138755980861244,Territoire de Belfort
90,2020-06-04,1,71,0,1.4084507042253522,9.0,618.0,1.4563106796116505,Territoire de Belfort
90,2020-06-05,3,100,0,3.0,10.0,550.0,1.818181818181818,Territoire de Belfort
90,2020-06-06,0,52,0,0.0,9.0,542.0,1.6605166051660518,Territoire de Belfort
90,2020-06-07,0,20,0,0.0,8.0,523.0,1.5296367112810707,Territoire de Belfort
90,2020-06-08,0,160,0,0.0,7.0,640.0,1.09375,Territoire de Belfort
90,2020-06-09,1,120,0,0.8333333333333334,7.0,629.0,1.1128775834658189,Territoire de Belfort
90,2020-06-10,1,146,0,0.6849315068493149,6.0,669.0,0.8968609865470852,Territoire de Belfort
90,2020-06-11,1,130,0,0.7692307692307693,6.0,728.0,0.8241758241758242,Territoire de Belfort
90,2020-06-12,2,158,0,1.2658227848101269,5.0,786.0,0.6361323155216284,Territoire de Belfort
90,2020-06-13,0,139,0,0.0,5.0,873.0,0.572737686139748,Territoire de Belfort
90,2020-06-14,1,64,0,1.5625,6.0,917.0,0.6543075245365322,Territoire de Belfort
90,2020-06-15,1,114,0,0.8771929824561403,7.0,871.0,0.8036739380022963,Territoire de Belfort
90,2020-06-16,0,112,0,0.0,6.0,863.0,0.6952491309385863,Territoire de Belfort
90,2020-06-17,0,82,0,0.0,5.0,799.0,0.6257822277847309,Territoire de Belfort
90,2020-06-18,1,83,0,1.2048192771084338,5.0,752.0,0.6648936170212766,Territoire de Belfort
90,2020-06-19,4,93,0,4.301075268817205,7.0,687.0,1.0189228529839884,Territoire de Belfort
90,2020-06-20,0,51,0,0.0,7.0,599.0,1.1686143572621035,Territoire de Belfort
90,2020-06-21,0,53,0,0.0,6.0,588.0,1.020408163265306,Territoire de Belfort
90,2020-06-22,0,144,0,0.0,5.0,618.0,0.8090614886731391,Territoire de Belfort
90,2020-06-23,0,91,0,0.0,5.0,597.0,0.8375209380234505,Territoire de Belfort
90,2020-06-24,0,87,0,0.0,5.0,602.0,0.8305647840531563,Territoire de Belfort
90,2020-06-25,1,66,0,1.5151515151515151,5.0,585.0,0.8547008547008548,Territoire de Belfort
90,2020-06-26,0,94,0,0.0,1.0,586.0,0.17064846416382254,Territoire de Belfort
90,2020-06-27,0,53,0,0.0,1.0,588.0,0.17006802721088435,Territoire de Belfort
90,2020-06-28,0,47,0,0.0,1.0,582.0,0.1718213058419244,Territoire de Belfort
90,2020-06-29,0,111,0,0.0,1.0,549.0,0.18214936247723126,Territoire de Belfort
90,2020-06-30,0,105,0,0.0,1.0,563.0,0.17761989342806395,Territoire de Belfort
90,2020-07-01,0,107,0,0.0,1.0,583.0,0.17152658662092626,Territoire de Belfort
90,2020-07-02,0,96,0,0.0,0.0,613.0,0.0,Territoire de Belfort
90,2020-07-03,1,126,0,0.7936507936507936,1.0,645.0,0.15503875968992248,Territoire de Belfort
90,2020-07-04,0,82,0,0.0,1.0,674.0,0.1483679525222552,Territoire de Belfort
90,2020-07-05,0,38,0,0.0,1.0,665.0,0.15037593984962408,Territoire de Belfort
90,2020-07-06,0,109,0,0.0,1.0,663.0,0.1508295625942685,Territoire de Belfort
90,2020-07-07,1,147,0,0.6802721088435374,2.0,705.0,0.28368794326241137,Territoire de Belfort
90,2020-07-08,1,124,0,0.8064516129032258,3.0,722.0,0.4155124653739613,Territoire de Belfort
90,2020-07-09,0,104,0,0.0,3.0,730.0,0.410958904109589,Territoire de Belfort
90,2020-07-10,0,117,0,0.0,2.0,721.0,0.27739251040221913,Territoire de Belfort
90,2020-07-11,1,39,0,2.564102564102564,3.0,678.0,0.4424778761061947,Territoire de Belfort
90,2020-07-12,0,38,0,0.0,3.0,678.0,0.4424778761061947,Territoire de Belfort
90,2020-07-13,0,132,0,0.0,3.0,701.0,0.42796005706134094,Territoire de Belfort
90,2020-07-14,1,38,0,2.631578947368421,3.0,592.0,0.5067567567567568,Territoire de Belfort
90,2020-07-15,0,147,0,0.0,2.0,615.0,0.3252032520325203,Territoire de Belfort
90,2020-07-16,2,121,0,1.6528925619834711,4.0,632.0,0.6329113924050633,Territoire de Belfort
90,2020-07-17,1,126,0,0.7936507936507936,5.0,641.0,0.7800312012480499,Territoire de Belfort
90,2020-07-18,0,87,0,0.0,4.0,689.0,0.5805515239477503,Territoire de Belfort
90,2020-07-19,0,39,0,0.0,4.0,690.0,0.5797101449275363,Territoire de Belfort
90,2020-07-20,2,151,0,1.3245033112582782,6.0,709.0,0.8462623413258108,Territoire de Belfort
90,2020-07-21,0,168,0,0.0,5.0,839.0,0.5959475566150179,Territoire de Belfort
90,2020-07-22,0,162,0,0.0,5.0,854.0,0.5854800936768151,Territoire de Belfort
90,2020-07-23,0,153,0,0.0,3.0,886.0,0.33860045146726864,Territoire de Belfort
90,2020-07-24,0,137,0,0.0,2.0,897.0,0.2229654403567447,Territoire de Belfort
90,2020-07-25,0,63,0,0.0,2.0,873.0,0.2290950744558992,Territoire de Belfort
90,2020-07-26,0,37,0,0.0,2.0,871.0,0.2296211251435132,Territoire de Belfort
90,2020-07-27,0,178,0,0.0,0.0,898.0,0.0,Territoire de Belfort
90,2020-07-28,0,183,0,0.0,0.0,913.0,0.0,Territoire de Belfort
90,2020-07-29,1,153,0,0.6535947712418301,1.0,904.0,0.11061946902654868,Territoire de Belfort
90,2020-07-30,1,156,0,0.641025641025641,2.0,907.0,0.2205071664829107,Territoire de Belfort
90,2020-07-31,3,139,0,2.1582733812949644,5.0,909.0,0.5500550055005501,Territoire de Belfort
90,2020-08-01,1,80,0,1.25,6.0,926.0,0.6479481641468683,Territoire de Belfort
90,2020-08-02,1,45,0,2.2222222222222223,7.0,934.0,0.7494646680942184,Territoire de Belfort
90,2020-08-03,1,165,0,0.6060606060606061,8.0,921.0,0.8686210640608035,Territoire de Belfort
90,2020-08-04,1,162,0,0.6172839506172839,9.0,900.0,1.0,Territoire de Belfort
90,2020-08-05,3,188,0,1.5957446808510638,11.0,935.0,1.1764705882352942,Territoire de Belfort
90,2020-08-06,0,141,0,0.0,10.0,920.0,1.0869565217391304,Territoire de Belfort
90,2020-08-07,3,145,0,2.0689655172413794,10.0,926.0,1.079913606911447,Territoire de Belfort
90,2020-08-08,2,72,0,2.7777777777777777,11.0,918.0,1.1982570806100217,Territoire de Belfort
90,2020-08-09,1,47,0,2.127659574468085,11.0,920.0,1.1956521739130437,Territoire de Belfort
90,2020-08-10,5,164,0,3.0487804878048776,15.0,919.0,1.6322089227421108,Territoire de Belfort
90,2020-08-11,4,141,0,2.8368794326241136,18.0,898.0,2.0044543429844097,Territoire de Belfort
90,2020-08-12,1,176,0,0.5681818181818182,16.0,886.0,1.8058690744920989,Territoire de Belfort
90,2020-08-13,3,170,0,1.7647058823529411,19.0,915.0,2.076502732240437,Territoire de Belfort
90,2020-08-14,3,206,0,1.4563106796116505,19.0,976.0,1.9467213114754096,Territoire de Belfort
90,2020-08-15,1,47,0,2.127659574468085,18.0,951.0,1.892744479495268,Territoire de Belfort
90,2020-08-16,4,60,0,6.666666666666668,21.0,964.0,2.178423236514522,Territoire de Belfort
90,2020-08-17,4,244,0,1.639344262295082,20.0,1044.0,1.9157088122605364,Territoire de Belfort
90,2020-08-18,8,214,0,3.738317757009345,24.0,1117.0,2.1486123545210387,Territoire de Belfort
90,2020-08-19,3,182,0,1.6483516483516485,26.0,1123.0,2.315227070347284,Territoire de Belfort
90,2020-08-20,4,195,0,2.051282051282051,27.0,1148.0,2.35191637630662,Territoire de Belfort
90,2020-08-21,5,272,0,1.8382352941176472,29.0,1214.0,2.3887973640856672,Territoire de Belfort
90,2020-08-22,3,168,0,1.7857142857142856,31.0,1335.0,2.322097378277153,Territoire de Belfort
90,2020-08-23,3,78,0,3.8461538461538463,30.0,1353.0,2.217294900221729,Territoire de Belfort
90,2020-08-24,6,399,0,1.5037593984962403,32.0,1508.0,2.122015915119363,Territoire de Belfort
90,2020-08-25,4,266,0,1.5037593984962403,28.0,1560.0,1.7948717948717947,Territoire de Belfort
90,2020-08-26,8,228,0,3.5087719298245608,33.0,1606.0,2.054794520547945,Territoire de Belfort
90,2020-08-27,4,252,0,1.5873015873015872,33.0,1663.0,1.984365604329525,Territoire de Belfort
90,2020-08-28,7,287,0,2.4390243902439024,35.0,1678.0,2.0858164481525625,Territoire de Belfort
90,2020-08-29,2,169,0,1.183431952662722,34.0,1679.0,2.0250148898153664,Territoire de Belfort
90,2020-08-30,1,79,0,1.2658227848101269,32.0,1680.0,1.9047619047619049,Territoire de Belfort
90,2020-08-31,10,266,0,3.7593984962406015,36.0,1547.0,2.3270846800258567,Territoire de Belfort
90,2020-09-01,5,277,0,1.8050541516245489,37.0,1558.0,2.3748395378690628,Territoire de Belfort
90,2020-09-02,8,548,0,1.45985401459854,37.0,1878.0,1.970181043663472,Territoire de Belfort
90,2020-09-03,4,211,0,1.895734597156398,37.0,1837.0,2.014153511159499,Territoire de Belfort
90,2020-09-04,4,226,0,1.7699115044247788,34.0,1776.0,1.9144144144144144,Territoire de Belfort
90,2020-09-05,5,188,0,2.6595744680851063,37.0,1795.0,2.0612813370473537,Territoire de Belfort
90,2020-09-06,3,55,0,5.454545454545454,39.0,1771.0,2.20214568040655,Territoire de Belfort
90,2020-09-07,11,287,0,3.8327526132404177,40.0,1792.0,2.232142857142857,Territoire de Belfort
90,2020-09-08,8,306,0,2.6143790849673203,43.0,1821.0,2.361339923119165,Territoire de Belfort
90,2020-09-09,11,384,0,2.864583333333333,46.0,1657.0,2.776101388050694,Territoire de Belfort
90,2020-09-10,17,418,0,4.066985645933015,59.0,1864.0,3.1652360515021467,Territoire de Belfort
90,2020-09-11,23,444,0,5.180180180180179,78.0,2082.0,3.746397694524496,Territoire de Belfort
90,2020-09-12,1,220,0,0.4545454545454545,74.0,2114.0,3.500473036896877,Territoire de Belfort
90,2020-09-13,0,52,0,0.0,71.0,2111.0,3.3633349123638085,Territoire de Belfort
90,2020-09-14,18,605,0,2.975206611570248,78.0,2429.0,3.2111980238781386,Territoire de Belfort
90,2020-09-15,15,538,0,2.7881040892193307,85.0,2661.0,3.1942878617061257,Territoire de Belfort
90,2020-09-16,8,345,0,2.318840579710145,82.0,2622.0,3.1273836765827614,Territoire de Belfort
90,2020-09-17,11,393,0,2.7989821882951653,76.0,2597.0,2.926453600308048,Territoire de Belfort
90,2020-09-18,12,348,0,3.4482758620689653,65.0,2501.0,2.5989604158336665,Territoire de Belfort
90,2020-09-19,2,203,0,0.9852216748768472,66.0,2484.0,2.6570048309178738,Territoire de Belfort
90,2020-09-20,1,53,0,1.8867924528301887,67.0,2485.0,2.6961770623742454,Territoire de Belfort
90,2020-09-21,7,333,0,2.1021021021021022,56.0,2213.0,2.5305015815634886,Territoire de Belfort
90,2020-09-22,8,342,0,2.3391812865497075,49.0,2017.0,2.429350520575112,Territoire de Belfort
