com2020,dep,debut_7j,fin_7j,clage_65,tp_classe,ti_classe,td_classe
21001,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21001,21,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
21002,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
21002,21,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
21003,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21003,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21004,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,800 à 1000
21004,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21005,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21005,21,2021-01-22,2021-01-28,65,10 à 15,500 à 1000,2500 et plus
21006,21,2021-01-22,2021-01-28,0,15 à 20,1000 et plus,2500 et plus
21006,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21007,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21007,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21008,21,2021-01-22,2021-01-28,0,20 à 25,150 à 250,800 à 1000
21008,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
21009,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21009,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21010,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21010,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21011,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21011,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21012,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21012,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21013,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
21013,21,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
21014,21,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
21014,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21015,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21015,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21016,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21016,21,2021-01-22,2021-01-28,65,10 à 15,500 à 1000,2500 et plus
21017,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
21017,21,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
21018,21,2021-01-22,2021-01-28,0,20 à 25,20 à 50,0 à 300
21018,21,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
21020,21,2021-01-22,2021-01-28,0,25 à 30,1000 et plus,2500 et plus
21020,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21021,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
21021,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21022,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
21022,21,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2000 à 2500
21023,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21023,21,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2000 à 2500
21024,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
21024,21,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
21025,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21025,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21026,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21026,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21027,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21027,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21028,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
21028,21,2021-01-22,2021-01-28,65,10 à 15,50 à 150,1000 à 1500
21029,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,300 à 600
21029,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21030,21,2021-01-22,2021-01-28,0,15 à 20,20 à 50,0 à 300
21030,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21031,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21031,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21032,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21032,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21033,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21033,21,2021-01-22,2021-01-28,65,15 à 20,1000 et plus,2500 et plus
21034,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21034,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21035,21,2021-01-22,2021-01-28,0,1 à 5,10 à 20,600 à 800
21035,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21036,21,2021-01-22,2021-01-28,0,15 à 20,20 à 50,0 à 300
21036,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21037,21,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
21037,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21038,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
21038,21,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2000 à 2500
21039,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21039,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21040,21,2021-01-22,2021-01-28,0,25 à 30,250 à 500,1000 à 1500
21040,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21041,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21041,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21042,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
21042,21,2021-01-22,2021-01-28,65,30 et plus,250 à 500,800 à 1000
21043,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21043,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21044,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21044,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21045,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2000 à 2500
21045,21,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
21046,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21046,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21047,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21047,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
21048,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21048,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21049,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21049,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21050,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21050,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21051,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
21051,21,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
21052,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21052,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21053,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
21053,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21054,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
21054,21,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2000 à 2500
21055,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21055,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21056,21,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
21056,21,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
21057,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21057,21,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2000 à 2500
21058,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21058,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21059,21,2021-01-22,2021-01-28,0,10 à 15,150 à 250,2000 à 2500
21059,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21060,21,2021-01-22,2021-01-28,0,20 à 25,1000 et plus,2500 et plus
21060,21,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
21061,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21061,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21062,21,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
21062,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21063,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21063,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21064,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21064,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21065,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21065,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21066,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
21066,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21067,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21067,21,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2000 à 2500
21068,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21068,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21069,21,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
21069,21,2021-01-22,2021-01-28,65,25 à 30,500 à 1000,2500 et plus
21070,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21070,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21071,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21071,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21072,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
21072,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21074,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
21074,21,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1000 à 1500
21075,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21075,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21076,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21076,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21077,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21077,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21078,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21078,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21079,21,2021-01-22,2021-01-28,0,30 et plus,50 à 150,300 à 600
21079,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21080,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21080,21,2021-01-22,2021-01-28,65,20 à 25,1000 et plus,2500 et plus
21081,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21081,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21082,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21082,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21083,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21083,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21084,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21084,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21085,21,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,2500 et plus
21085,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21086,21,2021-01-22,2021-01-28,0,15 à 20,250 à 500,1500 à 2000
21086,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21087,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21087,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21088,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
21088,21,2021-01-22,2021-01-28,65,30 et plus,150 à 250,600 à 800
21089,21,2021-01-22,2021-01-28,0,10 à 15,150 à 250,1500 à 2000
21089,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21090,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21090,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21091,21,2021-01-22,2021-01-28,0,15 à 20,20 à 50,0 à 300
21091,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21092,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21092,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21093,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21093,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21094,21,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
21094,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21095,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2000 à 2500
21095,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21096,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
21096,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21097,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21097,21,2021-01-22,2021-01-28,65,1 à 5,500 à 1000,2500 et plus
21098,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21098,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21099,21,2021-01-22,2021-01-28,0,15 à 20,250 à 500,2000 à 2500
21099,21,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
21100,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
21100,21,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
21101,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21101,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21102,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21102,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21103,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
21103,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
21104,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,300 à 600
21104,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
21105,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21105,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21106,21,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
21106,21,2021-01-22,2021-01-28,65,1 à 5,20 à 50,1500 à 2000
21107,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21107,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21108,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21108,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21109,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21109,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21110,21,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
21110,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21111,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21111,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
21112,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
21112,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21113,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21113,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21114,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21114,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21115,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
21115,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21116,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21116,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21117,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,0 à 300
21117,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21118,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21118,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21119,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21119,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21120,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
21120,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21121,21,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
21121,21,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
21122,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21122,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21123,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21123,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21124,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21124,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
21125,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21125,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21126,21,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
21126,21,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
21127,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21127,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21128,21,2021-01-22,2021-01-28,0,1 à 5,250 à 500,2500 et plus
21128,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21129,21,2021-01-22,2021-01-28,0,5 à 10,1000 et plus,2500 et plus
21129,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21130,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
21130,21,2021-01-22,2021-01-28,65,5 à 10,20 à 50,300 à 600
21131,21,2021-01-22,2021-01-28,0,1 à 5,10 à 20,1000 à 1500
21131,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21132,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21132,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21133,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21133,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21134,21,2021-01-22,2021-01-28,0,20 à 25,1000 et plus,2500 et plus
21134,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21135,21,2021-01-22,2021-01-28,0,15 à 20,250 à 500,2000 à 2500
21135,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21136,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,800 à 1000
21136,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21137,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21137,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21138,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
21138,21,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2000 à 2500
21139,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21139,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21140,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21140,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21141,21,2021-01-22,2021-01-28,0,1 à 5,0 à 10,0 à 300
21141,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21142,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
21142,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21143,21,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,2500 et plus
21143,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21144,21,2021-01-22,2021-01-28,0,1 à 5,0 à 10,0 à 300
21144,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21145,21,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
21145,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21146,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21146,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
21147,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21147,21,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1500 à 2000
21148,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21148,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21149,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21149,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21150,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21150,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
21151,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21151,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21152,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21152,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
21153,21,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
21153,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
21154,21,2021-01-22,2021-01-28,0,20 à 25,1000 et plus,2500 et plus
21154,21,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
21155,21,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
21155,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21156,21,2021-01-22,2021-01-28,0,5 à 10,10 à 20,0 à 300
21156,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21157,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,300 à 600
21157,21,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
21158,21,2021-01-22,2021-01-28,0,15 à 20,1000 et plus,2500 et plus
21158,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21159,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21159,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21160,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
21160,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21161,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21161,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
21162,21,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
21162,21,2021-01-22,2021-01-28,65,30 et plus,250 à 500,600 à 800
21163,21,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
21163,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21164,21,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
21164,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21165,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21165,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21166,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
21166,21,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
21167,21,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
21167,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21168,21,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
21168,21,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
21169,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21169,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21170,21,2021-01-22,2021-01-28,0,1 à 5,0 à 10,300 à 600
21170,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
21171,21,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
21171,21,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2000 à 2500
21172,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
21172,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
21173,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
21173,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
21175,21,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
21175,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
21176,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
21176,21,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
21177,21,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
