com2020,dep,debut_7j,fin_7j,clage_65,tp_classe,ti_classe,td_classe
25438,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25438,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25439,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25439,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25440,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25440,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25441,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25441,25,2021-01-22,2021-01-28,65,1 à 5,250 à 500,2500 et plus
25442,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25442,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25443,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2000 à 2500
25443,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25444,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25444,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25445,25,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,2500 et plus
25445,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25446,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25446,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2000 à 2500
25447,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25447,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25448,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25448,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,2500 et plus
25449,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
25449,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25450,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25450,25,2021-01-22,2021-01-28,65,1 à 5,500 à 1000,2500 et plus
25451,25,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
25451,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25452,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
25452,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25453,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25453,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25454,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25454,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25455,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25455,25,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
25456,25,2021-01-22,2021-01-28,0,1 à 5,10 à 20,600 à 800
25456,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25457,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25457,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25458,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25458,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25459,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25459,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25460,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25460,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25461,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25461,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,1000 à 1500
25462,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25462,25,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1500 à 2000
25463,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
25463,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25464,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
25464,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25465,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25465,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,1500 à 2000
25466,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25466,25,2021-01-22,2021-01-28,65,10 à 15,500 à 1000,2500 et plus
25467,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25467,25,2021-01-22,2021-01-28,65,25 à 30,500 à 1000,2000 à 2500
25468,25,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
25468,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25469,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25469,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2000 à 2500
25470,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25470,25,2021-01-22,2021-01-28,65,15 à 20,150 à 250,800 à 1000
25471,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
25471,25,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1500 à 2000
25472,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,1500 à 2000
25472,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25473,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25473,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25474,25,2021-01-22,2021-01-28,0,20 à 25,1000 et plus,2500 et plus
25474,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25475,25,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
25475,25,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
25476,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25476,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25477,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25477,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25478,25,2021-01-22,2021-01-28,0,15 à 20,150 à 250,1500 à 2000
25478,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25479,25,2021-01-22,2021-01-28,0,15 à 20,250 à 500,2000 à 2500
25479,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25481,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
25481,25,2021-01-22,2021-01-28,65,30 et plus,150 à 250,0 à 300
25482,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25482,25,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
25483,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25483,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25485,25,2021-01-22,2021-01-28,0,25 à 30,500 à 1000,2500 et plus
25485,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25486,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25486,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25487,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
25487,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
25488,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25488,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25489,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2500 et plus
25489,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25490,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25490,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25491,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25491,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25492,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25492,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,1500 à 2000
25493,25,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
25493,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25494,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25494,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25495,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25495,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25496,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25496,25,2021-01-22,2021-01-28,65,20 à 25,150 à 250,1000 à 1500
25497,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
25497,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25498,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25498,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25499,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25499,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25500,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25500,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25501,25,2021-01-22,2021-01-28,0,5 à 10,20 à 50,300 à 600
25501,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
25502,25,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
25502,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25503,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
25503,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25504,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25504,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
25505,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25505,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25506,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25506,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25507,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25507,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25508,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25508,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25510,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25510,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,2000 à 2500
25511,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25511,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1000 à 1500
25512,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25512,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25513,25,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
25513,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,2000 à 2500
25514,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
25514,25,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1000 à 1500
25515,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25515,25,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1000 à 1500
25516,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
25516,25,2021-01-22,2021-01-28,65,15 à 20,150 à 250,800 à 1000
25517,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
25517,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25518,25,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
25518,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25519,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,600 à 800
25519,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25520,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25520,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25521,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25521,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2000 à 2500
25522,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25522,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25523,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
25523,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25524,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25524,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25525,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25525,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25526,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
25526,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25527,25,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
25527,25,2021-01-22,2021-01-28,65,25 à 30,1000 et plus,2500 et plus
25528,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25528,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25529,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25529,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25532,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25532,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25533,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25533,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25534,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25534,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
25535,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25535,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25536,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25536,25,2021-01-22,2021-01-28,65,25 à 30,500 à 1000,2000 à 2500
25537,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25537,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25538,25,2021-01-22,2021-01-28,0,1 à 5,250 à 500,2500 et plus
25538,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
25539,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
25539,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25540,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25540,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25541,25,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
25541,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25542,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25542,25,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
25544,25,2021-01-22,2021-01-28,0,10 à 15,150 à 250,1500 à 2000
25544,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25545,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,1500 à 2000
25545,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25546,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25546,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,1500 à 2000
25547,25,2021-01-22,2021-01-28,0,15 à 20,250 à 500,2500 et plus
25547,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25548,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
25548,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25549,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
25549,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25550,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25550,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25551,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
25551,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25552,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
25552,25,2021-01-22,2021-01-28,65,20 à 25,150 à 250,800 à 1000
25553,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
25553,25,2021-01-22,2021-01-28,65,15 à 20,50 à 150,800 à 1000
25554,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25554,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25555,25,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
25555,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25556,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25556,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25557,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25557,25,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
25558,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25558,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2500 et plus
25559,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25559,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25560,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25560,25,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
25561,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25561,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25562,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
25562,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25563,25,2021-01-22,2021-01-28,0,25 à 30,1000 et plus,2500 et plus
25563,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25564,25,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
25564,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25565,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
25565,25,2021-01-22,2021-01-28,65,15 à 20,150 à 250,1000 à 1500
25566,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25566,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25567,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25567,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25569,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25569,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
25570,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25570,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25571,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25571,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25572,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
25572,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
25573,25,2021-01-22,2021-01-28,0,15 à 20,150 à 250,1000 à 1500
25573,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
25574,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25574,25,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
25575,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25575,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
25578,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25578,25,2021-01-22,2021-01-28,65,10 à 15,150 à 250,1500 à 2000
25579,25,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
25579,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25580,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25580,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,1500 à 2000
25582,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25582,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25583,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
25583,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25584,25,2021-01-22,2021-01-28,0,1 à 5,0 à 10,0 à 300
25584,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25586,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
25586,25,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
25588,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
25588,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1000 à 1500
25589,25,2021-01-22,2021-01-28,0,10 à 15,50 à 150,1000 à 1500
25589,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1000 à 1500
25590,25,2021-01-22,2021-01-28,0,15 à 20,250 à 500,2000 à 2500
25590,25,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
25591,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
25591,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,0 à 300
25592,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25592,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25594,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25594,25,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
25595,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25595,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25596,25,2021-01-22,2021-01-28,0,10 à 15,150 à 250,2000 à 2500
25596,25,2021-01-22,2021-01-28,65,30 et plus,250 à 500,1000 à 1500
25597,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25597,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
25598,25,2021-01-22,2021-01-28,0,15 à 20,1000 et plus,2500 et plus
25598,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25599,25,2021-01-22,2021-01-28,0,15 à 20,500 à 1000,2500 et plus
25599,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25600,25,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
25600,25,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
25601,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25601,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25602,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25602,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
25604,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25604,25,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1500 à 2000
25605,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
25605,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,1500 à 2000
25607,25,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,2500 et plus
25607,25,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
25608,25,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
25608,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25609,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25609,25,2021-01-22,2021-01-28,65,15 à 20,150 à 250,1000 à 1500
25611,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25611,25,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2500 et plus
25612,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25612,25,2021-01-22,2021-01-28,65,15 à 20,250 à 500,1500 à 2000
25613,25,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
25613,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,1000 à 1500
25614,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
25614,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
25615,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25615,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25616,25,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
25616,25,2021-01-22,2021-01-28,65,20 à 25,500 à 1000,2000 à 2500
25617,25,2021-01-22,2021-01-28,0,15 à 20,250 à 500,1000 à 1500
25617,25,2021-01-22,2021-01-28,65,30 et plus,500 à 1000,2500 et plus
25618,25,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2000 à 2500
25618,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
25619,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
25619,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,300 à 600
25620,25,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
25620,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
25621,25,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
25621,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,2000 à 2500
25622,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25622,25,2021-01-22,2021-01-28,65,20 à 25,250 à 500,2000 à 2500
25623,25,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
25623,25,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
25624,25,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
25624,25,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2000 à 2500
25625,25,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
25625,25,2021-01-22,2021-01-28,65,0 à 1,0 à 10,600 à 800
