jour,Département,Nouvelles hospitalisations en 24h,Nouvelles entrées en réanimation en 24h,Nouveaux décès à l'hôpital en 24h,Nouveaux retours à domicile en 24h
2020-11-07,Côte-d'Or,37,4,5,23
2020-11-07,Doubs,4,2,1,5
2020-11-07,Jura,20,0,0,16
2020-11-07,Nièvre,4,1,1,4
2020-11-07,Haute-Saône,11,1,0,9
2020-11-07,Saône-et-Loire,48,6,1,22
2020-11-07,Yonne,17,1,0,18
2020-11-07,Territoire de Belfort,3,0,1,8
2020-11-08,Côte-d'Or,20,4,8,3
2020-11-08,Doubs,30,18,4,6
2020-11-08,Jura,7,0,0,0
2020-11-08,Nièvre,5,0,1,3
2020-11-08,Haute-Saône,6,0,2,0
2020-11-08,Saône-et-Loire,21,2,8,6
2020-11-08,Yonne,15,2,2,1
2020-11-08,Territoire de Belfort,9,0,4,5
2020-11-09,Côte-d'Or,28,5,9,11
2020-11-09,Doubs,27,10,0,5
2020-11-09,Jura,17,2,10,5
2020-11-09,Nièvre,13,2,0,0
2020-11-09,Haute-Saône,9,3,2,0
2020-11-09,Saône-et-Loire,56,2,14,12
2020-11-09,Yonne,28,4,6,8
2020-11-09,Territoire de Belfort,33,3,4,0
2020-11-10,Côte-d'Or,45,9,3,22
2020-11-10,Doubs,24,2,1,12
2020-11-10,Jura,22,3,8,21
2020-11-10,Nièvre,7,0,1,2
2020-11-10,Haute-Saône,13,3,0,6
2020-11-10,Saône-et-Loire,64,2,8,33
2020-11-10,Yonne,16,0,1,9
2020-11-10,Territoire de Belfort,21,3,3,13
2020-11-11,Côte-d'Or,48,7,5,21
2020-11-11,Doubs,27,0,3,28
2020-11-11,Jura,13,1,0,19
2020-11-11,Nièvre,4,1,1,1
2020-11-11,Haute-Saône,12,1,3,10
2020-11-11,Saône-et-Loire,46,10,6,24
2020-11-11,Yonne,14,3,1,14
2020-11-11,Territoire de Belfort,4,2,0,9
2020-11-12,Côte-d'Or,21,3,4,11
2020-11-12,Doubs,29,7,4,8
2020-11-12,Jura,20,1,2,12
2020-11-12,Nièvre,7,0,1,8
2020-11-12,Haute-Saône,15,0,1,3
2020-11-12,Saône-et-Loire,31,1,12,13
2020-11-12,Yonne,18,0,1,3
2020-11-12,Territoire de Belfort,20,0,0,4
2020-11-13,Côte-d'Or,28,4,4,26
2020-11-13,Doubs,10,2,1,18
2020-11-13,Jura,25,1,1,21
2020-11-13,Nièvre,6,1,0,5
2020-11-13,Haute-Saône,13,2,2,14
2020-11-13,Saône-et-Loire,68,11,12,30
2020-11-13,Yonne,11,1,2,12
2020-11-13,Territoire de Belfort,11,0,0,12
2020-11-14,Côte-d'Or,24,4,5,25
2020-11-14,Doubs,17,3,1,13
2020-11-14,Jura,14,0,3,9
2020-11-14,Nièvre,7,0,0,9
2020-11-14,Haute-Saône,4,1,0,8
2020-11-14,Saône-et-Loire,39,4,6,28
2020-11-14,Yonne,15,2,2,13
2020-11-14,Territoire de Belfort,1,0,3,11
2020-11-15,Côte-d'Or,16,5,3,4
2020-11-15,Doubs,18,8,1,5
2020-11-15,Jura,17,0,4,5
2020-11-15,Nièvre,6,0,0,1
2020-11-15,Haute-Saône,5,1,2,6
2020-11-15,Saône-et-Loire,25,5,7,9
2020-11-15,Yonne,10,1,3,2
2020-11-15,Territoire de Belfort,2,1,0,6
2020-11-16,Côte-d'Or,23,5,2,11
2020-11-16,Doubs,25,3,1,3
2020-11-16,Jura,20,3,2,6
2020-11-16,Nièvre,4,0,0,5
2020-11-16,Haute-Saône,15,2,0,3
2020-11-16,Saône-et-Loire,49,6,17,25
2020-11-16,Yonne,16,1,3,4
2020-11-16,Territoire de Belfort,18,3,2,4
2020-11-17,Côte-d'Or,30,7,7,36
2020-11-17,Doubs,16,2,6,25
2020-11-17,Jura,17,3,1,14
2020-11-17,Nièvre,4,0,1,3
2020-11-17,Haute-Saône,6,1,3,11
2020-11-17,Saône-et-Loire,53,8,10,25
2020-11-17,Yonne,10,2,3,9
2020-11-17,Territoire de Belfort,26,1,2,11
2020-11-18,Côte-d'Or,24,9,5,25
2020-11-18,Doubs,22,3,3,11
2020-11-18,Jura,20,1,4,9
2020-11-18,Nièvre,11,1,2,7
2020-11-18,Haute-Saône,5,1,1,7
2020-11-18,Saône-et-Loire,56,7,13,43
2020-11-18,Yonne,14,2,4,6
2020-11-18,Territoire de Belfort,9,3,4,8
2020-11-19,Côte-d'Or,16,6,3,21
2020-11-19,Doubs,16,3,0,13
2020-11-19,Jura,15,0,3,6
2020-11-19,Nièvre,5,1,0,5
2020-11-19,Haute-Saône,10,0,0,14
2020-11-19,Saône-et-Loire,24,0,3,21
2020-11-19,Yonne,14,1,4,10
2020-11-19,Territoire de Belfort,10,1,5,11
2020-11-20,Côte-d'Or,37,5,2,21
2020-11-20,Doubs,18,1,6,22
2020-11-20,Jura,11,2,6,10
2020-11-20,Nièvre,5,0,0,5
2020-11-20,Haute-Saône,4,0,0,8
2020-11-20,Saône-et-Loire,47,1,4,31
2020-11-20,Yonne,12,0,1,13
2020-11-20,Territoire de Belfort,10,5,3,4
2020-11-21,Côte-d'Or,17,2,3,17
2020-11-21,Doubs,3,1,2,11
2020-11-21,Jura,10,3,1,17
2020-11-21,Nièvre,28,0,11,11
2020-11-21,Haute-Saône,3,1,0,7
2020-11-21,Saône-et-Loire,34,6,6,29
2020-11-21,Yonne,18,4,3,6
2020-11-21,Territoire de Belfort,0,0,0,0
2020-11-22,Côte-d'Or,10,3,1,5
2020-11-22,Doubs,30,8,1,4
2020-11-22,Jura,4,0,3,0
2020-11-22,Nièvre,5,0,1,0
2020-11-22,Haute-Saône,2,0,1,3
2020-11-22,Saône-et-Loire,23,4,5,7
2020-11-22,Yonne,17,0,1,9
2020-11-22,Territoire de Belfort,13,3,3,10
2020-11-23,Côte-d'Or,13,6,3,8
2020-11-23,Doubs,15,8,7,8
2020-11-23,Jura,5,0,2,7
2020-11-23,Nièvre,2,2,3,1
2020-11-23,Haute-Saône,9,3,4,2
2020-11-23,Saône-et-Loire,23,3,7,9
2020-11-23,Yonne,9,4,3,4
2020-11-23,Territoire de Belfort,15,1,3,0
2020-11-24,Côte-d'Or,20,6,2,18
2020-11-24,Doubs,20,0,3,26
2020-11-24,Jura,10,0,6,10
2020-11-24,Nièvre,4,1,1,6
2020-11-24,Haute-Saône,6,1,0,9
2020-11-24,Saône-et-Loire,42,8,9,51
2020-11-24,Yonne,8,0,2,15
2020-11-24,Territoire de Belfort,11,0,3,11
2020-11-25,Côte-d'Or,23,5,5,27
2020-11-25,Doubs,10,4,2,21
2020-11-25,Jura,2,0,2,6
2020-11-25,Nièvre,7,1,5,6
2020-11-25,Haute-Saône,4,2,1,12
2020-11-25,Saône-et-Loire,22,2,8,26
2020-11-25,Yonne,26,0,5,24
2020-11-25,Territoire de Belfort,13,2,4,12
2020-11-26,Côte-d'Or,15,2,3,22
2020-11-26,Doubs,7,2,5,4
2020-11-26,Jura,10,0,0,12
2020-11-26,Nièvre,5,0,1,8
2020-11-26,Haute-Saône,4,2,0,12
2020-11-26,Saône-et-Loire,16,1,8,26
2020-11-26,Yonne,14,1,3,6
2020-11-26,Territoire de Belfort,5,0,3,10
2020-11-27,Côte-d'Or,26,6,10,21
2020-11-27,Doubs,17,3,4,16
2020-11-27,Jura,12,0,3,11
2020-11-27,Nièvre,6,1,2,4
2020-11-27,Haute-Saône,3,0,2,5
2020-11-27,Saône-et-Loire,44,9,6,26
2020-11-27,Yonne,16,0,4,9
2020-11-27,Territoire de Belfort,13,3,2,5
2020-11-28,Côte-d'Or,12,1,2,13
2020-11-28,Doubs,3,3,5,14
2020-11-28,Jura,5,0,0,10
2020-11-28,Nièvre,5,1,1,5
2020-11-28,Haute-Saône,5,0,0,3
2020-11-28,Saône-et-Loire,13,4,2,18
2020-11-28,Yonne,6,0,3,7
2020-11-28,Territoire de Belfort,5,4,6,11
2020-11-29,Côte-d'Or,8,0,2,6
2020-11-29,Doubs,8,3,2,6
2020-11-29,Jura,5,2,4,4
2020-11-29,Nièvre,7,0,2,0
2020-11-29,Haute-Saône,2,0,1,1
2020-11-29,Saône-et-Loire,11,1,3,7
2020-11-29,Yonne,6,0,1,0
2020-11-29,Territoire de Belfort,0,0,1,0
2020-11-30,Côte-d'Or,14,5,7,2
2020-11-30,Doubs,19,3,4,5
2020-11-30,Jura,9,0,1,6
2020-11-30,Nièvre,7,0,2,3
2020-11-30,Haute-Saône,9,0,0,3
2020-11-30,Saône-et-Loire,21,4,11,10
2020-11-30,Yonne,17,2,1,27
2020-11-30,Territoire de Belfort,23,1,2,0
2020-12-01,Côte-d'Or,24,2,4,21
2020-12-01,Doubs,4,10,2,15
2020-12-01,Jura,14,2,0,6
2020-12-01,Nièvre,4,0,2,8
2020-12-01,Haute-Saône,4,1,0,9
2020-12-01,Saône-et-Loire,32,3,11,50
2020-12-01,Yonne,15,2,2,1
2020-12-01,Territoire de Belfort,6,1,0,0
2020-12-02,Côte-d'Or,25,4,3,14
2020-12-02,Doubs,16,3,3,21
2020-12-02,Jura,11,1,2,10
2020-12-02,Nièvre,0,0,2,5
2020-12-02,Haute-Saône,1,0,0,5
2020-12-02,Saône-et-Loire,26,2,5,19
2020-12-02,Yonne,28,0,4,33
2020-12-02,Territoire de Belfort,26,0,10,16
2020-12-03,Côte-d'Or,21,1,3,15
2020-12-03,Doubs,9,1,3,7
2020-12-03,Jura,23,2,7,9
2020-12-03,Nièvre,4,0,0,3
2020-12-03,Haute-Saône,4,0,1,7
2020-12-03,Saône-et-Loire,25,2,4,21
2020-12-03,Yonne,24,0,1,10
2020-12-03,Territoire de Belfort,19,1,1,9
2020-12-04,Côte-d'Or,23,3,1,18
2020-12-04,Doubs,15,3,2,10
2020-12-04,Jura,7,1,2,11
2020-12-04,Nièvre,13,0,1,2
2020-12-04,Haute-Saône,7,2,0,5
2020-12-04,Saône-et-Loire,19,1,7,14
2020-12-04,Yonne,31,1,5,13
2020-12-04,Territoire de Belfort,10,1,2,8
2020-12-05,Côte-d'Or,8,4,2,50
2020-12-05,Doubs,2,2,2,11
2020-12-05,Jura,10,0,1,8
2020-12-05,Nièvre,4,1,2,7
2020-12-05,Haute-Saône,4,0,2,1
2020-12-05,Saône-et-Loire,12,0,2,20
2020-12-05,Yonne,20,2,2,10
2020-12-05,Territoire de Belfort,11,1,3,10
2020-12-06,Côte-d'Or,11,2,4,3
2020-12-06,Doubs,25,8,1,2
2020-12-06,Jura,0,0,0,0
2020-12-06,Nièvre,2,0,0,1
2020-12-06,Haute-Saône,0,0,0,0
2020-12-06,Saône-et-Loire,10,2,3,13
2020-12-06,Yonne,2,0,2,1
2020-12-06,Territoire de Belfort,1,0,0,2
2020-12-07,Côte-d'Or,21,5,4,2
2020-12-07,Doubs,8,4,6,6
2020-12-07,Jura,6,1,0,1
2020-12-07,Nièvre,3,0,1,2
2020-12-07,Haute-Saône,5,4,0,1
2020-12-07,Saône-et-Loire,17,3,3,9
2020-12-07,Yonne,10,2,3,1
2020-12-07,Territoire de Belfort,11,1,4,1
2020-12-08,Côte-d'Or,24,0,4,15
2020-12-08,Doubs,10,1,2,13
2020-12-08,Jura,12,0,4,11
2020-12-08,Nièvre,17,1,2,6
2020-12-08,Haute-Saône,8,2,2,7
2020-12-08,Saône-et-Loire,32,2,9,22
2020-12-08,Yonne,24,1,1,13
2020-12-08,Territoire de Belfort,27,3,6,8
2020-12-09,Côte-d'Or,24,6,8,20
2020-12-09,Doubs,5,3,3,8
2020-12-09,Jura,22,2,4,20
2020-12-09,Nièvre,3,0,1,2
2020-12-09,Haute-Saône,5,0,0,6
2020-12-09,Saône-et-Loire,15,2,7,24
2020-12-09,Yonne,13,4,5,4
2020-12-09,Territoire de Belfort,15,2,8,6
2020-12-10,Côte-d'Or,40,2,5,13
2020-12-10,Doubs,16,2,3,14
2020-12-10,Jura,3,0,0,2
2020-12-10,Nièvre,7,1,4,11
2020-12-10,Haute-Saône,6,0,2,6
2020-12-10,Saône-et-Loire,24,3,6,28
2020-12-10,Yonne,3,0,2,14
2020-12-10,Territoire de Belfort,13,1,3,9
2020-12-11,Côte-d'Or,17,1,6,24
2020-12-11,Doubs,8,2,2,9
2020-12-11,Jura,27,2,4,10
2020-12-11,Nièvre,15,0,0,6
2020-12-11,Haute-Saône,3,0,1,2
2020-12-11,Saône-et-Loire,24,3,2,22
2020-12-11,Yonne,8,1,1,20
2020-12-11,Territoire de Belfort,33,1,11,13
2020-12-12,Côte-d'Or,18,2,5,16
2020-12-12,Doubs,8,6,3,9
2020-12-12,Jura,7,0,1,10
2020-12-12,Nièvre,13,0,4,3
2020-12-12,Haute-Saône,3,0,0,5
2020-12-12,Saône-et-Loire,13,2,2,10
2020-12-12,Yonne,22,1,5,10
2020-12-12,Territoire de Belfort,70,1,7,56
2020-12-13,Côte-d'Or,8,2,3,1
2020-12-13,Doubs,5,1,2,2
2020-12-13,Jura,7,0,0,0
2020-12-13,Nièvre,3,0,0,1
2020-12-13,Haute-Saône,2,0,0,0
2020-12-13,Saône-et-Loire,15,2,6,5
2020-12-13,Yonne,9,0,0,0
2020-12-13,Territoire de Belfort,2,1,1,3
2020-12-14,Côte-d'Or,15,5,5,6
2020-12-14,Doubs,17,4,1,2
2020-12-14,Jura,13,1,3,16
2020-12-14,Nièvre,2,1,0,0
2020-12-14,Haute-Saône,6,1,3,1
2020-12-14,Saône-et-Loire,23,1,5,26
2020-12-14,Yonne,7,0,2,5
2020-12-14,Territoire de Belfort,31,1,4,4
2020-12-15,Côte-d'Or,25,2,6,20
2020-12-15,Doubs,12,2,1,19
2020-12-15,Jura,19,2,3,8
2020-12-15,Nièvre,8,1,4,6
2020-12-15,Haute-Saône,7,2,1,8
2020-12-15,Saône-et-Loire,32,0,2,20
2020-12-15,Yonne,12,1,4,8
2020-12-15,Territoire de Belfort,33,5,2,29
2020-12-16,Côte-d'Or,36,2,4,13
2020-12-16,Doubs,10,6,2,7
2020-12-16,Jura,25,2,4,6
2020-12-16,Nièvre,3,0,2,1
2020-12-16,Haute-Saône,2,0,1,6
2020-12-16,Saône-et-Loire,26,4,3,24
2020-12-16,Yonne,17,1,9,17
2020-12-16,Territoire de Belfort,22,2,4,9
2020-12-17,Côte-d'Or,20,4,4,29
2020-12-17,Doubs,7,2,4,6
2020-12-17,Jura,28,0,5,9
2020-12-17,Nièvre,1,0,1,3
2020-12-17,Haute-Saône,1,0,1,5
2020-12-17,Saône-et-Loire,27,0,1,21
2020-12-17,Yonne,12,3,4,8
2020-12-17,Territoire de Belfort,9,0,2,15
2020-12-18,Côte-d'Or,32,4,4,24
2020-12-18,Doubs,6,2,1,10
2020-12-18,Jura,22,0,2,9
2020-12-18,Nièvre,3,0,1,12
2020-12-18,Haute-Saône,2,1,0,2
2020-12-18,Saône-et-Loire,9,2,3,21
2020-12-18,Yonne,7,1,2,5
2020-12-18,Territoire de Belfort,15,1,4,12
2020-12-19,Côte-d'Or,15,3,4,14
2020-12-19,Doubs,1,1,1,8
2020-12-19,Jura,0,0,3,9
2020-12-19,Nièvre,3,0,3,3
2020-12-19,Haute-Saône,2,0,0,3
2020-12-19,Saône-et-Loire,28,4,1,22
2020-12-19,Yonne,3,0,1,3
2020-12-19,Territoire de Belfort,12,2,4,31
2020-12-20,Côte-d'Or,5,2,4,1
2020-12-20,Doubs,17,6,0,1
2020-12-20,Jura,0,0,0,2
2020-12-20,Nièvre,1,0,0,1
2020-12-20,Haute-Saône,5,0,0,1
2020-12-20,Saône-et-Loire,8,1,3,3
2020-12-20,Yonne,5,0,0,2
2020-12-20,Territoire de Belfort,15,1,3,3
2020-12-21,Côte-d'Or,30,6,9,10
2020-12-21,Doubs,5,1,3,14
2020-12-21,Jura,29,5,6,6
2020-12-21,Nièvre,0,0,1,0
2020-12-21,Haute-Saône,3,0,0,2
2020-12-21,Saône-et-Loire,28,1,4,35
2020-12-21,Yonne,34,5,10,16
2020-12-21,Territoire de Belfort,6,0,3,3
2020-12-22,Côte-d'Or,22,3,4,13
2020-12-22,Doubs,8,1,2,5
2020-12-22,Jura,23,0,6,19
2020-12-22,Nièvre,8,0,0,5
2020-12-22,Haute-Saône,15,6,3,5
2020-12-22,Saône-et-Loire,22,2,2,30
2020-12-22,Yonne,11,1,8,17
2020-12-22,Territoire de Belfort,23,3,6,14
2020-12-23,Côte-d'Or,16,1,6,21
2020-12-23,Doubs,12,4,6,11
2020-12-23,Jura,10,0,3,8
2020-12-23,Nièvre,1,0,1,2
2020-12-23,Haute-Saône,2,0,1,6
2020-12-23,Saône-et-Loire,16,3,2,13
2020-12-23,Yonne,16,4,6,13
2020-12-23,Territoire de Belfort,16,1,3,7
2020-12-24,Côte-d'Or,34,6,8,19
2020-12-24,Doubs,8,4,2,9
2020-12-24,Jura,17,0,1,15
2020-12-24,Nièvre,11,0,2,0
2020-12-24,Haute-Saône,10,2,2,5
2020-12-24,Saône-et-Loire,36,2,5,33
2020-12-24,Yonne,11,1,1,13
2020-12-24,Territoire de Belfort,10,1,6,11
2020-12-25,Côte-d'Or,5,1,1,0
2020-12-25,Doubs,7,1,4,4
2020-12-25,Jura,9,0,0,8
2020-12-25,Nièvre,2,2,0,1
2020-12-25,Haute-Saône,1,0,0,3
2020-12-25,Saône-et-Loire,16,2,2,7
2020-12-25,Yonne,16,0,3,10
2020-12-25,Territoire de Belfort,7,0,5,10
2020-12-26,Côte-d'Or,11,7,5,17
2020-12-26,Doubs,15,4,2,1
2020-12-26,Jura,4,0,3,3
2020-12-26,Nièvre,3,1,1,2
2020-12-26,Haute-Saône,3,1,0,7
2020-12-26,Saône-et-Loire,14,2,0,1
2020-12-26,Yonne,8,1,2,4
2020-12-26,Territoire de Belfort,3,1,2,3
2020-12-27,Côte-d'Or,9,4,1,4
2020-12-27,Doubs,1,1,1,3
2020-12-27,Jura,8,0,6,3
2020-12-27,Nièvre,5,0,3,0
2020-12-27,Haute-Saône,1,0,1,3
2020-12-27,Saône-et-Loire,15,0,4,8
2020-12-27,Yonne,3,0,0,0
2020-12-27,Territoire de Belfort,4,0,3,4
2020-12-28,Côte-d'Or,10,1,1,6
2020-12-28,Doubs,11,6,1,4
2020-12-28,Jura,24,1,9,18
2020-12-28,Nièvre,7,0,1,2
2020-12-28,Haute-Saône,7,3,3,4
2020-12-28,Saône-et-Loire,11,2,4,6
2020-12-28,Yonne,26,0,6,4
2020-12-28,Territoire de Belfort,12,0,4,0
2020-12-29,Côte-d'Or,10,2,4,16
2020-12-29,Doubs,16,1,1,6
2020-12-29,Jura,31,2,13,4
2020-12-29,Nièvre,5,0,3,2
2020-12-29,Haute-Saône,10,4,1,6
2020-12-29,Saône-et-Loire,48,7,4,20
2020-12-29,Yonne,4,1,2,6
2020-12-29,Territoire de Belfort,22,0,7,15
2020-12-30,Côte-d'Or,35,8,10,14
2020-12-30,Doubs,13,2,3,11
2020-12-30,Jura,12,0,4,4
2020-12-30,Nièvre,2,1,1,7
2020-12-30,Haute-Saône,9,2,0,0
2020-12-30,Saône-et-Loire,21,2,5,30
2020-12-30,Yonne,16,0,1,3
2020-12-30,Territoire de Belfort,13,2,3,6
2020-12-31,Côte-d'Or,21,5,9,21
2020-12-31,Doubs,11,0,0,5
2020-12-31,Jura,19,0,6,12
2020-12-31,Nièvre,4,0,0,1
2020-12-31,Haute-Saône,0,1,0,11
2020-12-31,Saône-et-Loire,16,2,5,18
2020-12-31,Yonne,12,0,5,20
2020-12-31,Territoire de Belfort,9,4,1,10
2021-01-01,Côte-d'Or,5,1,3,4
2021-01-01,Doubs,8,6,3,6
2021-01-01,Jura,0,0,0,0
2021-01-01,Nièvre,4,0,0,1
2021-01-01,Haute-Saône,3,2,0,14
2021-01-01,Saône-et-Loire,11,2,0,26
2021-01-01,Yonne,4,0,0,9
2021-01-01,Territoire de Belfort,0,0,0,0
2021-01-02,Côte-d'Or,19,5,6,9
2021-01-02,Doubs,1,0,1,1
2021-01-02,Jura,8,2,2,6
2021-01-02,Nièvre,1,0,1,1
2021-01-02,Haute-Saône,2,0,1,0
2021-01-02,Saône-et-Loire,5,0,0,2
2021-01-02,Yonne,6,0,1,0
2021-01-02,Territoire de Belfort,19,3,8,10
2021-01-03,Côte-d'Or,16,3,6,4
2021-01-03,Doubs,4,2,1,6
2021-01-03,Jura,10,0,1,0
2021-01-03,Nièvre,3,1,1,1
2021-01-03,Haute-Saône,3,0,1,0
2021-01-03,Saône-et-Loire,13,1,2,3
2021-01-03,Yonne,18,1,5,14
2021-01-03,Territoire de Belfort,2,1,4,2
2021-01-04,Côte-d'Or,31,5,7,9
2021-01-04,Doubs,4,1,1,4
2021-01-04,Jura,21,2,5,4
2021-01-04,Nièvre,5,0,2,2
2021-01-04,Haute-Saône,5,2,1,4
2021-01-04,Saône-et-Loire,37,0,9,5
2021-01-04,Yonne,4,1,2,8
2021-01-04,Territoire de Belfort,12,1,1,2
2021-01-05,Côte-d'Or,34,3,9,26
2021-01-05,Doubs,28,4,3,12
2021-01-05,Jura,19,3,0,26
2021-01-05,Nièvre,5,0,1,8
2021-01-05,Haute-Saône,1,0,0,4
2021-01-05,Saône-et-Loire,26,2,7,33
2021-01-05,Yonne,8,1,7,10
2021-01-05,Territoire de Belfort,20,4,4,23
2021-01-06,Côte-d'Or,17,1,4,9
2021-01-06,Doubs,9,1,3,10
2021-01-06,Jura,18,1,4,15
2021-01-06,Nièvre,5,0,0,3
2021-01-06,Haute-Saône,6,2,0,4
2021-01-06,Saône-et-Loire,36,4,6,41
2021-01-06,Yonne,11,2,3,9
2021-01-06,Territoire de Belfort,13,0,1,17
2021-01-07,Côte-d'Or,34,7,3,25
2021-01-07,Doubs,25,5,2,10
2021-01-07,Jura,15,1,2,21
2021-01-07,Nièvre,3,0,1,4
2021-01-07,Haute-Saône,5,0,0,7
2021-01-07,Saône-et-Loire,23,0,3,24
2021-01-07,Yonne,9,0,1,11
2021-01-07,Territoire de Belfort,10,0,3,8
2021-01-08,Côte-d'Or,16,4,3,16
2021-01-08,Doubs,19,2,4,11
2021-01-08,Jura,8,1,3,14
2021-01-08,Nièvre,13,0,1,2
2021-01-08,Haute-Saône,9,0,1,3
2021-01-08,Saône-et-Loire,26,4,5,22
2021-01-08,Yonne,11,1,5,9
2021-01-08,Territoire de Belfort,13,5,3,8
2021-01-09,Côte-d'Or,6,1,4,16
2021-01-09,Doubs,7,0,1,9
2021-01-09,Jura,10,0,2,3
2021-01-09,Nièvre,4,0,1,4
2021-01-09,Haute-Saône,17,1,0,11
2021-01-09,Saône-et-Loire,10,0,5,10
2021-01-09,Yonne,4,0,1,18
2021-01-09,Territoire de Belfort,1,0,2,3
2021-01-10,Côte-d'Or,14,0,4,7
2021-01-10,Doubs,14,7,2,5
2021-01-10,Jura,3,0,0,0
2021-01-10,Nièvre,4,0,0,0
2021-01-10,Haute-Saône,0,0,0,0
2021-01-10,Saône-et-Loire,11,0,1,1
2021-01-10,Yonne,0,0,0,1
2021-01-10,Territoire de Belfort,2,0,5,7
2021-01-11,Côte-d'Or,18,3,6,9
2021-01-11,Doubs,10,1,0,0
2021-01-11,Jura,22,1,6,15
2021-01-11,Nièvre,7,0,1,0
2021-01-11,Haute-Saône,11,2,2,1
2021-01-11,Saône-et-Loire,32,3,5,16
2021-01-11,Yonne,12,1,1,4
2021-01-11,Territoire de Belfort,7,0,2,3
2021-01-12,Côte-d'Or,21,4,1,19
2021-01-12,Doubs,23,5,8,21
2021-01-12,Jura,16,2,2,6
2021-01-12,Nièvre,3,1,1,5
2021-01-12,Haute-Saône,3,1,3,2
2021-01-12,Saône-et-Loire,30,5,2,23
2021-01-12,Yonne,13,1,1,3
2021-01-12,Territoire de Belfort,14,1,4,14
2021-01-13,Côte-d'Or,16,4,7,16
2021-01-13,Doubs,7,0,2,9
2021-01-13,Jura,26,2,1,13
2021-01-13,Nièvre,12,0,2,2
2021-01-13,Haute-Saône,7,4,1,7
2021-01-13,Saône-et-Loire,18,1,3,37
2021-01-13,Yonne,14,1,2,25
2021-01-13,Territoire de Belfort,10,3,1,9
2021-01-14,Côte-d'Or,21,1,2,10
2021-01-14,Doubs,21,4,1,14
2021-01-14,Jura,12,0,2,16
2021-01-14,Nièvre,9,0,2,5
2021-01-14,Haute-Saône,6,0,1,2
2021-01-14,Saône-et-Loire,35,2,9,16
2021-01-14,Yonne,12,0,3,8
2021-01-14,Territoire de Belfort,9,0,2,5
2021-01-15,Côte-d'Or,22,3,9,20
2021-01-15,Doubs,15,3,3,12
2021-01-15,Jura,23,0,1,11
2021-01-15,Nièvre,17,0,1,6
2021-01-15,Haute-Saône,4,0,2,1
2021-01-15,Saône-et-Loire,53,5,3,27
2021-01-15,Yonne,13,1,3,20
2021-01-15,Territoire de Belfort,5,1,2,15
2021-01-16,Côte-d'Or,17,2,2,18
2021-01-16,Doubs,11,6,2,14
2021-01-16,Jura,2,0,6,29
2021-01-16,Nièvre,6,1,0,4
2021-01-16,Haute-Saône,0,0,1,7
2021-01-16,Saône-et-Loire,32,3,5,4
2021-01-16,Yonne,11,0,1,5
2021-01-16,Territoire de Belfort,3,1,4,8
2021-01-17,Côte-d'Or,1,1,5,2
2021-01-17,Doubs,12,1,0,3
2021-01-17,Jura,2,0,2,0
2021-01-17,Nièvre,17,0,2,3
2021-01-17,Haute-Saône,3,1,0,3
2021-01-17,Saône-et-Loire,9,2,3,2
2021-01-17,Yonne,9,1,2,4
2021-01-17,Territoire de Belfort,1,0,1,2
2021-01-18,Côte-d'Or,20,2,3,11
2021-01-18,Doubs,12,5,6,8
2021-01-18,Jura,31,4,6,13
2021-01-18,Nièvre,2,0,6,2
2021-01-18,Haute-Saône,12,1,1,2
2021-01-18,Saône-et-Loire,47,6,13,37
2021-01-18,Yonne,9,3,1,4
2021-01-18,Territoire de Belfort,6,0,1,0
2021-01-19,Côte-d'Or,24,5,6,95
2021-01-19,Doubs,13,2,5,13
2021-01-19,Jura,7,0,2,11
2021-01-19,Nièvre,4,1,3,3
2021-01-19,Haute-Saône,8,0,1,7
2021-01-19,Saône-et-Loire,45,1,5,24
2021-01-19,Yonne,9,0,2,10
2021-01-19,Territoire de Belfort,8,2,2,8
2021-01-20,Côte-d'Or,18,3,5,14
2021-01-20,Doubs,11,2,4,8
2021-01-20,Jura,13,2,3,19
2021-01-20,Nièvre,4,0,4,5
2021-01-20,Haute-Saône,6,2,0,3
2021-01-20,Saône-et-Loire,32,2,7,12
2021-01-20,Yonne,12,1,4,8
2021-01-20,Territoire de Belfort,25,5,1,11
2021-01-21,Côte-d'Or,19,1,5,7
2021-01-21,Doubs,10,1,1,13
2021-01-21,Jura,16,0,6,12
2021-01-21,Nièvre,21,1,5,2
2021-01-21,Haute-Saône,11,1,2,3
2021-01-21,Saône-et-Loire,44,1,5,39
2021-01-21,Yonne,11,1,3,14
2021-01-21,Territoire de Belfort,18,3,12,36
2021-01-22,Côte-d'Or,14,5,5,9
2021-01-22,Doubs,16,5,2,12
2021-01-22,Jura,19,2,1,15
2021-01-22,Nièvre,4,0,1,5
2021-01-22,Haute-Saône,1,0,1,1
2021-01-22,Saône-et-Loire,43,4,6,24
2021-01-22,Yonne,8,1,5,13
2021-01-22,Territoire de Belfort,8,0,4,11
2021-01-23,Côte-d'Or,15,1,8,8
2021-01-23,Doubs,0,1,1,10
2021-01-23,Jura,7,0,0,3
2021-01-23,Nièvre,5,0,1,1
2021-01-23,Haute-Saône,5,2,1,7
2021-01-23,Saône-et-Loire,13,0,5,12
2021-01-23,Yonne,12,2,2,13
2021-01-23,Territoire de Belfort,11,1,0,20
2021-01-24,Côte-d'Or,9,2,3,1
2021-01-24,Doubs,12,7,3,2
2021-01-24,Jura,1,0,1,0
2021-01-24,Nièvre,3,1,1,0
2021-01-24,Haute-Saône,3,0,0,2
