jour,Département,Nouvelles hospitalisations en 24h,Nouvelles entrées en réanimation en 24h,Nouveaux décès à l'hôpital en 24h,Nouveaux retours à domicile en 24h
2020-06-02,Territoire de Belfort,1,0,1,3
2020-06-03,Côte-d'Or,0,0,1,3
2020-06-03,Doubs,0,0,0,2
2020-06-03,Jura,0,0,0,1
2020-06-03,Nièvre,1,0,0,0
2020-06-03,Haute-Saône,0,0,0,7
2020-06-03,Saône-et-Loire,5,1,2,21
2020-06-03,Yonne,0,0,1,7
2020-06-03,Territoire de Belfort,0,0,0,1
2020-06-04,Côte-d'Or,9,0,2,6
2020-06-04,Doubs,0,0,0,0
2020-06-04,Jura,0,0,0,1
2020-06-04,Nièvre,0,0,0,0
2020-06-04,Haute-Saône,0,0,0,2
2020-06-04,Saône-et-Loire,0,0,0,2
2020-06-04,Yonne,4,0,2,5
2020-06-04,Territoire de Belfort,2,0,1,7
2020-06-05,Côte-d'Or,0,0,0,3
2020-06-05,Doubs,0,0,0,0
2020-06-05,Jura,0,1,0,2
2020-06-05,Nièvre,0,0,0,0
2020-06-05,Haute-Saône,0,0,0,1
2020-06-05,Saône-et-Loire,1,0,0,4
2020-06-05,Yonne,1,0,0,0
2020-06-05,Territoire de Belfort,1,0,0,2
2020-06-06,Côte-d'Or,0,0,1,1
2020-06-06,Doubs,0,0,0,0
2020-06-06,Jura,0,0,0,0
2020-06-06,Nièvre,0,0,0,0
2020-06-06,Haute-Saône,0,0,0,4
2020-06-06,Saône-et-Loire,0,0,0,0
2020-06-06,Yonne,3,0,0,2
2020-06-06,Territoire de Belfort,0,0,0,0
2020-06-07,Côte-d'Or,0,0,0,0
2020-06-07,Doubs,0,0,0,0
2020-06-07,Jura,0,0,0,0
2020-06-07,Nièvre,0,0,0,0
2020-06-07,Haute-Saône,0,0,0,0
2020-06-07,Saône-et-Loire,0,0,0,0
2020-06-07,Yonne,0,0,0,0
2020-06-07,Territoire de Belfort,0,0,0,1
2020-06-08,Côte-d'Or,3,0,0,3
2020-06-08,Doubs,1,0,0,1
2020-06-08,Jura,0,0,0,1
2020-06-08,Nièvre,0,0,0,0
2020-06-08,Haute-Saône,0,0,0,3
2020-06-08,Saône-et-Loire,5,1,1,2
2020-06-08,Yonne,1,0,0,0
2020-06-08,Territoire de Belfort,0,0,0,0
2020-06-09,Côte-d'Or,5,0,1,14
2020-06-09,Doubs,0,0,1,0
2020-06-09,Jura,0,0,0,0
2020-06-09,Nièvre,0,0,0,1
2020-06-09,Haute-Saône,0,0,0,7
2020-06-09,Saône-et-Loire,3,1,0,9
2020-06-09,Yonne,1,0,0,2
2020-06-09,Territoire de Belfort,1,0,2,1
2020-06-10,Côte-d'Or,1,0,0,0
2020-06-10,Doubs,0,0,0,1
2020-06-10,Jura,0,0,0,1
2020-06-10,Nièvre,0,0,0,0
2020-06-10,Haute-Saône,0,0,0,7
2020-06-10,Saône-et-Loire,2,0,1,14
2020-06-10,Yonne,0,0,1,2
2020-06-10,Territoire de Belfort,0,0,2,1
2020-06-11,Côte-d'Or,2,2,0,0
2020-06-11,Doubs,0,0,0,1
2020-06-11,Jura,0,0,0,0
2020-06-11,Nièvre,0,0,0,0
2020-06-11,Haute-Saône,0,0,0,0
2020-06-11,Saône-et-Loire,0,0,0,5
2020-06-11,Yonne,1,0,0,0
2020-06-11,Territoire de Belfort,2,0,0,2
2020-06-12,Côte-d'Or,3,0,0,3
2020-06-12,Doubs,1,0,0,1
2020-06-12,Jura,0,0,0,0
2020-06-12,Nièvre,0,0,0,0
2020-06-12,Haute-Saône,0,0,0,0
2020-06-12,Saône-et-Loire,0,0,0,14
2020-06-12,Yonne,17,0,0,35
2020-06-12,Territoire de Belfort,0,0,0,2
2020-06-13,Côte-d'Or,0,0,0,3
2020-06-13,Doubs,0,0,0,1
2020-06-13,Jura,0,0,0,1
2020-06-13,Nièvre,0,0,0,0
2020-06-13,Haute-Saône,0,0,0,0
2020-06-13,Saône-et-Loire,0,0,0,1
2020-06-13,Yonne,1,0,0,0
2020-06-13,Territoire de Belfort,0,0,2,0
2020-06-14,Côte-d'Or,0,0,0,0
2020-06-14,Doubs,0,0,0,0
2020-06-14,Jura,0,0,0,0
2020-06-14,Nièvre,0,0,0,0
2020-06-14,Haute-Saône,0,0,0,0
2020-06-14,Saône-et-Loire,0,0,0,0
2020-06-14,Yonne,0,0,0,5
2020-06-14,Territoire de Belfort,0,0,0,0
2020-06-15,Côte-d'Or,1,0,0,2
2020-06-15,Doubs,0,0,0,0
2020-06-15,Jura,1,0,0,0
2020-06-15,Nièvre,0,0,0,0
2020-06-15,Haute-Saône,0,0,0,0
2020-06-15,Saône-et-Loire,1,0,0,0
2020-06-15,Yonne,0,0,0,0
2020-06-15,Territoire de Belfort,1,0,0,0
2020-06-16,Côte-d'Or,0,0,0,0
2020-06-16,Doubs,1,0,0,0
2020-06-16,Jura,0,0,0,2
2020-06-16,Nièvre,0,0,0,0
2020-06-16,Haute-Saône,0,0,0,1
2020-06-16,Saône-et-Loire,0,0,0,5
2020-06-16,Yonne,1,0,0,4
2020-06-16,Territoire de Belfort,1,0,0,2
2020-06-17,Côte-d'Or,0,0,0,2
2020-06-17,Doubs,0,0,0,1
2020-06-17,Jura,0,0,0,6
2020-06-17,Nièvre,0,0,0,0
2020-06-17,Haute-Saône,0,0,0,0
2020-06-17,Saône-et-Loire,0,0,0,0
2020-06-17,Yonne,0,0,0,1
2020-06-17,Territoire de Belfort,0,0,1,3
2020-06-18,Côte-d'Or,0,1,0,2
2020-06-18,Doubs,0,0,0,0
2020-06-18,Jura,0,0,0,0
2020-06-18,Nièvre,0,0,0,0
2020-06-18,Haute-Saône,0,0,0,0
2020-06-18,Saône-et-Loire,0,0,0,0
2020-06-18,Yonne,0,0,0,1
2020-06-18,Territoire de Belfort,1,0,1,2
2020-06-19,Côte-d'Or,0,0,0,0
2020-06-19,Doubs,0,0,0,0
2020-06-19,Jura,1,0,0,2
2020-06-19,Nièvre,0,0,0,0
2020-06-19,Haute-Saône,0,0,0,0
2020-06-19,Saône-et-Loire,0,0,0,16
2020-06-19,Yonne,5,0,0,7
2020-06-19,Territoire de Belfort,0,0,0,0
2020-06-20,Côte-d'Or,0,0,0,0
2020-06-20,Doubs,0,0,0,0
2020-06-20,Jura,0,0,0,0
2020-06-20,Nièvre,0,0,0,0
2020-06-20,Haute-Saône,0,0,0,0
2020-06-20,Saône-et-Loire,0,0,0,0
2020-06-20,Yonne,0,0,0,1
2020-06-20,Territoire de Belfort,0,0,0,0
2020-06-21,Côte-d'Or,0,0,0,0
2020-06-21,Doubs,0,0,0,0
2020-06-21,Jura,0,0,0,0
2020-06-21,Nièvre,0,0,0,0
2020-06-21,Haute-Saône,0,0,0,0
2020-06-21,Saône-et-Loire,0,0,0,0
2020-06-21,Yonne,0,0,0,0
2020-06-21,Territoire de Belfort,0,0,0,0
2020-06-22,Côte-d'Or,0,0,0,0
2020-06-22,Doubs,0,0,1,0
2020-06-22,Jura,0,0,0,1
2020-06-22,Nièvre,1,0,0,0
2020-06-22,Haute-Saône,0,0,0,0
2020-06-22,Saône-et-Loire,2,0,0,6
2020-06-22,Yonne,2,0,0,0
2020-06-22,Territoire de Belfort,1,1,0,0
2020-06-23,Côte-d'Or,1,0,0,0
2020-06-23,Doubs,0,0,0,2
2020-06-23,Jura,1,0,0,0
2020-06-23,Nièvre,0,0,0,0
2020-06-23,Haute-Saône,0,0,0,0
2020-06-23,Saône-et-Loire,0,1,0,6
2020-06-23,Yonne,1,0,0,0
2020-06-23,Territoire de Belfort,1,0,0,0
2020-06-24,Côte-d'Or,0,0,0,1
2020-06-24,Doubs,0,0,1,0
2020-06-24,Jura,1,0,0,0
2020-06-24,Nièvre,0,0,0,3
2020-06-24,Haute-Saône,0,0,0,0
2020-06-24,Saône-et-Loire,0,0,0,1
2020-06-24,Yonne,1,0,0,0
2020-06-24,Territoire de Belfort,0,0,0,1
2020-06-25,Côte-d'Or,0,0,0,1
2020-06-25,Doubs,0,0,0,0
2020-06-25,Jura,0,0,0,0
2020-06-25,Nièvre,0,0,0,0
2020-06-25,Haute-Saône,0,0,0,0
2020-06-25,Saône-et-Loire,0,0,0,0
2020-06-25,Yonne,0,0,0,1
2020-06-25,Territoire de Belfort,0,0,1,2
2020-06-26,Côte-d'Or,0,0,0,0
2020-06-26,Doubs,0,0,0,0
2020-06-26,Jura,0,0,0,0
2020-06-26,Nièvre,0,0,0,1
2020-06-26,Haute-Saône,0,0,0,0
2020-06-26,Saône-et-Loire,1,0,0,0
2020-06-26,Yonne,0,0,0,0
2020-06-26,Territoire de Belfort,0,0,0,0
2020-06-27,Côte-d'Or,1,0,0,0
2020-06-27,Doubs,0,0,0,0
2020-06-27,Jura,3,1,0,1
2020-06-27,Nièvre,0,0,0,0
2020-06-27,Haute-Saône,0,0,0,0
2020-06-27,Saône-et-Loire,0,0,0,0
2020-06-27,Yonne,0,0,0,0
2020-06-27,Territoire de Belfort,0,0,0,1
2020-06-28,Côte-d'Or,1,0,0,0
2020-06-28,Doubs,0,0,0,0
2020-06-28,Jura,0,0,0,0
2020-06-28,Nièvre,0,0,0,0
2020-06-28,Haute-Saône,0,0,0,0
2020-06-28,Saône-et-Loire,0,0,0,0
2020-06-28,Yonne,0,0,0,0
2020-06-28,Territoire de Belfort,0,0,0,1
2020-06-29,Côte-d'Or,0,0,0,1
2020-06-29,Doubs,0,0,0,1
2020-06-29,Jura,0,0,0,0
2020-06-29,Nièvre,0,0,0,0
2020-06-29,Haute-Saône,0,0,0,0
2020-06-29,Saône-et-Loire,2,0,0,1
2020-06-29,Yonne,4,0,0,1
2020-06-29,Territoire de Belfort,0,0,1,0
2020-06-30,Côte-d'Or,1,0,0,1
2020-06-30,Doubs,0,0,0,1
2020-06-30,Jura,0,0,0,0
2020-06-30,Nièvre,0,0,0,0
2020-06-30,Haute-Saône,0,0,0,2
2020-06-30,Saône-et-Loire,0,0,0,1
2020-06-30,Yonne,1,0,0,2
2020-06-30,Territoire de Belfort,1,0,0,10
2020-07-01,Côte-d'Or,1,0,0,7
2020-07-01,Doubs,0,0,0,0
2020-07-01,Jura,0,0,0,0
2020-07-01,Nièvre,0,0,0,1
2020-07-01,Haute-Saône,0,0,0,0
2020-07-01,Saône-et-Loire,2,0,2,2
2020-07-01,Yonne,1,0,1,4
2020-07-01,Territoire de Belfort,0,0,0,1
2020-07-02,Côte-d'Or,2,1,1,1
2020-07-02,Doubs,0,0,0,0
2020-07-02,Jura,1,0,0,9
2020-07-02,Nièvre,0,0,0,0
2020-07-02,Haute-Saône,0,0,0,0
2020-07-02,Saône-et-Loire,0,0,0,1
2020-07-02,Yonne,1,0,0,1
2020-07-02,Territoire de Belfort,0,0,0,0
2020-07-03,Côte-d'Or,0,0,0,5
2020-07-03,Doubs,0,0,0,6
2020-07-03,Jura,0,0,0,0
2020-07-03,Nièvre,0,0,0,0
2020-07-03,Haute-Saône,0,0,0,0
2020-07-03,Saône-et-Loire,1,0,0,2
2020-07-03,Yonne,2,0,0,2
2020-07-03,Territoire de Belfort,0,0,0,0
2020-07-04,Côte-d'Or,3,0,0,4
2020-07-04,Doubs,0,0,0,0
2020-07-04,Jura,0,0,0,0
2020-07-04,Nièvre,0,0,0,0
2020-07-04,Haute-Saône,0,0,0,0
2020-07-04,Saône-et-Loire,0,0,0,0
2020-07-04,Yonne,1,0,0,1
2020-07-04,Territoire de Belfort,0,0,0,0
2020-07-05,Côte-d'Or,0,0,0,0
2020-07-05,Doubs,0,0,0,0
2020-07-05,Jura,0,0,0,0
2020-07-05,Nièvre,0,0,0,0
2020-07-05,Haute-Saône,0,0,0,0
2020-07-05,Saône-et-Loire,0,0,0,0
2020-07-05,Yonne,0,0,0,0
2020-07-05,Territoire de Belfort,0,0,0,0
2020-07-06,Côte-d'Or,0,0,0,2
2020-07-06,Doubs,0,0,0,0
2020-07-06,Jura,0,0,0,0
2020-07-06,Nièvre,0,0,0,0
2020-07-06,Haute-Saône,0,0,0,0
2020-07-06,Saône-et-Loire,0,0,0,0
2020-07-06,Yonne,2,0,0,0
2020-07-06,Territoire de Belfort,0,0,0,0
2020-07-07,Côte-d'Or,0,0,1,2
2020-07-07,Doubs,2,0,0,0
2020-07-07,Jura,1,0,0,2
2020-07-07,Nièvre,0,0,0,0
2020-07-07,Haute-Saône,0,0,0,3
2020-07-07,Saône-et-Loire,0,0,0,0
2020-07-07,Yonne,2,1,1,1
2020-07-07,Territoire de Belfort,0,0,0,0
2020-07-08,Côte-d'Or,1,0,0,0
2020-07-08,Doubs,0,0,0,0
2020-07-08,Jura,1,0,0,1
2020-07-08,Nièvre,0,0,0,1
2020-07-08,Haute-Saône,0,0,0,0
2020-07-08,Saône-et-Loire,2,1,0,3
2020-07-08,Yonne,0,0,0,2
2020-07-08,Territoire de Belfort,0,0,0,0
2020-07-09,Côte-d'Or,0,0,0,0
2020-07-09,Doubs,0,0,0,0
2020-07-09,Jura,0,0,0,0
2020-07-09,Nièvre,0,0,0,0
2020-07-09,Haute-Saône,0,0,0,0
2020-07-09,Saône-et-Loire,0,0,0,9
2020-07-09,Yonne,0,0,1,3
2020-07-09,Territoire de Belfort,0,0,0,4
2020-07-10,Côte-d'Or,0,0,0,0
2020-07-10,Doubs,0,0,0,1
2020-07-10,Jura,1,0,0,1
2020-07-10,Nièvre,0,0,0,0
2020-07-10,Haute-Saône,0,0,0,0
2020-07-10,Saône-et-Loire,1,0,0,0
2020-07-10,Yonne,1,0,0,1
2020-07-10,Territoire de Belfort,31,0,12,19
2020-07-11,Côte-d'Or,2,0,0,0
2020-07-11,Doubs,0,0,0,0
2020-07-11,Jura,0,0,0,1
2020-07-11,Nièvre,0,0,0,0
2020-07-11,Haute-Saône,0,0,0,0
2020-07-11,Saône-et-Loire,2,2,0,0
2020-07-11,Yonne,0,0,0,0
2020-07-11,Territoire de Belfort,0,0,0,0
2020-07-12,Côte-d'Or,0,0,0,0
2020-07-12,Doubs,0,0,0,0
2020-07-12,Jura,0,0,0,0
2020-07-12,Nièvre,0,0,0,0
2020-07-12,Haute-Saône,0,0,0,0
2020-07-12,Saône-et-Loire,0,0,0,0
2020-07-12,Yonne,0,0,0,0
2020-07-12,Territoire de Belfort,0,0,0,0
2020-07-13,Côte-d'Or,0,0,0,0
2020-07-13,Doubs,0,0,0,0
2020-07-13,Jura,1,1,0,2
2020-07-13,Nièvre,0,0,0,0
2020-07-13,Haute-Saône,0,0,0,0
2020-07-13,Saône-et-Loire,3,0,0,1
2020-07-13,Yonne,1,0,1,0
2020-07-13,Territoire de Belfort,0,0,0,0
2020-07-14,Côte-d'Or,0,0,0,0
2020-07-14,Doubs,0,0,0,0
2020-07-14,Jura,0,0,0,0
2020-07-14,Nièvre,0,0,0,0
2020-07-14,Haute-Saône,0,0,0,0
2020-07-14,Saône-et-Loire,0,0,0,0
2020-07-14,Yonne,0,0,0,1
2020-07-14,Territoire de Belfort,0,0,0,0
2020-07-15,Côte-d'Or,0,0,0,1
2020-07-15,Doubs,0,0,0,0
2020-07-15,Jura,1,1,0,0
2020-07-15,Nièvre,1,0,0,0
2020-07-15,Haute-Saône,0,0,0,0
2020-07-15,Saône-et-Loire,2,0,0,2
2020-07-15,Yonne,3,1,1,2
2020-07-15,Territoire de Belfort,0,0,1,2
2020-07-16,Côte-d'Or,0,0,0,1
2020-07-16,Doubs,0,0,0,6
2020-07-16,Jura,0,0,0,0
2020-07-16,Nièvre,1,0,0,0
2020-07-16,Haute-Saône,0,0,0,0
2020-07-16,Saône-et-Loire,2,1,0,0
2020-07-16,Yonne,0,0,0,0
2020-07-16,Territoire de Belfort,0,0,0,0
2020-07-17,Côte-d'Or,0,0,0,0
2020-07-17,Doubs,0,0,0,0
2020-07-17,Jura,2,0,0,2
2020-07-17,Nièvre,0,0,1,0
2020-07-17,Haute-Saône,0,0,0,0
2020-07-17,Saône-et-Loire,0,0,0,2
2020-07-17,Yonne,1,0,0,0
2020-07-17,Territoire de Belfort,0,0,0,0
2020-07-18,Côte-d'Or,1,0,0,1
2020-07-18,Doubs,0,0,0,0
2020-07-18,Jura,0,0,0,1
2020-07-18,Nièvre,0,0,0,1
2020-07-18,Haute-Saône,0,0,0,0
2020-07-18,Saône-et-Loire,1,0,0,3
2020-07-18,Yonne,0,0,0,0
2020-07-18,Territoire de Belfort,0,0,0,0
2020-07-19,Côte-d'Or,0,0,0,0
2020-07-19,Doubs,0,0,0,0
2020-07-19,Jura,0,0,0,0
2020-07-19,Nièvre,0,0,0,0
2020-07-19,Haute-Saône,0,0,0,0
2020-07-19,Saône-et-Loire,0,0,0,0
2020-07-19,Yonne,0,0,0,0
2020-07-19,Territoire de Belfort,0,0,0,0
2020-07-20,Côte-d'Or,0,0,0,1
2020-07-20,Doubs,0,0,0,0
2020-07-20,Jura,0,0,0,0
2020-07-20,Nièvre,0,0,0,1
2020-07-20,Haute-Saône,0,0,0,1
2020-07-20,Saône-et-Loire,1,0,0,1
2020-07-20,Yonne,4,0,0,3
2020-07-20,Territoire de Belfort,0,0,0,0
2020-07-21,Côte-d'Or,1,0,0,3
2020-07-21,Doubs,0,0,0,0
2020-07-21,Jura,0,0,0,1
2020-07-21,Nièvre,0,0,0,4
2020-07-21,Haute-Saône,0,0,0,0
2020-07-21,Saône-et-Loire,0,0,0,3
2020-07-21,Yonne,1,0,0,6
2020-07-21,Territoire de Belfort,0,0,0,0
2020-07-22,Côte-d'Or,0,0,0,0
2020-07-22,Doubs,0,0,0,1
2020-07-22,Jura,0,0,0,0
2020-07-22,Nièvre,0,0,0,0
2020-07-22,Haute-Saône,0,0,0,0
2020-07-22,Saône-et-Loire,0,0,0,1
2020-07-22,Yonne,1,0,0,0
2020-07-22,Territoire de Belfort,0,0,0,3
2020-07-23,Côte-d'Or,1,0,0,2
2020-07-23,Doubs,0,0,0,1
2020-07-23,Jura,0,0,0,1
2020-07-23,Nièvre,0,0,0,0
2020-07-23,Haute-Saône,0,0,0,11
2020-07-23,Saône-et-Loire,0,0,0,3
2020-07-23,Yonne,3,0,0,0
2020-07-23,Territoire de Belfort,0,0,0,1
2020-07-24,Côte-d'Or,0,0,0,0
2020-07-24,Doubs,0,0,0,2
2020-07-24,Jura,0,0,0,0
2020-07-24,Nièvre,0,0,0,2
2020-07-24,Haute-Saône,0,0,0,2
2020-07-24,Saône-et-Loire,1,0,0,1
2020-07-24,Yonne,0,0,1,0
2020-07-24,Territoire de Belfort,0,0,0,0
2020-07-25,Côte-d'Or,1,0,0,0
2020-07-25,Doubs,0,0,0,0
2020-07-25,Jura,0,0,0,1
2020-07-25,Nièvre,0,0,0,0
2020-07-25,Haute-Saône,0,0,0,1
2020-07-25,Saône-et-Loire,0,0,0,0
2020-07-25,Yonne,1,0,0,3
2020-07-25,Territoire de Belfort,0,0,0,0
2020-07-26,Côte-d'Or,0,0,0,0
2020-07-26,Doubs,0,0,0,0
2020-07-26,Jura,0,0,0,0
2020-07-26,Nièvre,0,0,0,0
2020-07-26,Haute-Saône,0,0,0,0
2020-07-26,Saône-et-Loire,0,0,0,0
2020-07-26,Yonne,0,0,0,0
2020-07-26,Territoire de Belfort,0,0,0,0
2020-07-27,Côte-d'Or,0,0,0,1
2020-07-27,Doubs,0,0,0,0
2020-07-27,Jura,0,0,0,0
2020-07-27,Nièvre,0,0,0,0
2020-07-27,Haute-Saône,0,0,0,0
2020-07-27,Saône-et-Loire,1,0,0,1
2020-07-27,Yonne,0,0,0,0
2020-07-27,Territoire de Belfort,0,0,0,0
2020-07-28,Côte-d'Or,0,0,0,0
2020-07-28,Doubs,0,0,0,0
2020-07-28,Jura,0,0,0,1
2020-07-28,Nièvre,0,0,0,0
2020-07-28,Haute-Saône,0,0,0,0
2020-07-28,Saône-et-Loire,2,0,0,6
2020-07-28,Yonne,1,0,0,1
2020-07-28,Territoire de Belfort,0,0,0,0
2020-07-29,Côte-d'Or,0,0,0,1
2020-07-29,Doubs,0,0,0,0
2020-07-29,Jura,0,0,0,0
2020-07-29,Nièvre,0,0,0,0
2020-07-29,Haute-Saône,0,0,0,0
2020-07-29,Saône-et-Loire,0,0,0,2
2020-07-29,Yonne,5,0,0,7
2020-07-29,Territoire de Belfort,0,0,0,0
2020-07-30,Côte-d'Or,1,0,0,3
2020-07-30,Doubs,1,0,0,0
2020-07-30,Jura,0,0,0,0
2020-07-30,Nièvre,0,0,0,0
2020-07-30,Haute-Saône,0,0,0,0
2020-07-30,Saône-et-Loire,1,0,0,2
2020-07-30,Yonne,1,0,0,3
2020-07-30,Territoire de Belfort,1,0,0,0
2020-07-31,Côte-d'Or,0,0,0,0
2020-07-31,Doubs,0,0,0,0
2020-07-31,Jura,0,0,0,0
2020-07-31,Nièvre,0,0,0,0
2020-07-31,Haute-Saône,0,0,0,0
2020-07-31,Saône-et-Loire,0,0,0,0
2020-07-31,Yonne,0,1,0,0
2020-07-31,Territoire de Belfort,1,0,0,0
2020-08-01,Côte-d'Or,0,0,0,0
2020-08-01,Doubs,0,0,0,0
2020-08-01,Jura,0,0,0,0
2020-08-01,Nièvre,0,0,0,0
2020-08-01,Haute-Saône,0,0,0,0
2020-08-01,Saône-et-Loire,0,0,0,0
2020-08-01,Yonne,1,0,0,1
2020-08-01,Territoire de Belfort,0,0,0,0
2020-08-02,Côte-d'Or,0,0,0,0
2020-08-02,Doubs,0,0,0,0
2020-08-02,Jura,0,0,0,0
2020-08-02,Nièvre,0,0,0,0
2020-08-02,Haute-Saône,0,0,0,0
2020-08-02,Saône-et-Loire,0,0,0,0
2020-08-02,Yonne,0,0,0,0
2020-08-02,Territoire de Belfort,0,0,0,0
2020-08-03,Côte-d'Or,0,0,0,0
2020-08-03,Doubs,0,0,0,1
2020-08-03,Jura,0,0,0,0
2020-08-03,Nièvre,0,0,0,0
2020-08-03,Haute-Saône,0,0,0,0
2020-08-03,Saône-et-Loire,2,0,0,0
2020-08-03,Yonne,0,0,0,3
2020-08-03,Territoire de Belfort,1,0,0,1
2020-08-04,Côte-d'Or,0,0,0,0
2020-08-04,Doubs,0,0,0,0
2020-08-04,Jura,0,0,0,0
2020-08-04,Nièvre,0,0,0,0
2020-08-04,Haute-Saône,0,0,0,0
2020-08-04,Saône-et-Loire,0,0,0,0
2020-08-04,Yonne,1,0,0,1
2020-08-04,Territoire de Belfort,0,0,0,0
2020-08-05,Côte-d'Or,0,0,1,0
2020-08-05,Doubs,0,0,0,0
2020-08-05,Jura,0,0,0,0
2020-08-05,Nièvre,0,0,0,0
2020-08-05,Haute-Saône,0,0,0,0
2020-08-05,Saône-et-Loire,0,0,0,1
2020-08-05,Yonne,1,0,0,0
2020-08-05,Territoire de Belfort,1,0,0,0
2020-08-06,Côte-d'Or,1,0,0,1
2020-08-06,Doubs,0,0,0,0
2020-08-06,Jura,0,0,0,1
2020-08-06,Nièvre,0,0,0,0
2020-08-06,Haute-Saône,0,0,0,0
2020-08-06,Saône-et-Loire,0,0,0,0
2020-08-06,Yonne,4,0,0,0
2020-08-06,Territoire de Belfort,0,0,0,0
2020-08-07,Côte-d'Or,0,0,0,0
2020-08-07,Doubs,0,0,0,0
2020-08-07,Jura,0,0,0,0
2020-08-07,Nièvre,0,0,0,0
2020-08-07,Haute-Saône,0,0,0,0
2020-08-07,Saône-et-Loire,0,0,0,0
2020-08-07,Yonne,0,0,0,0
2020-08-07,Territoire de Belfort,0,0,0,0
2020-08-08,Côte-d'Or,0,0,0,0
2020-08-08,Doubs,0,0,0,0
2020-08-08,Jura,0,0,0,0
2020-08-08,Nièvre,0,0,0,0
2020-08-08,Haute-Saône,0,0,0,0
2020-08-08,Saône-et-Loire,0,0,0,0
2020-08-08,Yonne,0,0,0,1
2020-08-08,Territoire de Belfort,0,0,0,0
2020-08-09,Côte-d'Or,0,0,0,0
2020-08-09,Doubs,0,0,0,0
2020-08-09,Jura,0,0,0,0
2020-08-09,Nièvre,0,0,0,0
2020-08-09,Haute-Saône,0,0,0,0
2020-08-09,Saône-et-Loire,0,0,0,0
2020-08-09,Yonne,0,0,0,0
2020-08-09,Territoire de Belfort,0,0,0,0
2020-08-10,Côte-d'Or,0,0,0,0
2020-08-10,Doubs,0,0,0,0
2020-08-10,Jura,0,0,0,0
2020-08-10,Nièvre,0,0,0,0
2020-08-10,Haute-Saône,0,0,0,0
2020-08-10,Saône-et-Loire,1,0,0,1
2020-08-10,Yonne,4,0,0,2
2020-08-10,Territoire de Belfort,0,0,0,1
2020-08-11,Côte-d'Or,0,0,0,0
2020-08-11,Doubs,0,0,0,0
2020-08-11,Jura,0,0,0,0
2020-08-11,Nièvre,0,0,0,0
2020-08-11,Haute-Saône,0,0,0,0
2020-08-11,Saône-et-Loire,2,0,0,1
2020-08-11,Yonne,0,0,0,0
2020-08-11,Territoire de Belfort,0,0,0,0
2020-08-12,Côte-d'Or,0,0,0,0
2020-08-12,Doubs,0,0,0,0
2020-08-12,Jura,0,0,0,0
2020-08-12,Nièvre,0,0,0,0
2020-08-12,Haute-Saône,0,0,0,0
2020-08-12,Saône-et-Loire,0,0,0,0
2020-08-12,Yonne,2,0,0,2
2020-08-12,Territoire de Belfort,4,1,0,2
2020-08-13,Côte-d'Or,0,0,0,0
2020-08-13,Doubs,0,0,0,0
2020-08-13,Jura,0,0,0,0
2020-08-13,Nièvre,0,0,0,0
2020-08-13,Haute-Saône,0,0,0,1
2020-08-13,Saône-et-Loire,1,0,0,0
2020-08-13,Yonne,0,0,0,0
2020-08-13,Territoire de Belfort,0,0,0,0
2020-08-14,Côte-d'Or,0,0,0,0
2020-08-14,Doubs,0,0,0,0
2020-08-14,Jura,0,0,0,0
2020-08-14,Nièvre,0,0,0,0
2020-08-14,Haute-Saône,0,0,0,0
2020-08-14,Saône-et-Loire,0,0,0,0
2020-08-14,Yonne,2,0,0,1
2020-08-14,Territoire de Belfort,0,0,0,0
2020-08-15,Côte-d'Or,0,0,0,0
2020-08-15,Doubs,1,0,0,0
2020-08-15,Jura,0,0,0,0
2020-08-15,Nièvre,0,0,0,0
2020-08-15,Haute-Saône,0,0,0,0
2020-08-15,Saône-et-Loire,1,0,0,0
2020-08-15,Yonne,0,0,0,0
2020-08-15,Territoire de Belfort,0,0,0,0
2020-08-16,Côte-d'Or,0,0,0,0
2020-08-16,Doubs,0,0,0,0
2020-08-16,Jura,0,0,0,0
2020-08-16,Nièvre,0,0,0,0
2020-08-16,Haute-Saône,0,0,0,0
2020-08-16,Saône-et-Loire,0,0,0,0
2020-08-16,Yonne,0,0,0,0
2020-08-16,Territoire de Belfort,0,0,0,0
2020-08-17,Côte-d'Or,1,0,0,0
2020-08-17,Doubs,1,0,0,0
2020-08-17,Jura,0,0,0,0
2020-08-17,Nièvre,0,0,0,0
2020-08-17,Haute-Saône,0,0,0,0
2020-08-17,Saône-et-Loire,1,0,0,1
2020-08-17,Yonne,3,0,1,1
2020-08-17,Territoire de Belfort,0,0,0,1
2020-08-18,Côte-d'Or,0,0,0,0
2020-08-18,Doubs,0,0,0,0
2020-08-18,Jura,0,0,0,0
2020-08-18,Nièvre,0,0,0,0
2020-08-18,Haute-Saône,0,0,0,0
2020-08-18,Saône-et-Loire,0,0,0,0
2020-08-18,Yonne,1,0,0,4
2020-08-18,Territoire de Belfort,0,0,0,1
2020-08-19,Côte-d'Or,0,0,0,1
2020-08-19,Doubs,0,0,0,0
2020-08-19,Jura,0,0,0,0
2020-08-19,Nièvre,0,0,0,0
2020-08-19,Haute-Saône,0,0,0,0
2020-08-19,Saône-et-Loire,1,0,1,3
2020-08-19,Yonne,1,0,0,1
2020-08-19,Territoire de Belfort,0,0,0,0
2020-08-20,Côte-d'Or,2,1,0,1
2020-08-20,Doubs,0,0,0,2
2020-08-20,Jura,0,0,0,0
2020-08-20,Nièvre,0,0,0,0
