nom_dep,debut_7j,fin_7j,Taux d'incidence,Taux de positivité
Nièvre,2020-05-23,2020-05-29,3.5,1.0
Nièvre,2020-05-24,2020-05-30,3.0,0.9
Nièvre,2020-05-25,2020-05-31,3.0,0.9
Nièvre,2020-05-26,2020-06-01,2.5,0.9
Nièvre,2020-05-27,2020-06-02,2.5,0.9
Nièvre,2020-05-28,2020-06-03,2.5,1.0
Nièvre,2020-05-29,2020-06-04,2.5,1.0
Nièvre,2020-05-30,2020-06-05,1.5,0.6
Nièvre,2020-05-31,2020-06-06,1.0,0.4
Nièvre,2020-06-01,2020-06-07,1.0,0.4
Nièvre,2020-06-02,2020-06-08,1.0,0.3
Nièvre,2020-06-03,2020-06-09,0.5,0.2
Nièvre,2020-06-04,2020-06-10,1.5,0.5
Nièvre,2020-06-05,2020-06-11,1.0,0.3
Nièvre,2020-06-06,2020-06-12,1.0,0.3
Nièvre,2020-06-07,2020-06-13,1.0,0.3
Nièvre,2020-06-08,2020-06-14,1.0,0.3
Nièvre,2020-06-09,2020-06-15,1.0,0.3
Nièvre,2020-06-10,2020-06-16,1.0,0.3
Nièvre,2020-06-11,2020-06-17,0.0,0.0
Nièvre,2020-06-12,2020-06-18,0.0,0.0
Nièvre,2020-06-13,2020-06-19,0.5,0.1
Nièvre,2020-06-14,2020-06-20,0.5,0.1
Nièvre,2020-06-15,2020-06-21,1.0,0.3
Nièvre,2020-06-16,2020-06-22,1.0,0.3
Nièvre,2020-06-17,2020-06-23,1.0,0.3
Nièvre,2020-06-18,2020-06-24,1.0,0.3
Nièvre,2020-06-19,2020-06-25,1.0,0.3
Nièvre,2020-06-20,2020-06-26,1.0,0.3
Nièvre,2020-06-21,2020-06-27,1.0,0.3
Nièvre,2020-06-22,2020-06-28,0.5,0.1
Nièvre,2020-06-23,2020-06-29,2.0,0.5
Nièvre,2020-06-24,2020-06-30,2.0,0.5
Nièvre,2020-06-25,2020-07-01,6.0,1.2
Nièvre,2020-06-26,2020-07-02,6.5,1.3
Nièvre,2020-06-27,2020-07-03,6.0,1.1
Nièvre,2020-06-28,2020-07-04,9.5,1.6
Nièvre,2020-06-29,2020-07-05,9.5,1.6
Nièvre,2020-06-30,2020-07-06,8.5,1.2
Nièvre,2020-07-01,2020-07-07,8.5,1.1
Nièvre,2020-07-02,2020-07-08,5.5,0.8
Nièvre,2020-07-03,2020-07-09,6.5,1.0
Nièvre,2020-07-04,2020-07-10,6.5,1.1
Nièvre,2020-07-05,2020-07-11,3.0,0.5
Nièvre,2020-07-06,2020-07-12,3.0,0.5
Nièvre,2020-07-07,2020-07-13,3.0,0.6
Nièvre,2020-07-08,2020-07-14,3.0,0.8
Nièvre,2020-07-09,2020-07-15,3.0,0.7
Nièvre,2020-07-10,2020-07-16,2.0,0.5
Nièvre,2020-07-11,2020-07-17,3.0,0.7
Nièvre,2020-07-12,2020-07-18,3.0,0.6
Nièvre,2020-07-13,2020-07-19,3.5,0.6
Nièvre,2020-07-14,2020-07-20,3.0,0.5
Nièvre,2020-07-15,2020-07-21,3.0,0.5
Nièvre,2020-07-16,2020-07-22,2.0,0.3
Nièvre,2020-07-17,2020-07-23,2.0,0.3
Nièvre,2020-07-18,2020-07-24,1.0,0.2
Nièvre,2020-07-19,2020-07-25,1.5,0.3
Nièvre,2020-07-20,2020-07-26,1.5,0.2
Nièvre,2020-07-21,2020-07-27,1.5,0.2
Nièvre,2020-07-22,2020-07-28,2.0,0.3
Nièvre,2020-07-23,2020-07-29,2.0,0.3
Nièvre,2020-07-24,2020-07-30,2.0,0.3
Nièvre,2020-07-25,2020-07-31,2.0,0.3
Nièvre,2020-07-26,2020-08-01,1.5,0.2
Nièvre,2020-07-27,2020-08-02,1.0,0.2
Nièvre,2020-07-28,2020-08-03,2.0,0.3
Nièvre,2020-07-29,2020-08-04,1.5,0.2
Nièvre,2020-07-30,2020-08-05,2.0,0.3
Nièvre,2020-07-31,2020-08-06,2.0,0.3
Nièvre,2020-08-01,2020-08-07,3.0,0.4
Nièvre,2020-08-02,2020-08-08,4.0,0.6
Nièvre,2020-08-03,2020-08-09,4.0,0.6
Nièvre,2020-08-04,2020-08-10,3.0,0.5
Nièvre,2020-08-05,2020-08-11,5.0,0.8
Nièvre,2020-08-06,2020-08-12,5.5,0.9
Nièvre,2020-08-07,2020-08-13,5.0,0.8
Nièvre,2020-08-08,2020-08-14,4.5,0.7
Nièvre,2020-08-09,2020-08-15,4.5,0.7
Nièvre,2020-08-10,2020-08-16,5.0,0.8
Nièvre,2020-08-11,2020-08-17,6.5,0.9
Nièvre,2020-08-12,2020-08-18,5.5,0.7
Nièvre,2020-08-13,2020-08-19,6.5,0.8
Nièvre,2020-08-14,2020-08-20,8.0,1.0
Nièvre,2020-08-15,2020-08-21,10.0,1.1
Nièvre,2020-08-16,2020-08-22,9.0,0.9
Nièvre,2020-08-17,2020-08-23,8.5,0.9
Nièvre,2020-08-18,2020-08-24,12.0,1.2
Nièvre,2020-08-19,2020-08-25,13.5,1.4
Nièvre,2020-08-20,2020-08-26,12.5,1.3
Nièvre,2020-08-21,2020-08-27,14.5,1.4
Nièvre,2020-08-22,2020-08-28,18.5,1.7
Nièvre,2020-08-23,2020-08-29,21.5,1.9
Nièvre,2020-08-24,2020-08-30,22.5,2.0
Nièvre,2020-08-25,2020-08-31,21.0,1.7
Nièvre,2020-08-26,2020-09-01,22.5,1.7
Nièvre,2020-08-27,2020-09-02,23.5,1.7
Nièvre,2020-08-28,2020-09-03,28.1,1.9
Nièvre,2020-08-29,2020-09-04,26.6,1.9
Nièvre,2020-08-30,2020-09-05,24.5,1.8
Nièvre,2020-08-31,2020-09-06,24.0,1.8
Nièvre,2020-09-01,2020-09-07,27.6,2.0
Nièvre,2020-09-02,2020-09-08,28.6,1.9
Nièvre,2020-09-03,2020-09-09,29.1,1.8
Nièvre,2020-09-04,2020-09-10,25.6,1.5
Nièvre,2020-09-05,2020-09-11,26.1,1.4
Nièvre,2020-09-06,2020-09-12,35.6,1.8
Nièvre,2020-09-07,2020-09-13,36.1,1.8
Nièvre,2020-09-08,2020-09-14,39.1,2.0
Nièvre,2020-09-09,2020-09-15,41.6,2.1
Nièvre,2020-09-10,2020-09-16,59.6,3.0
Nièvre,2020-09-11,2020-09-17,64.6,3.4
Nièvre,2020-09-12,2020-09-18,65.6,3.5
Nièvre,2020-09-13,2020-09-19,58.1,3.1
Nièvre,2020-09-14,2020-09-20,57.1,3.1
Nièvre,2020-09-15,2020-09-21,58.6,3.4
Nièvre,2020-09-16,2020-09-22,56.6,3.3
Nièvre,2020-09-17,2020-09-23,44.6,2.6
Nièvre,2020-09-18,2020-09-24,39.6,2.4
Nièvre,2020-09-19,2020-09-25,40.6,2.6
Nièvre,2020-09-20,2020-09-26,38.1,2.5
Nièvre,2020-09-21,2020-09-27,38.6,2.5
Nièvre,2020-09-22,2020-09-28,32.6,2.1
Nièvre,2020-09-23,2020-09-29,32.6,2.3
Nièvre,2020-09-24,2020-09-30,28.6,2.1
Nièvre,2020-09-25,2020-10-01,27.1,2.1
Nièvre,2020-09-26,2020-10-02,24.0,1.9
Nièvre,2020-09-27,2020-10-03,25.6,2.1
Nièvre,2020-09-28,2020-10-04,25.6,2.1
Nièvre,2020-09-29,2020-10-05,26.6,2.2
Nièvre,2020-09-30,2020-10-06,31.1,2.6
Nièvre,2020-10-01,2020-10-07,41.6,3.6
Nièvre,2020-10-02,2020-10-08,48.6,4.2
Nièvre,2020-10-03,2020-10-09,58.6,4.7
Nièvre,2020-10-04,2020-10-10,59.1,4.9
Nièvre,2020-10-05,2020-10-11,61.6,5.1
Nièvre,2020-10-06,2020-10-12,78.2,5.8
Nièvre,2020-10-07,2020-10-13,84.7,6.0
Nièvre,2020-10-08,2020-10-14,95.2,6.2
Nièvre,2020-10-09,2020-10-15,109.2,6.5
Nièvre,2020-10-10,2020-10-16,125.8,7.3
Nièvre,2020-10-11,2020-10-17,138.3,7.8
Nièvre,2020-10-12,2020-10-18,135.8,7.6
Nièvre,2020-10-13,2020-10-19,151.3,8.3
Nièvre,2020-10-14,2020-10-20,176.9,9.0
Nièvre,2020-10-15,2020-10-21,198.9,9.7
Nièvre,2020-10-16,2020-10-22,211.4,10.2
Nièvre,2020-10-17,2020-10-23,210.9,9.8
Nièvre,2020-10-18,2020-10-24,224.0,10.2
Nièvre,2020-10-19,2020-10-25,228.5,10.4
Nièvre,2020-10-20,2020-10-26,265.5,11.4
Nièvre,2020-10-21,2020-10-27,287.6,11.8
Nièvre,2020-10-22,2020-10-28,298.1,11.9
Nièvre,2020-10-23,2020-10-29,328.7,12.7
Nièvre,2020-10-24,2020-10-30,362.2,13.1
Nièvre,2020-10-25,2020-10-31,356.7,12.8
Nièvre,2020-10-26,2020-11-01,361.2,12.9
Nièvre,2020-10-27,2020-11-02,361.2,12.3
Nièvre,2020-10-28,2020-11-03,364.2,12.1
Nièvre,2020-10-29,2020-11-04,371.8,11.7
Nièvre,2020-10-30,2020-11-05,370.2,10.9
Nièvre,2020-10-31,2020-11-06,371.8,10.7
Nièvre,2020-11-01,2020-11-07,366.7,10.6
Nièvre,2020-11-02,2020-11-08,362.7,10.5
Nièvre,2020-11-03,2020-11-09,340.2,9.8
Nièvre,2020-11-04,2020-11-10,320.6,9.4
Nièvre,2020-11-05,2020-11-11,259.0,8.9
Nièvre,2020-11-06,2020-11-12,251.0,8.6
Nièvre,2020-11-07,2020-11-13,221.9,7.9
Nièvre,2020-11-08,2020-11-14,219.9,7.8
Nièvre,2020-11-09,2020-11-15,217.9,7.8
Nièvre,2020-11-10,2020-11-16,207.4,7.7
Nièvre,2020-11-11,2020-11-17,202.9,7.5
Nièvre,2020-11-12,2020-11-18,224.5,7.6
Nièvre,2020-11-13,2020-11-19,198.4,7.4
Nièvre,2020-11-14,2020-11-20,178.4,6.8
Nièvre,2020-11-15,2020-11-21,172.8,6.6
Nièvre,2020-11-16,2020-11-22,171.3,6.6
Nièvre,2020-11-17,2020-11-23,149.3,6.4
Nièvre,2020-11-18,2020-11-24,122.2,5.9
Nièvre,2020-11-19,2020-11-25,115.7,5.9
Nièvre,2020-11-20,2020-11-26,104.7,5.3
Nièvre,2020-11-21,2020-11-27,114.7,6.0
Nièvre,2020-11-22,2020-11-28,116.2,6.0
Nièvre,2020-11-23,2020-11-29,121.2,6.2
Nièvre,2020-11-24,2020-11-30,131.8,6.7
Nièvre,2020-11-25,2020-12-01,129.3,6.6
Nièvre,2020-11-26,2020-12-02,131.3,6.4
Nièvre,2020-11-27,2020-12-03,138.8,6.9
Nièvre,2020-11-28,2020-12-04,145.8,7.1
Nièvre,2020-11-29,2020-12-05,161.3,7.8
Nièvre,2020-11-30,2020-12-06,159.8,7.8
Nièvre,2020-12-01,2020-12-07,161.3,7.9
Nièvre,2020-12-02,2020-12-08,170.3,7.9
Nièvre,2020-12-03,2020-12-09,174.9,7.9
Nièvre,2020-12-04,2020-12-10,171.3,7.5
Nièvre,2020-12-05,2020-12-11,179.4,7.5
Nièvre,2020-12-06,2020-12-12,182.4,7.6
Nièvre,2020-12-07,2020-12-13,180.4,7.5
Nièvre,2020-12-08,2020-12-14,181.9,7.2
Nièvre,2020-12-09,2020-12-15,182.9,6.9
Nièvre,2020-12-10,2020-12-16,185.4,6.7
Nièvre,2020-12-11,2020-12-17,193.9,7.0
Nièvre,2020-12-12,2020-12-18,194.4,6.4
Nièvre,2020-12-13,2020-12-19,180.9,5.8
Nièvre,2020-12-14,2020-12-20,181.9,5.8
Nièvre,2020-12-15,2020-12-21,217.9,6.1
Nièvre,2020-12-16,2020-12-22,230.5,5.8
Nièvre,2020-12-17,2020-12-23,240.0,5.4
Nièvre,2020-12-18,2020-12-24,234.5,5.1
Nièvre,2020-12-19,2020-12-25,192.9,4.9
Nièvre,2020-12-20,2020-12-26,190.4,5.0
Nièvre,2020-12-21,2020-12-27,190.4,5.0
Nièvre,2020-12-22,2020-12-28,177.9,5.1
Nièvre,2020-12-23,2020-12-29,184.9,6.1
Nièvre,2020-12-24,2020-12-30,184.4,7.1
Nièvre,2020-12-25,2020-12-31,191.9,7.8
Nièvre,2020-12-26,2021-01-01,193.4,7.9
Nièvre,2020-12-27,2021-01-02,199.4,8.0
Nièvre,2020-12-28,2021-01-03,199.9,8.1
Nièvre,2020-12-29,2021-01-04,225.5,8.9
Nièvre,2020-12-30,2021-01-05,224.0,8.7
Nièvre,2020-12-31,2021-01-06,234.5,9.5
Nièvre,2021-01-01,2021-01-07,245.0,9.5
Nièvre,2021-01-02,2021-01-08,268.0,8.9
Nièvre,2021-01-03,2021-01-09,264.0,8.6
Nièvre,2021-01-04,2021-01-10,266.5,8.6
Nièvre,2021-01-05,2021-01-11,255.0,8.7
Nièvre,2021-01-06,2021-01-12,249.0,8.3
Nièvre,2021-01-07,2021-01-13,242.0,8.1
Nièvre,2021-01-08,2021-01-14,235.5,7.9
Nièvre,2021-01-09,2021-01-15,259.0,8.2
Nièvre,2021-01-10,2021-01-16,257.5,8.3
Nièvre,2021-01-11,2021-01-17,255.5,8.2
Nièvre,2021-01-12,2021-01-18,238.5,7.6
Nièvre,2021-01-13,2021-01-19,255.0,8.3
Nièvre,2021-01-14,2021-01-20,243.5,8.0
Nièvre,2021-01-15,2021-01-21,235.0,7.6
Nièvre,2021-01-16,2021-01-22,241.0,7.9
Nièvre,2021-01-17,2021-01-23,250.5,8.2
Nièvre,2021-01-18,2021-01-24,249.5,8.2
Nièvre,2021-01-19,2021-01-25,247.5,8.2
Nièvre,2021-01-20,2021-01-26,236.5,7.8
Nièvre,2021-01-21,2021-01-27,237.0,7.6
Nièvre,2021-01-22,2021-01-28,234.5,7.4
Nièvre,2021-01-23,2021-01-29,206.4,6.7
Haute-Saône,2020-05-13,2020-05-19,4.3,1.0
Haute-Saône,2020-05-14,2020-05-20,4.3,0.9
Haute-Saône,2020-05-15,2020-05-21,2.1,0.5
Haute-Saône,2020-05-16,2020-05-22,1.7,0.4
Haute-Saône,2020-05-17,2020-05-23,1.7,0.4
Haute-Saône,2020-05-18,2020-05-24,1.7,0.4
Haute-Saône,2020-05-19,2020-05-25,1.3,0.3
Haute-Saône,2020-05-20,2020-05-26,0.9,0.2
Haute-Saône,2020-05-21,2020-05-27,0.9,0.2
Haute-Saône,2020-05-22,2020-05-28,1.7,0.4
Haute-Saône,2020-05-23,2020-05-29,1.7,0.4
Haute-Saône,2020-05-24,2020-05-30,2.1,0.5
Haute-Saône,2020-05-25,2020-05-31,2.1,0.5
Haute-Saône,2020-05-26,2020-06-01,2.1,0.5
Haute-Saône,2020-05-27,2020-06-02,3.0,0.8
Haute-Saône,2020-05-28,2020-06-03,3.9,1.0
Haute-Saône,2020-05-29,2020-06-04,3.0,0.8
Haute-Saône,2020-05-30,2020-06-05,2.6,0.8
Haute-Saône,2020-05-31,2020-06-06,2.6,0.7
Haute-Saône,2020-06-01,2020-06-07,2.6,0.7
Haute-Saône,2020-06-02,2020-06-08,2.6,0.6
Haute-Saône,2020-06-03,2020-06-09,2.1,0.5
Haute-Saône,2020-06-04,2020-06-10,1.3,0.3
Haute-Saône,2020-06-05,2020-06-11,2.1,0.5
Haute-Saône,2020-06-06,2020-06-12,2.6,0.6
Haute-Saône,2020-06-07,2020-06-13,2.1,0.5
Haute-Saône,2020-06-08,2020-06-14,2.1,0.5
Haute-Saône,2020-06-09,2020-06-15,2.1,0.6
Haute-Saône,2020-06-10,2020-06-16,1.7,0.5
Haute-Saône,2020-06-11,2020-06-17,1.7,0.5
Haute-Saône,2020-06-12,2020-06-18,0.9,0.2
Haute-Saône,2020-06-13,2020-06-19,0.9,0.2
Haute-Saône,2020-06-14,2020-06-20,0.9,0.2
Haute-Saône,2020-06-15,2020-06-21,0.9,0.2
Haute-Saône,2020-06-16,2020-06-22,0.9,0.2
Haute-Saône,2020-06-17,2020-06-23,0.9,0.2
Haute-Saône,2020-06-18,2020-06-24,0.4,0.1
Haute-Saône,2020-06-19,2020-06-25,0.4,0.1
Haute-Saône,2020-06-20,2020-06-26,0.0,0.0
Haute-Saône,2020-06-21,2020-06-27,0.0,0.0
Haute-Saône,2020-06-22,2020-06-28,0.0,0.0
Haute-Saône,2020-06-23,2020-06-29,0.0,0.0
Haute-Saône,2020-06-24,2020-06-30,0.0,0.0
Haute-Saône,2020-06-25,2020-07-01,0.0,0.0
Haute-Saône,2020-06-26,2020-07-02,0.0,0.0
Haute-Saône,2020-06-27,2020-07-03,0.0,0.0
Haute-Saône,2020-06-28,2020-07-04,0.0,0.0
Haute-Saône,2020-06-29,2020-07-05,0.4,0.1
Haute-Saône,2020-06-30,2020-07-06,0.4,0.1
Haute-Saône,2020-07-01,2020-07-07,0.9,0.2
Haute-Saône,2020-07-02,2020-07-08,0.9,0.2
Haute-Saône,2020-07-03,2020-07-09,0.9,0.2
Haute-Saône,2020-07-04,2020-07-10,0.9,0.2
Haute-Saône,2020-07-05,2020-07-11,0.9,0.2
Haute-Saône,2020-07-06,2020-07-12,0.9,0.2
Haute-Saône,2020-07-07,2020-07-13,0.9,0.2
Haute-Saône,2020-07-08,2020-07-14,0.4,0.1
Haute-Saône,2020-07-09,2020-07-15,0.9,0.2
Haute-Saône,2020-07-10,2020-07-16,0.9,0.2
Haute-Saône,2020-07-11,2020-07-17,0.9,0.2
Haute-Saône,2020-07-12,2020-07-18,0.9,0.2
Haute-Saône,2020-07-13,2020-07-19,0.4,0.1
Haute-Saône,2020-07-14,2020-07-20,0.4,0.1
Haute-Saône,2020-07-15,2020-07-21,1.3,0.2
Haute-Saône,2020-07-16,2020-07-22,0.9,0.1
Haute-Saône,2020-07-17,2020-07-23,0.9,0.1
Haute-Saône,2020-07-18,2020-07-24,2.1,0.4
Haute-Saône,2020-07-19,2020-07-25,2.1,0.4
Haute-Saône,2020-07-20,2020-07-26,2.1,0.4
Haute-Saône,2020-07-21,2020-07-27,2.6,0.4
Haute-Saône,2020-07-22,2020-07-28,1.7,0.3
Haute-Saône,2020-07-23,2020-07-29,2.1,0.4
Haute-Saône,2020-07-24,2020-07-30,3.0,0.5
Haute-Saône,2020-07-25,2020-07-31,3.0,0.5
Haute-Saône,2020-07-26,2020-08-01,3.4,0.6
Haute-Saône,2020-07-27,2020-08-02,3.4,0.6
Haute-Saône,2020-07-28,2020-08-03,5.1,0.8
Haute-Saône,2020-07-29,2020-08-04,6.9,1.1
Haute-Saône,2020-07-30,2020-08-05,7.3,1.2
Haute-Saône,2020-07-31,2020-08-06,8.1,1.3
Haute-Saône,2020-08-01,2020-08-07,11.1,1.8
Haute-Saône,2020-08-02,2020-08-08,12.0,1.9
Haute-Saône,2020-08-03,2020-08-09,12.0,1.9
Haute-Saône,2020-08-04,2020-08-10,13.3,2.1
Haute-Saône,2020-08-05,2020-08-11,14.2,2.2
Haute-Saône,2020-08-06,2020-08-12,13.7,2.1
Haute-Saône,2020-08-07,2020-08-13,13.3,1.9
Haute-Saône,2020-08-08,2020-08-14,12.0,1.6
Haute-Saône,2020-08-09,2020-08-15,11.1,1.6
Haute-Saône,2020-08-10,2020-08-16,12.4,1.7
Haute-Saône,2020-08-11,2020-08-17,13.3,1.7
Haute-Saône,2020-08-12,2020-08-18,12.9,1.6
Haute-Saône,2020-08-13,2020-08-19,13.7,1.7
Haute-Saône,2020-08-14,2020-08-20,14.2,1.6
Haute-Saône,2020-08-15,2020-08-21,12.0,1.3
Haute-Saône,2020-08-16,2020-08-22,13.3,1.4
Haute-Saône,2020-08-17,2020-08-23,12.0,1.2
Haute-Saône,2020-08-18,2020-08-24,10.3,1.0
Haute-Saône,2020-08-19,2020-08-25,10.3,0.9
Haute-Saône,2020-08-20,2020-08-26,9.0,0.8
Haute-Saône,2020-08-21,2020-08-27,11.1,1.0
Haute-Saône,2020-08-22,2020-08-28,13.7,1.1
Haute-Saône,2020-08-23,2020-08-29,15.9,1.2
Haute-Saône,2020-08-24,2020-08-30,15.9,1.2
Haute-Saône,2020-08-25,2020-08-31,17.6,1.4
Haute-Saône,2020-08-26,2020-09-01,18.9,1.6
Haute-Saône,2020-08-27,2020-09-02,23.2,1.8
Haute-Saône,2020-08-28,2020-09-03,21.0,1.6
Haute-Saône,2020-08-29,2020-09-04,21.9,1.7
Haute-Saône,2020-08-30,2020-09-05,23.2,1.8
Haute-Saône,2020-08-31,2020-09-06,23.2,1.8
Haute-Saône,2020-09-01,2020-09-07,23.2,1.8
Haute-Saône,2020-09-02,2020-09-08,24.9,1.8
Haute-Saône,2020-09-03,2020-09-09,24.0,1.6
Haute-Saône,2020-09-04,2020-09-10,25.7,1.6
Haute-Saône,2020-09-05,2020-09-11,22.3,1.3
Haute-Saône,2020-09-06,2020-09-12,19.7,1.2
Haute-Saône,2020-09-07,2020-09-13,21.0,1.2
Haute-Saône,2020-09-08,2020-09-14,19.3,1.1
Haute-Saône,2020-09-09,2020-09-15,18.0,1.0
Haute-Saône,2020-09-10,2020-09-16,17.2,1.0
Haute-Saône,2020-09-11,2020-09-17,16.3,1.0
Haute-Saône,2020-09-12,2020-09-18,21.0,1.3
Haute-Saône,2020-09-13,2020-09-19,19.7,1.3
Haute-Saône,2020-09-14,2020-09-20,18.4,1.2
Haute-Saône,2020-09-15,2020-09-21,20.2,1.4
Haute-Saône,2020-09-16,2020-09-22,20.6,1.5
Haute-Saône,2020-09-17,2020-09-23,20.2,1.6
Haute-Saône,2020-09-18,2020-09-24,20.2,1.6
Haute-Saône,2020-09-19,2020-09-25,18.4,1.5
Haute-Saône,2020-09-20,2020-09-26,21.0,1.8
Haute-Saône,2020-09-21,2020-09-27,21.9,1.9
Haute-Saône,2020-09-22,2020-09-28,22.7,2.0
Haute-Saône,2020-09-23,2020-09-29,22.3,2.0
Haute-Saône,2020-09-24,2020-09-30,25.3,2.3
Haute-Saône,2020-09-25,2020-10-01,27.9,2.5
Haute-Saône,2020-09-26,2020-10-02,29.6,2.6
Haute-Saône,2020-09-27,2020-10-03,30.0,2.6
Haute-Saône,2020-09-28,2020-10-04,30.4,2.7
Haute-Saône,2020-09-29,2020-10-05,32.6,2.9
Haute-Saône,2020-09-30,2020-10-06,36.0,3.2
Haute-Saône,2020-10-01,2020-10-07,41.2,3.5
Haute-Saône,2020-10-02,2020-10-08,46.7,3.9
Haute-Saône,2020-10-03,2020-10-09,48.9,3.9
Haute-Saône,2020-10-04,2020-10-10,52.7,4.2
Haute-Saône,2020-10-05,2020-10-11,52.3,4.2
Haute-Saône,2020-10-06,2020-10-12,63.9,5.0
Haute-Saône,2020-10-07,2020-10-13,75.0,5.5
Haute-Saône,2020-10-08,2020-10-14,80.6,5.5
Haute-Saône,2020-10-09,2020-10-15,89.2,5.7
Haute-Saône,2020-10-10,2020-10-16,99.1,6.1
Haute-Saône,2020-10-11,2020-10-17,101.6,6.1
Haute-Saône,2020-10-12,2020-10-18,101.2,6.0
Haute-Saône,2020-10-13,2020-10-19,108.5,5.9
Haute-Saône,2020-10-14,2020-10-20,130.4,6.8
Haute-Saône,2020-10-15,2020-10-21,153.5,7.8
Haute-Saône,2020-10-16,2020-10-22,178.0,8.9
Haute-Saône,2020-10-17,2020-10-23,223.4,10.6
Haute-Saône,2020-10-18,2020-10-24,241.9,11.2
Haute-Saône,2020-10-19,2020-10-25,244.4,11.2
Haute-Saône,2020-10-20,2020-10-26,301.9,13.2
Haute-Saône,2020-10-21,2020-10-27,324.2,13.8
Haute-Saône,2020-10-22,2020-10-28,357.6,14.7
Haute-Saône,2020-10-23,2020-10-29,373.1,14.5
Haute-Saône,2020-10-24,2020-10-30,391.1,14.3
Haute-Saône,2020-10-25,2020-10-31,418.5,14.9
Haute-Saône,2020-10-26,2020-11-01,422.0,15.0
Haute-Saône,2020-10-27,2020-11-02,443.0,15.0
Haute-Saône,2020-10-28,2020-11-03,480.7,15.4
Haute-Saône,2020-10-29,2020-11-04,480.7,14.6
Haute-Saône,2020-10-30,2020-11-05,512.4,15.2
Haute-Saône,2020-10-31,2020-11-06,502.6,14.9
Haute-Saône,2020-11-01,2020-11-07,480.7,14.5
Haute-Saône,2020-11-02,2020-11-08,481.6,14.6
Haute-Saône,2020-11-03,2020-11-09,479.0,14.8
Haute-Saône,2020-11-04,2020-11-10,454.1,14.2
Haute-Saône,2020-11-05,2020-11-11,383.8,14.3
Haute-Saône,2020-11-06,2020-11-12,364.5,13.1
Haute-Saône,2020-11-07,2020-11-13,349.1,12.6
Haute-Saône,2020-11-08,2020-11-14,332.8,12.1
Haute-Saône,2020-11-09,2020-11-15,329.8,12.0
Haute-Saône,2020-11-10,2020-11-16,283.9,10.6
Haute-Saône,2020-11-11,2020-11-17,260.7,10.4
Haute-Saône,2020-11-12,2020-11-18,293.7,10.4
Haute-Saône,2020-11-13,2020-11-19,265.4,10.3
Haute-Saône,2020-11-14,2020-11-20,244.0,10.0
Haute-Saône,2020-11-15,2020-11-21,237.1,9.9
Haute-Saône,2020-11-16,2020-11-22,235.0,9.8
Haute-Saône,2020-11-17,2020-11-23,208.8,9.3
Haute-Saône,2020-11-18,2020-11-24,185.7,8.5
Haute-Saône,2020-11-19,2020-11-25,178.8,8.3
Haute-Saône,2020-11-20,2020-11-26,170.2,8.1
Haute-Saône,2020-11-21,2020-11-27,155.2,7.7
Haute-Saône,2020-11-22,2020-11-28,159.5,8.0
Haute-Saône,2020-11-23,2020-11-29,160.4,8.1
Haute-Saône,2020-11-24,2020-11-30,159.5,8.0
Haute-Saône,2020-11-25,2020-12-01,163.0,8.6
Haute-Saône,2020-11-26,2020-12-02,174.1,9.3
Haute-Saône,2020-11-27,2020-12-03,171.5,9.2
Haute-Saône,2020-11-28,2020-12-04,179.7,9.6
Haute-Saône,2020-11-29,2020-12-05,176.7,9.3
Haute-Saône,2020-11-30,2020-12-06,175.8,9.3
Haute-Saône,2020-12-01,2020-12-07,181.8,9.4
Haute-Saône,2020-12-02,2020-12-08,175.8,8.9
Haute-Saône,2020-12-03,2020-12-09,170.7,8.2
Haute-Saône,2020-12-04,2020-12-10,184.8,8.3
Haute-Saône,2020-12-05,2020-12-11,186.5,8.1
Haute-Saône,2020-12-06,2020-12-12,196.0,8.3
Haute-Saône,2020-12-07,2020-12-13,196.4,8.3
Haute-Saône,2020-12-08,2020-12-14,214.4,8.6
Haute-Saône,2020-12-09,2020-12-15,220.0,8.1
Haute-Saône,2020-12-10,2020-12-16,256.9,9.2
Haute-Saône,2020-12-11,2020-12-17,260.3,9.1
Haute-Saône,2020-12-12,2020-12-18,270.2,8.7
Haute-Saône,2020-12-13,2020-12-19,268.4,8.2
Haute-Saône,2020-12-14,2020-12-20,268.0,8.2
Haute-Saône,2020-12-15,2020-12-21,274.9,7.5
Haute-Saône,2020-12-16,2020-12-22,299.3,7.3
Haute-Saône,2020-12-17,2020-12-23,278.7,6.2
Haute-Saône,2020-12-18,2020-12-24,259.4,5.6
Haute-Saône,2020-12-19,2020-12-25,223.8,5.6
Haute-Saône,2020-12-20,2020-12-26,241.4,6.1
Haute-Saône,2020-12-21,2020-12-27,241.0,6.1
Haute-Saône,2020-12-22,2020-12-28,253.9,7.0
Haute-Saône,2020-12-23,2020-12-29,247.4,7.9
Haute-Saône,2020-12-24,2020-12-30,252.2,9.3
Haute-Saône,2020-12-25,2020-12-31,275.7,10.6
Haute-Saône,2020-12-26,2021-01-01,274.4,10.6
Haute-Saône,2020-12-27,2021-01-02,284.3,10.5
Haute-Saône,2020-12-28,2021-01-03,287.3,10.7
Haute-Saône,2020-12-29,2021-01-04,282.2,10.0
Haute-Saône,2020-12-30,2021-01-05,291.2,9.8
Haute-Saône,2020-12-31,2021-01-06,292.0,9.8
Haute-Saône,2021-01-01,2021-01-07,280.9,9.1
Haute-Saône,2021-01-02,2021-01-08,313.9,8.8
