nom_dep,debut_7j,fin_7j,Taux d'incidence,Taux de positivité
Haute-Saône,2021-01-03,2021-01-09,309.2,9.0
Haute-Saône,2021-01-04,2021-01-10,306.6,9.0
Haute-Saône,2021-01-05,2021-01-11,295.9,9.2
Haute-Saône,2021-01-06,2021-01-12,272.7,8.9
Haute-Saône,2021-01-07,2021-01-13,255.2,8.7
Haute-Saône,2021-01-08,2021-01-14,255.2,9.3
Haute-Saône,2021-01-09,2021-01-15,267.6,9.7
Haute-Saône,2021-01-10,2021-01-16,255.2,9.3
Haute-Saône,2021-01-11,2021-01-17,256.9,9.4
Haute-Saône,2021-01-12,2021-01-18,256.4,9.7
Haute-Saône,2021-01-13,2021-01-19,259.9,9.6
Haute-Saône,2021-01-14,2021-01-20,258.2,9.4
Haute-Saône,2021-01-15,2021-01-21,254.3,9.3
Haute-Saône,2021-01-16,2021-01-22,249.1,9.0
Haute-Saône,2021-01-17,2021-01-23,250.4,9.0
Haute-Saône,2021-01-18,2021-01-24,248.3,9.0
Haute-Saône,2021-01-19,2021-01-25,254.7,9.0
Haute-Saône,2021-01-20,2021-01-26,251.3,9.0
Haute-Saône,2021-01-21,2021-01-27,247.4,8.7
Haute-Saône,2021-01-22,2021-01-28,245.7,8.3
Haute-Saône,2021-01-23,2021-01-29,238.9,8.0
Saône-et-Loire,2020-05-13,2020-05-19,9.9,2.0
Saône-et-Loire,2020-05-14,2020-05-20,10.2,1.9
Saône-et-Loire,2020-05-15,2020-05-21,7.5,1.6
Saône-et-Loire,2020-05-16,2020-05-22,7.1,1.6
Saône-et-Loire,2020-05-17,2020-05-23,7.1,1.6
Saône-et-Loire,2020-05-18,2020-05-24,6.6,1.5
Saône-et-Loire,2020-05-19,2020-05-25,6.0,1.3
Saône-et-Loire,2020-05-20,2020-05-26,5.7,1.2
Saône-et-Loire,2020-05-21,2020-05-27,4.6,1.1
Saône-et-Loire,2020-05-22,2020-05-28,4.7,1.0
Saône-et-Loire,2020-05-23,2020-05-29,3.7,0.8
Saône-et-Loire,2020-05-24,2020-05-30,3.3,0.8
Saône-et-Loire,2020-05-25,2020-05-31,3.5,0.8
Saône-et-Loire,2020-05-26,2020-06-01,1.5,0.4
Saône-et-Loire,2020-05-27,2020-06-02,1.6,0.5
Saône-et-Loire,2020-05-28,2020-06-03,1.8,0.5
Saône-et-Loire,2020-05-29,2020-06-04,1.6,0.5
Saône-et-Loire,2020-05-30,2020-06-05,2.2,0.7
Saône-et-Loire,2020-05-31,2020-06-06,2.0,0.6
Saône-et-Loire,2020-06-01,2020-06-07,1.8,0.6
Saône-et-Loire,2020-06-02,2020-06-08,2.0,0.6
Saône-et-Loire,2020-06-03,2020-06-09,1.5,0.4
Saône-et-Loire,2020-06-04,2020-06-10,1.5,0.4
Saône-et-Loire,2020-06-05,2020-06-11,1.5,0.4
Saône-et-Loire,2020-06-06,2020-06-12,0.9,0.3
Saône-et-Loire,2020-06-07,2020-06-13,0.9,0.3
Saône-et-Loire,2020-06-08,2020-06-14,1.1,0.3
Saône-et-Loire,2020-06-09,2020-06-15,0.9,0.3
Saône-et-Loire,2020-06-10,2020-06-16,1.1,0.3
Saône-et-Loire,2020-06-11,2020-06-17,0.7,0.2
Saône-et-Loire,2020-06-12,2020-06-18,0.9,0.3
Saône-et-Loire,2020-06-13,2020-06-19,1.1,0.4
Saône-et-Loire,2020-06-14,2020-06-20,1.1,0.4
Saône-et-Loire,2020-06-15,2020-06-21,1.1,0.4
Saône-et-Loire,2020-06-16,2020-06-22,0.9,0.3
Saône-et-Loire,2020-06-17,2020-06-23,0.7,0.2
Saône-et-Loire,2020-06-18,2020-06-24,0.9,0.3
Saône-et-Loire,2020-06-19,2020-06-25,0.9,0.3
Saône-et-Loire,2020-06-20,2020-06-26,0.7,0.2
Saône-et-Loire,2020-06-21,2020-06-27,1.5,0.5
Saône-et-Loire,2020-06-22,2020-06-28,1.5,0.4
Saône-et-Loire,2020-06-23,2020-06-29,2.0,0.7
Saône-et-Loire,2020-06-24,2020-06-30,2.9,0.9
Saône-et-Loire,2020-06-25,2020-07-01,2.9,0.8
Saône-et-Loire,2020-06-26,2020-07-02,3.3,0.9
Saône-et-Loire,2020-06-27,2020-07-03,3.5,0.9
Saône-et-Loire,2020-06-28,2020-07-04,2.9,0.8
Saône-et-Loire,2020-06-29,2020-07-05,2.7,0.7
Saône-et-Loire,2020-06-30,2020-07-06,2.7,0.7
Saône-et-Loire,2020-07-01,2020-07-07,2.4,0.6
Saône-et-Loire,2020-07-02,2020-07-08,3.1,0.7
Saône-et-Loire,2020-07-03,2020-07-09,2.6,0.6
Saône-et-Loire,2020-07-04,2020-07-10,2.7,0.6
Saône-et-Loire,2020-07-05,2020-07-11,2.6,0.6
Saône-et-Loire,2020-07-06,2020-07-12,2.6,0.6
Saône-et-Loire,2020-07-07,2020-07-13,2.6,0.6
Saône-et-Loire,2020-07-08,2020-07-14,2.0,0.6
Saône-et-Loire,2020-07-09,2020-07-15,1.5,0.4
Saône-et-Loire,2020-07-10,2020-07-16,1.8,0.5
Saône-et-Loire,2020-07-11,2020-07-17,1.5,0.3
Saône-et-Loire,2020-07-12,2020-07-18,1.5,0.3
Saône-et-Loire,2020-07-13,2020-07-19,1.5,0.3
Saône-et-Loire,2020-07-14,2020-07-20,0.9,0.2
Saône-et-Loire,2020-07-15,2020-07-21,1.1,0.2
Saône-et-Loire,2020-07-16,2020-07-22,1.1,0.2
Saône-et-Loire,2020-07-17,2020-07-23,0.9,0.2
Saône-et-Loire,2020-07-18,2020-07-24,0.9,0.2
Saône-et-Loire,2020-07-19,2020-07-25,1.3,0.2
Saône-et-Loire,2020-07-20,2020-07-26,1.5,0.3
Saône-et-Loire,2020-07-21,2020-07-27,2.6,0.5
Saône-et-Loire,2020-07-22,2020-07-28,2.6,0.5
Saône-et-Loire,2020-07-23,2020-07-29,2.6,0.5
Saône-et-Loire,2020-07-24,2020-07-30,3.1,0.6
Saône-et-Loire,2020-07-25,2020-07-31,2.9,0.6
Saône-et-Loire,2020-07-26,2020-08-01,2.7,0.6
Saône-et-Loire,2020-07-27,2020-08-02,2.7,0.6
Saône-et-Loire,2020-07-28,2020-08-03,1.8,0.4
Saône-et-Loire,2020-07-29,2020-08-04,2.0,0.4
Saône-et-Loire,2020-07-30,2020-08-05,2.4,0.5
Saône-et-Loire,2020-07-31,2020-08-06,1.6,0.3
Saône-et-Loire,2020-08-01,2020-08-07,2.2,0.4
Saône-et-Loire,2020-08-02,2020-08-08,2.6,0.5
Saône-et-Loire,2020-08-03,2020-08-09,2.6,0.5
Saône-et-Loire,2020-08-04,2020-08-10,3.5,0.7
Saône-et-Loire,2020-08-05,2020-08-11,4.2,0.9
Saône-et-Loire,2020-08-06,2020-08-12,4.4,0.9
Saône-et-Loire,2020-08-07,2020-08-13,6.2,1.2
Saône-et-Loire,2020-08-08,2020-08-14,7.3,1.4
Saône-et-Loire,2020-08-09,2020-08-15,6.9,1.3
Saône-et-Loire,2020-08-10,2020-08-16,7.7,1.5
Saône-et-Loire,2020-08-11,2020-08-17,10.4,1.9
Saône-et-Loire,2020-08-12,2020-08-18,12.2,2.1
Saône-et-Loire,2020-08-13,2020-08-19,15.5,2.7
Saône-et-Loire,2020-08-14,2020-08-20,15.2,2.4
Saône-et-Loire,2020-08-15,2020-08-21,15.3,2.2
Saône-et-Loire,2020-08-16,2020-08-22,16.1,2.1
Saône-et-Loire,2020-08-17,2020-08-23,16.2,2.1
Saône-et-Loire,2020-08-18,2020-08-24,16.8,2.0
Saône-et-Loire,2020-08-19,2020-08-25,17.7,2.0
Saône-et-Loire,2020-08-20,2020-08-26,16.1,1.7
Saône-et-Loire,2020-08-21,2020-08-27,19.3,2.0
Saône-et-Loire,2020-08-22,2020-08-28,20.6,2.1
Saône-et-Loire,2020-08-23,2020-08-29,20.8,2.2
Saône-et-Loire,2020-08-24,2020-08-30,20.3,2.1
Saône-et-Loire,2020-08-25,2020-08-31,22.1,2.3
Saône-et-Loire,2020-08-26,2020-09-01,25.0,2.5
Saône-et-Loire,2020-08-27,2020-09-02,28.7,2.7
Saône-et-Loire,2020-08-28,2020-09-03,31.4,2.7
Saône-et-Loire,2020-08-29,2020-09-04,38.0,3.1
Saône-et-Loire,2020-08-30,2020-09-05,42.0,3.3
Saône-et-Loire,2020-08-31,2020-09-06,42.2,3.3
Saône-et-Loire,2020-09-01,2020-09-07,46.5,3.4
Saône-et-Loire,2020-09-02,2020-09-08,47.3,3.3
Saône-et-Loire,2020-09-03,2020-09-09,48.7,3.3
Saône-et-Loire,2020-09-04,2020-09-10,49.1,3.3
Saône-et-Loire,2020-09-05,2020-09-11,53.5,3.4
Saône-et-Loire,2020-09-06,2020-09-12,51.5,3.3
Saône-et-Loire,2020-09-07,2020-09-13,52.2,3.3
Saône-et-Loire,2020-09-08,2020-09-14,57.5,3.4
Saône-et-Loire,2020-09-09,2020-09-15,58.4,3.3
Saône-et-Loire,2020-09-10,2020-09-16,62.2,3.4
Saône-et-Loire,2020-09-11,2020-09-17,69.5,3.8
Saône-et-Loire,2020-09-12,2020-09-18,65.9,3.6
Saône-et-Loire,2020-09-13,2020-09-19,65.2,3.5
Saône-et-Loire,2020-09-14,2020-09-20,65.2,3.5
Saône-et-Loire,2020-09-15,2020-09-21,63.5,3.5
Saône-et-Loire,2020-09-16,2020-09-22,68.1,3.9
Saône-et-Loire,2020-09-17,2020-09-23,66.6,3.8
Saône-et-Loire,2020-09-18,2020-09-24,64.4,3.8
Saône-et-Loire,2020-09-19,2020-09-25,67.2,4.0
Saône-et-Loire,2020-09-20,2020-09-26,69.4,4.2
Saône-et-Loire,2020-09-21,2020-09-27,69.5,4.2
Saône-et-Loire,2020-09-22,2020-09-28,69.5,4.3
Saône-et-Loire,2020-09-23,2020-09-29,69.0,4.4
Saône-et-Loire,2020-09-24,2020-09-30,76.5,5.0
Saône-et-Loire,2020-09-25,2020-10-01,84.9,5.7
Saône-et-Loire,2020-09-26,2020-10-02,98.8,6.6
Saône-et-Loire,2020-09-27,2020-10-03,102.6,6.7
Saône-et-Loire,2020-09-28,2020-10-04,102.4,6.7
Saône-et-Loire,2020-09-29,2020-10-05,120.1,7.6
Saône-et-Loire,2020-09-30,2020-10-06,132.7,8.1
Saône-et-Loire,2020-10-01,2020-10-07,149.5,8.6
Saône-et-Loire,2020-10-02,2020-10-08,159.2,8.7
Saône-et-Loire,2020-10-03,2020-10-09,182.0,9.1
Saône-et-Loire,2020-10-04,2020-10-10,186.2,9.0
Saône-et-Loire,2020-10-05,2020-10-11,186.2,9.0
Saône-et-Loire,2020-10-06,2020-10-12,219.2,9.8
Saône-et-Loire,2020-10-07,2020-10-13,252.8,10.8
Saône-et-Loire,2020-10-08,2020-10-14,273.1,11.2
Saône-et-Loire,2020-10-09,2020-10-15,304.1,11.4
Saône-et-Loire,2020-10-10,2020-10-16,331.3,12.0
Saône-et-Loire,2020-10-11,2020-10-17,340.8,12.2
Saône-et-Loire,2020-10-12,2020-10-18,343.4,12.4
Saône-et-Loire,2020-10-13,2020-10-19,365.4,12.6
Saône-et-Loire,2020-10-14,2020-10-20,396.1,12.9
Saône-et-Loire,2020-10-15,2020-10-21,447.2,13.9
Saône-et-Loire,2020-10-16,2020-10-22,500.3,15.0
Saône-et-Loire,2020-10-17,2020-10-23,545.6,15.9
Saône-et-Loire,2020-10-18,2020-10-24,574.6,16.5
Saône-et-Loire,2020-10-19,2020-10-25,584.3,16.7
Saône-et-Loire,2020-10-20,2020-10-26,657.1,18.1
Saône-et-Loire,2020-10-21,2020-10-27,727.8,19.2
Saône-et-Loire,2020-10-22,2020-10-28,748.6,19.3
Saône-et-Loire,2020-10-23,2020-10-29,739.5,19.2
Saône-et-Loire,2020-10-24,2020-10-30,738.9,18.9
Saône-et-Loire,2020-10-25,2020-10-31,733.3,18.9
Saône-et-Loire,2020-10-26,2020-11-01,730.2,18.8
Saône-et-Loire,2020-10-27,2020-11-02,736.6,18.8
Saône-et-Loire,2020-10-28,2020-11-03,717.9,18.5
Saône-et-Loire,2020-10-29,2020-11-04,718.5,18.6
Saône-et-Loire,2020-10-30,2020-11-05,729.1,18.3
Saône-et-Loire,2020-10-31,2020-11-06,718.8,17.8
Saône-et-Loire,2020-11-01,2020-11-07,712.6,17.5
Saône-et-Loire,2020-11-02,2020-11-08,710.8,17.4
Saône-et-Loire,2020-11-03,2020-11-09,647.5,16.4
Saône-et-Loire,2020-11-04,2020-11-10,606.0,15.7
Saône-et-Loire,2020-11-05,2020-11-11,485.6,14.8
Saône-et-Loire,2020-11-06,2020-11-12,455.3,14.2
Saône-et-Loire,2020-11-07,2020-11-13,412.0,13.5
Saône-et-Loire,2020-11-08,2020-11-14,391.4,13.1
Saône-et-Loire,2020-11-09,2020-11-15,387.9,13.0
Saône-et-Loire,2020-11-10,2020-11-16,354.1,12.9
Saône-et-Loire,2020-11-11,2020-11-17,310.9,12.2
Saône-et-Loire,2020-11-12,2020-11-18,343.9,12.1
Saône-et-Loire,2020-11-13,2020-11-19,290.4,11.3
Saône-et-Loire,2020-11-14,2020-11-20,257.2,10.7
Saône-et-Loire,2020-11-15,2020-11-21,250.6,10.5
Saône-et-Loire,2020-11-16,2020-11-22,249.7,10.4
Saône-et-Loire,2020-11-17,2020-11-23,226.7,9.8
Saône-et-Loire,2020-11-18,2020-11-24,203.0,9.5
Saône-et-Loire,2020-11-19,2020-11-25,192.8,9.0
Saône-et-Loire,2020-11-20,2020-11-26,188.7,9.1
Saône-et-Loire,2020-11-21,2020-11-27,178.9,8.6
Saône-et-Loire,2020-11-22,2020-11-28,177.1,8.6
Saône-et-Loire,2020-11-23,2020-11-29,175.8,8.6
Saône-et-Loire,2020-11-24,2020-11-30,169.0,8.5
Saône-et-Loire,2020-11-25,2020-12-01,160.8,8.2
Saône-et-Loire,2020-11-26,2020-12-02,153.3,8.2
Saône-et-Loire,2020-11-27,2020-12-03,152.2,8.1
Saône-et-Loire,2020-11-28,2020-12-04,158.3,8.2
Saône-et-Loire,2020-11-29,2020-12-05,160.8,8.3
Saône-et-Loire,2020-11-30,2020-12-06,162.3,8.3
Saône-et-Loire,2020-12-01,2020-12-07,156.1,8.0
Saône-et-Loire,2020-12-02,2020-12-08,163.7,8.3
Saône-et-Loire,2020-12-03,2020-12-09,171.8,8.5
Saône-et-Loire,2020-12-04,2020-12-10,173.4,8.5
Saône-et-Loire,2020-12-05,2020-12-11,173.4,8.3
Saône-et-Loire,2020-12-06,2020-12-12,177.4,8.4
Saône-et-Loire,2020-12-07,2020-12-13,178.3,8.5
Saône-et-Loire,2020-12-08,2020-12-14,188.6,8.7
Saône-et-Loire,2020-12-09,2020-12-15,196.0,8.6
Saône-et-Loire,2020-12-10,2020-12-16,197.9,8.2
Saône-et-Loire,2020-12-11,2020-12-17,212.3,8.3
Saône-et-Loire,2020-12-12,2020-12-18,215.6,7.9
Saône-et-Loire,2020-12-13,2020-12-19,219.6,7.7
Saône-et-Loire,2020-12-14,2020-12-20,218.0,7.6
Saône-et-Loire,2020-12-15,2020-12-21,227.8,7.1
Saône-et-Loire,2020-12-16,2020-12-22,231.8,6.4
Saône-et-Loire,2020-12-17,2020-12-23,230.5,5.8
Saône-et-Loire,2020-12-18,2020-12-24,216.7,5.1
Saône-et-Loire,2020-12-19,2020-12-25,185.8,5.1
Saône-et-Loire,2020-12-20,2020-12-26,179.4,4.9
Saône-et-Loire,2020-12-21,2020-12-27,181.1,5.0
Saône-et-Loire,2020-12-22,2020-12-28,173.4,5.3
Saône-et-Loire,2020-12-23,2020-12-29,173.8,5.9
Saône-et-Loire,2020-12-24,2020-12-30,177.4,6.7
Saône-et-Loire,2020-12-25,2020-12-31,184.5,7.4
Saône-et-Loire,2020-12-26,2021-01-01,185.1,7.5
Saône-et-Loire,2020-12-27,2021-01-02,199.5,7.9
Saône-et-Loire,2020-12-28,2021-01-03,199.5,7.9
Saône-et-Loire,2020-12-29,2021-01-04,216.1,8.1
Saône-et-Loire,2020-12-30,2021-01-05,221.6,8.0
Saône-et-Loire,2020-12-31,2021-01-06,227.3,8.6
Saône-et-Loire,2021-01-01,2021-01-07,231.3,8.7
Saône-et-Loire,2021-01-02,2021-01-08,273.4,8.7
Saône-et-Loire,2021-01-03,2021-01-09,266.5,8.7
Saône-et-Loire,2021-01-04,2021-01-10,264.9,8.7
Saône-et-Loire,2021-01-05,2021-01-11,266.7,8.9
Saône-et-Loire,2021-01-06,2021-01-12,252.6,8.6
Saône-et-Loire,2021-01-07,2021-01-13,249.5,8.6
Saône-et-Loire,2021-01-08,2021-01-14,246.2,8.6
Saône-et-Loire,2021-01-09,2021-01-15,246.1,8.6
Saône-et-Loire,2021-01-10,2021-01-16,242.6,8.4
Saône-et-Loire,2021-01-11,2021-01-17,243.9,8.5
Saône-et-Loire,2021-01-12,2021-01-18,239.1,8.7
Saône-et-Loire,2021-01-13,2021-01-19,253.4,9.2
Saône-et-Loire,2021-01-14,2021-01-20,261.8,9.5
Saône-et-Loire,2021-01-15,2021-01-21,265.8,9.6
Saône-et-Loire,2021-01-16,2021-01-22,263.4,9.5
Saône-et-Loire,2021-01-17,2021-01-23,268.2,9.6
Saône-et-Loire,2021-01-18,2021-01-24,266.9,9.5
Saône-et-Loire,2021-01-19,2021-01-25,256.3,8.9
Saône-et-Loire,2021-01-20,2021-01-26,247.3,8.6
Saône-et-Loire,2021-01-21,2021-01-27,238.2,8.2
Saône-et-Loire,2021-01-22,2021-01-28,233.5,7.9
Saône-et-Loire,2021-01-23,2021-01-29,233.5,7.8
Yonne,2020-05-13,2020-05-19,8.7,1.3
Yonne,2020-05-14,2020-05-20,9.0,1.3
Yonne,2020-05-15,2020-05-21,9.6,1.6
Yonne,2020-05-16,2020-05-22,9.0,1.5
Yonne,2020-05-17,2020-05-23,8.1,1.4
Yonne,2020-05-18,2020-05-24,8.1,1.4
Yonne,2020-05-19,2020-05-25,7.5,1.3
Yonne,2020-05-20,2020-05-26,5.7,1.0
Yonne,2020-05-21,2020-05-27,4.5,0.8
Yonne,2020-05-22,2020-05-28,3.9,0.6
Yonne,2020-05-23,2020-05-29,3.3,0.5
Yonne,2020-05-24,2020-05-30,2.1,0.4
Yonne,2020-05-25,2020-05-31,1.2,0.2
Yonne,2020-05-26,2020-06-01,1.2,0.2
Yonne,2020-05-27,2020-06-02,3.0,0.6
Yonne,2020-05-28,2020-06-03,4.5,0.8
Yonne,2020-05-29,2020-06-04,5.1,0.9
Yonne,2020-05-30,2020-06-05,5.7,1.1
Yonne,2020-05-31,2020-06-06,6.0,1.2
Yonne,2020-06-01,2020-06-07,6.0,1.2
Yonne,2020-06-02,2020-06-08,6.3,1.0
Yonne,2020-06-03,2020-06-09,3.9,0.7
Yonne,2020-06-04,2020-06-10,2.4,0.5
Yonne,2020-06-05,2020-06-11,2.1,0.4
Yonne,2020-06-06,2020-06-12,1.5,0.3
Yonne,2020-06-07,2020-06-13,0.9,0.2
Yonne,2020-06-08,2020-06-14,0.9,0.2
Yonne,2020-06-09,2020-06-15,0.6,0.1
Yonne,2020-06-10,2020-06-16,1.2,0.2
Yonne,2020-06-11,2020-06-17,0.9,0.2
Yonne,2020-06-12,2020-06-18,0.6,0.1
Yonne,2020-06-13,2020-06-19,0.6,0.1
Yonne,2020-06-14,2020-06-20,0.9,0.2
Yonne,2020-06-15,2020-06-21,0.9,0.2
Yonne,2020-06-16,2020-06-22,1.2,0.3
Yonne,2020-06-17,2020-06-23,1.2,0.3
Yonne,2020-06-18,2020-06-24,1.8,0.4
Yonne,2020-06-19,2020-06-25,2.4,0.6
Yonne,2020-06-20,2020-06-26,2.4,0.6
Yonne,2020-06-21,2020-06-27,3.0,0.8
Yonne,2020-06-22,2020-06-28,4.2,1.1
Yonne,2020-06-23,2020-06-29,3.9,0.9
Yonne,2020-06-24,2020-06-30,3.3,0.6
Yonne,2020-06-25,2020-07-01,3.3,0.6
Yonne,2020-06-26,2020-07-02,3.0,0.5
Yonne,2020-06-27,2020-07-03,3.0,0.5
Yonne,2020-06-28,2020-07-04,2.1,0.3
Yonne,2020-06-29,2020-07-05,1.2,0.2
Yonne,2020-06-30,2020-07-06,1.2,0.2
Yonne,2020-07-01,2020-07-07,1.8,0.3
Yonne,2020-07-02,2020-07-08,1.2,0.2
Yonne,2020-07-03,2020-07-09,1.2,0.2
Yonne,2020-07-04,2020-07-10,1.8,0.3
Yonne,2020-07-05,2020-07-11,3.3,0.6
Yonne,2020-07-06,2020-07-12,3.3,0.6
Yonne,2020-07-07,2020-07-13,3.3,0.6
Yonne,2020-07-08,2020-07-14,3.0,0.6
Yonne,2020-07-09,2020-07-15,3.9,0.8
Yonne,2020-07-10,2020-07-16,4.2,0.8
Yonne,2020-07-11,2020-07-17,4.2,0.7
Yonne,2020-07-12,2020-07-18,2.7,0.4
Yonne,2020-07-13,2020-07-19,2.4,0.4
Yonne,2020-07-14,2020-07-20,3.0,0.5
Yonne,2020-07-15,2020-07-21,3.3,0.4
Yonne,2020-07-16,2020-07-22,2.4,0.3
Yonne,2020-07-17,2020-07-23,3.3,0.5
Yonne,2020-07-18,2020-07-24,3.6,0.5
Yonne,2020-07-19,2020-07-25,3.9,0.5
Yonne,2020-07-20,2020-07-26,4.8,0.7
Yonne,2020-07-21,2020-07-27,5.4,0.8
Yonne,2020-07-22,2020-07-28,5.4,0.7
Yonne,2020-07-23,2020-07-29,6.9,0.9
Yonne,2020-07-24,2020-07-30,6.0,0.7
Yonne,2020-07-25,2020-07-31,6.0,0.7
Yonne,2020-07-26,2020-08-01,6.0,0.8
Yonne,2020-07-27,2020-08-02,5.1,0.6
Yonne,2020-07-28,2020-08-03,5.1,0.6
Yonne,2020-07-29,2020-08-04,5.7,0.8
Yonne,2020-07-30,2020-08-05,6.0,0.8
Yonne,2020-07-31,2020-08-06,7.8,1.1
Yonne,2020-08-01,2020-08-07,7.5,1.0
Yonne,2020-08-02,2020-08-08,7.5,1.0
Yonne,2020-08-03,2020-08-09,7.5,1.0
Yonne,2020-08-04,2020-08-10,6.9,1.0
Yonne,2020-08-05,2020-08-11,6.6,0.9
Yonne,2020-08-06,2020-08-12,6.3,0.9
Yonne,2020-08-07,2020-08-13,5.4,0.7
Yonne,2020-08-08,2020-08-14,6.0,0.8
Yonne,2020-08-09,2020-08-15,6.6,0.9
Yonne,2020-08-10,2020-08-16,6.9,0.9
Yonne,2020-08-11,2020-08-17,8.7,1.1
Yonne,2020-08-12,2020-08-18,11.1,1.3
Yonne,2020-08-13,2020-08-19,10.8,1.2
Yonne,2020-08-14,2020-08-20,12.6,1.3
Yonne,2020-08-15,2020-08-21,15.4,1.5
Yonne,2020-08-16,2020-08-22,16.9,1.5
Yonne,2020-08-17,2020-08-23,19.0,1.7
Yonne,2020-08-18,2020-08-24,21.7,1.9
Yonne,2020-08-19,2020-08-25,23.2,2.0
Yonne,2020-08-20,2020-08-26,29.5,2.4
Yonne,2020-08-21,2020-08-27,30.4,2.3
Yonne,2020-08-22,2020-08-28,34.3,2.5
Yonne,2020-08-23,2020-08-29,34.6,2.4
Yonne,2020-08-24,2020-08-30,32.5,2.3
Yonne,2020-08-25,2020-08-31,38.2,2.5
Yonne,2020-08-26,2020-09-01,38.2,2.5
Yonne,2020-08-27,2020-09-02,34.3,2.3
Yonne,2020-08-28,2020-09-03,35.8,2.3
Yonne,2020-08-29,2020-09-04,31.9,2.1
Yonne,2020-08-30,2020-09-05,29.8,2.0
Yonne,2020-08-31,2020-09-06,30.1,2.0
Yonne,2020-09-01,2020-09-07,25.3,1.7
Yonne,2020-09-02,2020-09-08,25.0,1.6
Yonne,2020-09-03,2020-09-09,25.9,1.6
Yonne,2020-09-04,2020-09-10,28.6,1.7
Yonne,2020-09-05,2020-09-11,37.3,2.1
Yonne,2020-09-06,2020-09-12,41.6,2.3
Yonne,2020-09-07,2020-09-13,42.5,2.4
Yonne,2020-09-08,2020-09-14,47.9,2.6
Yonne,2020-09-09,2020-09-15,53.0,2.9
Yonne,2020-09-10,2020-09-16,56.9,3.2
Yonne,2020-09-11,2020-09-17,59.3,3.4
Yonne,2020-09-12,2020-09-18,59.6,3.5
Yonne,2020-09-13,2020-09-19,62.0,3.7
Yonne,2020-09-14,2020-09-20,61.1,3.6
Yonne,2020-09-15,2020-09-21,64.4,4.0
Yonne,2020-09-16,2020-09-22,78.9,5.0
Yonne,2020-09-17,2020-09-23,81.6,5.4
Yonne,2020-09-18,2020-09-24,84.0,5.6
Yonne,2020-09-19,2020-09-25,78.6,5.4
Yonne,2020-09-20,2020-09-26,78.3,5.4
Yonne,2020-09-21,2020-09-27,78.3,5.4
Yonne,2020-09-22,2020-09-28,78.9,5.4
Yonne,2020-09-23,2020-09-29,66.8,4.6
Yonne,2020-09-24,2020-09-30,65.9,4.4
Yonne,2020-09-25,2020-10-01,60.2,4.1
Yonne,2020-09-26,2020-10-02,66.8,4.6
Yonne,2020-09-27,2020-10-03,68.1,4.7
Yonne,2020-09-28,2020-10-04,67.8,4.7
Yonne,2020-09-29,2020-10-05,69.6,4.9
Yonne,2020-09-30,2020-10-06,71.4,5.1
Yonne,2020-10-01,2020-10-07,83.4,6.1
Yonne,2020-10-02,2020-10-08,93.0,6.7
Yonne,2020-10-03,2020-10-09,101.2,7.2
Yonne,2020-10-04,2020-10-10,101.8,7.1
Yonne,2020-10-05,2020-10-11,104.2,7.2
Yonne,2020-10-06,2020-10-12,119.2,7.9
Yonne,2020-10-07,2020-10-13,135.8,8.7
Yonne,2020-10-08,2020-10-14,143.9,8.6
Yonne,2020-10-09,2020-10-15,158.4,9.0
Yonne,2020-10-10,2020-10-16,162.6,9.0
Yonne,2020-10-11,2020-10-17,193.3,10.3
Yonne,2020-10-12,2020-10-18,195.4,10.3
Yonne,2020-10-13,2020-10-19,212.3,10.8
Yonne,2020-10-14,2020-10-20,254.4,12.4
Yonne,2020-10-15,2020-10-21,280.0,13.5
Yonne,2020-10-16,2020-10-22,305.9,14.4
Yonne,2020-10-17,2020-10-23,354.4,15.9
Yonne,2020-10-18,2020-10-24,374.3,16.2
Yonne,2020-10-19,2020-10-25,377.9,16.4
Yonne,2020-10-20,2020-10-26,420.7,17.1
Yonne,2020-10-21,2020-10-27,427.9,16.6
Yonne,2020-10-22,2020-10-28,458.3,16.5
Yonne,2020-10-23,2020-10-29,486.9,16.8
Yonne,2020-10-24,2020-10-30,504.1,16.8
Yonne,2020-10-25,2020-10-31,505.0,16.2
Yonne,2020-10-26,2020-11-01,504.4,16.0
Yonne,2020-10-27,2020-11-02,501.7,15.5
Yonne,2020-10-28,2020-11-03,521.8,15.9
Yonne,2020-10-29,2020-11-04,536.6,16.3
Yonne,2020-10-30,2020-11-05,533.9,15.7
Yonne,2020-10-31,2020-11-06,529.4,15.1
Yonne,2020-11-01,2020-11-07,525.8,15.1
Yonne,2020-11-02,2020-11-08,526.4,15.2
Yonne,2020-11-03,2020-11-09,521.2,15.4
Yonne,2020-11-04,2020-11-10,523.9,15.2
Yonne,2020-11-05,2020-11-11,430.3,14.5
Yonne,2020-11-06,2020-11-12,420.1,14.0
Yonne,2020-11-07,2020-11-13,393.0,13.3
Yonne,2020-11-08,2020-11-14,384.8,13.1
Yonne,2020-11-09,2020-11-15,383.3,13.0
Yonne,2020-11-10,2020-11-16,360.4,12.3
Yonne,2020-11-11,2020-11-17,328.5,11.4
Yonne,2020-11-12,2020-11-18,374.9,11.7
Yonne,2020-11-13,2020-11-19,343.9,11.3
Yonne,2020-11-14,2020-11-20,327.9,11.4
Yonne,2020-11-15,2020-11-21,308.6,11.0
Yonne,2020-11-16,2020-11-22,304.7,10.9
Yonne,2020-11-17,2020-11-23,286.7,10.5
Yonne,2020-11-18,2020-11-24,274.3,10.6
