nom_reg,debut_7j,fin_7j,Taux d'incidence,Taux de positivité
France,2021-01-13,2021-01-19,200.8,7.0
France,2021-01-14,2021-01-20,203.5,7.1
France,2021-01-15,2021-01-21,206.5,7.1
France,2021-01-16,2021-01-22,209.6,7.1
France,2021-01-17,2021-01-23,211.2,7.1
France,2021-01-18,2021-01-24,211.1,7.1
France,2021-01-19,2021-01-25,212.4,7.1
France,2021-01-20,2021-01-26,211.8,7.0
France,2021-01-21,2021-01-27,211.2,6.9
France,2021-01-22,2021-01-28,211.4,6.8
